# R=3.2e-06
# T=300
# R/L, L (in m), F (in N), F_pfa (in N), 1-F/F_PFA
330.578512397, 9.68e-09, -1.44392693551e-09, -1.44603259032e-09, 0.00145615999351
312.5, 1.024e-08, -1.26721474921e-09, -1.26919572158e-09, 0.00156080921184
296.296296296, 1.08e-08, -1.11943746349e-09, -1.12130664067e-09, 0.00166696344569
281.690140845, 1.136e-08, -9.94756029053e-10, -9.96524471558e-10, 0.0017746102128
268.456375839, 1.192e-08, -8.88714178069e-10, -8.9039148443e-10, 0.00188378526806
256.41025641, 1.248e-08, -7.97866454475e-10, -7.99460905916e-10, 0.00199440826758
245.398773006, 1.304e-08, -7.19517194982e-10, -7.21035974755e-10, 0.00210638556948
235.294117647, 1.36e-08, -6.51534541194e-10, -6.5298392513e-10, 0.00221963187839
225.988700565, 1.416e-08, -5.92215807669e-10, -5.93601365102e-10, 0.00233415472753
217.391304348, 1.472e-08, -5.40188887786e-10, -5.41515496935e-10, 0.00244980828052
209.42408377, 1.528e-08, -4.94338667986e-10, -4.95610715352e-10, 0.00256662603557
202.02020202, 1.584e-08, -4.53752071582e-10, -4.54973425471e-10, 0.00268445104808
195.12195122, 1.64e-08, -4.17675973158e-10, -4.18850110534e-10, 0.00280323998152
188.679245283, 1.696e-08, -3.85485009576e-10, -3.86615149508e-10, 0.00292316514952
182.648401826, 1.752e-08, -3.56657007344e-10, -3.57745888505e-10, 0.00304372795139
176.991150442, 1.808e-08, -3.30752943055e-10, -3.31803164194e-10, 0.00316519325763
171.673819742, 1.864e-08, -3.07402071585e-10, -3.08415964281e-10, 0.00328741963172
166.666666667, 1.92e-08, -2.86289547134e-10, -2.87269254969e-10, 0.00341041659686
161.943319838, 1.976e-08, -2.67146769441e-10, -2.68094253358e-10, 0.00353414482117
157.480314961, 2.032e-08, -2.49743552637e-10, -2.50660601957e-10, 0.00365852995013
153.256704981, 2.088e-08, -2.33881813918e-10, -2.34770034041e-10, 0.00378336241479
149.253731343, 2.144e-08, -2.19390321926e-10, -2.20251215465e-10, 0.00390868916337
145.454545455, 2.2e-08, -2.06120504509e-10, -2.06955521097e-10, 0.00403476352503
141.843971631, 2.256e-08, -1.93943122664e-10, -1.94753558267e-10, 0.00416133913161
138.408304498, 2.312e-08, -1.82745269577e-10, -1.83532290727e-10, 0.00428818899969
135.135135135, 2.368e-08, -1.72427904595e-10, -1.73192648182e-10, 0.00441556610474
132.01320132, 2.424e-08, -1.62904042108e-10, -1.63647530388e-10, 0.00454322945021
129.032258065, 2.48e-08, -1.54096930991e-10, -1.54820133529e-10, 0.00467124347296
126.1829653, 2.536e-08, -1.4593870805e-10, -1.46642541145e-10, 0.00479965151674
123.456790123, 2.592e-08, -1.38369232417e-10, -1.39054533084e-10, 0.00492828714319
120.84592145, 2.648e-08, -1.31334981699e-10, -1.32002575059e-10, 0.00505742679243
118.343195266, 2.704e-08, -1.24788337522e-10, -1.25438958329e-10, 0.00518675231034
115.942028986, 2.76e-08, -1.186867477e-10, -1.19321064685e-10, 0.00531605200314
113.636363636, 2.816e-08, -1.12992056493e-10, -1.13610736495e-10, 0.005445612104
111.420612813, 2.872e-08, -1.07670050031e-10, -1.08273735042e-10, 0.00557554434607
109.289617486, 2.928e-08, -1.02690022818e-10, -1.03279273407e-10, 0.00570540989613
107.238605898, 2.984e-08, -9.80242090259e-11, -9.85996124542e-11, 0.00583575750495
105.263157895, 3.04e-08, -9.36476623544e-11, -9.42097104609e-11, 0.00596592542128
103.359173127, 3.096e-08, -8.95377290425e-11, -9.00869184119e-11, 0.0060962166213
101.52284264, 3.152e-08, -8.56738984255e-11, -8.62107143531e-11, 0.00622678899704
99.7506234414, 3.208e-08, -8.20376132101e-11, -8.25624712179e-11, 0.0063571014776
98.0392156863, 3.264e-08, -7.8611899631e-11, -7.91252534062e-11, 0.00648786263711
96.3855421687, 3.32e-08, -7.53814070976e-11, -7.58836381765e-11, 0.00661843700372
94.7867298578, 3.376e-08, -7.23320763687e-11, -7.28235584628e-11, 0.00674894367278
93.2400932401, 3.432e-08, -6.94510572075e-11, -6.99321642009e-11, 0.00687962397415
91.7431192661, 3.488e-08, -6.67266186257e-11, -6.71976998317e-11, 0.00701037695122
90.2934537246, 3.544e-08, -6.41480036048e-11, -6.46093957774e-11, 0.00714125503137
88.8888888889, 3.6e-08, -6.17053773756e-11, -6.2157372152e-11, 0.00727178065531
87.5273522976, 3.656e-08, -5.93896732327e-11, -5.98325531912e-11, 0.00740198996829
86.2068965517, 3.712e-08, -5.71925004772e-11, -5.76265910046e-11, 0.00753281635857
