# R=0.000387
# T=300
# R/L, L (in m), F (in N), F_pfa (in N), 1-F/F_PFA
330.578512397, 1.170675e-06, -4.7314558866e-13, -4.73608634602e-13, 0.000977697423413
312.5, 1.2384e-06, -3.97140590053e-13, -3.9754332874e-13, 0.00101306865896
296.296296296, 1.306125e-06, -3.36487495584e-13, -3.36840896929e-13, 0.00104916400631
281.690140845, 1.37385e-06, -2.87551131667e-13, -2.87863726951e-13, 0.00108591411141
268.456375839, 1.441575e-06, -2.47673479632e-13, -2.47952243942e-13, 0.00112426612972
256.41025641, 1.5093e-06, -2.148822404e-13, -2.15132723907e-13, 0.00116432080881
245.398773006, 1.577025e-06, -1.87693883004e-13, -1.87920500154e-13, 0.0012059203243
235.294117647, 1.64475e-06, -1.64978525399e-13, -1.65184965222e-13, 0.00124974946924
225.988700565, 1.712475e-06, -1.45866144247e-13, -1.4605540689e-13, 0.00129582771032
217.391304348, 1.7802e-06, -1.29679809928e-13, -1.298543187e-13, 0.00134388116222
209.42408377, 1.847925e-06, -1.15887700959e-13, -1.16049504664e-13, 0.0013942645046
202.02020202, 1.91565e-06, -1.04068454914e-13, -1.04219236564e-13, 0.00144677368799
195.12195122, 1.983375e-06, -9.38854073177e-14, -9.40266039794e-14, 0.00150166714281
188.679245283, 2.0511e-06, -8.50675988218e-14, -8.5200422929e-14, 0.00155896065493
182.648401826, 2.118825e-06, -7.73954423326e-14, -7.75208800251e-14, 0.00161811491992
176.991150442, 2.18655e-06, -7.06897171996e-14, -7.0808634285e-14, 0.00167941503918
171.673819742, 2.254275e-06, -6.48033378139e-14, -6.49164698296e-14, 0.00174273209995
166.666666667, 2.322e-06, -5.96148781721e-14, -5.97228489819e-14, 0.00180786435392
161.943319838, 2.389725e-06, -5.50235424507e-14, -5.51268940098e-14, 0.00187479380137
157.480314961, 2.45745e-06, -5.09452547193e-14, -5.10444521543e-14, 0.00194335389742
153.256704981, 2.525175e-06, -4.73095398381e-14, -4.74049886914e-14, 0.0020134769752
149.253731343, 2.5929e-06, -4.40570692462e-14, -4.4149117726e-14, 0.00208494494307
145.454545455, 2.660625e-06, -4.1137674376e-14, -4.12266277288e-14, 0.00215766745098
141.843971631, 2.72835e-06, -3.85087641826e-14, -3.85948934541e-14, 0.00223162350814
138.408304498, 2.796075e-06, -3.61340536027e-14, -3.62175915876e-14, 0.00230655825662
135.135135135, 2.8638e-06, -3.39825041498e-14, -3.40636566014e-14, 0.00238237639879
132.01320132, 2.931525e-06, -3.20274771282e-14, -3.21064276867e-14, 0.00245902656114
129.032258065, 2.99925e-06, -3.02460374192e-14, -3.0322948522e-14, 0.00253639921412
126.1829653, 3.066975e-06, -2.86183740075e-14, -2.86933899243e-14, 0.00261439714886
123.456790123, 3.1347e-06, -2.71273223504e-14, -2.72005718105e-14, 0.00269293824248
120.84592145, 3.202425e-06, -2.57579673276e-14, -2.58295657831e-14, 0.00277195738045
118.343195266, 3.27015e-06, -2.44973136031e-14, -2.45673634799e-14, 0.00285133880549
115.942028986, 3.337875e-06, -2.33340035297e-14, -2.34025987937e-14, 0.00293109601228
113.636363636, 3.4056e-06, -2.22580907517e-14, -2.23253144027e-14, 0.00301109537792
111.420612813, 3.473325e-06, -2.12608375616e-14, -2.1326764893e-14, 0.00309129545916
109.289617486, 3.54105e-06, -2.03345502701e-14, -2.03992502122e-14, 0.00317168236017
107.238605898, 3.608775e-06, -1.94724375603e-14, -1.95359743549e-14, 0.00325229719696
105.263157895, 3.6765e-06, -1.86684956292e-14, -1.87309251119e-14, 0.00333296312345
103.359173127, 3.744225e-06, -1.7917397072e-14, -1.79787714585e-14, 0.00341371414382
101.52284264, 3.81195e-06, -1.72144066515e-14, -1.72747757629e-14, 0.0034946393606
99.7506234414, 3.879675e-06, -1.65553132297e-14, -1.66147184833e-14, 0.00357545953492
98.0392156863, 3.9474e-06, -1.59363496477e-14, -1.59948334182e-14, 0.00365641635603
96.3855421687, 4.015125e-06, -1.53541519434e-14, -1.54117518998e-14, 0.00373740485855
94.7867298578, 4.08285e-06, -1.48057046184e-14, -1.48624545866e-14, 0.00381834426509
93.2400932401, 4.150575e-06, -1.42882963234e-14, -1.43442297281e-14, 0.00389936620909
91.7431192661, 4.2183e-06, -1.37994891011e-14, -1.38546369572e-14, 0.00398046201237
90.2934537246, 4.286025e-06, -1.33370862262e-14, -1.33914758122e-14, 0.00406150799172
88.8888888889, 4.35375e-06, -1.28991012397e-14, -1.29527583173e-14, 0.00414252132278
87.5273522976, 4.421475e-06, -1.24837356977e-14, -1.2536685051e-14, 0.00422355296269
86.2068965517, 4.4892e-06, -1.2089358694e-14, -1.21416242201e-14, 0.00430465687163
84.9256900212, 4.556925e-06, -1.17144898038e-14, -1.17660933278e-14, 0.00438578231305
83.6820083682, 4.62465e-06, -1.13577817727e-14, -1.14087430845e-14, 0.00446686470111
82.4742268041, 4.692375e-06, -1.10180039939e-14, -1.10683432642e-14, 0.0045480402124
81.3008130081, 4.7601e-06, -1.06940346763e-14, -1.07437702474e-14, 0.00462924745626
80.1603206413, 4.827825e-06, -1.03848473313e-14, -1.04339960329e-14, 0.00471043897495
79.0513833992, 4.89555e-06, -1.00895001199e-14, -1.01380785269e-14, 0.00479167792027
77.9727095517, 4.963275e-06, -9.80712869745e-15, -9.85515294961e-15, 0.00487300931914
76.9230769231, 5.031e-06, -9.53693918373e-15, -9.58442421574e-15, 0.00495439589738
75.9013282732, 5.098725e-06, -9.27820058759e-15, -9.32516016976e-15, 0.00503579362796
74.9063670412, 5.16645e-06, -9.03023777192e-15, -9.07668556951e-15, 0.00511726414197
73.9371534196, 5.234175e-06, -8.79242781506e-15, -8.83837672755e-15, 0.00519879542373
72.9927007299, 5.3019e-06, -8.56419393672e-15, -8.60965673071e-15, 0.00528044211432
72.0720720721, 5.369625e-06, -8.34500264527e-15, -8.38999116921e-15, 0.00536216582752
71.1743772242, 5.43735e-06, -8.13435905933e-15, -8.17888431506e-15, 0.00544392780457
70.2987697715, 5.505075e-06, -7.93180270406e-15, -7.97587569759e-15, 0.00552578741187
69.4444444444, 5.5728e-06, -7.7369058755e-15, -7.7805370301e-15, 0.00560773047262
68.6106346484, 5.640525e-06, -7.5492697964e-15, -7.59246944773e-15, 0.00568980245791
67.7966101695, 5.70825e-06, -7.36852315677e-15, -7.41130102138e-15, 0.00577197775257
67.0016750419, 5.775975e-06, -7.194319675e-15, -7.23668451683e-15, 0.0058541783511
66.2251655629, 5.8437e-06, -7.02633426327e-15, -7.06829537205e-15, 0.00593652451828
65.4664484452, 5.911425e-06, -6.86426360261e-15, -6.90582986882e-15, 0.00601901103844
64.7249190939, 5.97915e-06, -6.70782402857e-15, -6.74900347775e-15, 0.00610155992896
64, 6.046875e-06, -6.55674838077e-15, -6.59754935808e-15, 0.00618426253364
63.2911392405, 6.1146e-06, -6.41078692896e-15, -6.45121699596e-15, 0.00626704496633
62.5978090767, 6.182325e-06, -6.26970430016e-15, -6.30977096679e-15, 0.00634993993436
61.919504644, 6.25005e-06, -6.13327901561e-15, -6.17298980875e-15, 0.00643299185156
61.2557427259, 6.317775e-06, -6.00130341879e-15, -6.04066499609e-15, 0.00651610002058
60.6060606061, 6.3855e-06, -5.87358062658e-15, -5.91260000235e-15, 0.00659935996919
59.9700149925, 6.453225e-06, -5.74992552243e-15, -5.78860944423e-15, 0.00668276590059
59.3471810089, 6.52095e-06, -5.63016362915e-15, -5.6685182984e-15, 0.00676626011202
58.7371512482, 6.588675e-06, -5.51412939266e-15, -5.55216118401e-15, 0.00684990764593
58.1395348837, 6.6564e-06, -5.40166688596e-15, -5.43938170455e-15, 0.0069336591244
57.5539568345, 6.724125e-06, -5.29262828369e-15, -5.33003184355e-15, 0.00701751152001
56.9800569801, 6.79185e-06, -5.18687318688e-15, -5.22397140888e-15, 0.00710153618671
56.4174894217, 6.859575e-06, -5.08426926564e-15, -5.12106752122e-15, 0.00718566108181
55.8659217877, 6.9273e-06, -4.98469050876e-15, -5.02119414265e-15, 0.00726991087335
55.3250345781, 6.995025e-06, -4.88801732396e-15, -4.92423164166e-15, 0.00735430831409
54.7945205479, 7.06275e-06, -4.79413644196e-15, -4.83006639138e-15, 0.00743881067273
54.2740841248, 7.130475e-06, -4.70293987909e-15, -4.73859039803e-15, 0.00752344388197
53.7634408602, 7.1982e-06, -4.61432508638e-15, -4.64970095693e-15, 0.00760820338291
53.2623169108, 7.265925e-06, -4.52819445623e-15, -4.56330033384e-15, 0.00769308943953
52.7704485488, 7.33365e-06, -4.4444550529e-15, -4.47929546917e-15, 0.00777810182467
52.2875816993, 7.401375e-06, -4.36301833523e-15, -4.39759770346e-15, 0.00786324046961
51.8134715026, 7.4691e-06, -4.28379991372e-15, -4.31812252214e-15, 0.00794850267568
51.3478818999, 7.536825e-06, -4.20671923142e-15, -4.24078931803e-15, 0.00803390219437
50.8905852417, 7.60455e-06, -4.1316995688e-15, -4.16552117014e-15, 0.00811941650596
50.4413619168, 7.672275e-06, -4.05866759303e-15, -4.09224463758e-15, 0.00820504332617
50, 7.74e-06, -3.98755311353e-15, -4.0208895671e-15, 0.00829081550558
49.5662949195, 7.807725e-06, -3.91828927589e-15, -3.9513889135e-15, 0.00837670964139
49.14004914, 7.87545e-06, -3.85081213255e-15, -3.88367857172e-15, 0.00846270837365
48.7210718636, 7.943175e-06, -3.78506033888e-15, -3.81769721975e-15, 0.00854883951961
48.309178744, 8.0109e-06, -3.72097530723e-15, -3.75338617162e-15, 0.00863509985526
47.9041916168, 8.078625e-06, -3.65850099346e-15, -3.69068923958e-15, 0.00872147288397
47.5059382423, 8.14635e-06, -3.59758364679e-15, -3.62955260497e-15, 0.00880796110528
47.1142520612, 8.214075e-06, -3.53817173269e-15, -3.56992469691e-15, 0.0088945753504
46.7289719626, 8.2818e-06, -3.48021589115e-15, -3.51175607852e-15, 0.00898131494851
46.3499420626, 8.349525e-06, -3.42366883507e-15, -3.4549993399e-15, 0.00906816521421
45.9770114943, 8.41725e-06, -3.36848511873e-15, -3.39960899751e-15, 0.00915513483981
45.6100342075, 8.484975e-06, -3.3146211683e-15, -3.34554139949e-15, 0.00924222046691
45.2488687783, 8.5527e-06, -3.26203512071e-15, -3.29275463651e-15, 0.00932942754307
44.8933782267, 8.620425e-06, -3.2106868216e-15, -3.24120845771e-15, 0.0094167457925
44.5434298441, 8.68815e-06, -3.16053766093e-15, -3.1908641915e-15, 0.0095041746525
44.1988950276, 8.755875e-06, -3.11155050353e-15, -3.14168467083e-15, 0.0095917224242
43.8596491228, 8.8236e-06, -3.06368968166e-15, -3.0936341626e-15, 0.00967938656225
43.5255712731, 8.891325e-06, -3.01692090638e-15, -3.04667830101e-15, 0.00976716006348
43.1965442765, 8.95905e-06, -2.97121117353e-15, -3.00078402457e-15, 0.00985504148195
42.872454448, 9.026775e-06, -2.92652868538e-15, -2.95591951653e-15, 0.00994304174673
42.5531914894, 9.0945e-06, -2.88284290172e-15, -2.91205414851e-15, 0.0100311482232
42.2386483633, 9.162225e-06, -2.84012436685e-15, -2.86915842713e-15, 0.0101193646236
41.928721174, 9.22995e-06, -2.7983447204e-15, -2.82720394348e-15, 0.0102076905861
41.6233090531, 9.297675e-06, -2.75747664282e-15, -2.78616332523e-15, 0.0102961237603
41.3223140496, 9.3654e-06, -2.71749378755e-15, -2.74601019121e-15, 0.0103846678155
41.0256410256, 9.433125e-06, -2.67837079075e-15, -2.70671910833e-15, 0.010473313429
40.733197556, 9.50085e-06, -2.64008314948e-15, -2.66826555076e-15, 0.0105620676575
40.4448938322, 9.568575e-06, -2.60260725167e-15, -2.63062586102e-15, 0.010650929032
40.1606425703, 9.6363e-06, -2.56592032369e-15, -2.59377721324e-15, 0.010739892931
39.8803589232, 9.704025e-06, -2.53000037453e-15, -2.55769757804e-15, 0.0108289595096
39.603960396, 9.77175e-06, -2.49482617085e-15, -2.52236568926e-15, 0.0109181307524
39.331366765, 9.839475e-06, -2.46037721696e-15, -2.48776101229e-15, 0.011007405935
39.0625, 9.9072e-06, -2.42663372554e-15, -2.45386371397e-15, 0.0110967810775
