# R=0.000387
# T=300
# R/L, L (in m), E (in J), E_pfa (in J), 1-E/E_PFA
400, 9.675e-07, -4.40859868378e-19, -4.43234988885e-19, 0.00535860337499
373.831775701, 1.035225e-06, -3.88659077545e-19, -3.90987103794e-19, 0.00595422771559
350.877192982, 1.10295e-06, -3.46068666146e-19, -3.48356881337e-19, 0.00656859477665
330.578512397, 1.170675e-06, -3.10893122096e-19, -3.13147298273e-19, 0.00719845321824
312.5, 1.2384e-06, -2.81522353484e-19, -2.83747133365e-19, 0.0078407131553
296.296296296, 1.306125e-06, -2.56755149856e-19, -2.58954285707e-19, 0.00849237094312
281.690140845, 1.37385e-06, -2.35681489458e-19, -2.37858059069e-19, 0.00915070786102
268.456375839, 1.441575e-06, -2.17602450471e-19, -2.19758993847e-19, 0.00981322010319
256.41025641, 1.5093e-06, -2.01974564394e-19, -2.04113189207e-19, 0.0104776414572
245.398773006, 1.577025e-06, -1.88370469086e-19, -1.90492944545e-19, 0.0111420161195
235.294117647, 1.64475e-06, -1.76450669953e-19, -1.78558489379e-19, 0.0118046441439
225.988700565, 1.712475e-06, -1.65942952753e-19, -1.68037379844e-19, 0.0124640546857
217.391304348, 1.7802e-06, -1.56627166232e-19, -1.5870928251e-19, 0.0131190579785
209.42408377, 1.847925e-06, -1.48323864054e-19, -1.50394598802e-19, 0.0137686776313
202.02020202, 1.91565e-06, -1.40885709441e-19, -1.42945864976e-19, 0.0144121380119
195.12195122, 1.983375e-06, -1.34190908281e-19, -1.36241182636e-19, 0.0150488590587
188.679245283, 2.0511e-06, -1.28138152417e-19, -1.30179152177e-19, 0.01567839186
182.648401826, 2.118825e-06, -1.22642671686e-19, -1.2467493022e-19, 0.0163004585593
176.991150442, 2.18655e-06, -1.17633148369e-19, -1.19657136248e-19, 0.0169148948611
171.673819742, 2.254275e-06, -1.1304927334e-19, -1.15065406572e-19, 0.0175216278435
166.666666667, 2.322e-06, -1.0883979723e-19, -1.1084844624e-19, 0.0181206780842
161.943319838, 2.389725e-06, -1.04960971319e-19, -1.06962466883e-19, 0.018712129804
157.480314961, 2.45745e-06, -1.01375287158e-19, -1.0336992608e-19, 0.0192961241
153.256704981, 2.525175e-06, -9.80504542985e-20, -1.00038503948e-19, 0.0198728446609
149.253731343, 2.5929e-06, -9.49585654915e-20, -9.69402676287e-20, 0.0204425073888
145.454545455, 2.660625e-06, -9.20754110592e-20, -9.40509855572e-20, 0.0210053566826
141.843971631, 2.72835e-06, -8.93799147486e-20, -9.13495618145e-20, 0.0215616476612
138.408304498, 2.796075e-06, -8.68536645221e-20, -8.88175673673e-20, 0.0221116486679
135.135135135, 2.8638e-06, -8.44805227717e-20, -8.64388498279e-20, 0.0226556352847
132.01320132, 2.931525e-06, -8.2246300733e-20, -8.41992072179e-20, 0.0231938820978
129.032258065, 2.99925e-06, -8.01384847007e-20, -8.20861141415e-20, 0.0237266614589
126.1829653, 3.066975e-06, -7.81460055277e-20, -8.00884910701e-20, 0.0242542407337
123.456790123, 3.1347e-06, -7.62590436823e-20, -7.81965092483e-20, 0.0247768805106
120.84592145, 3.202425e-06, -7.44688639032e-20, -7.64014251499e-20, 0.0252948324313
118.343195266, 3.27015e-06, -7.27676743528e-20, -7.46954395504e-20, 0.0258083386242
115.942028986, 3.337875e-06, -7.11485063308e-20, -7.30715771696e-20, 0.0263176314697
113.636363636, 3.4056e-06, -6.96051115205e-20, -7.15235835857e-20, 0.0268229298499
111.420612813, 3.473325e-06, -6.81318730059e-20, -7.00458366784e-20, 0.0273244458655
109.289617486, 3.54105e-06, -6.67237297174e-20, -6.86332703481e-20, 0.0278223756653
107.238605898, 3.608775e-06, -6.53761100318e-20, -6.7281308634e-20, 0.0283169076351
105.263157895, 3.6765e-06, -6.40848753731e-20, -6.59858086672e-20, 0.0288082139557
103.359173127, 3.744225e-06, -6.28462698176e-20, -6.4743011155e-20, 0.0292964646463
101.52284264, 3.81195e-06, -6.16568782912e-20, -6.35494972962e-20, 0.0297818092276
99.7506234414, 3.879675e-06, -6.05135878188e-20, -6.24021512086e-20, 0.0302643955883
98.0392156863, 3.9474e-06, -5.94135554829e-20, -6.12981270884e-20, 0.0307443586772
96.3855421687, 4.015125e-06, -5.83541795385e-20, -6.02348204443e-20, 0.0312218230563
94.7867298578, 4.08285e-06, -5.73330739259e-20, -5.92098428461e-20, 0.0316969076421
93.2400932401, 4.150575e-06, -5.63480463484e-20, -5.82209997137e-20, 0.0321697218257
91.7431192661, 4.2183e-06, -5.53970787029e-20, -5.72662707402e-20, 0.032640366016
90.2934537246, 4.286025e-06, -5.44783096358e-20, -5.63437926033e-20, 0.0331089350114
88.8888888889, 4.35375e-06, -5.35900192837e-20, -5.54518436676e-20, 0.0335755181579
87.5273522976, 4.421475e-06, -5.27306158674e-20, -5.45888304218e-20, 0.034040197235
86.2068965517, 4.4892e-06, -5.18986235808e-20, -5.37532754339e-20, 0.0345030481989
