# R=0.000448
# T=300
# R/L, L (in m), F (in N), F_pfa (in N), 1-F/F_PFA
330.578512397, 1.3552e-06, -3.47371828465e-13, -3.47689910222e-13, 0.000914843221311
312.5, 1.4336e-06, -2.91732801322e-13, -2.92010954543e-13, 0.000952543789475
296.296296296, 1.512e-06, -2.47426640582e-13, -2.47672271794e-13, 0.000991759030757
281.690140845, 1.5904e-06, -2.11749362195e-13, -2.11968219028e-13, 0.0010324983302
268.456375839, 1.6688e-06, -1.82727929421e-13, -1.82924677724e-13, 0.00107557003746
256.41025641, 1.7472e-06, -1.58901239869e-13, -1.59079566111e-13, 0.0011209877295
245.398773006, 1.8256e-06, -1.39172433249e-13, -1.39335268733e-13, 0.00116865948945
235.294117647, 1.904e-06, -1.22707837123e-13, -1.22857575589e-13, 0.00121879717097
225.988700565, 1.9824e-06, -1.08866698637e-13, -1.09005303972e-13, 0.00127154670021
217.391304348, 2.0608e-06, -9.7151454802e-14, -9.72805327079e-14, 0.00132686265519
209.42408377, 2.1392e-06, -8.71720670879e-14, -8.72929147423e-14, 0.00138439247703
202.02020202, 2.2176e-06, -7.86200424746e-14, -7.8733753021e-14, 0.00144424140862
195.12195122, 2.296e-06, -7.12494579252e-14, -7.13569427141e-14, 0.00150629756223
188.679245283, 2.3744e-06, -6.48627804783e-14, -6.49648055551e-14, 0.00157046690071
182.648401826, 2.4528e-06, -5.93002551344e-14, -5.93974518313e-14, 0.00163637822667
176.991150442, 2.5312e-06, -5.44317974385e-14, -5.45247148332e-14, 0.00170413352941
171.673819742, 2.6096e-06, -5.01508781934e-14, -5.02399808704e-14, 0.00177354122071
166.666666667, 2.688e-06, -4.636975593e-14, -4.64554298464e-14, 0.00184421749423
161.943319838, 2.7664e-06, -4.30157500563e-14, -4.30983350904e-14, 0.00191620010161
157.480314961, 2.8448e-06, -4.00283762027e-14, -4.01081655448e-14, 0.00198935406336
153.256704981, 2.9232e-06, -3.73570565569e-14, -3.74343006447e-14, 0.00206345748442
149.253731343, 3.0016e-06, -3.49593022659e-14, -3.50342166443e-14, 0.00213832034945
145.454545455, 3.08e-06, -3.27992604937e-14, -3.28720383283e-14, 0.00221397389044
141.843971631, 3.1584e-06, -3.08465661142e-14, -3.09173758368e-14, 0.00229028889732
138.408304498, 3.2368e-06, -2.90753983566e-14, -2.91443854101e-14, 0.00236707868397
135.135135135, 3.3152e-06, -2.74637144726e-14, -2.75310070558e-14, 0.00244424706482
132.01320132, 3.3936e-06, -2.59926288488e-14, -2.60583428212e-14, 0.00252180167047
129.032258065, 3.472e-06, -2.46459094146e-14, -2.4710147415e-14, 0.00259966075003
126.1829653, 3.5504e-06, -2.34095563929e-14, -2.34724090674e-14, 0.00267772576526
123.456790123, 3.6288e-06, -2.22714538537e-14, -2.23330032259e-14, 0.00275598277614
120.84592145, 3.7072e-06, -2.1221085576e-14, -2.12814053129e-14, 0.00283438692085
118.343195266, 3.7856e-06, -2.0249295052e-14, -2.03084515894e-14, 0.00291290240266
115.942028986, 3.864e-06, -1.93480856644e-14, -1.94061393632e-14, 0.00299151200242
113.636363636, 3.9424e-06, -1.85104548162e-14, -1.85674595081e-14, 0.00307013955752
111.420612813, 4.0208e-06, -1.77302497485e-14, -1.77862556146e-14, 0.00314882835864
109.289617486, 4.0992e-06, -1.70020525192e-14, -1.7057105173e-14, 0.0032275496466
107.238605898, 4.1776e-06, -1.63210767951e-14, -1.63752190452e-14, 0.00330635272229
105.263157895, 4.256e-06, -1.56830864725e-14, -1.5736356168e-14, 0.00338513534642
103.359173127, 4.3344e-06, -1.50843182722e-14, -1.51367509813e-14, 0.00346393418252
101.52284264, 4.4128e-06, -1.4521421708e-14, -1.457305152e-14, 0.00354282780244
99.7506234414, 4.4912e-06, -1.39914104584e-14, -1.40422664651e-14, 0.00362163805826
98.0392156863, 4.5696e-06, -1.3491608027e-14, -1.35417197463e-14, 0.00370054322473
96.3855421687, 4.648e-06, -1.30196174181e-14, -1.30690115241e-14, 0.00377948293582
94.7867298578, 4.7264e-06, -1.2573283716e-14, -1.26219845755e-14, 0.00385841538815
93.2400932401, 4.8048e-06, -1.21506636893e-14, -1.21986952676e-14, 0.00393743570359
91.7431192661, 4.8832e-06, -1.17500037017e-14, -1.17973884375e-14, 0.00401654451661
90.2934537246, 4.9616e-06, -1.13697174934e-14, -1.14164756032e-14, 0.00409566940559
88.8888888889, 5.04e-06, -1.10083652637e-14, -1.10545160238e-14, 0.00417483315742
87.5273522976, 5.1184e-06, -1.0664638216e-14, -1.07102001997e-14, 0.00425407395092
86.2068965517, 5.1968e-06, -1.03373444273e-14, -1.038233547e-14, 0.00433342217072
84.9256900212, 5.2752e-06, -1.00253966896e-14, -1.00698334125e-14, 0.00441285580448
83.6820083682, 5.3536e-06, -9.72780100192e-15, -9.7716987988e-15, 0.00449234035793
82.4742268041, 5.432e-06, -9.44364563539e-15, -9.48701989366e-15, 0.00457195818702
81.3008130081, 5.5104e-06, -9.17209490896e-15, -9.21495991616e-15, 0.00465167592628
80.1603206413, 5.5888e-06, -8.91238038328e-15, -8.95474951008e-15, 0.00473146979238
79.0513833992, 5.6672e-06, -8.66379377562e-15, -8.70568009043e-15, 0.0048113776723
77.9727095517, 5.7456e-06, -8.4256817746e-15, -8.46709795285e-15, 0.00489142543111
76.9230769231, 5.824e-06, -8.19744109153e-15, -8.23839904844e-15, 0.00497159176925
75.9013282732, 5.9024e-06, -7.97851339402e-15, -8.01902433986e-15, 0.00505185470439
74.9063670412, 5.9808e-06, -7.76838071381e-15, -7.80845566639e-15, 0.00513225076645
73.9371534196, 6.0592e-06, -7.56656260356e-15, -7.60621205518e-15, 0.0052127723139
72.9927007299, 6.1376e-06, -7.37261221366e-15, -7.41184642445e-15, 0.00529344626637
72.0720720721, 6.216e-06, -7.18611395723e-15, -7.22494263175e-15, 0.00537425367943
71.1743772242, 6.2944e-06, -7.00668049447e-15, -7.04511282626e-15, 0.00545517619627
70.2987697715, 6.3728e-06, -6.83395003811e-15, -6.87199506961e-15, 0.00553624254912
69.4444444444, 6.4512e-06, -6.66758480887e-15, -6.70525119433e-15, 0.00561744584568
68.6106346484, 6.5296e-06, -6.50726866599e-15, -6.54456487273e-15, 0.00569880617937
67.7966101695, 6.608e-06, -6.35270576692e-15, -6.38963987267e-15, 0.00578031101691
67.0016750419, 6.6864e-06, -6.20361889732e-15, -6.24019847952e-15, 0.00586192607853
66.2251655629, 6.7648e-06, -6.05974736581e-15, -6.09598006594e-15, 0.00594370384074
65.4664484452, 6.8432e-06, -5.92084661931e-15, -5.95673979382e-15, 0.00602564082891
64.7249190939, 6.9216e-06, -5.78668687602e-15, -5.82224743408e-15, 0.00610770299031
64, 7e-06, -5.65705145009e-15, -5.69228629205e-15, 0.00618992793981
63.2911392405, 7.0784e-06, -5.53173659877e-15, -5.56665222754e-15, 0.00627228491037
62.5978090767, 7.1568e-06, -5.41054997883e-15, -5.44515275982e-15, 0.00635478608418
61.919504644, 7.2352e-06, -5.29331005806e-15, -5.32760624907e-15, 0.00643744852845
61.2557427259, 7.3136e-06, -5.17984569191e-15, -5.2138411467e-15, 0.00652023217385
60.6060606061, 7.392e-06, -5.06999472444e-15, -5.10369530766e-15, 0.00660317303261
59.9700149925, 7.4704e-06, -4.96360397632e-15, -4.99701535899e-15, 0.00668626775614
59.3471810089, 7.5488e-06, -4.86052854339e-15, -4.89365611902e-15, 0.00676949397901
58.7371512482, 7.6272e-06, -4.76063094506e-15, -4.79348006266e-15, 0.00685287456499
58.1395348837, 7.7056e-06, -4.66378106039e-15, -4.69635682838e-15, 0.00693639116062
57.5539568345, 7.784e-06, -4.56985538697e-15, -4.60216276316e-15, 0.00702004206591
56.9800569801, 7.8624e-06, -4.47873658993e-15, -4.51078050194e-15, 0.00710385087293
56.4174894217, 7.9408e-06, -4.39031345281e-15, -4.42209857854e-15, 0.00718779221176
55.8659217877, 8.0192e-06, -4.30448014189e-15, -4.33601106529e-15, 0.00727187336888
55.3250345781, 8.0976e-06, -4.22113602788e-15, -4.2524172389e-15, 0.00735610107314
54.7945205479, 8.176e-06, -4.14018546328e-15, -4.1712212703e-15, 0.00744046047943
54.2740841248, 8.2544e-06, -4.06153730549e-15, -4.09233193646e-15, 0.00752495922658
53.7634408602, 8.3328e-06, -3.98510478847e-15, -4.01566235241e-15, 0.00760959494479
53.2623169108, 8.4112e-06, -3.91080522378e-15, -3.94112972173e-15, 0.00769436686544
52.7704485488, 8.4896e-06, -3.83855977572e-15, -3.86865510406e-15, 0.0077792740706
52.2875816993, 8.568e-06, -3.76829324391e-15, -3.79816319829e-15, 0.00786431567421
51.8134715026, 8.6464e-06, -3.69993386386e-15, -3.72958214017e-15, 0.00794949010214
