# R=0.000162
# T=300
# R/L, L (in m), F (in N), F_pfa (in N), 1-F/F_PFA
330.578512397, 4.9005e-07, -2.8170624849e-12, -2.82122124742e-12, 0.00147410010128
312.5, 5.184e-07, -2.38391128551e-12, -2.38755824607e-12, 0.00152748547878
296.296296296, 5.4675e-07, -2.03406319617e-12, -2.03727916883e-12, 0.00157856257959
281.690140845, 5.751e-07, -1.74852799548e-12, -1.75137856927e-12, 0.00162761714224
268.456375839, 6.0345e-07, -1.51327031278e-12, -1.51580956125e-12, 0.00167517644423
256.41025641, 6.318e-07, -1.31776716665e-12, -1.32003910264e-12, 0.00172111264511
245.398773006, 6.6015e-07, -1.15402397731e-12, -1.15606488301e-12, 0.00176539027386
235.294117647, 6.885e-07, -1.01589318697e-12, -1.01773429139e-12, 0.00180902268662
225.988700565, 7.1685e-07, -8.98598177112e-13, -9.00264930111e-13, 0.0018514027844
217.391304348, 7.452e-07, -7.98387884478e-13, -7.9990198886e-13, 0.00189286237981
209.42408377, 7.7355e-07, -7.12289882424e-13, -7.13670063195e-13, 0.00193391994726
202.02020202, 8.019e-07, -6.37929537092e-13, -6.39191120661e-13, 0.00197371885771
195.12195122, 8.3025e-07, -5.73392612449e-13, -5.74549429831e-13, 0.00201343404344
188.679245283, 8.586e-07, -5.17126576856e-13, -5.18190256779e-13, 0.00205268221251
182.648401826, 8.8695e-07, -4.67862532072e-13, -4.6884312713e-13, 0.00209152059832
176.991150442, 9.153e-07, -4.245566626e-13, -4.25463153209e-13, 0.00213059721355
171.673819742, 9.4365e-07, -3.86346045856e-13, -3.87185784095e-13, 0.00216882508072
166.666666667, 9.72e-07, -3.52511737286e-13, -3.53291621991e-13, 0.00220748145889
161.943319838, 1.00035e-06, -3.22452844491e-13, -3.23178857344e-13, 0.00224647385171
157.480314961, 1.0287e-06, -2.95664309655e-13, -2.96341516631e-13, 0.00228522477843
153.256704981, 1.05705e-06, -2.71719239007e-13, -2.72352181826e-13, 0.00232398659243
149.253731343, 1.0854e-06, -2.50255346756e-13, -2.50848173557e-13, 0.00236328928551
145.454545455, 1.11375e-06, -2.30964012024e-13, -2.31520437845e-13, 0.0024033550824
141.843971631, 1.1421e-06, -2.1358140505e-13, -2.14104555863e-13, 0.00244343615414
138.408304498, 1.17045e-06, -1.97880646359e-13, -1.98373431628e-13, 0.00248412937535
135.135135135, 1.1988e-06, -1.83666379907e-13, -1.84131314254e-13, 0.00252501508883
