# R=0.000162
# T=300
# R/L, L (in m), E (in J), E_pfa (in J), 1-E/E_PFA
400, 4.05e-07, -1.01440308915e-18, -1.0179480142e-18, 0.00348242248385
373.831775701, 4.3335e-07, -8.87616372546e-19, -8.90991427203e-19, 0.0037879765771
350.877192982, 4.617e-07, -7.83010241733e-19, -7.86239075392e-19, 0.00410668174646
330.578512397, 4.9005e-07, -6.95752390962e-19, -6.98854416689e-19, 0.00443872951691
312.5, 5.184e-07, -6.22252857013e-19, -6.25244151707e-19, 0.00478420259703
296.296296296, 5.4675e-07, -5.59800087721e-19, -5.62694088623e-19, 0.00514311587937
281.690140845, 5.751e-07, -5.06315551321e-19, -5.09123582122e-19, 0.00551542081175
268.456375839, 6.0345e-07, -4.60184708026e-19, -4.62916380317e-19, 0.00590100589981
256.41025641, 6.318e-07, -4.20138354743e-19, -4.22801869884e-19, 0.00629967682422
245.398773006, 6.6015e-07, -3.85167836501e-19, -3.8777026402e-19, 0.00671126118026
235.294117647, 6.885e-07, -3.54463639995e-19, -3.57011085311e-19, 0.00713547959762
225.988700565, 7.1685e-07, -3.27370153939e-19, -3.29867911338e-19, 0.00757199264706
217.391304348, 7.452e-07, -3.03351942809e-19, -3.05804651228e-19, 0.00802050724115
209.42408377, 7.7355e-07, -2.81968404877e-19, -2.84380116868e-19, 0.00848059287076
202.02020202, 8.019e-07, -2.62854344253e-19, -2.65228637351e-19, 0.00895187307648
195.12195122, 8.3025e-07, -2.45705091114e-19, -2.48045131123e-19, 0.00943392840858
188.679245283, 8.586e-07, -2.30264919566e-19, -2.32573503766e-19, 0.00992625627061
182.648401826, 8.8695e-07, -2.16317921482e-19, -2.1859755032e-19, 0.0104284281059
176.991150442, 9.153e-07, -2.03680869406e-19, -2.05933765269e-19, 0.0109399051665
171.673819742, 9.4365e-07, -1.92197457452e-19, -1.94425615403e-19, 0.011460207783
166.666666667, 9.72e-07, -1.8173373142e-19, -1.83938946823e-19, 0.0119888443464
161.943319838, 1.00035e-06, -1.72174396081e-19, -1.74358276248e-19, 0.0125252452203
157.480314961, 1.0287e-06, -1.6341977633e-19, -1.65583777496e-19, 0.0130689201432
153.256704981, 1.05705e-06, -1.55383380343e-19, -1.57528818881e-19, 0.0136193399626
149.253731343, 1.0854e-06, -1.47989865992e-19, -1.50117939257e-19, 0.0141760090507
145.454545455, 1.11375e-06, -1.41173386112e-19, -1.4328517568e-19, 0.0147383674363
141.843971631, 1.1421e-06, -1.34876181386e-19, -1.36972675108e-19, 0.0153059266735
138.408304498, 1.17045e-06, -1.29047437119e-19, -1.31129536228e-19, 0.0158781855641
135.135135135, 1.1988e-06, -1.23642310113e-19, -1.25710838731e-19, 0.016454656094
132.01320132, 1.22715e-06, -1.18621112159e-19, -1.2067682667e-19, 0.0170348737819
129.032258065, 1.2555e-06, -1.13948628265e-19, -1.15992218264e-19, 0.0176183370694
126.1829653, 1.28385e-06, -1.09593518964e-19, -1.11625620579e-19, 0.0182046165044
123.456790123, 1.3122e-06, -1.05527832383e-19, -1.07549031009e-19, 0.0187932760234
120.84592145, 1.34055e-06, -1.01726576736e-19, -1.03737411569e-19, 0.0193838924887
118.343195266, 1.3689e-06, -9.81673548244e-20, -1.00168323834e-19, 0.0199760656211
115.942028986, 1.39725e-06, -9.48300517114e-20, -9.6821615003e-20, 0.0205694078902
113.636363636, 1.4256e-06, -9.16965624841e-20, -9.36791471249e-20, 0.0211635641617
111.420612813, 1.45395e-06, -8.87505626234e-20, -9.07245626844e-20, 0.0217581656235
109.289617486, 1.4823e-06, -8.597729935e-20, -8.79430813427e-20, 0.0223528896491
107.238605898, 1.51065e-06, -8.33634178887e-20, -8.53213230072e-20, 0.0229474303665
105.263157895, 1.539e-06, -8.08968087962e-20, -8.28471535009e-20, 0.0235414811764
103.359173127, 1.56735e-06, -7.85664690663e-20, -8.0509549589e-20, 0.0241347831731
101.52284264, 1.5957e-06, -7.63623893715e-20, -7.82984806417e-20, 0.0247270605296
99.7506234414, 1.62405e-06, -7.42754449767e-20, -7.62048046757e-20, 0.0253180846958
98.0392156863, 1.6524e-06, -7.22973071349e-20, -7.4220176726e-20, 0.025907639619
96.3855421687, 1.68075e-06, -7.04203643001e-20, -7.23369680397e-20, 0.0264954945098
94.7867298578, 1.7091e-06, -6.86376455103e-20, -7.0548194563e-20, 0.0270814733742
93.2400932401, 1.73745e-06, -6.69427610381e-20, -6.88474535646e-20, 0.0276654026815
91.7431192661, 1.7658e-06, -6.53298456403e-20, -6.72288673535e-20, 0.0282471174656
90.2934537246, 1.79415e-06, -6.37935077376e-20, -6.56870332008e-20, 0.0288264726067
88.8888888889, 1.8225e-06, -6.23287850811e-20, -6.42169786965e-20, 0.0294033393299
87.5273522976, 1.85085e-06, -6.09311052294e-20, -6.28141219041e-20, 0.029977600858
86.2068965517, 1.8792e-06, -5.95962498049e-20, -6.14742356745e-20, 0.0305491536252
84.9256900212, 1.90755e-06, -5.83203232468e-20, -6.01934157166e-20, 0.0311178963259
83.6820083682, 1.9359e-06, -5.7099722551e-20, -5.89680519163e-20, 0.0316837559411
82.4742268041, 1.96425e-06, -5.59311134155e-20, -5.77948025616e-20, 0.0322466565076
81.3008130081, 1.9926e-06, -5.48114057745e-20, -5.66705711383e-20, 0.0328065400861
80.1603206413, 2.02095e-06, -5.37377338888e-20, -5.55924854086e-20, 0.0333633494917
79.0513833992, 2.0493e-06, -5.27074363962e-20, -5.45578785223e-20, 0.0339170469287
77.9727095517, 2.07765e-06, -5.17180400216e-20, -5.35642719383e-20, 0.0344676003223
76.9230769231, 2.106e-06, -5.07672443857e-20, -5.26093599613e-20, 0.0350149778861
75.9013282732, 2.13435e-06, -4.98529070367e-20, -5.16909957226e-20, 0.0355591657743
74.9063670412, 2.1627e-06, -4.89730315735e-20, -5.08071784635e-20, 0.0361001524862
73.9371534196, 2.19105e-06, -4.81257558369e-20, -4.99560419565e-20, 0.0366379330283
72.9927007299, 2.2194e-06, -4.7309341538e-20, -4.91358439918e-20, 0.0371725059629
72.0720720721, 2.24775e-06, -4.65221646861e-20, -4.83449567865e-20, 0.0377038727838
71.1743772242, 2.2761e-06, -4.57627062844e-20, -4.75818582397e-20, 0.0382320494122
70.2987697715, 2.30445e-06, -4.50295451207e-20, -4.68451239474e-20, 0.0387570503333
69.4444444444, 2.3328e-06, -4.43213501492e-20, -4.61334199026e-20, 0.0392788949359
68.6106346484, 2.36115e-06, -4.36368738756e-20, -4.54454958164e-20, 0.0397976060838
67.7966101695, 2.3895e-06, -4.29749464719e-20, -4.47801789984e-20, 0.040313204789
67.0016750419, 2.41785e-06, -4.23344694777e-20, -4.41363687464e-20, 0.0408257253579
66.2251655629, 2.4462e-06, -4.17144111205e-20, -4.35130311961e-20, 0.0413352052532
65.4664484452, 2.47455e-06, -4.11138022976e-20, -4.29091945899e-20, 0.0418416684217
64.7249190939, 2.5029e-06, -4.0531730753e-20, -4.23239449252e-20, 0.0423451588779
64, 2.53125e-06, -3.99673384147e-20, -4.17564219494e-20, 0.0428457097416
63.2911392405, 2.5596e-06, -3.94198170197e-20, -4.12058154693e-20, 0.0433433589222
62.5978090767, 2.58795e-06, -3.8888404336e-20, -4.06713619525e-20, 0.0438381586168
61.919504644, 2.6163e-06, -3.83723824381e-20, -4.0152341381e-20, 0.0443301406996
61.2557427259, 2.64465e-06, -3.78710732644e-20, -3.96480743557e-20, 0.0448193542865
60.6060606061, 2.673e-06, -3.73838366312e-20, -3.91579194144e-20, 0.0453058489737
59.9700149925, 2.70135e-06, -3.69100683307e-20, -3.8681270551e-20, 0.04578965983
59.3471810089, 2.7297e-06, -3.64491966495e-20, -3.82175549201e-20, 0.046270837427
58.7371512482, 2.75805e-06, -3.60006810268e-20, -3.77662307087e-20, 0.0467494279617
58.1395348837, 2.7864e-06, -3.55640100897e-20, -3.73267851638e-20, 0.0472254727112
57.5539568345, 2.81475e-06, -3.51386990711e-20, -3.68987327618e-20, 0.0476990280958
56.9800569801, 2.8431e-06, -3.47242892385e-20, -3.64816135087e-20, 0.0481701356162
56.4174894217, 2.87145e-06, -3.4320345756e-20, -3.60749913606e-20, 0.0486388364468
55.8659217877, 2.8998e-06, -3.39264556723e-20, -3.56784527553e-20, 0.0491051866808
55.3250345781, 2.92815e-06, -3.35422278178e-20, -3.52916052457e-20, 0.0495692223613
54.7945205479, 2.9565e-06, -3.31672902885e-20, -3.49140762274e-20, 0.0500309940197
54.2740841248, 2.98485e-06, -3.28012899835e-20, -3.45455117536e-20, 0.0504905465746
53.7634408602, 3.0132e-06, -3.24438913057e-20, -3.418557543e-20, 0.0509479247433
53.2623169108, 3.04155e-06, -3.20947751458e-20, -3.3833947384e-20, 0.0514031726322
52.7704485488, 3.0699e-06, -3.17536379194e-20, -3.3490323303e-20, 0.0518563337817
52.2875816993, 3.09825e-06, -3.14201906678e-20, -3.31544135354e-20, 0.0523074511875
51.8134715026, 3.1266e-06, -3.10941582297e-20, -3.28259422514e-20, 0.0527565670014
51.3478818999, 3.15495e-06, -3.0775278444e-20, -3.2504646658e-20, 0.0532037229083
50.8905852417, 3.1833e-06, -3.04633015724e-20, -3.21902762642e-20, 0.0536489552796
50.4413619168, 3.21165e-06, -3.01579890277e-20, -3.1882592195e-20, 0.054092313345
50, 3.24e-06, -2.98591137476e-20, -3.15813665459e-20, 0.0545338275904
