# L = 2.1399014589344e-05 [m]
# T = 0 [K]
# omega_p = 9 [eV]
# omega_p*L/c = 976
# E = E_PFA (1+theta_1*L/R)
# theta1 = -1.6948849081163
#
# L/R, R, ldim, E*(L+R)/(hbar*c), E_PFA*(L+R)/(hbar*c), E/E_PFA, 1-E/E_PFA, E/E_PFA-1-theta1*L/R
0.002, 0.0106995072947, 4500, -10724.0947038, -10758.207446, 0.996829142552, 0.00317085744784, 0.000218912368394
0.001, 0.0213990145893, 9000, -42920.4202628, -42989.8828482, 0.998384210871, 0.00161578912851, 7.90957796044e-05
0.0009, 0.023776682877, 10001, -52991.2703529, -53068.6273513, 0.998542321476, 0.00145767852359, 6.77178937113e-05
0.0008, 0.0267487682367, 11251, -67071.0325389, -67158.2710328, 0.998701001492, 0.00129899850787, 5.69094186191e-05
0.0007, 0.0305700208419, 12858, -87608.1997948, -87708.1607497, 0.998860300409, 0.00113969959143, 4.67198442467e-05
0.0006, 0.0356650243156, 15001, -119251.672987, -119368.622427, 0.999020266484, 0.000979733515628, 3.71974292415e-05
