# L (m), R (m), T (K), F_Drude, F_Plasma, F_PFA_Drude, F_PFA_Plasma, F_Drude/F_PFA_Drude, F_Plasma/F_PFA_Plasma
1.15e-07, 1.2e-05, 295, -1.20248518586e-11, -1.2301383601e-11, -1.21046594913e-11, -1.23969660089e-11, 0.993406866771, 0.992289854806
1.2e-07, 1.2e-05, 295, -1.07407129181e-11, -1.10001677587e-11, -1.08148302993e-11, -1.10894647165e-11, 0.993146690313, 0.991947586289
1.25e-07, 1.2e-05, 295, -9.63469283137e-12, -9.87859249765e-12, -9.70368716046e-12, -9.96221022461e-12, 0.992889885262, 0.991606508487
1.3e-07, 1.2e-05, 295, -8.67666458451e-12, -8.9063552118e-12, -8.74103056021e-12, -8.98482382075e-12, 0.99263634016, 0.991266538942
1.35e-07, 1.2e-05, 295, -7.84246421341e-12, -8.0591410211e-12, -7.90263533777e-12, -8.13292624733e-12, 0.99238594193, 0.990927591867
1.4e-07, 1.2e-05, 295, -7.11254882101e-12, -7.31727672751e-12, -7.16890655423e-12, -7.38678944856e-12, 0.992138587273, 0.990589589491
1.45e-07, 1.2e-05, 295, -6.47099077876e-12, -6.66472171708e-12, -6.52387209717e-12, -6.73032582513e-12, 0.991894182225, 0.990252461805
1.5e-07, 1.2e-05, 295, -5.90471581186e-12, -6.08830334805e-12, -5.95441957561e-12, -6.15032238961e-12, 0.991652626571, 0.989916131605
1.55e-07, 1.2e-05, 295, -5.40292042425e-12, -5.57713215799e-12, -5.44971252828e-12, -5.63585472117e-12, 0.991413839943, 0.98958053994
1.6e-07, 1.2e-05, 295, -4.95662183832e-12, -5.12214996961e-12, -5.00073968774e-12, -5.17783436548e-12, 0.991177735259, 0.989245620477
1.65e-07, 1.2e-05, 295, -4.55830777603e-12, -4.71577814768e-12, -4.59996398103e-12, -4.76865628552e-12, 0.990944232352, 0.988911312815
1.7e-07, 1.2e-05, 295, -4.20166149321e-12, -4.35164136019e-12, -4.24104700063e-12, -4.40192203731e-12, 0.990713258445, 0.988577563007
1.75e-07, 1.2e-05, 295, -3.88134428343e-12, -4.02434901396e-12, -3.91863108995e-12, -4.07222076829e-12, 0.99048473672, 0.98824431261
1.8e-07, 1.2e-05, 295, -3.5928223772e-12, -3.72932125337e-12, -3.62816577884e-12, -3.77495473614e-12, 0.99025860344, 0.987911515247
1.85e-07, 1.2e-05, 295, -3.33222803221e-12, -3.46264928852e-12, -3.3657686243e-12, -3.50619937335e-12, 0.990034789719, 0.9875791191
1.9e-07, 1.2e-05, 295, -3.09624758141e-12, -3.22098279578e-12, -3.128112938e-12, -3.26259035501e-12, 0.989813233341, 0.987247078333
1.95e-07, 1.2e-05, 295, -2.88203053854e-12, -3.00143847089e-12, -2.91233667129e-12, -3.04123192092e-12, 0.989593877298, 0.986915351716
2e-07, 1.2e-05, 295, -2.6871154009e-12, -2.80152535891e-12, -2.71596805742e-12, -2.83962203563e-12, 0.989376658373, 0.986583891712
2.05e-07, 1.2e-05, 295, -2.50936886296e-12, -2.6190836617e-12, -2.53686460861e-12, -2.65559097136e-12, 0.989161524206, 0.986252660874
2.1e-07, 1.2e-05, 295, -2.34693563116e-12, -2.45223420265e-12, -2.37316281835e-12, -2.48725065312e-12, 0.988948424867, 0.985921623773
2.15e-07, 1.2e-05, 295, -2.19819686119e-12, -2.29933656134e-12, -2.22323649313e-12, -2.3329526816e-12, 0.988737306168, 0.985590740643
2.2e-07, 1.2e-05, 295, -2.06173561101e-12, -2.15895426414e-12, -2.08566207671e-12, -2.19125338951e-12, 0.988528119694, 0.985259976995
2.25e-07, 1.2e-05, 295, -1.93630793853e-12, -2.02982565368e-12, -1.95918966949e-12, -2.06088462787e-12, 0.988320818896, 0.98492929989
2.3e-07, 1.2e-05, 295, -1.82081865667e-12, -1.91083944495e-12, -1.8427187077e-12, -1.9407292419e-12, 0.988115358604, 0.984598677495
2.35e-07, 1.2e-05, 295, -1.71430090936e-12, -1.80101412723e-12, -1.73527747367e-12, -1.82980040344e-12, 0.987911694453, 0.984268078556
2.4e-07, 1.2e-05, 295, -1.61589890524e-12, -1.69948054527e-12, -1.63600576889e-12, -1.72722412802e-12, 0.987709784386, 0.983937473838
2.45e-07, 1.2e-05, 295, -1.52485326223e-12, -1.60546710983e-12, -1.54414020904e-12, -1.63222443285e-12, 0.987509588377, 0.983606835869
2.5e-07, 1.2e-05, 295, -1.44048852677e-12, -1.51828719884e-12, -1.45900170185e-12, -1.54411069387e-12, 0.987311066834, 0.983276137438
2.55e-07, 1.2e-05, 295, -1.3622025142e-12, -1.43732839355e-12, -1.37998474843e-12, -1.46226684035e-12, 0.987114180613, 0.982945351621
2.6e-07, 1.2e-05, 295, -1.28945718435e-12, -1.36204326187e-12, -1.30654827393e-12, -1.38614209121e-12, 0.986918899269, 0.982614459586
2.65e-07, 1.2e-05, 295, -1.22177075536e-12, -1.29194139037e-12, -1.23820774513e-12, -1.31524298877e-12, 0.986725176099, 0.982283427022
2.7e-07, 1.2e-05, 295, -1.15871098034e-12, -1.2265825884e-12, -1.17452837469e-12, -1.24912652861e-12, 0.986532982349, 0.981952236461
2.75e-07, 1.2e-05, 295, -1.09988927109e-12, -1.16557094699e-12, -1.11511924581e-12, -1.18739421794e-12, 0.986342290497, 0.981620871472
2.8e-07, 1.2e-05, 295, -1.0449556046e-12, -1.10854968772e-12, -1.05962821906e-12, -1.12968692326e-12, 0.986153054248, 0.98128929785
2.85e-07, 1.2e-05, 295, -9.93594167553e-13, -1.05519675569e-12, -1.00773750599e-12, -1.07568039112e-12, 0.985965255485, 0.980957507826
2.9e-07, 1.2e-05, 295, -9.45519463177e-13, -1.00522088012e-12, -9.59159812259e-13, -1.02508134389e-12, 0.985778856757, 0.98062547535
2.95e-07, 1.2e-05, 295, -9.00472982541e-13, -9.58358204357e-13, -9.13634969334e-13, -9.77624068992e-13, 0.985593823317, 0.980293176851
3e-07, 1.2e-05, 295, -8.58220276808e-13, -9.14369320908e-13, -8.7092698577e-13, -9.33067432023e-13, 0.985410132917, 0.97996060041
3.05e-07, 1.2e-05, 295, -8.18548470538e-13, -8.73036752488e-13, -8.30821460167e-13, -8.91192255357e-13, 0.985227885632, 0.979627849367
3.1e-07, 1.2e-05, 295, -7.81263561032e-13, -8.34162216319e-13, -7.93123306488e-13, -8.51799012503e-13, 0.985046782312, 0.979294650586
3.15e-07, 1.2e-05, 295, -7.46189113295e-13, -7.97565299448e-13, -7.57654749785e-13, -8.14705795889e-13, 0.984866937753, 0.978961121269
3.2e-07, 1.2e-05, 295, -7.1316402425e-13, -7.63081193198e-13, -7.24253556772e-13, -7.79746522151e-13, 0.984688328531, 0.978627248112
3.25e-07, 1.2e-05, 295, -6.82041076619e-13, -7.30559226079e-13, -6.92771470473e-13, -7.46769343905e-13, 0.984510918374, 0.978293005787
3.3e-07, 1.2e-05, 295, -6.52685585772e-13, -6.99861490571e-13, -6.63072822927e-13, -7.15635241704e-13, 0.984334696287, 0.977958392468
3.35e-07, 1.2e-05, 295, -6.24974142514e-13, -6.70861567472e-13, -6.35033303336e-13, -6.86216773344e-13, 0.984159632622, 0.977623388894
3.4e-07, 1.2e-05, 295, -5.98793535566e-13, -6.434434318e-13, -6.08538862425e-13, -6.58396961103e-13, 0.983985695144, 0.977287973387
3.45e-07, 1.2e-05, 295, -5.74039790239e-13, -6.17500476341e-13, -5.8348473608e-13, -6.32068299781e-13, 0.983812865604, 0.976952137221
3.5e-07, 1.2e-05, 295, -5.5061729002e-13, -5.9293461941e-13, -5.59774574015e-13, -6.07131871165e-13, 0.983641121944, 0.976615868102
3.55e-07, 1.2e-05, 295, -5.28438005051e-13, -5.69655520736e-13, -5.37319660769e-13, -5.8349655205e-13, 0.98347044345, 0.976279154922
3.6e-07, 1.2e-05, 295, -5.07420794081e-13, -5.47579871903e-13, -5.16038218174e-13, -5.61078304864e-13, 0.983300802556, 0.975941980212
3.65e-07, 1.2e-05, 295, -4.87490794503e-13, -5.26630775938e-13, -4.95854779907e-13, -5.39799541377e-13, 0.983132187601, 0.975604341186
3.7e-07, 1.2e-05, 295, -4.68578842268e-13, -5.06737157472e-13, -4.76699629678e-13, -5.19588550972e-13, 0.982964561109, 0.975266211167
3.75e-07, 1.2e-05, 295, -4.50620994511e-13, -4.87833276691e-13, -4.58508296021e-13, -5.00378986328e-13, 0.982797908831, 0.974927584932
3.8e-07, 1.2e-05, 295, -4.33558065418e-13, -4.69858257039e-13, -4.4122109718e-13, -4.82109399965e-13, 0.982632218152, 0.974588458705
3.85e-07, 1.2e-05, 295, -4.17335209775e-13, -4.52755661293e-13, -4.24782730711e-13, -4.64722826167e-13, 0.982467458308, 0.974248811981
3.9e-07, 1.2e-05, 295, -4.01901570843e-13, -4.3647313269e-13, -4.09141902791e-13, -4.48166403242e-13, 0.982303616669, 0.973908640925
3.95e-07, 1.2e-05, 295, -3.87209933396e-13, -4.20962041598e-13, -3.94250993008e-13, -4.32391031815e-13, 0.982140667401, 0.973567929544
4e-07, 1.2e-05, 295, -3.73216433041e-13, -4.06177189113e-13, -3.80065750868e-13, -4.17351065351e-13, 0.981978597622, 0.973226673738
4.05e-07, 1.2e-05, 295, -3.59880272447e-13, -3.92076517872e-13, -3.66545020656e-13, -4.030040295e-13, 0.981817381676, 0.97288485765
4.1e-07, 1.2e-05, 295, -3.47163484071e-13, -3.78620869941e-13, -3.53650491668e-13, -3.89310367228e-13, 0.981657009532, 0.972542479762
4.15e-07, 1.2e-05, 295, -3.35030693838e-13, -3.6577374584e-13, -3.41346471297e-13, -3.76233207201e-13, 0.981497457892, 0.972199526356
4.2e-07, 1.2e-05, 295, -3.23448921539e-13, -3.53501100789e-13, -3.29599678528e-13, -3.63738152922e-13, 0.981338704527, 0.971855984722
4.25e-07, 1.2e-05, 295, -3.12387399781e-13, -3.41771159808e-13, -3.18379055925e-13, -3.51793090692e-13, 0.981180746557, 0.971511859816
4.3e-07, 1.2e-05, 295, -3.01817385888e-13, -3.30554225854e-13, -3.07655598133e-13, -3.40368014371e-13, 0.981023546201, 0.971167124693
4.35e-07, 1.2e-05, 295, -2.91712029313e-13, -3.19822544089e-13, -2.9740219541e-13, -3.29434865459e-13, 0.980867101236, 0.970821784887
4.4e-07, 1.2e-05, 295, -2.82046212274e-13, -3.09550139264e-13, -2.87593490602e-13, -3.18967386845e-13, 0.980711391218, 0.970475829285
4.45e-07, 1.2e-05, 295, -2.72796424988e-13, -2.99712688117e-13, -2.7820574836e-13, -3.08940989055e-13, 0.980556392513, 0.970129243885
4.5e-07, 1.2e-05, 295, -2.63940652574e-13, -2.90287403651e-13, -2.69216735409e-13, -2.99332627737e-13, 0.980402099348, 0.969782030932
4.55e-07, 1.2e-05, 295, -2.55458255255e-13, -2.81252912745e-13, -2.60605610778e-13, -2.9012069132e-13, 0.980248485409, 0.969434173981
4.6e-07, 1.2e-05, 295, -2.47329879948e-13, -2.72589165554e-13, -2.52352825156e-13, -2.81284897966e-13, 0.980095545966, 0.969085676214
4.65e-07, 1.2e-05, 295, -2.3953735925e-13, -2.64277332232e-13, -2.44440028462e-13, -2.72806200903e-13, 0.979943263617, 0.96873652929
4.7e-07, 1.2e-05, 295, -2.32063630118e-13, -2.56299719632e-13, -2.3684998489e-13, -2.6466670139e-13, 0.979791618842, 0.968386722947
4.75e-07, 1.2e-05, 295, -2.24892654579e-13, -2.48639690131e-13, -2.29566494782e-13, -2.56849568645e-13, 0.979640582098, 0.968036237877
4.8e-07, 1.2e-05, 295, -2.18009356164e-13, -2.41281596405e-13, -2.22574322714e-13, -2.49338966111e-13, 0.979490147405, 0.967685076136
4.85e-07, 1.2e-05, 295, -2.1139954724e-13, -2.34210707046e-13, -2.15859131194e-13, -2.42119983468e-13, 0.979340304348, 0.967333235742
4.9e-07, 1.2e-05, 295, -2.05049869452e-13, -2.27413145488e-13, -2.09407419556e-13, -2.35178573935e-13, 0.979191042452, 0.966980714622
