# L (m), R (m), T (K), P_Drude (mPa), P_Plasma (mPa), P_PFA_Drude (mPa), P_PFA_Plasma (mPa), P_Drude/P_PFA_Drude, P_Plasma/P_PFA_Plasma
3.5e-07, 1.2e-05, 295, -60.4439034231, -63.4180117248, -61.1907037408, -64.3816215097, 0.987795526574, 0.98503284381
3.55e-07, 1.2e-05, 295, -57.2566838097, -60.1182258725, -57.9724372218, -61.0447654812, 0.987653556649, 0.984821964646
3.6e-07, 1.2e-05, 295, -54.2761300426, -57.0306739823, -54.9624609247, -57.9220059856, 0.987512733772, 0.984611513567
3.65e-07, 1.2e-05, 295, -51.4863594478, -54.1391342961, -52.1448037839, -54.9970207738, 0.987372771813, 0.98440121909
3.7e-07, 1.2e-05, 295, -48.8728992622, -51.4288194398, -49.5049069257, -52.2549249828, 0.987233433961, 0.984190857738
3.75e-07, 1.2e-05, 295, -46.4225732221, -48.8862611066, -47.0294825321, -49.6821279146, 0.987095131026, 0.983980822854
3.8e-07, 1.2e-05, 295, -44.1233091519, -46.4991154419, -44.7063884033, -47.2662057095, 0.986957585431, 0.983770851583
3.85e-07, 1.2e-05, 295, -41.9640731722, -44.2560958599, -42.5245163023, -44.9957879747, 0.98682070535, 0.983560858735
3.9e-07, 1.2e-05, 295, -39.9347753987, -42.1468772353, -40.4736924075, -42.8604566795, 0.986684758007, 0.983351100305
3.95e-07, 1.2e-05, 295, -38.0261543342, -40.1619787668, -38.5445884406, -40.8506558647, 0.986549756339, 0.983141590182
4e-07, 1.2e-05, 295, -36.229698972, -38.2926848082, -36.7286422006, -38.9576108862, 0.986415418629, 0.982932062237
4.05e-07, 1.2e-05, 295, -34.5375990598, -36.5309941542, -35.0179864183, -37.1732560917, 0.986281696705, 0.982722472954
4.1e-07, 1.2e-05, 295, -32.9426828902, -34.8695567725, -33.4053849635, -35.4901699548, 0.986148877677, 0.982513096358
4.15e-07, 1.2e-05, 295, -31.4383359331, -33.3015913322, -31.8841755794, -33.9015168266, 0.986016899036, 0.982303874558
4.2e-07, 1.2e-05, 295, -30.0184653933, -31.8208490128, -30.4482183986, -32.4009945558, 0.985885775001, 0.982094822986
4.25e-07, 1.2e-05, 295, -28.6774383934, -30.4215507155, -29.0918496093, -30.9827873316, 0.985755074998, 0.98188553502
4.3e-07, 1.2e-05, 295, -27.4100771081, -29.0983818151, -27.8098396941, -29.6415231712, 0.985625138786, 0.98167633448
4.35e-07, 1.2e-05, 295, -26.211599647, -27.8464321843, -26.5973557552, -28.3722355533, 0.985496448906, 0.981467679275
4.4e-07, 1.2e-05, 295, -25.0775485902, -26.6611237773, -25.4499274764, -27.1703287468, 0.985368174955, 0.981258785113
4.45e-07, 1.2e-05, 295, -24.0038208958, -25.5382405122, -24.3634163439, -26.0315464492, 0.98524035205, 0.981049687618
4.5e-07, 1.2e-05, 295, -22.9866256359, -24.4738853439, -23.3339877749, -24.951943379, 0.985113468713, 0.980840849635
4.55e-07, 1.2e-05, 295, -22.0224356631, -23.4644312805, -22.3580858584, -23.9278595237, 0.984987525437, 0.980632273327
4.6e-07, 1.2e-05, 295, -21.1079673827, -22.5065006627, -21.4324104338, -22.9558967642, 0.9848620363, 0.980423500504
4.65e-07, 1.2e-05, 295, -20.2401834934, -21.5969678067, -20.5538962709, -22.0328976356, 0.984737065257, 0.980214593826
4.7e-07, 1.2e-05, 295, -19.4162723392, -20.7329379383, -19.71969414, -21.1559260113, 0.984613260292, 0.980006165989
4.75e-07, 1.2e-05, 295, -18.633595743, -19.9116942912, -18.9271535812, -20.3222495145, 0.984490122248, 0.979797747144
4.8e-07, 1.2e-05, 295, -17.8897098396, -19.1307190362, -18.1738072066, -19.5293234911, 0.984367757192, 0.979589438667
4.85e-07, 1.2e-05, 295, -17.1823210321, -18.3876485976, -17.4573563849, -18.774776389, 0.984245303431, 0.979380431309
4.9e-07, 1.2e-05, 295, -16.5093205149, -17.6803084469, -16.7756581729, -18.056396407, 0.984123564319, 0.979171482972
4.95e-07, 1.2e-05, 295, -15.8687261722, -17.0066542283, -16.1267133764, -17.3721192938, 0.984002493365, 0.978962551469
5e-07, 1.2e-05, 295, -15.2586950855, -16.3647842864, -15.5086556325, -16.720017188, 0.983882513549, 0.9787540349
5.05e-07, 1.2e-05, 295, -14.6774919315, -15.7529076083, -14.9197414145, -16.0982883978, 0.983763158071, 0.97854549621
5.1e-07, 1.2e-05, 295, -14.1235023167, -15.1693572016, -14.3583408773, -15.5052480374, 0.983644450102, 0.978336958233
5.15e-07, 1.2e-05, 295, -13.5952146943, -14.6125717295, -13.8229294639, -14.9393194394, 0.983526301698, 0.978128340369
5.2e-07, 1.2e-05, 295, -13.0912166257, -14.0810916224, -13.3120802012, -14.3990262704, 0.983408785688, 0.977919711926
5.25e-07, 1.2e-05, 295, -12.6101840869, -13.5735481973, -12.8244566263, -13.882985289, 0.983291881627, 0.977711055277
5.3e-07, 1.2e-05, 295, -12.1508769728, -13.0886590208, -12.3588062846, -13.3898996881, 0.983175615269, 0.977502395514
5.35e-07, 1.2e-05, 295, -11.7121316709, -12.6252203402, -11.9139547475, -12.9185529667, 0.983059942654, 0.977293693244
5.4e-07, 1.2e-05, 295, -11.2928571124, -12.1821030063, -11.4888001071, -12.4678032893, 0.982944868666, 0.977084954234
5.45e-07, 1.2e-05, 295, -10.892029019, -11.7582465969, -11.0823079034, -12.0365782864, 0.982830391822, 0.976876178354
5.5e-07, 1.2e-05, 295, -10.5086854175, -11.3526548179, -10.693506447, -11.623870259, 0.982716517692, 0.976667371959
5.55e-07, 1.2e-05, 295, -10.1419221842, -10.9643909416, -10.3214825043, -11.2287317543, 0.982603243286, 0.976458533482
5.6e-07, 1.2e-05, 295, -9.79088892219, -10.5925735846, -9.9653773135, -10.8502714777, 0.98249053841, 0.976249636367
5.65e-07, 1.2e-05, 295, -9.45478592465, -10.2363735782, -9.62438290379, -10.4876505167, 0.982378404846, 0.976040683459
5.7e-07, 1.2e-05, 295, -9.13286044293, -9.89501015025, -9.29773869114, -10.1400788461, 0.982266844263, 0.975831677488
5.75e-07, 1.2e-05, 295, -8.82440359338, -9.56774775039, -8.98472832981, -9.80681209534, 0.98215586153, 0.975622624087
5.8e-07, 1.2e-05, 295, -8.52874736707, -9.25389298418, -8.68467679666, -9.48714855416, 0.982045453937, 0.975413521919
5.85e-07, 1.2e-05, 295, -8.24526178931, -8.95279170143, -8.39694769038, -9.18042639772, 0.981935590567, 0.975204343848
5.9e-07, 1.2e-05, 295, -7.97335296196, -8.66382697144, -8.12094072702, -8.88602111295, 0.981826272347, 0.974995091877
5.95e-07, 1.2e-05, 295, -7.71246049122, -8.3864164491, -7.8560894175, -8.60334311105, 0.981717503627, 0.974785771165
6e-07, 1.2e-05, 295, -7.46205531776, -8.12001014552, -7.60185891135, -8.33183551031, 0.981609288566, 0.974576386616
6.05e-07, 1.2e-05, 295, -7.22163769688, -7.86408835408, -7.35774399447, -8.07097207661, 0.981501626355, 0.974366938633
6.1e-07, 1.2e-05, 295, -6.990735152, -7.61815955131, -7.12326722758, -7.82025530819, 0.981394482147, 0.974157396541
6.15e-07, 1.2e-05, 295, -6.76890128461, -7.3817591591, -6.89797721594, -7.57921465478, 0.981287857688, 0.973947763104
6.2e-07, 1.2e-05, 295, -6.5557139235, -7.15444764771, -6.68144699904, -7.34740485984, 0.981181759646, 0.973738045499
6.25e-07, 1.2e-05, 295, -6.3507735871, -6.93580895574, -6.47327255142, -7.12440441675, 0.981076192397, 0.973528248821
6.3e-07, 1.2e-05, 295, -6.15370210701, -6.72544907285, -6.27307138647, -6.90981413051, 0.980971158766, 0.973318376705
6.35e-07, 1.2e-05, 295, -5.96414107978, -6.52299445396, -6.08048125455, -6.70325577638, 0.980866617313, 0.973108392634
6.4e-07, 1.2e-05, 295, -5.78175128346, -6.3280913996, -5.8951589296, -6.50437084909, 0.980762580367, 0.972898308909
6.45e-07, 1.2e-05, 295, -5.60621105217, -6.14040439715, -5.71677907651, -6.31281939525, 0.980659034945, 0.972688114881
6.5e-07, 1.2e-05, 295, -5.43721551833, -5.959615331, -5.54503319425, -6.1282789232, 0.980555990895, 0.972477820558
6.55e-07, 1.2e-05, 295, -5.27447545078, -5.7854222909, -5.37962862803, -5.95044338408, 0.980453450503, 0.972267429074
6.6e-07, 1.2e-05, 295, -5.11771630336, -5.61753859228, -5.22028764685, -5.77902221985, 0.980351400069, 0.972056929108
6.65e-07, 1.2e-05, 295, -4.96667757581, -5.45569211052, -5.06674658068, -5.61373947265, 0.980249850021, 0.971846331148
6.7e-07, 1.2e-05, 295, -4.8211116297, -5.29962407167, -4.91875501338, -5.45433295148, 0.980148760527, 0.971635600323
6.75e-07, 1.2e-05, 295, -4.68078347564, -5.14908881579, -4.77607502736, -5.30055345206, 0.980048145983, 0.971424750709
6.8e-07, 1.2e-05, 295, -4.54546965323, -5.00385265449, -4.63848049649, -5.15216402623, 0.979947993027, 0.971213771342
6.85e-07, 1.2e-05, 295, -4.41495781783, -4.86369343654, -4.50575642327, -5.00893929703, 0.979848310271, 0.971002671049
6.9e-07, 1.2e-05, 295, -4.28904599238, -4.72839977954, -4.37769831803, -4.87066481685, 0.979749101192, 0.970791454009
6.95e-07, 1.2e-05, 295, -4.16754194369, -4.5977704273, -4.25411161659, -4.73713646533, 0.979650352247, 0.970580109092
7e-07, 1.2e-05, 295, -4.05026282754, -4.47161387692, -4.134811134, -4.60815988423, 0.979552075362, 0.970368648062
7.05e-07, 1.2e-05, 295, -3.93703434764, -4.34974752062, -4.01962055201, -4.48354994718, 0.979454228751, 0.970157034462
7.1e-07, 1.2e-05, 295, -3.82769073991, -4.23199761412, -3.90837193744, -4.36313026118, 0.979356827135, 0.969945282581
7.15e-07, 1.2e-05, 295, -3.72207397132, -4.11819846004, -3.80090529018, -4.24673269865, 0.979259857102, 0.969733381465
7.2e-07, 1.2e-05, 295, -3.62003351892, -4.00819217265, -3.69706811823, -4.1341969573, 0.979163327034, 0.969521339704
7.25e-07, 1.2e-05, 295, -3.52142588173, -3.90182817564, -3.59671503814, -4.02537014626, 0.979067244524, 0.969309165087
7.3e-07, 1.2e-05, 295, -3.42611412912, -3.798962738, -3.49970739921, -3.92010639664, 0.978971593423, 0.969096844224
7.35e-07, 1.2e-05, 295, -3.33396775201, -3.69945881256, -3.40591293007, -3.8182664952, 0.978876389521, 0.968884392226
7.4e-07, 1.2e-05, 295, -3.24486199261, -3.60318535434, -3.3152054056, -3.71971753902, 0.97878158232, 0.968671765138
7.45e-07, 1.2e-05, 295, -3.15867801025, -3.51001747468, -3.22746433366, -3.62433261055, 0.97868719332, 0.968458983169
7.5e-07, 1.2e-05, 295, -3.07530221406, -3.41983576392, -3.14257465974, -3.53199047125, 0.978593206856, 0.968246033437
