# L = 8.6604618471219e-07 [m]
# T = 0 [K]
# omega_p = 9 [eV]
# omega_p*L/c = 39.5
# E = E_PFA (1+theta_1*L/R)
# theta1 = -1.7356753931701
#
# L/R, R, ldim, E*(L+R)/(hbar*c), E_PFA*(L+R)/(hbar*c), E/E_PFA, 1-E/E_PFA, E/E_PFA-1-theta1*L/R
0.002, 0.000433023092356, 4500, -10073.4100895, -10106.2028386, 0.99675518594, 0.00324481406011, 0.000226536726227
0.0018, 0.000481136769285, 5000, -12437.7528756, -12474.3032499, 0.997069946628, 0.00293005337243, 0.000194162335276
0.0015, 0.000577364123141, 6000, -17913.5336003, -17957.6174634, 0.997545116261, 0.00245488373884, 0.000148629350911
0.0012, 0.000721705153927, 7500, -27994.9527843, -28050.372261, 0.998024287304, 0.00197571269642, 0.000107097775387
0.001, 0.000866046184712, 9000, -40317.6803977, -40384.4672311, 0.998346224725, 0.00165377527494, 8.1900118231e-05
0.0009, 0.000962273538569, 10000, -49778.0073371, -49852.3861961, 0.998508018078, 0.00149198192244, 7.01259314107e-05
0.0008, 0.00108255773089, 11251, -63004.2409186, -63088.1225102, 0.998670405961, 0.00132959403903, 5.89462755078e-05
0.0007, 0.0012372088353, 12858, -82296.4626955, -82392.57958, 0.998833427901, 0.00116657209903, 4.84006761898e-05
0.0006, 0.00144341030785, 15001, -112021.793352, -112134.248839, 0.998997135238, 0.00100286476232, 3.85404735831e-05
