# L (m), R (m), T (K), F'_Drude (mPa), F'_Plasma (N/m), F'_PFA_Drude (N/m), F'_PFA_Plasma (N/m), F'_Drude/F'_PFA_Drude, F'_Plasma/F'_PFA_Plasma, F'_Plasma_xi0 (N/m), F'_Plasma_xi0/F'_PFA_Plasma_xi0
5.75e-08, 1e-05, 295, 0.00264541927198, 0.00265732999119, 0.00265153673193, 0.00266377337829, 0.997692862451, 0.997581105377, 1.19107192124e-05, 0.973364667309
6e-08, 1e-05, 295, 0.00228161625633, 0.00229265040396, 0.00228718284465, 0.00229852559549, 0.997566181323, 0.997443930345, 1.10341476322e-05, 0.972792913775
6.25e-08, 1e-05, 295, 0.00197938002912, 0.00198962253328, 0.00198446156942, 0.00199499666304, 0.9974393355, 0.997306196118, 1.02425041569e-05, 0.972227160501
6.5e-08, 1e-05, 295, 0.00172645853709, 0.00173598414052, 0.00173111110015, 0.0017409144619, 0.997312383324, 0.997167970347, 9.52560343219e-06, 0.971667033647
6.75e-08, 1e-05, 295, 0.00151337909203, 0.00152225380559, 0.00151765058233, 0.00152678929314, 0.997185458664, 0.997029395237, 8.87471356099e-06, 0.97111220026
7e-08, 1e-05, 295, 0.00133274537061, 0.00134102768662, 0.00133667706269, 0.00134521058549, 0.997058607352, 0.996890524868, 8.28231601493e-06, 0.970562359205
7.25e-08, 1e-05, 295, 0.00117872964349, 0.00118647155405, 0.0011823572748, 0.00119033848405, 0.996931865365, 0.996751403025, 7.74191055794e-06, 0.970017238674
7.5e-08, 1e-05, 295, 0.00104670124723, 0.00105394910293, 0.00105005582771, 0.00105753187794, 0.996805331306, 0.996612135213, 7.24785570544e-06, 0.969476592205
7.75e-08, 1e-05, 295, 0.000932951488678, 0.000939746726195, 0.000936060138777, 0.000943073200622, 0.996679006005, 0.996472729344, 6.79523751664e-06, 0.968940195755
8e-08, 1e-05, 295, 0.000834488399981, 0.000840868161086, 0.000837374815497, 0.000843962702135, 0.996553018477, 0.996333320132, 6.37976110541e-06, 0.968407845474
8.25e-08, 1e-05, 295, 0.000748881285065, 0.000754878945529, 0.000751566456591, 0.000757763159149, 0.99642723341, 0.996193779567, 5.99766046416e-06, 0.967879353253
8.5e-08, 1e-05, 295, 0.00067414312065, 0.000679788743855, 0.000676645443486, 0.000682481590338, 0.996301869968, 0.996054330958, 5.6456232053e-06, 0.967354548803
8.75e-08, 1e-05, 295, 0.000608639313228, 0.000613960040616, 0.000610975138201, 0.00061647839045, 0.996176890306, 0.995914942238, 5.32072738811e-06, 0.966833273877
9e-08, 1e-05, 295, 0.000551017651653, 0.000556038039997, 0.000553201575238, 0.00055839696841, 0.996052210111, 0.995775535064, 5.02038834429e-06, 0.966315383223
9.25e-08, 1e-05, 295, 0.000500153656546, 0.000504895970237, 0.000502198611878, 0.000507108852138, 0.995927994854, 0.995636278302, 4.7423136903e-06, 0.965800742806
9.5e-08, 1e-05, 295, 0.000455107270677, 0.000459591735812, 0.000457024834384, 0.000461670556106, 0.995804246154, 0.995497178094, 4.48446513497e-06, 0.965289228148
9.75e-08, 1e-05, 295, 0.000415088867893, 0.000419333893835, 0.000416889473473, 0.000421289463894, 0.99568085621, 0.995358132053, 4.24502594168e-06, 0.964780723626
1e-07, 1e-05, 295, 0.000379432321098, 0.00038345469421, 0.000381125274706, 0.000385296670418, 0.995558012758, 0.995219330067, 4.02237311217e-06, 0.964275122792
1.025e-07, 1e-05, 295, 0.000347573015862, 0.000351388069371, 0.000349166774994, 0.000353125234279, 0.995435536123, 0.995080598215, 3.81505350938e-06, 0.963772325039
1.05e-07, 1e-05, 295, 0.000319030660737, 0.000322652424067, 0.000320532808899, 0.000324292663269, 0.995313589995, 0.994942102035, 3.62176333059e-06, 0.963272237239
1.075e-07, 1e-05, 295, 0.000293394919558, 0.000296836249937, 0.000294812344945, 0.000298386732722, 0.995192109789, 0.994803781083, 3.44133037872e-06, 0.96277477266
1.1e-07, 1e-05, 295, 0.000270313993687, 0.000273586692398, 0.000271652959083, 0.00027505394344, 0.995071044318, 0.994665588054, 3.27269871106e-06, 0.962279848388
1.125e-07, 1e-05, 295, 0.000249485282378, 0.000252600197719, 0.000250751408351, 0.000253990081857, 0.994950672538, 0.994527801527, 3.11491534035e-06, 0.961787390517
1.15e-07, 1e-05, 295, 0.000230647377824, 0.000233614496434, 0.000231845886072, 0.000234932463488, 0.994830582212, 0.994390017308, 2.96711860939e-06, 0.96129732375
1.175e-07, 1e-05, 295, 0.000213574030438, 0.000216402558552, 0.000214709630288, 0.000217653531105, 0.994710997137, 0.994252459187, 2.8285281138e-06, 0.960809581905
1.2e-07, 1e-05, 295, 0.000198068656435, 0.000200767092272, 0.000199145626511, 0.000201955548527, 0.994592047564, 0.994115258213, 2.69843583633e-06, 0.960324101936
1.225e-07, 1e-05, 295, 0.000183959879949, 0.000186536078336, 0.000184982199577, 0.000187666184596, 0.994473416199, 0.993978103927, 2.57619838717e-06, 0.959840821914
1.25e-07, 1e-05, 295, 0.00017109809475, 0.000173559324957, 0.000172069331074, 0.000174634823703, 0.994355552396, 0.993841441682, 2.46123020725e-06, 0.959359687331
1.275e-07, 1e-05, 295, 0.000159352036171, 0.000161705033709, 0.000160275571427, 0.000162729471777, 0.994237828961, 0.99370465561, 2.35299753824e-06, 0.958880640247
1.3e-07, 1e-05, 295, 0.000148606586202, 0.000150857599365, 0.000149485441364, 0.000151834152371, 0.994120797627, 0.993568291514, 2.25101316281e-06, 0.958403633153
1.325e-07, 1e-05, 295, 0.000138760254227, 0.000140915085917, 0.000139597237657, 0.000141846707662, 0.994004298046, 0.993432193385, 2.15483169045e-06, 0.957928616915
1.35e-07, 1e-05, 295, 0.000129723461632, 0.000131787507051, 0.000130521174168, 0.000132676935268, 0.993888251921, 0.993296286085, 2.0640454188e-06, 0.957455544691
1.375e-07, 1e-05, 295, 0.000121416945215, 0.000123395225864, 0.000122177801927, 0.000124245004599, 0.993772545415, 0.993160459549, 1.97828064947e-06, 0.956984371554
1.4e-07, 1e-05, 295, 0.000113770463852, 0.000115667658271, 0.000114496662292, 0.000116480106675, 0.993657470659, 0.993025002923, 1.89719441974e-06, 0.956515058197
1.425e-07, 1e-05, 295, 0.00010672155008, 0.000108542021651, 0.000107415135398, 0.000109319299624, 0.993542946105, 0.992889837613, 1.82047157169e-06, 0.956047565213
1.45e-07, 1e-05, 295, 0.000100214556563, 0.000101962378707, 0.000100877452826, 0.00010270651869, 0.993428697454, 0.99275469568, 1.74782214387e-06, 0.955581850591
1.475e-07, 1e-05, 295, 9.41998990544e-05, 9.58788781235e-05, 9.48338487303e-05, 9.65917250069e-05, 0.993315153984, 0.992620000488, 1.67897906907e-06, 0.955117883676
1.5e-07, 1e-05, 295, 8.86331615357e-05, 9.02468575859e-05, 8.92398281064e-05, 9.09301717337e-05, 0.993201840663, 0.992485286955, 1.61369605023e-06, 0.954655623995
1.525e-07, 1e-05, 295, 8.34746502587e-05, 8.50263959916e-05, 8.40555344229e-05, 8.56817697941e-05, 0.993089281174, 0.992351070665, 1.55174573295e-06, 0.954195044824
