# L (m), R (m), T (K), F_Drude, F_Plasma, F_PFA_Drude, F_PFA_Plasma, F_Drude/F_PFA_Drude, F_Plasma/F_PFA_Plasma
5.75e-08, 1e-05, 295, -6.0120000147e-11, -6.06990163611e-11, -6.03605776775e-11, -6.09661623027e-11, 0.996014326905, 0.995618127638
6e-08, 1e-05, 295, -5.39755271454e-11, -5.45258811382e-11, -5.42015212627e-11, -5.47776507923e-11, 0.995830483867, 0.995403788763
6.25e-08, 1e-05, 295, -4.8660705071e-11, -4.91844798198e-11, -4.88734062247e-11, -4.94222052794e-11, 0.995647916318, 0.995189905869
6.5e-08, 1e-05, 295, -4.40375999855e-11, -4.45366792105e-11, -4.42381474153e-11, -4.47615382462e-11, 0.995466640411, 0.994976512325
6.75e-08, 1e-05, 295, -3.9995262405e-11, -4.047135416e-11, -4.01846661874e-11, -4.06843925665e-11, 0.995286665279, 0.994763633103
7e-08, 1e-05, 295, -3.64437058409e-11, -3.68983627817e-11, -3.66228651658e-11, -3.71005129187e-11, 0.995107992669, 0.994551284577
7.25e-08, 1e-05, 295, -3.3309384203e-11, -3.37440210742e-11, -3.34791023914e-11, -3.39361171185e-11, 0.994930623098, 0.994339480749
7.5e-08, 1e-05, 295, -3.05317583377e-11, -3.09476671197e-11, -3.06927555825e-11, -3.11304580141e-11, 0.994754552279, 0.994128229843
7.75e-08, 1e-05, 295, -2.80606641569e-11, -2.84590272356e-11, -2.82135882125e-11, -2.86331875635e-11, 0.994579772893, 0.993917536162
8e-08, 1e-05, 295, -2.58542764532e-11, -2.62361781104e-11, -2.59997117412e-11, -2.64023173674e-11, 0.994406273059, 0.993707398684
8.25e-08, 1e-05, 295, -2.38775203589e-11, -2.42439568312e-11, -2.40159955694e-11, -2.4402627174e-11, 0.994234042471, 0.993497817195
8.5e-08, 1e-05, 295, -2.21008217227e-11, -2.24527100353e-11, -2.22328164082e-11, -2.26044130089e-11, 0.994063069515, 0.993288789515
8.75e-08, 1e-05, 295, -2.0499116834e-11, -2.08373025815e-11, -2.06250672304e-11, -2.09824950593e-11, 0.99389333402, 0.993080304446
9e-08, 1e-05, 295, -1.90510626805e-11, -1.93763269001e-11, -1.91713663887e-11, -1.95154258734e-11, 0.993724823481, 0.992872357784
9.25e-08, 1e-05, 295, -1.77384020301e-11, -1.80514672892e-11, -1.78534222898e-11, -1.81848542382e-11, 0.993557523157, 0.992664942634
9.5e-08, 1e-05, 295, -1.65454503559e-11, -1.6846986158e-11, -1.66555198362e-11, -1.69750109306e-11, 0.993391411288, 0.992458044761
9.75e-08, 1e-05, 295, -1.54586789671e-11, -1.57493065646e-11, -1.55641028507e-11, -1.58722905399e-11, 0.993226472179, 0.992251655483
1e-07, 1e-05, 295, -1.44663738169e-11, -1.47466705053e-11, -1.45674326476e-11, -1.48649095141e-11, 0.993062687634, 0.9920457633
1.025e-07, 1e-05, 295, -1.35583552451e-11, -1.38288582035e-11, -1.36553073921e-11, -1.39426250584e-11, 0.992900039218, 0.991840356142
1.05e-07, 1e-05, 295, -1.27257464697e-11, -1.2986956203e-11, -1.28188302674e-11, -1.30965028983e-11, 0.992738510791, 0.991635423886
1.075e-07, 1e-05, 295, -1.19607813263e-11, -1.22131647568e-11, -1.20502170503e-11, -1.23187244994e-11, 0.992578081907, 0.991430951915
1.1e-07, 1e-05, 295, -1.12566441818e-11, -1.15006374315e-11, -1.13426356716e-11, -1.16024263139e-11, 0.99241873826, 0.991226931367
1.125e-07, 1e-05, 295, -1.06073356031e-11, -1.08433465023e-11, -1.06900718721e-11, -1.09415651582e-11, 0.992260457182, 0.99102334497
1.15e-07, 1e-05, 295, -1.00075597192e-11, -1.02359700723e-11, -1.00872162428e-11, -1.03308050075e-11, 0.99210322039, 0.990820179538
1.175e-07, 1e-05, 295, -9.45262904403e-12, -9.67379668026e-12, -9.52936887642e-12, -9.76542142789e-12, 0.991947018382, 0.990617430256
1.2e-07, 1e-05, 295, -8.93838359483e-12, -9.15264422722e-12, -9.01235858279e-12, -9.24122059706e-12, 0.991791828156, 0.990415078949
1.225e-07, 1e-05, 295, -8.4611225288e-12, -8.66879144175e-12, -8.53247419617e-12, -8.75447043769e-12, 0.991637634556, 0.990213114939
1.25e-07, 1e-05, 295, -8.01754551576e-12, -8.21891909991e-12, -8.08640596705e-12, -8.30184185385e-12, 0.991484418224, 0.990011523299
1.275e-07, 1e-05, 295, -7.6047027337e-12, -7.80005988396e-12, -7.67119539235e-12, -7.88035842194e-12, 0.991332164644, 0.989810293685
1.3e-07, 1e-05, 295, -7.21995185374e-12, -7.40955524443e-12, -7.28419213351e-12, -7.48735318396e-12, 0.991180864179, 0.989609420363
1.325e-07, 1e-05, 295, -6.86092086266e-12, -7.04501811239e-12, -6.92301691035e-12, -7.12043142902e-12, 0.991030493137, 0.989408883804
1.35e-07, 1e-05, 295, -6.52547624505e-12, -6.70430098222e-12, -6.58552944814e-12, -6.77743853944e-12, 0.990881036435, 0.989208672746
1.375e-07, 1e-05, 295, -6.21169523887e-12, -6.38546807776e-12, -6.26980071261e-12, -6.45643213458e-12, 0.990732484748, 0.989008781423
1.4e-07, 1e-05, 295, -5.91784169781e-12, -6.08677113372e-12, -5.97408879519e-12, -6.1556578738e-12, 0.990584824012, 0.988809199358
1.425e-07, 1e-05, 295, -5.6423451308e-12, -5.80662836213e-12, -5.6968179137e-12, -5.8735283827e-12, 0.990438033349, 0.988609909374
1.45e-07, 1e-05, 295, -5.38378251722e-12, -5.54360620138e-12, -5.43656008097e-12, -5.60860485427e-12, 0.990292103284, 0.988410905282
1.475e-07, 1e-05, 295, -5.14086220174e-12, -5.29640315095e-12, -5.19201906361e-12, -5.35958094656e-12, 0.990147019637, 0.988212176243
1.5e-07, 1e-05, 295, -4.9124098913e-12, -5.06383571393e-12, -4.96201631301e-12, -5.12526865801e-12, 0.990002769323, 0.988013712416
1.525e-07, 1e-05, 295, -4.6973563046e-12, -4.84482599679e-12, -4.74547859736e-12, -4.904585909e-12, 0.989859338364, 0.987815503018
1.55e-07, 1e-05, 295, -4.49472633694e-12, -4.6383908292e-12, -4.5414271069e-12, -4.69654560097e-12, 0.989716719246, 0.987617543464
1.575e-07, 1e-05, 295, -4.30362939637e-12, -4.4436320589e-12, -4.34896783548e-12, -4.50024595605e-12, 0.989574896659, 0.987419821559
1.6e-07, 1e-05, 295, -4.12325093321e-12, -4.25972804363e-12, -4.16728307312e-12, -4.31486197124e-12, 0.989433849553, 0.987222319515
1.625e-07, 1e-05, 295, -3.95284503323e-12, -4.08592621e-12, -3.99562386531e-12, -4.13963784265e-12, 0.989293578795, 0.987025040672
1.65e-07, 1e-05, 295, -3.79172758367e-12, -3.92153618803e-12, -3.83330331753e-12, -3.97388023794e-12, 0.98915407146, 0.986827974983
1.675e-07, 1e-05, 295, -3.6392703898e-12, -3.76592389884e-12, -3.67969063891e-12, -3.81695231057e-12, 0.989015313222, 0.986631111009
1.7e-07, 1e-05, 295, -3.49489590309e-12, -3.6185062565e-12, -3.53420583386e-12, -3.66826836442e-12, 0.988877294473, 0.986434441819
1.725e-07, 1e-05, 295, -3.35807245424e-12, -3.47874637673e-12, -3.39631496348e-12, -3.52728909053e-12, 0.988739999192, 0.98623795426
1.75e-07, 1e-05, 295, -3.22831008508e-12, -3.34614938652e-12, -3.26552590829e-12, -3.39351730691e-12, 0.988603421239, 0.986041644669
1.775e-07, 1e-05, 295, -3.10515672913e-12, -3.22025858418e-12, -3.14138457304e-12, -3.26649414249e-12, 0.988467555287, 0.985845510112
1.8e-07, 1e-05, 295, -2.98819478658e-12, -3.1006519954e-12, -3.02347148237e-12, -3.14579561345e-12, 0.988332386795, 0.985649538752
1.825e-07, 1e-05, 295, -2.87703810657e-12, -2.98693933814e-12, -2.91139872202e-12, -3.03102954662e-12, 0.988197901171, 0.98545371868
1.85e-07, 1e-05, 295, -2.7713292691e-12, -2.87875928842e-12, -2.80480718692e-12, -2.92183281112e-12, 0.98806409297, 0.985258046752
1.875e-07, 1e-05, 295, -2.67073709048e-12, -2.77577697099e-12, -2.7033641014e-12, -2.81786882344e-12, 0.987930959465, 0.985062522392
1.9e-07, 1e-05, 295, -2.57495435114e-12, -2.67768167336e-12, -2.60676078166e-12, -2.71882529584e-12, 0.9877984851, 0.984867132675
1.925e-07, 1e-05, 295, -2.48369583926e-12, -2.58418487671e-12, -2.51471061409e-12, -2.62441220165e-12, 0.987666662453, 0.984671872462
1.95e-07, 1e-05, 295, -2.39669648228e-12, -2.49501837572e-12, -2.42694722608e-12, -2.5343599341e-12, 0.987535475235, 0.984476728087
1.975e-07, 1e-05, 295, -2.31370976852e-12, -2.40993268924e-12, -2.34322282884e-12, -2.44841763799e-12, 0.987404927964, 0.984281705804
2e-07, 1e-05, 295, -2.23450615174e-12, -2.3286954547e-12, -2.26330671452e-12, -2.36635169636e-12, 0.987275006702, 0.984086794149
2.025e-07, 1e-05, 295, -2.1588717873e-12, -2.25109015518e-12, -2.18698389094e-12, -2.28794435577e-12, 0.987145719838, 0.983892003102
2.05e-07, 1e-05, 295, -2.08660711567e-12, -2.17691469319e-12, -2.11405384051e-12, -2.21299247613e-12, 0.987017017112, 0.983697286219
