# L (m), R (m), T (K), P_Drude (mPa), P_Plasma (mPa), P_PFA_Drude (mPa), P_PFA_Plasma (mPa), P_Drude/P_PFA_Drude, P_Plasma/P_PFA_Plasma
5.75e-08, 1e-05, 295, -42103.1553686, -42292.7203524, -42200.5177677, -42395.2700432, 0.997692862451, 0.997581105377
6e-08, 1e-05, 295, -36313.0505433, -36488.6644572, -36401.6455482, -36582.1710345, 0.997566181323, 0.997443930345
6.25e-08, 1e-05, 295, -31502.8115892, -31665.8261058, -31583.6868148, -31751.3580374, 0.9974393355, 0.997306196117
6.5e-08, 1e-05, 295, -27477.4410221, -27629.0457094, -27551.4888631, -27707.5142112, 0.997312383324, 0.997167970347
6.75e-08, 1e-05, 295, -24086.1763268, -24227.42178, -24154.1592064, -24299.6063062, 0.997185458664, 0.997029395237
7e-08, 1e-05, 295, -21211.3013615, -21343.1185149, -21273.8761845, -21409.691418, 0.997058607352, 0.996890524868
7.25e-08, 1e-05, 295, -18760.0649331, -18883.2812665, -18817.8004785, -18944.8253689, 0.996931865365, 0.996751403026
7.5e-08, 1e-05, 295, -16658.7677437, -16774.1209499, -16712.1575502, -16831.1425852, 0.996805331306, 0.996612135213
7.75e-08, 1e-05, 295, -14848.3841088, -14956.5336728, -14897.8598118, -15009.4761577, 0.996679006006, 0.996472729344
8e-08, 1e-05, 295, -13281.295381, -13382.8324325, -13327.2341107, -13432.083583, 0.996553018477, 0.996333320132
8.25e-08, 1e-05, 295, -11918.8158307, -12014.2715617, -11961.5516628, -12060.1752471, 0.996427233411, 0.996193779567
8.5e-08, 1e-05, 295, -10729.3210003, -10819.1738843, -10769.1467051, -10862.0318672, 0.996301869968, 0.996054330958
8.75e-08, 1e-05, 295, -9686.79552602, -9771.47753249, -9723.9713351, -9811.55831494, 0.996176890306, 0.995914942238
9e-08, 1e-05, 295, -8769.71829914, -8849.62026126, -8804.47652253, -8887.163773, 0.996052210111, 0.995775535064
9.25e-08, 1e-05, 295, -7960.19267449, -8035.66894104, -7992.73914943, -8070.88805034, 0.995927994854, 0.995636278302
9.5e-08, 1e-05, 295, -7243.25717654, -7314.62965587, -7273.7761508, -7347.71510842, 0.995804246153, 0.995497178093
9.75e-08, 1e-05, 295, -6606.34451476, -6673.90620098, -6635.00204262, -6705.03006512, 0.99568085621, 0.995358132053
1e-07, 1e-05, 295, -6038.85294716, -6102.87100353, -6065.79714067, -6132.18696538, 0.995558012758, 0.995219330067
1.025e-07, 1e-05, 295, -5531.79635598, -5592.5148184, -5557.16182037, -5620.1626566, 0.995435536123, 0.995080598215
1.05e-07, 1e-05, 295, -5077.53066541, -5135.17281909, -5101.43809594, -5161.27803677, 0.995313589996, 0.994942102035
1.075e-07, 1e-05, 295, -4669.52517257, -4724.29564663, -4692.08419826, -4748.97234657, 0.995192109789, 0.994803781083
1.1e-07, 1e-05, 295, -4302.18082822, -4354.26744593, -4323.49112437, -4377.61947154, 0.995071044318, 0.994665588054
1.125e-07, 1e-05, 295, -3970.68159192, -4020.25700929, -3990.83261262, -4042.37770238, 0.994950672539, 0.994527801527
1.15e-07, 1e-05, 295, -3670.86702919, -3718.09018854, -3689.94188039, -3739.06628568, 0.994830582212, 0.994390017308
1.175e-07, 1e-05, 295, -3399.13626603, -3444.15368913, -3417.20989897, -3464.06353568, 0.994710997137, 0.994252459187
1.2e-07, 1e-05, 295, -3152.36057433, -3195.30751452, -3169.50108544, -3214.22238329, 0.994592047564, 0.994115258213
1.225e-07, 1e-05, 295, -2927.81242245, -2968.81389322, -2944.08314467, -2986.80009297, 0.994473416198, 0.993978103927
1.25e-07, 1e-05, 295, -2723.11075331, -2762.28244866, -2738.56845949, -2779.39954284, 0.994355552396, 0.993841441682
1.275e-07, 1e-05, 295, -2536.16642484, -2573.61554377, -2550.86494495, -2589.919982, 0.994237828961, 0.99370465561
1.3e-07, 1e-05, 295, -2365.14727701, -2400.97326419, -2379.13469133, -2416.51558801, 0.994120797627, 0.993568291514
1.325e-07, 1e-05, 295, -2208.43803649, -2242.73324799, -2221.75904151, -2257.56046857, 0.994004298046, 0.993432193385
1.35e-07, 1e-05, 295, -2064.61301538, -2097.46331849, -2077.3090047, -2111.61900822, 0.993888251921, 0.993296286085
1.375e-07, 1e-05, 295, -1932.4107006, -1963.89601502, -1944.52011129, -1977.42066364, 0.993772545415, 0.993160459549
1.4e-07, 1e-05, 295, -1810.71316998, -1840.90795698, -1822.27097712, -1853.83847492, 0.993657470659, 0.993025002923
1.425e-07, 1e-05, 295, -1698.52622296, -1727.4999279, -1709.56497615, -1739.87069104, 0.993542946105, 0.992889837613
1.45e-07, 1e-05, 295, -1594.96420468, -1622.78165806, -1605.51452637, -1634.62501373, 0.993428697454, 0.99275469568
1.475e-07, 1e-05, 295, -1499.23795733, -1525.95973915, -1509.32757979, -1537.30504966, 0.993315153984, 0.992620000488
1.5e-07, 1e-05, 295, -1410.64057803, -1436.32334833, -1420.29597638, -1447.19863076, 0.993201840662, 0.992485286954
1.525e-07, 1e-05, 295, -1328.54032115, -1353.23712154, -1337.78537976, -1363.66771956, 0.993089281174, 0.992351070665
1.55e-07, 1e-05, 295, -1252.36859732, -1276.1291249, -1261.226558, -1286.13966286, 0.992976709354, 0.992216601165
1.575e-07, 1e-05, 295, -1181.61667802, -1204.48753643, -1190.10781208, -1214.0995957, 0.992865239624, 0.992082973007
1.6e-07, 1e-05, 295, -1115.82397045, -1137.84889789, -1123.96838585, -1147.08382933, 0.99275387502, 0.991949209636
1.625e-07, 1e-05, 295, -1054.57656405, -1075.79664275, -1062.3927174, -1084.67408265, 0.992642877515, 0.991815569268
1.65e-07, 1e-05, 295, -997.500487364, -1017.95433529, -1005.00541381, -1026.49243899, 0.992532451727, 0.991682253688
1.675e-07, 1e-05, 295, -944.257087775, -963.981033908, -951.466848833, -972.196927615, 0.992422477918, 0.991549146604
1.7e-07, 1e-05, 295, -894.539636367, -913.567881991, -901.469298889, -921.477644926, 0.992312924545, 0.991416218312
1.725e-07, 1e-05, 295, -848.070077926, -866.43484463, -854.733544511, -874.053342596, 0.992204042267, 0.991283715084
1.75e-07, 1e-05, 295, -804.595014547, -822.326680076, -811.005875821, -829.668420915, 0.99209517284, 0.991150993994
1.775e-07, 1e-05, 295, -763.88497629, -781.012200304, -770.055448957, -788.090274198, 0.991986976164, 0.991018701631
1.8e-07, 1e-05, 295, -725.730155247, -742.279994396, -731.671948245, -749.106942931, 0.991879157029, 0.990886550178
1.825e-07, 1e-05, 295, -689.939620866, -705.937635565, -695.66351509, -712.525033515, 0.991772036193, 0.990754854019
1.85e-07, 1e-05, 295, -656.338258466, -671.808610744, -661.854910134, -678.167872095, 0.99166486252, 0.990622880245
1.875e-07, 1e-05, 295, -624.766893354, -639.732438289, -630.085879687, -645.873863375, 0.991558315294, 0.990491293371
1.9e-07, 1e-05, 295, -595.079247173, -609.561616551, -600.209701423, -615.495029356, 0.991452230382, 0.990359933838
1.925e-07, 1e-05, 295, -567.141287398, -581.160967537, -572.09188766, -586.895706246, 0.991346494561, 0.990228692002
1.95e-07, 1e-05, 295, -540.830326732, -554.406730759, -545.609027408, -559.951380676, 0.991241529308, 0.99009797974
1.975e-07, 1e-05, 295, -516.032740717, -529.184274684, -520.647750801, -534.547648784, 0.991136022239, 0.989966518211
2e-07, 1e-05, 295, -492.645849521, -505.389975824, -497.103801671, -510.579283879, 0.991032150358, 0.989836430465
2.025e-07, 1e-05, 295, -470.573003582, -482.926296838, -474.881205791, -487.949400177, 0.990927831727, 0.989705688055
2.05e-07, 1e-05, 295, -449.726681975, -461.704883797, -453.891523925, -466.568701704, 0.990824146892, 0.989575344662
2.075e-07, 1e-05, 295, -430.025531265, -441.643599573, -434.053180134, -446.354806784, 0.990720840087, 0.989445151839
2.1e-07, 1e-05, 295, -411.394522219, -422.666677651, -415.29085698, -427.231639737, 0.990617817139, 0.989315018688
2.125e-07, 1e-05, 295, -393.764440646, -404.704209833, -397.534950282, -409.128882385, 0.990515275114, 0.989185137637
2.15e-07, 1e-05, 295, -377.071155434, -387.691411176, -380.72107695, -391.981478905, 0.990413135133, 0.989055432567
2.175e-07, 1e-05, 295, -361.255343225, -371.568342103, -364.789630204, -375.729188279, 0.990311437919, 0.988925943721
2.2e-07, 1e-05, 295, -346.261970641, -356.279387979, -349.685377129, -360.316179314, 0.990210038189, 0.988796530473
2.225e-07, 1e-05, 295, -332.04004089, -341.773003576, -335.357094136, -345.690663723, 0.990108891974, 0.988667150841
2.25e-07, 1e-05, 295, -318.542306557, -328.001423757, -321.757236388, -331.804563389, 0.990008212814, 0.98853801288
2.275e-07, 1e-05, 295, -305.724818168, -314.920209898, -308.841637688, -318.613208211, 0.98990803331, 0.988409148717
2.3e-07, 1e-05, 295, -293.546629879, -302.487953707, -296.569237733, -306.075061499, 0.989808087053, 0.988280300347
2.325e-07, 1e-05, 295, -281.969734607, -290.666210861, -284.901833984, -294.151470096, 0.989708387144, 0.988151481161
2.35e-07, 1e-05, 295, -270.95880225, -279.419237637, -273.80385571, -282.806436811, 0.989609154872, 0.988022906366
2.375e-07, 1e-05, 295, -260.48082252, -268.713632083, -263.242157994, -272.006412921, 0.989510284012, 0.987894473506
2.4e-07, 1e-05, 295, -250.50507867, -258.518306563, -253.185833771, -261.720108825, 0.989411907209, 0.987766311588
2.425e-07, 1e-05, 295, -241.002799248, -248.804138014, -243.606042151, -251.918321058, 0.989313717839, 0.987638124012
2.45e-07, 1e-05, 295, -231.947165836, -239.543974747, -234.475851477, -242.573774151, 0.989215581798, 0.987509781658
2.475e-07, 1e-05, 295, -223.313322159, -230.712644713, -225.770095705, -233.660975882, 0.989118250854, 0.987382012942
2.5e-07, 1e-05, 295, -215.07778539, -222.286365035, -217.465242867, -225.156084694, 0.989021429604, 0.987254532057
2.525e-07, 1e-05, 295, -207.218481214, -214.24277636, -209.539274503, -217.036788149, 0.988924304074, 0.98712655208
2.55e-07, 1e-05, 295, -199.715071639, -206.561270541, -201.971575034, -209.282191388, 0.988827618959, 0.98699879417
2.575e-07, 1e-05, 295, -192.548400734, -199.222434768, -194.742830179, -201.872714697, 0.988731654754, 0.986871529752
2.6e-07, 1e-05, 295, -185.700385305, -192.207941433, -187.834933609, -194.789999369, 0.988636041959, 0.986744401947
2.625e-07, 1e-05, 295, -179.154090223, -185.500623003, -181.230901078, -188.016821088, 0.988540525691, 0.98661716505
2.65e-07, 1e-05, 295, -172.893678821, -179.084421796, -174.914791399, -181.537010207, 0.988445159144, 0.986489871085
2.675e-07, 1e-05, 295, -166.904330845, -172.944307297, -168.871633625, -175.335378286, 0.988350306452, 0.986362872046
2.7e-07, 1e-05, 295, -161.17202986, -167.066062712, -163.08735994, -169.397650365, 0.988255803018, 0.986236009482
2.725e-07, 1e-05, 295, -155.683652302, -161.436373715, -157.548743726, -163.710402468, 0.988161813419, 0.986109442541
2.75e-07, 1e-05, 295, -150.426763186, -156.042623323, -152.243342386, -158.261003882, 0.988067923552, 0.985982772104
2.775e-07, 1e-05, 295, -145.389692708, -150.872968312, -147.159444523, -153.037563843, 0.987973916178, 0.98585578941
2.8e-07, 1e-05, 295, -140.561603868, -145.91640668, -142.28602109, -148.028882208, 0.987880627986, 0.985729301633
2.825e-07, 1e-05, 295, -135.932170816, -141.162454872, -137.612680201, -143.224403828, 0.987788121108, 0.98560336856
2.85e-07, 1e-05, 295, -131.491529792, -136.601098279, -133.12962528, -138.614176278, 0.98769548487, 0.985477113145
2.875e-07, 1e-05, 295, -127.23052113, -132.223033603, -128.827616301, -134.188810711, 0.98760285087, 0.985350663014
2.9e-07, 1e-05, 295, -123.140558561, -128.019537523, -124.697933835, -129.939445532, 0.987510817331, 0.985224594412
2.925e-07, 1e-05, 295, -119.213454526, -123.982291378, -120.732345711, -125.857712723, 0.987419351659, 0.985098876306
2.95e-07, 1e-05, 295, -115.441414574, -120.103375186, -116.923076054, -121.935706545, 0.987327895142, 0.984972971328
2.975e-07, 1e-05, 295, -111.81711619, -116.375346542, -113.26277654, -118.165954493, 0.987236227165, 0.984846667906
3e-07, 1e-05, 295, -108.33377151, -112.791303389, -109.744499657, -114.54139027, 0.987145340756, 0.984720921612
3.025e-07, 1e-05, 295, -104.984859995, -109.3446156, -106.361673855, -111.055328664, 0.987055357346, 0.984595848895
3.05e-07, 1e-05, 295, -101.764076843, -106.028873057, -103.108080418, -107.70144216, 0.986965099445, 0.984470318421
3.075e-07, 1e-05, 295, -98.6655715113, -102.838124818, -99.9778319155, -104.473739157, 0.986874486283, 0.984344253862
3.1e-07, 1e-05, 295, -95.6839598121, -99.7668910389, -96.9653521456, -101.366543677, 0.986785049452, 0.984219126154
3.125e-07, 1e-05, 295, -92.8139103621, -96.8097479272, -94.0653574203, -98.3744764396, 0.986695983596, 0.984094161727
3.15e-07, 1e-05, 295, -90.0503811036, -93.9615649902, -91.2728391249, -95.4924372152, 0.986606552037, 0.9839686548
3.175e-07, 1e-05, 295, -87.388766996, -91.2176529678, -88.5830474288, -92.7155883452, 0.986517957244, 0.983843759133
3.2e-07, 1e-05, 295, -84.8244951147, -88.5733574447, -85.9914760849, -90.0393393594, 0.986429108752, 0.983718428799
3.225e-07, 1e-05, 295, -82.3533631669, -86.0243985785, -83.4938482265, -87.4593326018, 0.986340489942, 0.983593128593
3.25e-07, 1e-05, 295, -79.9714220744, -83.5667529728, -81.0861030865, -84.9714297871, 0.986253118973, 0.983468833962
3.275e-07, 1e-05, 295, -77.6746845491, -81.1963611001, -78.7643835858, -82.5716994357, 0.986165078846, 0.983343708013
3.3e-07, 1e-05, 295, -75.4595828646, -78.9095868459, -76.5250247107, -80.2564051059, 0.986077210035, 0.983218557345
3.325e-07, 1e-05, 295, -73.3227486537, -76.7029962305, -74.3645426394, -78.0219943818, 0.985990716157, 0.983094534281
3.35e-07, 1e-05, 295, -71.2607586786, -74.5731020562, -72.2796245567, -75.8650885588, 0.985903829961, 0.982969946689
3.375e-07, 1e-05, 295, -69.2704766332, -72.5167071017, -70.2671191052, -73.7824729702, 0.985816374932, 0.982844626677
3.4e-07, 1e-05, 295, -67.3490409895, -70.5308918893, -68.3240274383, -71.7710879237, 0.98572996228, 0.982720116551
3.425e-07, 1e-05, 295, -65.4936157575, -68.612764212, -66.4474948281, -69.8280201975, 0.985644619513, 0.9825964422
3.45e-07, 1e-05, 295, -63.7013958844, -66.7594644472, -64.6348027861, -67.9504950559, 0.98555875687, 0.982472083424
3.475e-07, 1e-05, 295, -61.9698378162, -64.9683971909, -62.8833616701, -66.135868756, 0.985472725541, 0.98234737689
3.5e-07, 1e-05, 295, -60.2965449457, -63.2371161194, -61.1907037408, -64.3816215097, 0.985387342514, 0.982223103994
3.525e-07, 1e-05, 295, -58.6791613396, -61.5632170787, -59.5544766329, -62.6853508636, 0.985302275451, 0.982098947051
3.55e-07, 1e-05, 295, -57.1154592721, -59.9444260268, -57.9724372218, -61.0447654812, 0.985217493161, 0.981974876212
3.575e-07, 1e-05, 295, -55.6033078161, -58.3785674796, -56.4424458559, -59.4576792924, 0.985132854768, 0.981850757957
3.6e-07, 1e-05, 295, -54.1406876213, -56.8635792219, -54.9624609247, -57.9220059856, 0.985048462359, 0.98172669013
3.625e-07, 1e-05, 295, -52.7256976502, -55.3975190477, -53.5305337517, -56.4357538255, 0.984964915441, 0.981603244266
3.65e-07, 1e-05, 295, -51.3564352877, -53.9784442271, -52.1448037839, -54.9970207738, 0.984881168611, 0.981479423205
3.675e-07, 1e-05, 295, -50.0311079414, -52.6045236864, -50.8034940571, -53.6039898869, 0.984796594604, 0.981354630456
3.7e-07, 1e-05, 295, -48.7481332491, -51.2741386764, -49.5049069257, -52.2549249828, 0.984713158279, 0.981230739367
3.725e-07, 1e-05, 295, -47.5058871155, -49.9856293936, -48.2474200373, -50.948166555, 0.984630620224, 0.981107521104
3.75e-07, 1e-05, 295, -46.3028007521, -48.7373925429, -47.0294825321, -49.6821279146, 0.984548378147, 0.980984402009
3.775e-07, 1e-05, 295, -45.1373718827, -47.5278925135, -45.8496114611, -48.4552915536, 0.984465744512, 0.980860727274
3.8e-07, 1e-05, 295, -44.0081767901, -46.3556735655, -44.7063884033, -47.2662057095, 0.984382285436, 0.980736085532
3.825e-07, 1e-05, 295, -42.913991604, -45.2194817776, -43.5984562733, -46.1134811237, 0.984300713195, 0.980613058821
3.85e-07, 1e-05, 295, -41.8534555615, -44.1179261426, -42.5245163023, -44.9957879747, 0.984219438592, 0.980490133152
3.875e-07, 1e-05, 295, -40.8252634916, -43.0496723305, -41.4833251894, -43.9118529841, 0.98413671771, 0.980365650843
3.9e-07, 1e-05, 295, -39.8283759175, -42.0136541158, -40.4736924075, -42.8604566795, 0.984055902696, 0.980242801192
3.925e-07, 1e-05, 295, -38.8615893575, -41.0086407536, -39.4944776537, -41.8404308032, 0.983975271131, 0.980119945382
3.95e-07, 1e-05, 295, -37.9237491908, -40.0334512929, -38.5445884406, -40.8506558647, 0.983892959429, 0.979995313307
3.975e-07, 1e-05, 295, -37.0139918838, -39.0871984505, -37.622977815, -39.8900588216, 0.98381345745, 0.979873171541
4e-07, 1e-05, 295, -36.1312507597, -38.1687909203, -36.7286422006, -38.9576108862, 0.983734997943, 0.979751839296
4.025e-07, 1e-05, 295, -35.2744137733, -37.2770922528, -35.8606193517, -38.0523254451, 0.983653222143, 0.979627179594
4.05e-07, 1e-05, 295, -34.4427307709, -36.4113309278, -35.0179864183, -37.1732560917, 0.98357256638, 0.979503405297
4.075e-07, 1e-05, 295, -33.6352927442, -35.5705759364, -34.1998581111, -36.3194947596, 0.983492172247, 0.979379701502
4.1e-07, 1e-05, 295, -32.8512803775, -34.7539870727, -33.4053849635, -35.4901699548, 0.983412716643, 0.979256710153
4.125e-07, 1e-05, 295, -32.0898626268, -33.9607127636, -32.6337516812, -34.6844450763, 0.98333354192, 0.979133807357
4.15e-07, 1e-05, 295, -31.350260769, -33.1899545868, -31.8841755794, -33.9015168266, 0.983254551807, 0.979010902566
4.175e-07, 1e-05, 295, -30.631728961, -32.4409476311, -31.1559050988, -33.1406137011, 0.983175705018, 0.978887956743
4.2e-07, 1e-05, 295, -29.9335534913, -31.7129597691, -30.4482183986, -32.4009945558, 0.983097043622, 0.978765010269
