# L (m), R (m), T (K), P_Drude (mPa), P_Plasma (mPa), P_PFA_Drude (mPa), P_PFA_Plasma (mPa), P_Drude/P_PFA_Drude, P_Plasma/P_PFA_Plasma
4.225e-07, 1e-05, 295, -29.2550495452, -31.0052883467, -29.7604220183, -31.6819472453, 0.983018638889, 0.97864213038
4.25e-07, 1e-05, 295, -28.5955560692, -30.3172550437, -29.0918496093, -30.9827873316, 0.9829404611, 0.97851928941
4.275e-07, 1e-05, 295, -27.9544392101, -29.6482092881, -28.4418607287, -30.3028568558, 0.982862530575, 0.978396506614
4.3e-07, 1e-05, 295, -27.3310872163, -28.9975231419, -27.8098396941, -29.6415231712, 0.982784781104, 0.978273720095
4.325e-07, 1e-05, 295, -26.7249142258, -28.3645950668, -27.1951944947, -28.9981778352, 0.982707229069, 0.978150945483
4.35e-07, 1e-05, 295, -26.1353568757, -27.7488465158, -26.5973557552, -28.3722355533, 0.982629894348, 0.978028201681
4.375e-07, 1e-05, 295, -25.5618731441, -27.1497207564, -26.0157757521, -27.7631331764, 0.982552793648, 0.977905504537
4.4e-07, 1e-05, 295, -25.0039414504, -26.5666819558, -25.4499274764, -27.1703287468, 0.982475941183, 0.977782867603
4.425e-07, 1e-05, 295, -24.4610576917, -25.9992121979, -24.8993037436, -26.59330059, 0.982399264796, 0.97766022348
4.45e-07, 1e-05, 295, -23.9327392548, -25.4468154832, -24.3634163439, -26.0315464492, 0.982322795662, 0.977537601651
4.475e-07, 1e-05, 295, -23.4185202961, -24.9090129889, -23.8417952353, -25.4845826625, 0.982246515622, 0.977414985318
4.5e-07, 1e-05, 295, -22.9179532797, -24.3853445971, -23.3339877749, -24.951943379, 0.982170450279, 0.977292398702
4.525e-07, 1e-05, 295, -22.4306068502, -23.8753667499, -22.8395579855, -24.4331798112, 0.982094612535, 0.977169854046
4.55e-07, 1e-05, 295, -21.9560647775, -23.3786513845, -22.3580858584, -23.9278595237, 0.982018984835, 0.977047335193
4.575e-07, 1e-05, 295, -21.4939270584, -22.8947870177, -21.8891666871, -23.4355657536, 0.981943596378, 0.976924869595
4.6e-07, 1e-05, 295, -21.0438059744, -22.4233747952, -21.4324104338, -22.9558967642, 0.981868373572, 0.976802388752
4.625e-07, 1e-05, 295, -20.6053302169, -21.9640326019, -20.9874411243, -22.4884652275, 0.98179335417, 0.976679928116
4.65e-07, 1e-05, 295, -20.1781401816, -21.516390348, -20.5538962709, -22.0328976356, 0.98171849832, 0.976557450764
4.675e-07, 1e-05, 295, -19.7618916336, -21.0800936199, -20.1314263228, -21.5888337393, 0.981643889345, 0.976435034628
4.7e-07, 1e-05, 295, -19.3562499689, -20.6547979344, -19.71969414, -21.1559260113, 0.981569482341, 0.976312638045
4.725e-07, 1e-05, 295, -18.9608941027, -20.2401726137, -19.3183744924, -20.7338391347, 0.981495317327, 0.976190298485
4.75e-07, 1e-05, 295, -18.5755118227, -19.8358961319, -18.9271535812, -20.3222495145, 0.981421307909, 0.976067935677
4.775e-07, 1e-05, 295, -18.1998042828, -19.4416605971, -18.5457285816, -19.9208448103, 0.981347494801, 0.975945587762
4.8e-07, 1e-05, 295, -17.8334818803, -19.0571676211, -18.1738072066, -19.5293234911, 0.981273856245, 0.975823234727
4.825e-07, 1e-05, 295, -17.4762659107, -18.6821299642, -17.8111072894, -19.1473944084, 0.981200417624, 0.975700900383
4.85e-07, 1e-05, 295, -17.1278871857, -18.3162701466, -17.4573563849, -18.774776389, 0.981127199791, 0.97557860435
4.875e-07, 1e-05, 295, -16.7880849765, -17.9593193819, -17.1122913887, -18.4111978463, 0.981054178847, 0.975456324562
4.9e-07, 1e-05, 295, -16.4566085247, -17.6110190821, -16.7756581729, -18.056396407, 0.980981393106, 0.975334096856
4.925e-07, 1e-05, 295, -16.1332134587, -17.2711172647, -16.4472112371, -17.7101185555, 0.980908752624, 0.975211837829
4.95e-07, 1e-05, 295, -15.8176659811, -16.9393727346, -16.1267133764, -17.3721192938, 0.98083630631, 0.97508959316
4.975e-07, 1e-05, 295, -15.5097388778, -16.6155510851, -15.8139353612, -17.0421618142, 0.980764023858, 0.974967334909
5e-07, 1e-05, 295, -15.2092138844, -16.2994270585, -15.5086556325, -16.720017188, 0.980691959691, 0.974845113806
5.025e-07, 1e-05, 295, -14.9158783673, -15.9907812204, -15.2106600106, -16.4054640672, 0.980620062306, 0.974722882261
5.05e-07, 1e-05, 295, -14.6295282969, -15.6894029269, -14.9197414145, -16.0982883978, 0.980548381537, 0.974600686684
5.075e-07, 1e-05, 295, -14.3499651548, -15.3950872253, -14.6356995947, -15.7982831462, 0.980476885431, 0.974478497624
5.1e-07, 1e-05, 295, -14.0769981027, -15.1076370187, -14.3583408773, -15.5052480374, 0.980405620881, 0.974356358716
5.125e-07, 1e-05, 295, -13.8104405225, -14.8268595991, -14.0874779173, -15.2189893027, 0.980334493058, 0.974234182323
5.15e-07, 1e-05, 295, -13.5501139501, -14.5525705768, -13.8229294639, -14.9393194394, 0.980263553068, 0.974112015997
5.175e-07, 1e-05, 295, -13.2958445499, -14.2845903491, -13.5645201351, -14.66605698, 0.980192768893, 0.973989830301
5.2e-07, 1e-05, 295, -13.047465291, -14.0227462724, -13.3120802012, -14.3990262704, 0.980122196819, 0.97386767751
5.225e-07, 1e-05, 295, -12.8048130202, -13.7668697294, -13.0654453777, -14.1380572583, 0.980051781636, 0.973745506748
5.25e-07, 1e-05, 295, -12.5677312541, -13.5167989176, -12.8244566263, -13.882985289, 0.979981578974, 0.973623369626
5.275e-07, 1e-05, 295, -12.336067329, -13.2723759943, -12.5889599651, -13.6336509111, 0.979911554507, 0.973501234617
5.3e-07, 1e-05, 295, -12.1096744949, -13.0334491663, -12.3588062846, -13.3898996881, 0.979841759477, 0.973379149203
5.325e-07, 1e-05, 295, -11.8884087153, -12.7998694857, -12.1338511729, -13.1515820191, 0.979772089327, 0.97325701707
5.35e-07, 1e-05, 295, -11.6721324156, -12.5714945937, -11.9139547475, -12.9185529667, 0.979702597753, 0.97313488795
5.375e-07, 1e-05, 295, -11.4607113491, -12.3481855839, -11.6989814932, -12.6906720907, 0.979633257462, 0.973012736885
5.4e-07, 1e-05, 295, -11.2540164039, -12.1298088045, -11.4888001071, -12.4678032893, 0.979564123233, 0.972890614569
5.425e-07, 1e-05, 295, -11.0519214863, -11.9162337388, -11.2832833502, -12.2498146469, 0.979495164951, 0.972768493427
5.45e-07, 1e-05, 295, -10.854304458, -11.7073339388, -11.0823079034, -12.0365782864, 0.979426357089, 0.97264635017
5.475e-07, 1e-05, 295, -10.6610477755, -11.5029876598, -10.8857542307, -11.8279702291, 0.979357750463, 0.972524231713
5.5e-07, 1e-05, 295, -10.472036625, -11.3030759946, -10.693506447, -11.623870259, 0.979289317021, 0.972402112436
5.525e-07, 1e-05, 295, -10.2871605567, -11.1074845024, -10.5054521911, -11.4241617927, 0.979221110101, 0.972280041538
5.55e-07, 1e-05, 295, -10.1063107259, -10.9161004491, -10.3214825043, -11.2287317543, 0.979153016218, 0.972157914887
5.575e-07, 1e-05, 295, -9.9293833755, -10.7288162847, -10.1414917123, -11.037470455, 0.97908509489, 0.972035787412
5.6e-07, 1e-05, 295, -9.75627690888, -10.5455267145, -9.9653773135, -10.8502714777, 0.979017311835, 0.971913627794
5.625e-07, 1e-05, 295, -9.58689379853, -10.3661306042, -9.79303987006, -10.6670315661, 0.978949736316, 0.971791499817
5.65e-07, 1e-05, 295, -9.42113832053, -10.1905287127, -9.62438290379, -10.4876505167, 0.978882325725, 0.9716693645
5.675e-07, 1e-05, 295, -9.25891807943, -10.0186252145, -9.45931279602, -10.3120310771, 0.978815087215, 0.971547228628
5.7e-07, 1e-05, 295, -9.10014298563, -9.85032667361, -9.29773869114, -10.1400788461, 0.978747982485, 0.971425057252
5.725e-07, 1e-05, 295, -8.94472655727, -9.68554334378, -9.13957240385, -9.97170217893, 0.978681076317, 0.971302909973
5.75e-07, 1e-05, 295, -8.79258394719, -9.52418719239, -8.98472832981, -9.80681209534, 0.97861433584, 0.971180756784
5.775e-07, 1e-05, 295, -8.64363357925, -9.3661735357, -8.83312335968, -9.64532219127, 0.978547816813, 0.971058648945
5.8e-07, 1e-05, 295, -8.49779471715, -9.21141860455, -8.68467679666, -9.48714855416, 0.978481400761, 0.970936478118
5.825e-07, 1e-05, 295, -8.35499053069, -9.05984260898, -8.53931027635, -9.33220968057, 0.978415148332, 0.970814300052
5.85e-07, 1e-05, 295, -8.21514559529, -8.91136723502, -8.39694769038, -9.18042639772, 0.978349026124, 0.970692084328
5.875e-07, 1e-05, 295, -8.07818752185, -8.7659172743, -8.25751511242, -9.03172178743, 0.978283104768, 0.970569895819
5.9e-07, 1e-05, 295, -7.94404504944, -8.62341871222, -8.12094072702, -8.88602111295, 0.97821734162, 0.970447695612
5.925e-07, 1e-05, 295, -7.81264934873, -8.48380003242, -7.98715476103, -8.74325174844, 0.978151742702, 0.970325489476
5.95e-07, 1e-05, 295, -7.68393316664, -8.34699135564, -7.8560894175, -8.60334311105, 0.978086266372, 0.970203239357
5.975e-07, 1e-05, 295, -7.55783204385, -8.21292566134, -7.72767881205, -8.46622659538, 0.978020985043, 0.970081011749
6e-07, 1e-05, 295, -7.43428247911, -8.08153694466, -7.60185891135, -8.33183551031, 0.977955861296, 0.96995877255
6.025e-07, 1e-05, 295, -7.31322352267, -7.95276181262, -7.4785674743, -8.20010501837, 0.977890959438, 0.969836580728
6.05e-07, 1e-05, 295, -7.19459444562, -7.82653714728, -7.35774399447, -8.07097207661, 0.977826144947, 0.969714313591
