# R=5.7e-06
# T=300
# R/L, L (in m), E (in J), E_pfa (in J), 1-E/E_PFA
400, 1.425e-08, -1.02304117695e-17, -1.02719181639e-17, 0.00404076373784
373.831775701, 1.52475e-08, -9.27257722838e-18, -9.31275697017e-18, 0.00431448409108
350.877192982, 1.6245e-08, -8.45283258205e-18, -8.49177970646e-18, 0.00458645016216
330.578512397, 1.72425e-08, -7.74485005902e-18, -7.78264726706e-18, 0.00485660042777
312.5, 1.824e-08, -7.12842808765e-18, -7.16514878255e-18, 0.00512490333531
296.296296296, 1.92375e-08, -6.5878328159e-18, -6.62354248846e-18, 0.00539132535571
281.690140845, 2.0235e-08, -6.11064565023e-18, -6.14540318578e-18, 0.00565585926635
268.456375839, 2.12325e-08, -5.6869470369e-18, -5.72080562329e-18, 0.00591849970541
256.41025641, 2.223e-08, -5.30872764685e-18, -5.34173555389e-18, 0.00617924768241
245.398773006, 2.32275e-08, -4.96945695125e-18, -5.00165816872e-18, 0.00643810840022
235.294117647, 2.4225e-08, -4.6637623799e-18, -4.6951972584e-18, 0.00669511348944
225.988700565, 2.52225e-08, -4.38718801139e-18, -4.4178935391e-18, 0.00695026429183
217.391304348, 2.622e-08, -4.13601010429e-18, -4.16602041409e-18, 0.0072035916339
209.42408377, 2.72175e-08, -3.90709532259e-18, -3.93644196596e-18, 0.00745511901864
202.02020202, 2.8215e-08, -3.69779016884e-18, -3.72650238567e-18, 0.00770487010662
195.12195122, 2.92125e-08, -3.50583405975e-18, -3.53393906546e-18, 0.00795288350936
188.679245283, 3.021e-08, -3.32929056868e-18, -3.35681370066e-18, 0.00819918363973
182.648401826, 3.12075e-08, -3.16649229023e-18, -3.19345722076e-18, 0.00844380515163
176.991150442, 3.2205e-08, -3.01599660255e-18, -3.04242544559e-18, 0.00868676768486
171.673819742, 3.32025e-08, -2.87654958996e-18, -2.90246312265e-18, 0.00892811780896
166.666666667, 3.42e-08, -2.74705684211e-18, -2.77247457157e-18, 0.00916788551446
161.943319838, 3.51975e-08, -2.62655931425e-18, -2.65149957165e-18, 0.00940609520393
157.480314961, 3.6195e-08, -2.51421338334e-18, -2.53869344057e-18, 0.00964277799046
