# R=4.3e-06
# T=300
# R/L, L (in m), E (in J), E_pfa (in J), 1-E/E_PFA
400, 1.075e-08, -1.15448117627e-17, -1.15916622478e-17, 0.00404174001789
373.831775701, 1.15025e-08, -1.04868326957e-17, -1.05323181851e-17, 0.0043186588716
350.877192982, 1.2255e-08, -9.57925075314e-18, -9.62346599465e-18, 0.00459452358854
330.578512397, 1.30075e-08, -8.7937096945e-18, -8.83673800473e-18, 0.00486925268189
312.5, 1.376e-08, -8.10839167799e-18, -8.15030685206e-18, 0.00514277251546
296.296296296, 1.45125e-08, -7.50626022331e-18, -7.54712796927e-18, 0.00541500636143
281.690140845, 1.5265e-08, -6.97383597398e-18, -7.01371542315e-18, 0.0056859234752
268.456375839, 1.60175e-08, -6.50032782776e-18, -6.53927232631e-18, 0.00595547892978
256.41025641, 1.677e-08, -6.07700421148e-18, -6.11506215358e-18, 0.00622363945651
245.398773006, 1.75225e-08, -5.69673148353e-18, -5.73394698259e-18, 0.00649038073848
235.294117647, 1.8275e-08, -5.3536299784e-18, -5.39004343835e-18, 0.00675568951683
225.988700565, 1.90275e-08, -5.04281447805e-18, -5.07846298252e-18, 0.00701954599049
217.391304348, 1.978e-08, -4.76019574345e-18, -4.7951135194e-18, 0.00728194980469
209.42408377, 2.05325e-08, -4.50232748312e-18, -4.53654618205e-18, 0.00754289663296
202.02020202, 2.1285e-08, -4.26628684836e-18, -4.29983581179e-18, 0.00780238243943
195.12195122, 2.20375e-08, -4.04958027775e-18, -4.08248685434e-18, 0.00806042438354
188.679245283, 2.279e-08, -3.85006897851e-18, -3.88235862345e-18, 0.00831701758567
182.648401826, 2.35425e-08, -3.66590896721e-18, -3.69760547468e-18, 0.00857217128259
176.991150442, 2.4295e-08, -3.49550289223e-18, -3.52662855141e-18, 0.00882589666601
171.673819742, 2.50475e-08, -3.33746085687e-18, -3.36803659561e-18, 0.00907820858379
166.666666667, 2.58e-08, -3.19056842195e-18, -3.22061391199e-18, 0.00932911887766
161.943319838, 2.65525e-08, -3.05376025653e-18, -3.08329401743e-18, 0.00957863918553
157.480314961, 2.7305e-08, -2.92609832381e-18, -2.95513784387e-18, 0.00982679035337
153.256704981, 2.80575e-08, -2.80675381627e-18, -2.83531560834e-18, 0.0100735847495
149.253731343, 2.881e-08, -2.69499194444e-18, -2.72309165582e-18, 0.0103190472171
145.454545455, 2.95625e-08, -2.59015930019e-18, -2.61781172661e-18, 0.0105631838015
141.843971631, 3.0315e-08, -2.49167302176e-18, -2.51889221151e-18, 0.0108060160861
138.408304498, 3.10675e-08, -2.39901174131e-18, -2.42581104398e-18, 0.0110475639632
135.135135135, 3.182e-08, -2.31170784763e-18, -2.3380999489e-18, 0.0112878413436
132.01320132, 3.25725e-08, -2.22934081308e-18, -2.25533781896e-18, 0.0115268788835
129.032258065, 3.3325e-08, -2.15153161633e-18, -2.17714503494e-18, 0.0117646818182
126.1829653, 3.40775e-08, -2.07793775105e-18, -2.10317857653e-18, 0.012001275479
123.456790123, 3.483e-08, -2.00824906093e-18, -2.03312780027e-18, 0.0122366824851
120.84592145, 3.55825e-08, -1.94218411585e-18, -1.96671078079e-18, 0.0124709058296
118.343195266, 3.6335e-08, -1.87948693002e-18, -1.90367113175e-18, 0.012703980916
115.942028986, 3.70875e-08, -1.81992430463e-18, -1.84377523399e-18, 0.0129359202395
113.636363636, 3.784e-08, -1.76328336325e-18, -1.78680981273e-18, 0.0131667339814
111.420612813, 3.85925e-08, -1.70936939333e-18, -1.73257981297e-18, 0.0133964504667
109.289617486, 3.9345e-08, -1.65800404148e-18, -1.68090653372e-18, 0.0136250837174
107.238605898, 4.00975e-08, -1.60902363183e-18, -1.63162598218e-18, 0.0138526541008
105.263157895, 4.085e-08, -1.56227774152e-18, -1.58458742148e-18, 0.0140791726973
103.359173127, 4.16025e-08, -1.51762787388e-18, -1.53965208434e-18, 0.0143046670653
101.52284264, 4.2355e-08, -1.47494637957e-18, -1.4966920318e-18, 0.0145291427822
99.7506234414, 4.31075e-08, -1.43411539149e-18, -1.45558913848e-18, 0.0147526155727
98.0392156863, 4.386e-08, -1.39502591412e-18, -1.41623418786e-18, 0.0149751177651
96.3855421687, 4.46125e-08, -1.35757709386e-18, -1.37852606559e-18, 0.0151966453543
94.7867298578, 4.5365e-08, -1.32167538695e-18, -1.34237103633e-18, 0.0154172347463
93.2400932401, 4.61175e-08, -1.28723402231e-18, -1.30768209669e-18, 0.0156368848607
91.7431192661, 4.687e-08, -1.25417234126e-18, -1.2743783941e-18, 0.015855614734
90.2934537246, 4.76225e-08, -1.22241530039e-18, -1.24238470329e-18, 0.0160734455708
88.8888888889, 4.8375e-08, -1.19189302386e-18, -1.21163095547e-18, 0.0162903824191
87.5273522976, 4.91275e-08, -1.16254033641e-18, -1.18205181307e-18, 0.0165064478941
86.2068965517, 4.988e-08, -1.13429641273e-18, -1.15358628488e-18, 0.0167216552401
84.9256900212, 5.06325e-08, -1.10710442373e-18, -1.12617737861e-18, 0.01693601314
83.6820083682, 5.1385e-08, -1.0809111766e-18, -1.09977178502e-18, 0.0171495656417
82.4742268041, 5.21375e-08, -1.05566698443e-18, -1.07431959101e-18, 0.0173622511747
81.3008130081, 5.289e-08, -1.03132514011e-18, -1.04977401973e-18, 0.0175741438435
80.1603206413, 5.36425e-08, -1.00784190038e-18, -1.02609119257e-18, 0.0177852537088
79.0513833992, 5.4395e-08, -9.8517620358e-19, -1.00322991345e-18, 0.0179955856822
77.9727095517, 5.51475e-08, -9.63289459054e-19, -9.81151470747e-19, 0.0182051520341
76.9230769231, 5.59e-08, -9.42145390168e-19, -9.59819456968e-19, 0.0184139492819
75.9013282732, 5.66525e-08, -9.21709816218e-19, -9.39199603731e-19, 0.0186220133013
74.9063670412, 5.7405e-08, -9.01950578758e-19, -9.19259629824e-19, 0.0188293388561
73.9371534196, 5.81575e-08, -8.8283733292e-19, -8.99969102624e-19, 0.019035953183
72.9927007299, 5.891e-08, -8.6434147945e-19, -8.81299310409e-19, 0.0192418520679
72.0720720721, 5.96625e-08, -8.46435995454e-19, -8.63223145041e-19, 0.0194470568627
71.1743772242, 6.0415e-08, -8.29095369348e-19, -8.45714993985e-19, 0.0196515667278
70.2987697715, 6.11675e-08, -8.12295456289e-19, -8.28750640807e-19, 0.0198554109137
69.4444444444, 6.192e-08, -7.96013444154e-19, -8.12307173411e-19, 0.0200585810282
68.6106346484, 6.26725e-08, -7.80227713735e-19, -7.96362899386e-19, 0.0202610966224
67.7966101695, 6.3425e-08, -7.6491779082e-19, -7.808972674e-19, 0.020462969007
67.0016750419, 6.41775e-08, -7.50064275908e-19, -7.6589079523e-19, 0.0206641983686
66.2251655629, 6.493e-08, -7.35648749487e-19, -7.51325002396e-19, 0.0208648093154
65.4664484452, 6.56825e-08, -7.21653750971e-19, -7.37182348169e-19, 0.021064797925
64.7249190939, 6.6435e-08, -7.08062677389e-19, -7.23446173624e-19, 0.0212641890934
64, 6.71875e-08, -6.94859777066e-19, -7.10100648649e-19, 0.021462973751
63.2911392405, 6.794e-08, -6.82030059498e-19, -6.97130721648e-19, 0.0216611629367
62.5978090767, 6.86925e-08, -6.69559256534e-19, -6.84522073872e-19, 0.0218587798843
61.919504644, 6.9445e-08, -6.57433807684e-19, -6.72261075843e-19, 0.0220558183306
61.2557427259, 7.01975e-08, -6.45640784963e-19, -6.60334747826e-19, 0.0222522938728
60.6060606061, 7.095e-08, -6.34167870388e-19, -6.48730721939e-19, 0.0224482224409
59.9700149925, 7.17025e-08, -6.23003335847e-19, -6.37437207854e-19, 0.0226435981917
59.3471810089, 7.2455e-08, -6.1213598386e-19, -6.26442959804e-19, 0.022838433603
58.7371512482, 7.32075e-08, -6.01555130415e-19, -6.15737246413e-19, 0.023032740151
58.1395348837, 7.396e-08, -5.91250583334e-19, -6.05309822481e-19, 0.023226517438
57.5539568345, 7.47125e-08, -5.81212595967e-19, -5.95150902037e-19, 0.0234197848349
56.9800569801, 7.5465e-08, -5.71431865129e-19, -5.85251133668e-19, 0.0236125446742
56.4174894217, 7.62175e-08, -5.61899498556e-19, -5.75601577408e-19, 0.0238047972587
55.8659217877, 7.697e-08, -5.52606979386e-19, -5.66193682531e-19, 0.0239965643647
55.3250345781, 7.77225e-08, -5.43546175964e-19, -5.57019267328e-19, 0.024187837214
54.7945205479, 7.8475e-08, -5.34709291767e-19, -5.48070499761e-19, 0.024378630122
54.2740841248, 7.92275e-08, -5.26088865342e-19, -5.39339879661e-19, 0.0245689495958
53.7634408602, 7.998e-08, -5.17677747502e-19, -5.30820221404e-19, 0.0247588041534
53.2623169108, 8.07325e-08, -5.09469094001e-19, -5.22504638216e-19, 0.0249481885165
52.7704485488, 8.1485e-08, -5.01456326013e-19, -5.14386527107e-19, 0.0251371301776
52.2875816993, 8.22375e-08, -4.93633149809e-19, -5.06459554758e-19, 0.0253256253705
51.8134715026, 8.299e-08, -4.8599352219e-19, -4.98717644224e-19, 0.0255136792976
51.3478818999, 8.37425e-08, -4.78531641474e-19, -4.91154962404e-19, 0.0257012997849
50.8905852417, 8.4495e-08, -4.71241947938e-19, -4.83765908228e-19, 0.0258884722474
50.4413619168, 8.52475e-08, -4.64119072772e-19, -4.76545101516e-19, 0.0260752417874
50, 8.6e-08, -4.5715788562e-19, -4.69487372462e-19, 0.0262615941663
