# R=1.2e-05
# T=300
# R/L, L (in m), E (in J), E_pfa (in J), 1-E/E_PFA
400, 3e-08, -7.11484491868e-18, -7.14296145959e-18, 0.00393625824157
373.831775701, 3.21e-08, -6.41048536808e-18, -6.43743552893e-18, 0.00418647468069
350.877192982, 3.42e-08, -5.81091175534e-18, -5.83678857173e-18, 0.0044333996473
330.578512397, 3.63e-08, -5.29566864852e-18, -5.32055378144e-18, 0.0046771696972
312.5, 3.84e-08, -4.8491573184e-18, -4.87312293585e-18, 0.00491791768109
296.296296296, 4.05e-08, -4.45929716425e-18, -4.4824075351e-18, 0.00515579421789
281.690140845, 4.26e-08, -4.11660260561e-18, -4.13891517155e-18, 0.00539092129567
268.456375839, 4.47e-08, -3.8135329046e-18, -3.83509930432e-18, 0.00562342667231
256.41025641, 4.68e-08, -3.54402625839e-18, -3.56489311587e-18, 0.00585343145013
245.398773006, 4.89e-08, -3.30316021813e-18, -3.32336982798e-18, 0.00608105955562
235.294117647, 5.1e-08, -3.08690062334e-18, -3.10649148126e-18, 0.00630642576637
225.988700565, 5.31e-08, -2.89191338834e-18, -2.91092061101e-18, 0.0065296259176
217.391304348, 5.52e-08, -2.71542156501e-18, -2.7338773316e-18, 0.00675076616269
209.42408377, 5.73e-08, -2.55509578154e-18, -2.57302964293e-18, 0.00696993967314
202.02020202, 5.94e-08, -2.40896914676e-18, -2.42640835663e-18, 0.00718725264019
195.12195122, 6.15e-08, -2.2753707934e-18, -2.29234047943e-18, 0.00740277728404
188.679245283, 6.36e-08, -2.15287318711e-18, -2.16939658379e-18, 0.0076165864773
182.648401826, 6.57e-08, -2.04025016805e-18, -2.05634887963e-18, 0.00782878417889
176.991150442, 6.78e-08, -1.93644348884e-18, -1.95213755566e-18, 0.00803942671833
171.673819742, 6.99e-08, -1.84053547805e-18, -1.85584356425e-18, 0.00824858651881
166.666666667, 7.2e-08, -1.75172693841e-18, -1.76666646385e-18, 0.00845633612626
161.943319838, 7.41e-08, -1.66931902963e-18, -1.68390626873e-18, 0.00866273816473
157.480314961, 7.62e-08, -1.5926983213e-18, -1.60694848918e-18, 0.00886784360052
153.256704981, 7.83e-08, -1.52132435099e-18, -1.53525173539e-18, 0.0090717268543
149.253731343, 8.04e-08, -1.45471939795e-18, -1.46833738742e-18, 0.00927442806271
145.454545455, 8.25e-08, -1.39245974183e-18, -1.4057809474e-18, 0.00947601800905
141.843971631, 8.46e-08, -1.3341685062e-18, -1.34720476346e-18, 0.00967652254565
138.408304498, 8.67e-08, -1.27950940446e-18, -1.29227188124e-18, 0.00987599975575
135.135135135, 8.88e-08, -1.2281815891e-18, -1.24068082584e-18, 0.0100744981919
132.01320132, 9.09e-08, -1.17991520219e-18, -1.19216115574e-18, 0.0102720622043
129.032258065, 9.3e-08, -1.13446757513e-18, -1.14646965905e-18, 0.0104687322747
126.1829653, 9.51e-08, -1.09161997855e-18, -1.10338708939e-18, 0.0106645355433
123.456790123, 9.72e-08, -1.05117475533e-18, -1.06271535198e-18, 0.0108595369677
120.84592145, 9.93e-08, -1.01295298538e-18, -1.02427507277e-18, 0.0110537566438
118.343195266, 1.014e-07, -9.76792324068e-19, -9.87903489806e-19, 0.0112472178225
