# R=1.2e-05
# T=300
# R/L, L (in m), F (in N), F_pfa (in N), 1-F/F_PFA
330.578512397, 3.63e-08, -2.27908715402e-10, -2.28362480731e-10, 0.0019870397585
312.5, 3.84e-08, -1.98292753238e-10, -1.98714363017e-10, 0.00212168749669
296.296296296, 4.05e-08, -1.73750999026e-10, -1.74143845566e-10, 0.00225587380879
281.690140845, 4.26e-08, -1.53220004559e-10, -1.53587034317e-10, 0.00238971837331
268.456375839, 4.47e-08, -1.3589650639e-10, -1.36240250121e-10, 0.00252307031463
256.41025641, 4.68e-08, -1.21165371642e-10, -1.21488025799e-10, 0.00265585150924
245.398773006, 4.89e-08, -1.08549674375e-10, -1.08853150819e-10, 0.0027879435855
235.294117647, 5.1e-08, -9.76754144684e-11, -9.79614131688e-11, 0.00291950362058
225.988700565, 5.31e-08, -8.82463079923e-11, -8.85163234127e-11, 0.00305045905648
217.391304348, 5.52e-08, -8.0025384457e-11, -8.02807346744e-11, 0.0031807160011
209.42408377, 5.73e-08, -7.28214516134e-11, -7.30633014101e-11, 0.00331014055009
202.02020202, 5.94e-08, -6.64789863931e-11, -6.67083822539e-11, 0.00343878614809
195.12195122, 6.15e-08, -6.08705217382e-11, -6.10884268608e-11, 0.00356704426339
188.679245283, 6.36e-08, -5.58909327201e-11, -5.60981761729e-11, 0.00369429929644
182.648401826, 6.57e-08, -5.14528634325e-11, -5.16502016896e-11, 0.00382066769551
176.991150442, 6.78e-08, -4.74833061558e-11, -4.76714438754e-11, 0.0039465496393
171.673819742, 6.99e-08, -4.3920947534e-11, -4.41005033889e-11, 0.00407151486179
166.666666667, 7.2e-08, -4.07139641918e-11, -4.08855048775e-11, 0.00419563574564
161.943319838, 7.41e-08, -3.78183469609e-11, -3.79823998892e-11, 0.00431918280002
157.480314961, 7.62e-08, -3.51965746878e-11, -3.53536093816e-11, 0.00444182917988
153.256704981, 7.83e-08, -3.28164793075e-11, -3.29669307632e-11, 0.00456370830483
149.253731343, 8.04e-08, -3.06503865216e-11, -3.07946525736e-11, 0.00468477608833
145.454545455, 8.25e-08, -2.86743836698e-11, -2.88128331756e-11, 0.00480513335506
141.843971631, 8.46e-08, -2.68677305617e-11, -2.70007098561e-11, 0.00492502956758
138.408304498, 8.67e-08, -2.52123986941e-11, -2.53402122596e-11, 0.00504390271796
135.135135135, 8.88e-08, -2.36926229035e-11, -2.38155597502e-11, 0.00516203893733
132.01320132, 9.09e-08, -2.22945995759e-11, -2.24129266512e-11, 0.00527941206584
129.032258065, 9.3e-08, -2.10061903067e-11, -2.11201627077e-11, 0.00539637892918
126.1829653, 9.51e-08, -1.98167159089e-11, -1.99265586424e-11, 0.00551237850052
123.456790123, 9.72e-08, -1.87167261416e-11, -1.88226487631e-11, 0.00562740254239
120.84592145, 9.93e-08, -1.76978288956e-11, -1.7800044098e-11, 0.00574241287719
118.343195266, 1.014e-07, -1.67526032602e-11, -1.68512908276e-11, 0.00585638028921
115.942028986, 1.035e-07, -1.5874416167e-11, -1.59697497654e-11, 0.00596963633223
113.636363636, 1.056e-07, -1.50573455374e-11, -1.51494933841e-11, 0.00608256951938
111.420612813, 1.077e-07, -1.42961123733e-11, -1.43852175741e-11, 0.00619421989027
109.289617486, 1.098e-07, -1.35859558366e-11, -1.36721657754e-11, 0.00630550713369
