# L = 2.1662117227738e-06 [m]
# T = 0 [K]
# omega_p = 9 [eV]
# omega_p*L/c = 98.8
# E = E_PFA (1+theta_1*L/R)
# theta1 = -1.7105524209886
#
# L/R, R, ldim, E*(L+R)/(hbar*c), E_PFA*(L+R)/(hbar*c), E/E_PFA, 1-E/E_PFA, E/E_PFA-1-theta1*L/R
0.002, 0.00108310586139, 4500, -10470.5969205, -10504.2029706, 0.996800704428, 0.0031992955725, 0.000221809269478
0.0018, 0.0012034509571, 5001, -12928.1072235, -12965.563362, 0.997111105972, 0.00288889402829, 0.000190100329487
0.0015, 0.00144414114852, 6000, -18619.6452825, -18664.8201819, 0.997579676691, 0.00242032330874, 0.000145505322747
0.0012, 0.00180517643564, 7501, -29098.2565047, -29155.0455038, 0.99805217251, 0.00194782748991, 0.000104835415276
0.001, 0.00216621172277, 9000, -41906.4435058, -41974.8789362, 0.998369609819, 0.00163039018109, 8.01622398975e-05
0.0009, 0.00240690191419, 10001, -51739.4475352, -51815.661286, 0.998529136773, 0.00147086322677, 6.86339521166e-05
0.0008, 0.00270776465347, 11251, -65486.6946768, -65572.6442922, 0.998689245852, 0.00131075414758, 5.76877892152e-05
0.0007, 0.00309458817539, 12858, -85538.8601016, -85637.345005, 0.998849977152, 0.00115002284759, 4.73638471015e-05
0.0006, 0.00361035287129, 15001, -116435.069708, -116550.293772, 0.999011379034, 0.000988620965835, 3.77104867579e-05
