# R=3.3e-05
# T=300
# R/L, L (in m), F (in N), F_pfa (in N), 1-F/F_PFA
330.578512397, 9.9825e-08, -4.81778521337e-11, -4.82795627277e-11, 0.00210670081287
312.5, 1.056e-07, -4.15685655804e-11, -4.16611068062e-11, 0.00222128581843
296.296296296, 1.11375e-07, -3.61285955521e-11, -3.62131133688e-11, 0.00233390086842
281.690140845, 1.1715e-07, -3.16076870188e-11, -3.1685142912e-11, 0.00244454927646
268.456375839, 1.22925e-07, -2.78177501532e-11, -2.78889580855e-11, 0.00255326613887
256.41025641, 1.287e-07, -2.46154382789e-11, -2.46810962173e-11, 0.00266025211391
245.398773006, 1.34475e-07, -2.18901272521e-11, -2.19508366098e-11, 0.00276569676015
235.294117647, 1.4025e-07, -1.95554685711e-11, -1.96117460997e-11, 0.00286958276319
225.988700565, 1.46025e-07, -1.75433526249e-11, -1.75956436752e-11, 0.00297181798004
217.391304348, 1.518e-07, -1.57995332583e-11, -1.58482291153e-11, 0.00307263711755
209.42408377, 1.57575e-07, -1.42804324515e-11, -1.43258745789e-11, 0.00317203163391
202.02020202, 1.6335e-07, -1.29507529701e-11, -1.29932408333e-11, 0.00326999736007
195.12195122, 1.69125e-07, -1.17816841115e-11, -1.18214861305e-11, 0.00336692177623
188.679245283, 1.749e-07, -1.07495573475e-11, -1.0786906287e-11, 0.00346243292727
182.648401826, 1.80675e-07, -9.83478931057e-12, -9.8698921414e-12, 0.00355655668022
176.991150442, 1.8645e-07, -9.02107689519e-12, -9.05412307321e-12, 0.00364984855482
171.673819742, 1.92225e-07, -8.29478640266e-12, -8.32593789177e-12, 0.00374149909764
166.666666667, 1.98e-07, -7.6444319875e-12, -7.67384020507e-12, 0.003832268693
161.943319838, 2.03775e-07, -7.06030573724e-12, -7.08810665355e-12, 0.00392219215512
157.480314961, 2.0955e-07, -6.53416169411e-12, -6.56047445946e-12, 0.00401080219366
153.256704981, 2.15325e-07, -6.05895661263e-12, -6.08389061651e-12, 0.00409836492099
149.253731343, 2.211e-07, -5.62865505146e-12, -5.65230930961e-12, 0.00418488388549
145.454545455, 2.26875e-07, -5.23806208819e-12, -5.26052734429e-12, 0.0042705330909
141.843971631, 2.3265e-07, -4.88269143459e-12, -4.90404972488e-12, 0.00435523526127
138.408304498, 2.38425e-07, -4.55865359151e-12, -4.57897927465e-12, 0.00443891136512
135.135135135, 2.442e-07, -4.26256249489e-12, -4.28192556196e-12, 0.00452204663421
132.01320132, 2.49975e-07, -3.99146767108e-12, -4.00992939812e-12, 0.00460400301437
