    151900000000.0000        27202177.31278406
    167090000000.0000        24722324.84701070
    182280000000.0000        22655566.74077545
    197470000000.0000        20906620.29274787
    212660000000.0000        19407414.02213321
    227850000000.0000        18108021.12187941
    243040000000.0000        16970991.51017777
    258230000000.0000        15967683.58305343
    273420000000.0000        15075818.28239074
    288610000000.0000        14277805.30400901
    303800000000.0000        13559571.28305821
    318990000000.0000        12909722.68183879
    334180000000.0000        12318936.91472539
    349370000000.0000        11779512.26600734
    364560000000.0000        11285030.29836207
    379750000000.0000        10830099.26262435
    394940000000.0001        10410156.70616200
    410130000000.0001        10021315.93569762
    425320000000.0001        9660245.373462586
    440510000000.0002        9324072.868659653
    455700000000.0002        9010309.142566735
    470890000000.0002        8716786.047670735
    486080000000.0003        8441606.400908481
    501270000000.0003        8183102.936374930
    516460000000.0004        7939804.500313660
    531650000000.0004        7710408.040196881
    546840000000.0004        7493755.261465834
    562030000000.0005        7288813.069012864
    577220000000.0005        7094657.096332828
    592410000000.0006        6910457.768237213
    607600000000.0006        6735468.453828291
    622790000000.0006        6569015.352914892
    637980000000.0007        6410488.827006773
    653170000000.0007        6259335.939758515
    668360000000.0007        6115054.014478190
    683550000000.0009        5977185.050513329
    698740000000.0009        5845310.867833369
    713930000000.0009        5719048.871368629
    729120000000.0010        5598048.344736617
    744310000000.0010        5481987.197738476
    759500000000.0010        5370569.104106411
    774690000000.0011        5263520.975944265
    789880000000.0011        5160590.729543228
    805070000000.0011        5061545.304093530
    820260000000.0012        4966168.900513186
    835450000000.0012        4874261.412382361
    850640000000.0012        4785637.024972541
    865830000000.0013        4700122.961729943
    881020000000.0013        4617558.360418622
    896210000000.0013        4537793.263541839
    911400000000.0013        4460687.709710485
    926590000000.0015        4386110.914375706
    941780000000.0015        4313940.529837294
    956970000000.0015        4244061.975720388
    972160000000.0016        4176367.832213626
    987350000000.0016        4110757.289310552
    1002540000000.002        4047135.646115246
    1017730000000.002        3985413.854981837
    1032920000000.002        3925508.105873351
    1048110000000.002        3867339.446859786
    1063300000000.002        3810833.437142077
    1078490000000.002        3755919.829395244
    1093680000000.002        3702532.278580632
    1108870000000.002        3650608.074689327
    1124060000000.002        3600087.897153094
    1139250000000.002        3550915.588900823
    1154440000000.002        3503037.948251071
    1169630000000.002        3456404.537019508
    1184820000000.002        3410967.503386039
    1200010000000.002        3366681.418214013
    1215200000000.002        3323503.123644498
    1230390000000.002        3281391.592904964
    1245580000000.002        3240307.800374976
    1260770000000.002        3200214.601044116
    1275960000000.002        3161076.618579292
    1291150000000.002        3122860.141292720
    1306340000000.002        3085533.025367276
    1321530000000.002        3049064.604755594
    1336720000000.002        3013425.607221872
    1351910000000.002        2978588.076043468
    1367100000000.003        2944525.296931930
    1382290000000.003        2911211.729772157
    1397480000000.003        2878622.944813008
    1412670000000.003        2846735.562974390
    1427860000000.003        2815527.199964238
    1443050000000.003        2784976.413924766
    1458240000000.003        2755062.656350560
    1473430000000.003        2725766.226042514
    1488620000000.003        2697068.225880715
    1503810000000.003        2668950.522216921
    1519000000000.000        2641395.706703494
    1670900000000.000        2393429.154694642
    1822800000000.000        2186835.149507386
    1974700000000.000        2012066.225576379
    2126600000000.000        1862302.645523986
    2278500000000.000        1732543.195962554
    2430400000000.000        1619036.921328489
    2582300000000.000        1518915.414730733
    2734200000000.000        1429947.674172912
    2886100000000.000        1350372.369999415
    3038000000000.000        1278780.430501882
    3189900000000.000        1214031.173476171
    3341800000000.000        1155191.310328356
    3493700000000.000        1101489.861712585
    3645600000000.000        1052284.343960806
    3797500000000.000        1007035.070563260
    3949399999999.999        965285.3839319341
    4101299999999.999        926646.2800025634
    4253199999999.999        890784.3274904927
    4405099999999.998        857412.0865566105
    4556999999999.998        826280.4437000437
    4708899999999.998        797172.4301900864
    4860799999999.998        769898.1995196566
