# R=7.8e-05
# T=300
# R/L, L (in m), E (in J), E_pfa (in J), 1-E/E_PFA
400, 1.95e-07, -1.98195709779e-18, -1.98837960979e-18, 0.00323002306383
373.831775701, 2.0865e-07, -1.74704039303e-18, -1.75307635176e-18, 0.00344306665775
350.877192982, 2.223e-07, -1.55113400892e-18, -1.55683036341e-18, 0.00365894359484
330.578512397, 2.3595e-07, -1.38606643967e-18, -1.39146255935e-18, 0.00387802002982
312.5, 2.496e-07, -1.24570325847e-18, -1.25083241846e-18, 0.00410059726729
296.296296296, 2.6325e-07, -1.12536507818e-18, -1.13025563449e-18, 0.00432694707881
281.690140845, 2.769e-07, -1.02143123633e-18, -1.02610753e-18, 0.0045573134661
268.456375839, 2.9055e-07, -9.31064267545e-19, -9.35547307781e-19, 0.00479189047721
256.41025641, 3.042e-07, -8.52014652635e-19, -8.56322720407e-19, 0.00503089275734
245.398773006, 3.1785e-07, -7.82480282216e-19, -7.86629371904e-19, 0.00527451660948
235.294117647, 3.315e-07, -7.21003698856e-19, -7.25007824818e-19, 0.00552287275368
225.988700565, 3.4515e-07, -6.6639576561e-19, -6.70267313901e-19, 0.00577612574887
217.391304348, 3.588e-07, -6.17678523768e-19, -6.21428467375e-19, 0.00603439302146
209.42408377, 3.7245e-07, -5.74041697115e-19, -5.77679804021e-19, 0.00629779140695
202.02020202, 3.861e-07, -5.34809360256e-19, -5.38344339113e-19, 0.00656638994841
195.12195122, 3.9975e-07, -4.99414013473e-19, -5.02853696416e-19, 0.00684032546108
188.679245283, 4.134e-07, -4.67376444671e-19, -4.70727857976e-19, 0.00711964088781
182.648401826, 4.2705e-07, -4.38289704417e-19, -4.41559188025e-19, 0.00740440624045
176.991150442, 4.407e-07, -4.11806451593e-19, -4.14999729222e-19, 0.00769464991073
171.673819742, 4.5435e-07, -3.87628747172e-19, -3.90751027755e-19, 0.00799046032199
166.666666667, 4.68e-07, -3.65499923013e-19, -3.68555925721e-19, 0.00829182898516
161.943319838, 4.8165e-07, -3.45197857238e-19, -3.48191898861e-19, 0.00859882619999
157.480314961, 4.953e-07, -3.26529605611e-19, -3.29465614713e-19, 0.00891142799474
153.256704981, 5.0895e-07, -3.09326878468e-19, -3.12208463281e-19, 0.00922968193456
149.253731343, 5.226e-07, -2.93442404994e-19, -2.96272865255e-19, 0.00955355887342
145.454545455, 5.3625e-07, -2.78746827809e-19, -2.81529207335e-19, 0.00988309366866
141.843971631, 5.499e-07, -2.65126198341e-19, -2.67863286564e-19, 0.010218228331
138.408304498, 5.6355e-07, -2.52479785651e-19, -2.55174167746e-19, 0.0105589923904
135.135135135, 5.772e-07, -2.40718328416e-19, -2.43372381079e-19, 0.0109053157598
132.01320132, 5.9085e-07, -2.29762467941e-19, -2.32378398044e-19, 0.0112572000026
129.032258065, 6.045e-07, -2.19541482453e-19, -2.22121339008e-19, 0.0116146272436
126.1829653, 6.1815e-07, -2.09992197008e-19, -2.12537871744e-19, 0.0119775111851
123.456790123, 6.318e-07, -2.01058013384e-19, -2.03571270685e-19, 0.0123458349157
120.84592145, 6.4545e-07, -1.92688124223e-19, -1.95170609294e-19, 0.0127195640783
118.343195266, 6.591e-07, -1.84836828786e-19, -1.87290065878e-19, 0.0130985969824
115.942028986, 6.7275e-07, -1.77462906495e-19, -1.79888323568e-19, 0.0134829044187
113.636363636, 6.864e-07, -1.70529117063e-19, -1.72928051378e-19, 0.0138724417215
111.420612813, 7.0005e-07, -1.64001759398e-19, -1.6637545349e-19, 0.0142670931451
109.289617486, 7.137e-07, -1.57850254567e-19, -1.60199876453e-19, 0.014666814596
107.238605898, 7.2735e-07, -1.52046821997e-19, -1.54373466638e-19, 0.015071531988
105.263157895, 7.41e-07, -1.46566173348e-19, -1.48870870352e-19, 0.0154811817659
103.359173127, 7.5465e-07, -1.4138525979e-19, -1.43668970377e-19, 0.0158956424709
101.52284264, 7.683e-07, -1.36483024454e-19, -1.38746654636e-19, 0.0163148451253
99.7506234414, 7.8195e-07, -1.31840208653e-19, -1.34084612012e-19, 0.0167387094298
98.0392156863, 7.956e-07, -1.27439171164e-19, -1.29665152132e-19, 0.0171671488605
96.3855421687, 8.0925e-07, -1.23263727531e-19, -1.25472045537e-19, 0.0176000797401
94.7867298578, 8.229e-07, -1.19299015226e-19, -1.2149038212e-19, 0.0180373693466
93.2400932401, 8.3655e-07, -1.15531354351e-19, -1.17706445286e-19, 0.0184789450557
91.7431192661, 8.502e-07, -1.11948123016e-19, -1.14107599583e-19, 0.0189249145096
