# L (m), R (m), T (K), F_Drude, F_Plasma, F_PFA_Drude, F_PFA_Plasma, F_Drude/F_PFA_Drude, F_Plasma/F_PFA_Plasma
8.5e-08, 4e-05, 295, -8.87985386814e-11, -9.02596509606e-11, -8.89312656328e-11, -9.04176520357e-11, 0.998507533312, 0.998252541717
9e-08, 4e-05, 295, -7.65644003857e-11, -7.79164840424e-11, -7.66854655549e-11, -7.80617034938e-11, 0.998421276206, 0.998139683802
9.5e-08, 4e-05, 295, -6.65112574925e-11, -6.77660995513e-11, -6.6622079345e-11, -6.79000437224e-11, 0.998336559687, 0.998027333066
1e-07, 4e-05, 295, -5.81679487543e-11, -5.93356877188e-11, -5.82697305903e-11, -5.94596380564e-11, 0.998253264001, 0.997915386946
1.05e-07, 4e-05, 295, -5.11815520781e-11, -5.2270958129e-11, -5.12753210696e-11, -5.23860115931e-11, 0.998171264663, 0.997803736902
1.1e-07, 4e-05, 295, -4.52839073779e-11, -4.63026069354e-11, -4.53705426866e-11, -4.64097052555e-11, 0.998090494326, 0.997692329232
1.15e-07, 4e-05, 295, -4.02686073042e-11, -4.12232645119e-11, -4.0348864971e-11, -4.13232200298e-11, 0.998010906457, 0.997581129501
1.2e-07, 4e-05, 295, -3.59748993251e-11, -3.68713638565e-11, -3.60494343312e-11, -3.69648823883e-11, 0.997932422313, 0.997470070896
1.25e-07, 4e-05, 295, -3.22762427125e-11, -3.31196710119e-11, -3.23456238682e-11, -3.32073674154e-11, 0.997855006416, 0.997359128101
1.3e-07, 4e-05, 295, -2.90720446251e-11, -2.98670000207e-11, -2.9136768534e-11, -2.99494127358e-11, 0.997778617457, 0.997248269412
1.35e-07, 4e-05, 295, -2.62816165333e-11, -2.70321524163e-11, -2.63421177926e-11, -2.71097541578e-11, 0.997703249992, 0.997137497412
1.4e-07, 4e-05, 295, -2.38396930569e-11, -2.45494223901e-11, -2.38963551808e-11, -2.46226314952e-11, 0.997628838231, 0.997026755439
1.45e-07, 4e-05, 295, -2.16930779247e-11, -2.23652316441e-11, -2.17462403239e-11, -2.24344194171e-11, 0.99755532918, 0.996915998951
1.5e-07, 4e-05, 295, -1.97981025434e-11, -2.0435578878e-11, -1.9848065252e-11, -2.0501074632e-11, 0.997482741618, 0.996805252639
1.55e-07, 4e-05, 295, -1.8118678527e-11, -1.87240848463e-11, -1.81657084276e-11, -1.87861824039e-11, 0.997411061571, 0.99669450896
1.6e-07, 4e-05, 295, -1.66247953296e-11, -1.72004838117e-11, -1.66691322925e-11, -1.72594478849e-11, 0.997340175717, 0.996583663997
1.65e-07, 4e-05, 295, -1.52913555355e-11, -1.58394537011e-11, -1.53332132701e-11, -1.58955209517e-11, 0.997270126367, 0.996472764194
1.7e-07, 4e-05, 295, -1.40972532165e-11, -1.46196901695e-11, -1.41368233354e-11, -1.46730734577e-11, 0.997200918623, 0.996361819605
1.75e-07, 4e-05, 295, -1.30246476804e-11, -1.35231767457e-11, -1.30621036332e-11, -1.35740692276e-11, 0.997132471627, 0.996250757157
1.8e-07, 4e-05, 295, -1.2058387706e-11, -1.25346060324e-11, -1.20938859295e-11, -1.25831824538e-11, 0.997064779367, 0.996139575853
1.85e-07, 4e-05, 295, -1.11855464335e-11, -1.16409120247e-11, -1.12192287477e-11, -1.16873312445e-11, 0.996997804846, 0.996028244705
1.9e-07, 4e-05, 295, -1.03950485276e-11, -1.08308950893e-11, -1.04270431267e-11, -1.08753011834e-11, 0.996931575075, 0.995916794087
1.95e-07, 4e-05, 295, -9.67736531677e-12, -1.00949152379e-11, -9.70778890431e-12, -1.01374397364e-11, 0.996866064164, 0.995805203324
2e-07, 4e-05, 295, -9.02426802749e-12, -9.42464376708e-12, -9.05322685807e-12, -9.46540678544e-12, 0.996801269754, 0.995693474218
2.05e-07, 4e-05, 295, -8.42862363649e-12, -8.81285773633e-12, -8.45621536203e-12, -8.85196990453e-12, 0.996737107045, 0.995581529465
2.1e-07, 4e-05, 295, -7.8842285549e-12, -8.25327247299e-12, -7.91054272782e-12, -8.29083551039e-12, 0.996673531283, 0.995469330281
2.15e-07, 4e-05, 295, -7.38567082545e-12, -7.74040274861e-12, -7.41078831043e-12, -7.77650893866e-12, 0.996610686484, 0.995357018125
2.2e-07, 4e-05, 295, -6.92821100399e-12, -7.2694427674e-12, -6.95220692238e-12, -7.30417796503e-12, 0.996548445888, 0.99524447545
2.25e-07, 4e-05, 295, -6.50768880522e-12, -6.83617204655e-12, -6.53063223165e-12, -6.86961542624e-12, 0.99648679858, 0.995131695501
2.3e-07, 4e-05, 295, -6.12044159417e-12, -6.43687323406e-12, -6.14239569234e-12, -6.46909747301e-12, 0.996425808549, 0.995018742709
2.35e-07, 4e-05, 295, -5.76323439407e-12, -6.06826152433e-12, -5.78425824558e-12, -6.09933467813e-12, 0.996365333183, 0.994905484707
2.4e-07, 4e-05, 295, -5.43320466001e-12, -5.72742892166e-12, -5.45335256296e-12, -5.75741376005e-12, 0.996305409797, 0.994791960481
2.45e-07, 4e-05, 295, -5.12781258298e-12, -5.41179408987e-12, -5.14713403014e-12, -5.44074810951e-12, 0.996246173688, 0.99467830176
2.5e-07, 4e-05, 295, -4.84479708567e-12, -5.11905794142e-12, -4.86333900616e-12, -5.14703564622e-12, 0.996187409417, 0.994564307162
2.55e-07, 4e-05, 295, -4.5821432625e-12, -4.84717073361e-12, -4.59994916142e-12, -4.87422280117e-12, 0.996129109629, 0.994449973121
2.6e-07, 4e-05, 295, -4.33805128875e-12, -4.59430066424e-12, -4.35516091309e-12, -4.62047363737e-12, 0.996071413964, 0.994335435026
2.65e-07, 4e-05, 295, -4.11090829673e-12, -4.35880546503e-12, -4.12735915043e-12, -4.3841432959e-12, 0.9960141938, 0.994220574202
2.7e-07, 4e-05, 295, -3.89926801746e-12, -4.13921180442e-12, -3.9150945823e-12, -4.16375509538e-12, 0.995957552363, 0.994105491222
2.75e-07, 4e-05, 295, -3.7018294292e-12, -3.93419371082e-12, -3.71706415269e-12, -3.95798072646e-12, 0.995901409591, 0.993990113323
2.8e-07, 4e-05, 295, -3.51742056548e-12, -3.74255618805e-12, -3.53209406354e-12, -3.76562307755e-12, 0.995845666113, 0.99387434987
2.85e-07, 4e-05, 295, -3.34498440661e-12, -3.56322093442e-12, -3.35912501996e-12, -3.58560130373e-12, 0.995790387893, 0.993758266073
2.9e-07, 4e-05, 295, -3.18356542288e-12, -3.39521272763e-12, -3.1971993742e-12, -3.41693781296e-12, 0.995735658079, 0.993641943013
2.95e-07, 4e-05, 295, -3.03229779786e-12, -3.23764750467e-12, -3.04544989778e-12, -3.25874689664e-12, 0.995681393437, 0.993525305082
3e-07, 4e-05, 295, -2.89039605563e-12, -3.08972286525e-12, -2.90308995257e-12, -3.11022477341e-12, 0.995627453112, 0.993408222989
3.05e-07, 4e-05, 295, -2.75714810477e-12, -2.9507110126e-12, -2.76940486722e-12, -2.97064085119e-12, 0.995574225135, 0.993291064255
3.1e-07, 4e-05, 295, -2.63190364928e-12, -2.81994703289e-12, -2.64374435496e-12, -2.83933004168e-12, 0.995521236514, 0.993173386503
3.15e-07, 4e-05, 295, -2.5140719222e-12, -2.696826573e-12, -2.52551583262e-12, -2.7156859863e-12, 0.995468683955, 0.99305537776
3.2e-07, 4e-05, 295, -2.4031132183e-12, -2.58079726712e-12, -2.41417852257e-12, -2.59915507384e-12, 0.995416534372, 0.992937009838
3.25e-07, 4e-05, 295, -2.2985342841e-12, -2.47135405633e-12, -2.30923823491e-12, -2.48923114635e-12, 0.995364726496, 0.992818228214
3.3e-07, 4e-05, 295, -2.1998841694e-12, -2.36803497519e-12, -2.21024274309e-12, -2.38545080568e-12, 0.995313377353, 0.992699144981
3.35e-07, 4e-05, 295, -2.10674940504e-12, -2.27041626229e-12, -2.11677767779e-12, -2.28738924448e-12, 0.995262481814, 0.992579757803
3.4e-07, 4e-05, 295, -2.01875039172e-12, -2.17810869275e-12, -2.02846287475e-12, -2.19465653701e-12, 0.995211900028, 0.992459938956
3.45e-07, 4e-05, 295, -1.93553897345e-12, -2.09075510621e-12, -1.94494912027e-12, -2.1068943326e-12, 0.995161751678, 0.992339802646
3.5e-07, 4e-05, 295, -1.8567946199e-12, -2.00802653534e-12, -1.86591524672e-12, -2.02377290388e-12, 0.995111982267, 0.992219300639
3.55e-07, 4e-05, 295, -1.78222216811e-12, -1.92961990747e-12, -1.7910655359e-12, -1.94498850683e-12, 0.995062510212, 0.992098359804
3.6e-07, 4e-05, 295, -1.71154991121e-12, -1.85525609745e-12, -1.72012739391e-12, -1.87026101621e-12, 0.995013460783, 0.991977099112
3.65e-07, 4e-05, 295, -1.6445266651e-12, -1.78467695151e-12, -1.65284926636e-12, -1.79933180459e-12, 0.994964694345, 0.991855391519
3.7e-07, 4e-05, 295, -1.58092070012e-12, -1.71764419324e-12, -1.58899876559e-12, -1.73196183657e-12, 0.994916254408, 0.991733280127
3.75e-07, 4e-05, 295, -1.52051780022e-12, -1.65393745034e-12, -1.52836098674e-12, -1.66792995443e-12, 0.994868236903, 0.99161085629
3.8e-07, 4e-05, 295, -1.46311938396e-12, -1.59335234484e-12, -1.4707369906e-12, -1.60703133322e-12, 0.994820551405, 0.991488038789
3.85e-07, 4e-05, 295, -1.40854156421e-12, -1.53569953108e-12, -1.4159424357e-12, -1.54907608722e-12, 0.994773183351, 0.991364816582
3.9e-07, 4e-05, 295, -1.35661380405e-12, -1.48080332818e-12, -1.36380634264e-12, -1.49388801081e-12, 0.994726129101, 0.991241189073
3.95e-07, 4e-05, 295, -1.30717779231e-12, -1.42850057307e-12, -1.31416997669e-12, -1.44130343938e-12, 0.994679391167, 0.991117161058
4e-07, 4e-05, 295, -1.26008639146e-12, -1.3786395488e-12, -1.26688583623e-12, -1.39117021784e-12, 0.99463294594, 0.990992713272
4.05e-07, 4e-05, 295, -1.21520281878e-12, -1.3310791486e-12, -1.22181673552e-12, -1.343346765e-12, 0.994586817686, 0.990867870668
4.1e-07, 4e-05, 295, -1.17239982279e-12, -1.28568803556e-12, -1.17883497223e-12, -1.29770122409e-12, 0.994541093889, 0.990742716189
4.15e-07, 4e-05, 295, -1.13155848071e-12, -1.24234341895e-12, -1.13782157099e-12, -1.25411069067e-12, 0.994495542675, 0.990617038987
4.2e-07, 4e-05, 295, -1.09256821279e-12, -1.20093106314e-12, -1.09866559509e-12, -1.21246050974e-12, 0.994450192734, 0.990490868359
4.25e-07, 4e-05, 295, -1.05532608854e-12, -1.16134457944e-12, -1.06126351975e-12, -1.17264363564e-12, 0.994405318657, 0.990364458683
4.3e-07, 4e-05, 295, -1.01973527795e-12, -1.12348385284e-12, -1.02551866044e-12, -1.1345600479e-12, 0.994360529249, 0.990237453642
4.35e-07, 4e-05, 295, -9.85705946705e-13, -1.08725594406e-12, -9.91340651368e-13, -1.0981162182e-12, 0.99431607626, 0.990110086751
4.4e-07, 4e-05, 295, -9.53153871028e-13, -1.05257368167e-12, -9.58644968674e-13, -1.06322462282e-12, 0.99427202163, 0.989982416776
4.45e-07, 4e-05, 295, -9.21999932271e-13, -1.01935514629e-12, -9.27352494535e-13, -1.02980329685e-12, 0.994228125448, 0.989854226929
4.5e-07, 4e-05, 295, -8.92170387119e-13, -9.87523940403e-13, -8.97389118028e-13, -9.97775425789e-13, 0.994184539566, 0.989725658579
4.55e-07, 4e-05, 295, -8.63595869602e-13, -9.57008172954e-13, -8.68685369261e-13, -9.67068971068e-13, 0.994141147256, 0.989596607465
4.6e-07, 4e-05, 295, -8.36211538758e-13, -9.2774060679e-13, -8.41176083854e-13, -9.37616326553e-13, 0.994098090529, 0.989467205846
4.65e-07, 4e-05, 295, -8.09956239193e-13, -8.99657803026e-13, -8.14800094875e-13, -9.09354003011e-13, 0.994055160631, 0.989337265847
4.7e-07, 4e-05, 295, -7.84772811746e-13, -8.72700434551e-13, -7.89499949632e-13, -8.82222337967e-13, 0.994012491213, 0.989206911901
4.75e-07, 4e-05, 295, -7.60607478506e-13, -8.46812658838e-13, -7.65221649274e-13, -8.56165228817e-13, 0.993970151299, 0.989076209049
4.8e-07, 4e-05, 295, -7.37409349002e-13, -8.21941614113e-13, -7.41914409047e-13, -8.31129887038e-13, 0.993927790066, 0.988944841152
4.85e-07, 4e-05, 295, -7.15131154987e-13, -7.98038164456e-13, -7.19530437313e-13, -8.07066611559e-13, 0.993885898223, 0.988813256584
4.9e-07, 4e-05, 295, -6.93727870167e-13, -7.75055494275e-13, -6.98024731854e-13, -7.83928579784e-13, 0.993844255811, 0.988681257785
4.95e-07, 4e-05, 295, -6.73157102757e-13, -7.52949505862e-13, -6.77354891865e-13, -7.61671654641e-13, 0.993802673964, 0.988548676157
5e-07, 4e-05, 295, -6.53379206935e-13, -7.31678931596e-13, -6.57480944219e-13, -7.40254206233e-13, 0.99376143549, 0.988415770467
5.05e-07, 4e-05, 295, -6.34356418068e-13, -7.11204452196e-13, -6.38365182954e-13, -7.1963694699e-13, 0.993720263898, 0.988282293135
5.1e-07, 4e-05, 295, -6.16053340926e-13, -6.91489192331e-13, -6.19972020764e-13, -6.99782779106e-13, 0.993679263407, 0.988148341138
5.15e-07, 4e-05, 295, -5.98436621605e-13, -6.72498385559e-13, -6.02267851447e-13, -6.80656653185e-13, 0.993638661215, 0.988014121968
5.2e-07, 4e-05, 295, -5.81474474006e-13, -6.5419889065e-13, -5.85220922538e-13, -6.62225437305e-13, 0.993598232074, 0.987879434702
5.25e-07, 4e-05, 295, -5.651369043e-13, -6.3655941907e-13, -5.68801217172e-13, -6.44457795536e-13, 0.993557832224, 0.987744152494
5.3e-07, 4e-05, 295, -5.49395785778e-13, -6.19550610621e-13, -5.52980344519e-13, -6.27324075221e-13, 0.99351774656, 0.987608534556
5.35e-07, 4e-05, 295, -5.34224202183e-13, -6.03144362723e-13, -5.3773143798e-13, -6.10796202227e-13, 0.993477718525, 0.98747235252
5.4e-07, 4e-05, 295, -5.19596955296e-13, -5.87314347698e-13, -5.23029060671e-13, -5.94847583641e-13, 0.993438021645, 0.987335855184
5.45e-07, 4e-05, 295, -5.05489952539e-13, -5.72035386324e-13, -5.08849117538e-13, -5.79453017274e-13, 0.993398504816, 0.987198908749
5.5e-07, 4e-05, 295, -4.91880351154e-13, -5.57283595007e-13, -4.95168773533e-13, -5.64588607378e-13, 0.993358986764, 0.987061353568
5.55e-07, 4e-05, 295, -4.78746733811e-13, -5.43036563993e-13, -4.81966377517e-13, -5.50231686227e-13, 0.993319775289, 0.986923468034
5.6e-07, 4e-05, 295, -4.66068498144e-13, -5.29272733511e-13, -4.69221391319e-13, -5.36360740995e-13, 0.993280585171, 0.986784999457
5.65e-07, 4e-05, 295, -4.53826373969e-13, -5.15971921506e-13, -4.56914323659e-13, -5.22955345618e-13, 0.993241731479, 0.986646232473
5.7e-07, 4e-05, 295, -4.42001835208e-13, -5.03114721789e-13, -4.45026668443e-13, -5.0999609715e-13, 0.99320302928, 0.986507003878
5.75e-07, 4e-05, 295, -4.30577275928e-13, -4.90682683633e-13, -4.33540847251e-13, -4.97464556417e-13, 0.993164262742, 0.986367123652
5.8e-07, 4e-05, 295, -4.19536242095e-13, -4.78658548843e-13, -4.22440155591e-13, -4.85343192543e-13, 0.993125858285, 0.986226975463
5.85e-07, 4e-05, 295, -4.0886280654e-13, -4.67025610885e-13, -4.11708712687e-13, -4.736153311e-13, 0.993087573669, 0.986086345222
5.9e-07, 4e-05, 295, -3.98541867733e-13, -4.55768020882e-13, -4.01331414559e-13, -4.62265105646e-13, 0.993049268697, 0.985945110965
5.95e-07, 4e-05, 295, -3.88559332367e-13, -4.44870974533e-13, -3.91293890079e-13, -4.51277412327e-13, 0.993011499076, 0.98580377032
6e-07, 4e-05, 295, -3.7890125668e-13, -4.34319830702e-13, -3.81582459903e-13, -4.40637867418e-13, 0.992973463131, 0.985661611988
6.05e-07, 4e-05, 295, -3.69554789873e-13, -4.24101079453e-13, -3.72184097968e-13, -4.30332767523e-13, 0.992935463634, 0.98551890876
6.1e-07, 4e-05, 295, -3.60507715173e-13, -4.14201870673e-13, -3.63086395461e-13, -4.203490523e-13, 0.992897887886, 0.985376006933
6.15e-07, 4e-05, 295, -3.51748140592e-13, -4.04609696592e-13, -3.54277526979e-13, -4.10674269457e-13, 0.992860437949, 0.985232644664
6.2e-07, 4e-05, 295, -3.43264820585e-13, -3.9531272126e-13, -3.45746218852e-13, -4.01296541957e-13, 0.992823064632, 0.985088780811
6.25e-07, 4e-05, 295, -3.3504709165e-13, -3.86299714722e-13, -3.37481719379e-13, -3.92204537212e-13, 0.992785897461, 0.984944532941
6.3e-07, 4e-05, 295, -3.27084678441e-13, -3.77559853206e-13, -3.29473770896e-13, -3.83387438147e-13, 0.992748762827, 0.98479974991
6.35e-07, 4e-05, 295, -3.19367705628e-13, -3.69082731064e-13, -3.21712583553e-13, -3.74834916029e-13, 0.99271126451, 0.984654084453
6.4e-07, 4e-05, 295, -3.11887170578e-13, -3.608588474e-13, -3.14188810625e-13, -3.66537104889e-13, 0.992674341131, 0.98450836924
6.45e-07, 4e-05, 295, -3.04634057001e-13, -3.52878693352e-13, -3.06893525346e-13, -3.58484577496e-13, 0.992637614811, 0.984362272478
6.5e-07, 4e-05, 295, -2.97599816e-13, -3.45133247045e-13, -2.99818199097e-13, -3.50668322738e-13, 0.992600905805, 0.984215638157
6.55e-07, 4e-05, 295, -2.90776367315e-13, -3.3761397494e-13, -2.92954680874e-13, -3.43079724322e-13, 0.992564332641, 0.984068573588
6.6e-07, 4e-05, 295, -2.84155926756e-13, -3.30312653985e-13, -2.86295177961e-13, -3.35710540715e-13, 0.992527812658, 0.983921009097
6.65e-07, 4e-05, 295, -2.77731013109e-13, -3.23221378076e-13, -2.79832237737e-13, -3.28552886257e-13, 0.992491127379, 0.983772754997
6.7e-07, 4e-05, 295, -2.71494667569e-13, -3.16332785107e-13, -2.735587305e-13, -3.21599213321e-13, 0.992454772227, 0.98362425032
6.75e-07, 4e-05, 295, -2.65440047254e-13, -3.09639636655e-13, -2.67467833301e-13, -3.14842295524e-13, 0.992418579753, 0.983475349585
6.8e-07, 4e-05, 295, -2.59560623017e-13, -3.03135022819e-13, -2.6155301469e-13, -3.08275211867e-13, 0.992382455712, 0.983325973512
6.85e-07, 4e-05, 295, -2.53850146415e-13, -2.96812327038e-13, -2.55808020315e-13, -3.0189133177e-13, 0.992346315422, 0.983176049796
6.9e-07, 4e-05, 295, -2.48302634358e-13, -2.90665211247e-13, -2.50226859328e-13, -2.95684300935e-13, 0.99231007824, 0.983025511763
6.95e-07, 4e-05, 295, -2.42912538777e-13, -2.84687790574e-13, -2.44803791566e-13, -2.89648028006e-13, 0.992274413819, 0.982874948379
7e-07, 4e-05, 295, -2.37674133153e-13, -2.78873998594e-13, -2.39533315404e-13, -2.83776671929e-13, 0.992238314542, 0.982723480045
7.05e-07, 4e-05, 295, -2.32582345409e-13, -2.73218449639e-13, -2.34410156307e-13, -2.78064630042e-13, 0.992202509793, 0.982571748149
7.1e-07, 4e-05, 295, -2.27632097738e-13, -2.67715754954e-13, -2.29429255991e-13, -2.72506526777e-13, 0.992166830487, 0.982419607047
7.15e-07, 4e-05, 295, -2.22818466125e-13, -2.62360688035e-13, -2.24585762173e-13, -2.67097202989e-13, 0.992130863371, 0.982266699537
7.2e-07, 4e-05, 295, -2.18136960342e-13, -2.57148474558e-13, -2.19875018868e-13, -2.61831705844e-13, 0.992095243311, 0.982113582195
7.25e-07, 4e-05, 295, -2.13583080605e-13, -2.5207433292e-13, -2.1529255722e-13, -2.5670527926e-13, 0.992059750524, 0.981960065826
7.3e-07, 4e-05, 295, -2.09152526719e-13, -2.47133690924e-13, -2.1083408679e-13, -2.51713354823e-13, 0.992024249507, 0.981806035274
7.35e-07, 4e-05, 295, -2.04841209227e-13, -2.4232219747e-13, -2.06495487332e-13, -2.46851543205e-13, 0.991988792947, 0.981651539723
7.4e-07, 4e-05, 295, -2.00645203858e-13, -2.37635675038e-13, -2.02272800983e-13, -2.42115626022e-13, 0.991953455348, 0.981496646633
7.45e-07, 4e-05, 295, -1.96560698275e-13, -2.33070064423e-13, -1.98162224866e-13, -2.37501548105e-13, 0.991918103501, 0.981341242961
7.5e-07, 4e-05, 295, -1.92584001072e-13, -2.28621434014e-13, -1.94160104072e-13, -2.33005410175e-13, 0.991882456968, 0.981185088544
7.55e-07, 4e-05, 295, -1.88711746414e-13, -2.2428619277e-13, -1.90262925003e-13, -2.28623461887e-13, 0.991847184161, 0.981028766333
7.6e-07, 4e-05, 295, -1.84940516719e-13, -2.20060697551e-13, -1.8646730906e-13, -2.24352095241e-13, 0.99181201065, 0.980872040956
7.65e-07, 4e-05, 295, -1.81267054646e-13, -2.1594147359e-13, -1.82770006637e-13, -2.20187838295e-13, 0.991776812732, 0.980714808151
7.7e-07, 4e-05, 295, -1.77688272115e-13, -2.11925223881e-13, -1.79167891434e-13, -2.16127349225e-13, 0.991741716068, 0.980557179096
7.75e-07, 4e-05, 295, -1.74201151899e-13, -2.08008726989e-13, -1.75657955044e-13, -2.12167410661e-13, 0.991706591689, 0.980399045931
7.8e-07, 4e-05, 295, -1.70802758537e-13, -2.04188847882e-13, -1.72237301813e-13, -2.0830492431e-13, 0.991671123149, 0.980240138624
7.85e-07, 4e-05, 295, -1.67490444208e-13, -2.00462752961e-13, -1.68903143958e-13, -2.04536905841e-13, 0.991636036392, 0.980081086771
7.9e-07, 4e-05, 295, -1.64261488685e-13, -1.96827534301e-13, -1.65652796913e-13, -2.00860480021e-13, 0.991601058032, 0.97992165647
7.95e-07, 4e-05, 295, -1.61113289235e-13, -1.93280408152e-13, -1.62483674917e-13, -1.97272876084e-13, 0.991566010048, 0.979761698562
8e-07, 4e-05, 295, -1.58043382844e-13, -1.89818737293e-13, -1.5939328681e-13, -1.93771423333e-13, 0.991530986069, 0.979601295321
8.05e-07, 4e-05, 295, -1.55049378946e-13, -1.86439961799e-13, -1.56379232025e-13, -1.90353546935e-13, 0.991495973843, 0.979440440174
8.1e-07, 4e-05, 295, -1.52128978622e-13, -1.83141618292e-13, -1.53439196783e-13, -1.87016763935e-13, 0.991460994399, 0.979279153582
8.15e-07, 4e-05, 295, -1.49279967639e-13, -1.79921333248e-13, -1.50570950464e-13, -1.83758679448e-13, 0.991426083043, 0.979117469654
8.2e-07, 4e-05, 295, -1.46500175156e-13, -1.76776779094e-13, -1.47772342153e-13, -1.80576983033e-13, 0.99139103449, 0.978955214144
