# L (m), R (m), T (K), F'_Drude (mPa), F'_Plasma (N/m), F'_PFA_Drude (N/m), F'_PFA_Plasma (N/m), F'_Drude/F'_PFA_Drude, F'_Plasma/F'_PFA_Plasma, F'_Plasma_xi0 (N/m), F'_Plasma_xi0/F'_PFA_Plasma_xi0
8.5e-08, 4e-05, 295, 0.00270406908181, 0.00272718017321, 0.00270658177394, 0.00272992636135, 0.99907163635, 0.998994043143, 2.31110914019e-05, 0.989997852426
9e-08, 4e-05, 295, 0.00221061063383, 0.00223117736793, 0.00221280630095, 0.00223358787364, 0.999007745452, 0.998920792085, 2.0566734093e-05, 0.989662062664
9.5e-08, 4e-05, 295, 0.00182616989658, 0.0018445544996, 0.00182809933754, 0.00184668222442, 0.998944564487, 0.99884781215, 1.83846030275e-05, 0.989329760191
1e-07, 4e-05, 295, 0.00152279623343, 0.00153929828598, 0.00152450109882, 0.00154118668167, 0.998881689628, 0.998774713201, 1.65020525429e-05, 0.989000665675
1.05e-07, 4e-05, 295, 0.00128061833997, 0.00129548742929, 0.0012821312356, 0.00129717065308, 0.998820014998, 0.998702388323, 1.48690893215e-05, 0.988674550833
1.1e-07, 4e-05, 295, 0.00108526228326, 0.00109870775107, 0.00108661183633, 0.00110021577376, 0.998758017325, 0.998629339149, 1.34454678137e-05, 0.98835119511
1.15e-07, 4e-05, 295, 0.000926175520374, 0.0009383740501, 0.000927383544288, 0.000939729853951, 0.998697384786, 0.998557240844, 1.21985297266e-05, 0.988030436565
1.2e-07, 4e-05, 295, 0.000795496516329, 0.000806598092272, 0.000796582506046, 0.000807822194109, 0.99863668897, 0.998484689025, 1.11015759432e-05, 0.987712103824
1.25e-07, 4e-05, 295, 0.000687297969806, 0.000697430599177, 0.000688277324294, 0.000698539294814, 0.998577093196, 0.998412837123, 1.01326293706e-05, 0.987396070897
1.3e-07, 4e-05, 295, 0.000597055203253, 0.000606328686524, 0.000597941765455, 0.000607336609485, 0.998517310123, 0.998340421201, 9.27348327147e-06, 0.987082195495
1.35e-07, 4e-05, 295, 0.000521279838199, 0.000529788803011, 0.000522084696671, 0.000530707741073, 0.998458375669, 0.99826846682, 8.50896481129e-06, 0.986770381109
1.4e-07, 4e-05, 295, 0.000457253921546, 0.000465080279948, 0.000457986649167, 0.0004659204267, 0.998400111396, 0.998196802064, 7.82635840262e-06, 0.986460531542
1.45e-07, 4e-05, 295, 0.0004028410065, 0.000410055958403, 0.000403509811303, 0.000410826074762, 0.998342531498, 0.998125444304, 7.21495190275e-06, 0.986152554956
1.5e-07, 4e-05, 295, 0.00035634690043, 0.000363012576737, 0.000356959312426, 0.000363720686935, 0.998284364703, 0.99805314841, 6.66567630707e-06, 0.98584633912
1.55e-07, 4e-05, 295, 0.000316419024056, 0.000322589842781, 0.000316980807131, 0.000323242153305, 0.99822770634, 0.997981975687, 6.17081872551e-06, 0.985541855261
