# L (m), R (m), T (K), P_Drude (mPa), P_Plasma (mPa), P_PFA_Drude (mPa), P_PFA_Plasma (mPa), P_Drude/P_PFA_Drude, P_Plasma/P_PFA_Plasma
4.3e-07, 4e-05, 295, -27.6893734614, -29.4669285206, -27.8098396941, -29.6415231712, 0.995668215496, 0.994109794914
4.35e-07, 4e-05, 295, -26.4811182597, -28.2030984309, -26.5973557552, -28.3722355533, 0.995629734905, 0.99403863957
4.4e-07, 4e-05, 295, -25.3377067302, -27.0063966651, -25.4499274764, -27.1703287468, 0.995590527859, 0.993966503561
4.45e-07, 4e-05, 295, -24.2550647995, -25.8726338188, -24.3634163439, -26.0315464492, 0.995552694957, 0.993895382638
4.5e-07, 4e-05, 295, -23.2293383982, -24.7978464499, -23.3339877749, -24.951943379, 0.9955151525, 0.993824251411
4.55e-07, 4e-05, 295, -22.2569785013, -23.7783827789, -22.3580858584, -23.9278595237, 0.995477816941, 0.99375302481
4.6e-07, 4e-05, 295, -21.3347185541, -22.810880302, -21.4324104338, -22.9558967642, 0.995441862221, 0.993682823037
4.65e-07, 4e-05, 295, -20.4594226828, -21.8921109632, -20.5538962709, -22.0328976356, 0.995403616578, 0.993610160827
4.7e-07, 4e-05, 295, -19.6283597596, -21.0192598575, -19.71969414, -21.1559260113, 0.995368367289, 0.99354005333
4.75e-07, 4e-05, 295, -18.8388011145, -20.189516224, -18.9271535812, -20.3222495145, 0.995331972853, 0.993468572936
4.8e-07, 4e-05, 295, -18.0882917683, -19.4003490817, -18.1738072066, -19.5293234911, 0.995294577668, 0.993395858822
4.85e-07, 4e-05, 295, -17.3746008236, -18.6494568184, -17.4573563849, -18.774776389, 0.995259559385, 0.993325109814
4.9e-07, 4e-05, 295, -16.6954995757, -17.9345413658, -16.7756581729, -18.056396407, 0.995221731614, 0.993251419694
4.95e-07, 4e-05, 295, -16.0490966845, -17.253649111, -16.1267133764, -17.3721192938, 0.99518707314, 0.993180441558
5e-07, 4e-05, 295, -15.4334825417, -16.6048091049, -15.5086556325, -16.720017188, 0.995152829968, 0.993109571486
5.05e-07, 4e-05, 295, -14.8468801601, -15.9861863912, -14.9197414145, -16.0982883978, 0.995116453268, 0.993036402143
5.1e-07, 4e-05, 295, -14.2877227634, -15.3961611091, -14.3583408773, -15.5052480374, 0.995081735799, 0.992964515757
5.15e-07, 4e-05, 295, -13.7544638102, -14.8331350268, -13.8229294639, -14.9393194394, 0.995046950509, 0.992892285817
5.2e-07, 4e-05, 295, -13.2456665949, -14.2956225456, -13.3120802012, -14.3990262704, 0.995011027183, 0.992818700175
5.25e-07, 4e-05, 295, -12.7600520756, -13.782299698, -12.8244566263, -13.882985289, 0.994977989898, 0.99274755473
5.3e-07, 4e-05, 295, -12.2963167766, -13.2918182689, -12.3588062846, -13.3898996881, 0.994943726234, 0.99267496983
5.35e-07, 4e-05, 295, -11.8532957784, -12.8229721288, -11.9139547475, -12.9185529667, 0.994908578189, 0.992601273677
5.4e-07, 4e-05, 295, -11.4299354864, -12.3746693394, -11.4888001071, -12.4678032893, 0.994876347381, 0.992530043366
5.45e-07, 4e-05, 295, -11.0251369053, -11.9457722239, -11.0823079034, -12.0365782864, 0.994841237163, 0.99245582421
5.5e-07, 4e-05, 295, -10.6379992285, -11.5353460488, -10.693506447, -11.623870259, 0.994809259366, 0.992384274067
5.55e-07, 4e-05, 295, -10.2675662012, -11.1423998822, -10.3214825043, -11.2287317543, 0.994776302431, 0.992311520668
5.6e-07, 4e-05, 295, -9.912975945, -10.7660397873, -9.9653773135, -10.8502714777, 0.994741657355, 0.992236904801
5.65e-07, 4e-05, 295, -9.57347736692, -10.4054854886, -9.62438290379, -10.4876505167, 0.99471077394, 0.992165544801
5.7e-07, 4e-05, 295, -9.24824204879, -10.059878017, -9.29773869114, -10.1400788461, 0.994676485972, 0.99209070952
5.75e-07, 4e-05, 295, -8.93660513064, -9.72852613163, -8.98472832981, -9.80681209534, 0.994643889342, 0.992017185304
5.8e-07, 4e-05, 295, -8.63789678598, -9.41073391208, -8.68467679666, -9.48714855416, 0.994613500102, 0.991945457411
5.85e-07, 4e-05, 295, -8.35142038209, -9.10577816251, -8.39694769038, -9.18042639772, 0.994578112194, 0.991868761648
5.9e-07, 4e-05, 295, -8.07666653443, -8.81312798578, -8.12094072702, -8.88602111295, 0.994548144841, 0.991796876662
5.95e-07, 4e-05, 295, -7.81302520758, -8.53214949802, -7.8560894175, -8.60334311105, 0.994518365611, 0.991724889719
6e-07, 4e-05, 295, -7.55993508905, -8.26225902745, -7.60185891135, -8.33183551031, 0.994485056512, 0.991649321116
6.05e-07, 4e-05, 295, -7.31694915457, -8.00299036033, -7.35774399447, -8.07097207661, 0.994455523332, 0.9915770101
6.1e-07, 4e-05, 295, -7.08353715204, -7.75379216747, -7.12326722758, -7.82025530819, 0.99442249262, 0.991501154618
6.15e-07, 4e-05, 295, -6.8592762487, -7.51422351177, -6.89797721594, -7.57921465478, 0.994389519417, 0.991425082153
6.2e-07, 4e-05, 295, -6.64375688223, -7.28385728575, -6.68144699904, -7.34740485984, 0.994358988881, 0.991351017767
6.25e-07, 4e-05, 295, -6.43658422107, -7.06228183328, -6.47327255142, -7.12440441675, 0.994332336533, 0.991280312032
6.3e-07, 4e-05, 295, -6.2373289795, -6.84905001122, -6.27307138647, -6.90981413051, 0.994302247693, 0.991206113776
6.35e-07, 4e-05, 295, -6.04565308957, -6.64380876684, -6.08048125455, -6.70325577638, 0.994272136774, 0.991131621481
6.4e-07, 4e-05, 295, -5.86121525266, -6.446201863, -5.8951589296, -6.50437084909, 0.994242109952, 0.991056938873
6.45e-07, 4e-05, 295, -5.68366490576, -6.25586360135, -5.71677907651, -6.31281939525, 0.994207547588, 0.990977756477
6.5e-07, 4e-05, 295, -5.51274902741, -6.07252882458, -5.54503319425, -6.1282789232, 0.99417782262, 0.99090281312
6.55e-07, 4e-05, 295, -5.34816102228, -5.89587743652, -5.37962862803, -5.95044338408, 0.994150598874, 0.990829935848
6.6e-07, 4e-05, 295, -5.18959836425, -5.72559345616, -5.22028764685, -5.77902221985, 0.994121151041, 0.990754705266
6.65e-07, 4e-05, 295, -5.03681620551, -5.56142062072, -5.06674658068, -5.61373947265, 0.994092782283, 0.990680213753
6.7e-07, 4e-05, 295, -4.88955498473, -5.40308748369, -4.91875501338, -5.45433295148, 0.994063532629, 0.990604631539
6.75e-07, 4e-05, 295, -4.74757114848, -5.25033923715, -4.77607502736, -5.30055345206, 0.99403194491, 0.990526609088
6.8e-07, 4e-05, 295, -4.61067636952, -5.10297816117, -4.63848049649, -5.15216402623, 0.99400576827, 0.990453358082
6.85e-07, 4e-05, 295, -4.47860589701, -4.96072756297, -4.50575642327, -5.00893929703, 0.993974257881, 0.990374861582
6.9e-07, 4e-05, 295, -4.3512072207, -4.82342704273, -4.37769831803, -4.87066481685, 0.993948624276, 0.990301575678
6.95e-07, 4e-05, 295, -4.22825029833, -4.69083585483, -4.25411161659, -4.73713646533, 0.993920865133, 0.990226034053
7e-07, 4e-05, 295, -4.10954685746, -4.56275668331, -4.134811134, -4.60815988423, 0.993889859602, 0.990147216663
7.05e-07, 4e-05, 295, -3.99497209459, -4.43905787031, -4.01962055201, -4.48354994718, 0.993867964126, 0.990076596137
7.1e-07, 4e-05, 295, -3.88428516839, -4.31948766149, -3.90837193744, -4.36313026118, 0.993837134892, 0.989997410786
7.15e-07, 4e-05, 295, -3.77737564475, -4.20392941793, -3.80090529018, -4.24673269865, 0.993809462843, 0.989920891246
7.2e-07, 4e-05, 295, -3.67407980756, -4.09221134279, -3.69706811823, -4.1341969573, 0.993782015927, 0.98984431198
7.25e-07, 4e-05, 295, -3.57423932669, -3.9841672754, -3.59671503814, -4.02537014626, 0.993751044713, 0.989764203202
7.3e-07, 4e-05, 295, -3.4777441649, -3.87968113448, -3.49970739921, -3.92010639664, 0.993724265542, 0.989687713018
7.35e-07, 4e-05, 295, -3.38444633146, -3.77859754931, -3.40591293007, -3.8182664952, 0.993697255611, 0.989610744577
7.4e-07, 4e-05, 295, -3.29423316738, -3.68079784737, -3.3152054056, -3.71971753902, 0.993673924944, 0.989536922833
7.45e-07, 4e-05, 295, -3.20696248411, -3.58613266601, -3.22746433366, -3.62433261055, 0.993647691366, 0.989460143799
7.5e-07, 4e-05, 295, -3.12252753634, -3.49448952368, -3.14257465974, -3.53199047125, 0.993620796458, 0.989382489031
7.55e-07, 4e-05, 295, -3.04082269292, -3.40575712212, -3.06042648869, -3.44257527275, 0.993594423572, 0.989305055747
7.6e-07, 4e-05, 295, -2.96173036614, -3.31981175082, -2.98091482232, -3.3559762845, 0.993564238724, 0.98922384111
7.65e-07, 4e-05, 295, -2.88517391441, -3.23657228571, -2.90393931189, -3.27208763674, 0.993537951224, 0.989145965826
7.7e-07, 4e-05, 295, -2.81105767782, -3.15593790701, -2.82940402472, -3.1908080781, 0.993515826392, 0.989071680203
7.75e-07, 4e-05, 295, -2.73926802734, -3.07778900296, -2.75721722365, -3.11204074641, 0.993490104387, 0.988993799812
7.8e-07, 4e-05, 295, -2.66972927396, -3.00204556281, -2.68729115897, -3.03569295253, 0.993464837273, 0.988916076082
7.85e-07, 4e-05, 295, -2.60235653309, -2.92861798837, -2.61954187192, -2.96167597596, 0.993439563223, 0.98883808092
7.9e-07, 4e-05, 295, -2.53705837674, -2.85740990437, -2.55388900883, -2.88990487164, 0.993409802843, 0.988755696565
