# R=0.000289
# T=300
# R/L, L (in m), E (in J), E_pfa (in J), 1-E/E_PFA
400, 7.225e-07, -5.76905487245e-19, -5.79501715119e-19, 0.00448010386663
373.831775701, 7.73075e-07, -5.05403950216e-19, -5.07925400681e-19, 0.00496421415821
350.877192982, 8.2365e-07, -4.46890478212e-19, -4.4934853727e-19, 0.00547027274818
330.578512397, 8.74225e-07, -3.98446549627e-19, -4.00850357645e-19, 0.00599677154543
312.5, 9.248e-07, -3.5792209264e-19, -3.60279086245e-19, 0.00654213273629
296.296296296, 9.75375e-07, -3.23705997782e-19, -3.26022270966e-19, 0.00710464710808
281.690140845, 1.02595e-06, -2.94572561707e-19, -2.96853146503e-19, 0.00768253536716
268.456375839, 1.076525e-06, -2.69576502781e-19, -2.71825604105e-19, 0.00827405987534
256.41025641, 1.1271e-06, -2.47979830973e-19, -2.50200981591e-19, 0.00887746564376
245.398773006, 1.177675e-06, -2.29199951802e-19, -2.31396131636e-19, 0.00949099632327
235.294117647, 1.22825e-06, -2.1277224548e-19, -2.14945996602e-19, 0.0101130105106
225.988700565, 1.278825e-06, -1.98322757422e-19, -2.00476245378e-19, 0.0107418609758
217.391304348, 1.3294e-06, -1.85547910771e-19, -1.8768300254e-19, 0.0113760529195
209.42408377, 1.379975e-06, -1.74199339502e-19, -1.76317648362e-19, 0.0120141623922
202.02020202, 1.43055e-06, -1.64072366998e-19, -1.66175294291e-19, 0.012654873287
195.12195122, 1.481125e-06, -1.54997190098e-19, -1.57085954575e-19, 0.0132969525043
188.679245283, 1.5317e-06, -1.46832048789e-19, -1.48907718537e-19, 0.0139393025989
182.648401826, 1.582275e-06, -1.39457908959e-19, -1.41521423427e-19, 0.0145809335345
176.991150442, 1.63285e-06, -1.32774275406e-19, -1.3482646351e-19, 0.015220959227
171.673819742, 1.683425e-06, -1.26695871857e-19, -1.2873746742e-19, 0.0158585965995
166.666666667, 1.734e-06, -1.21149991438e-19, -1.23181645145e-19, 0.0164931528928
161.943319838, 1.784575e-06, -1.16074362215e-19, -1.18096655033e-19, 0.0171240482463
157.480314961, 1.83515e-06, -1.1141542673e-19, -1.13428878091e-19, 0.0177507826482
153.256704981, 1.885725e-06, -1.07126937947e-19, -1.09132013401e-19, 0.0183729356003
149.253731343, 1.9363e-06, -1.03168809304e-19, -1.05165928348e-19, 0.018990171779
145.454545455, 1.986875e-06, -9.95061708015e-20, -1.01495712528e-19, 0.0196022243382
141.843971631, 2.03745e-06, -9.61085898447e-20, -9.80908951943e-20, 0.0202088618495
138.408304498, 2.088025e-06, -9.29494154662e-20, -9.49247949315e-20, 0.0208099418785
135.135135135, 2.1386e-06, -9.00052404765e-20, -9.19739767257e-20, 0.0214053618133
132.01320132, 2.189175e-06, -8.72554458398e-20, -8.92177967677e-20, 0.0219950615128
129.032258065, 2.23975e-06, -8.46818179047e-20, -8.66380191849e-20, 0.0225790166796
126.1829653, 2.290325e-06, -8.22682243785e-20, -8.42184921479e-20, 0.0231572392195
123.456790123, 2.3409e-06, -8.00003400993e-20, -8.19448730746e-20, 0.0237297698115
120.84592145, 2.391475e-06, -7.78654134887e-20, -7.98043946862e-20, 0.0242966719456
118.343195266, 2.44205e-06, -7.58520667131e-20, -7.77856651587e-20, 0.0248580306118
115.942028986, 2.492625e-06, -7.39501244501e-20, -7.58784968505e-20, 0.0254139509929
113.636363636, 2.5432e-06, -7.21504677939e-20, -7.40737590599e-20, 0.0259645425093
111.420612813, 2.593775e-06, -7.04449056981e-20, -7.23632510802e-20, 0.0265099391392
109.289617486, 2.64435e-06, -6.88260670679e-20, -7.07395924112e-20, 0.0270502738015
107.238605898, 2.694925e-06, -6.72873045761e-20, -6.91961275935e-20, 0.0275856913348
105.263157895, 2.7455e-06, -6.58226129942e-20, -6.77268434685e-20, 0.0281163328569
103.359173127, 2.796075e-06, -6.4426555627e-20, -6.63262970779e-20, 0.0286423565711
101.52284264, 2.84665e-06, -6.30942035289e-20, -6.49895526787e-20, 0.0291639051462
99.7506234414, 2.897225e-06, -6.18210783231e-20, -6.37121265962e-20, 0.0296811356664
98.0392156863, 2.9478e-06, -6.06031052089e-20, -6.24899388317e-20, 0.0301941985879
96.3855421687, 2.998375e-06, -5.94365702092e-20, -6.13192705071e-20, 0.0307032403091
94.7867298578, 3.04895e-06, -5.83180822495e-20, -6.01967263656e-20, 0.0312084099832
93.2400932401, 3.099525e-06, -5.72445405694e-20, -5.91192016624e-20, 0.0317098512892
91.7431192661, 3.1501e-06, -5.6213105466e-20, -5.80838528759e-20, 0.0322077017492
90.2934537246, 3.200675e-06, -5.5221172055e-20, -5.70880717497e-20, 0.0327020976096
88.8888888889, 3.25125e-06, -5.42663472528e-20, -5.61294622497e-20, 0.0331931738201
87.5273522976, 3.301825e-06, -5.33464296364e-20, -5.52058200653e-20, 0.0336810580251
86.2068965517, 3.3524e-06, -5.24593909878e-20, -5.43151143546e-20, 0.0341658742467
84.9256900212, 3.402975e-06, -5.16033603266e-20, -5.34554714529e-20, 0.0346477371897
83.6820083682, 3.45355e-06, -5.07766087121e-20, -5.2625160315e-20, 0.0351267643045
82.4742268041, 3.504125e-06, -4.99775368209e-20, -5.18225794859e-20, 0.035603064981
81.3008130081, 3.5547e-06, -4.92046632177e-20, -5.10462454219e-20, 0.036076741569
