# R=0.000289
# T=300
# R/L, L (in m), F (in N), F_pfa (in N), 1-F/F_PFA
330.578512397, 8.74225e-07, -8.73497678153e-13, -8.7448704803e-13, 0.00113137167492
312.5, 9.248e-07, -7.34319008706e-13, -7.35177540225e-13, 0.00116778801261
296.296296296, 9.75375e-07, -6.22774466188e-13, -6.23524965988e-13, 0.00120364033683
281.690140845, 1.02595e-06, -5.32408475156e-13, -5.33068959274e-13, 0.00123902190718
268.456375839, 1.076525e-06, -4.58483544693e-13, -4.5906836564e-13, 0.00127392996347
256.41025641, 1.1271e-06, -3.97470815079e-13, -3.97991896807e-13, 0.00130927722757
245.398773006, 1.177675e-06, -3.46706966516e-13, -3.47173902981e-13, 0.00134496418355
235.294117647, 1.22825e-06, -3.04156740343e-13, -3.04577465072e-13, 0.00138133899216
225.988700565, 1.278825e-06, -2.68247492229e-13, -2.68628629749e-13, 0.00141882687818
217.391304348, 1.3294e-06, -2.37751742222e-13, -2.38098656862e-13, 0.00145702056477
209.42408377, 1.379975e-06, -2.11701947778e-13, -2.12019206487e-13, 0.0014963677778
202.02020202, 1.43055e-06, -1.89328987904e-13, -1.89620466451e-13, 0.00153716817635
195.12195122, 1.481125e-06, -1.70016503514e-13, -1.70285480917e-13, 0.00157956745071
188.679245283, 1.5317e-06, -1.53266862603e-13, -1.53516067614e-13, 0.00162331548848
182.648401826, 1.582275e-06, -1.38675338155e-13, -1.38907123957e-13, 0.00166863869439
176.991150442, 1.63285e-06, -1.25910687522e-13, -1.26127073557e-13, 0.00171561925117
171.673819742, 1.683425e-06, -1.14700108726e-13, -1.14902853691e-13, 0.00176449025099
166.666666667, 1.734e-06, -1.04817685567e-13, -1.05008293525e-13, 0.00181517050842
161.943319838, 1.784575e-06, -9.6075291722e-14, -9.62550474139e-14, 0.00186749367228
157.480314961, 1.83515e-06, -8.83154239253e-14, -8.84854696936e-14, 0.00192173663011
153.256704981, 1.885725e-06, -8.14056559816e-14, -8.15669767584e-14, 0.0019777707012
149.253731343, 1.9363e-06, -7.52341197303e-14, -7.5387556928e-14, 0.00203531197985
145.454545455, 1.986875e-06, -6.97058360803e-14, -6.98521725781e-14, 0.00209494554575
141.843971631, 2.03745e-06, -6.47399448838e-14, -6.48798604073e-14, 0.00215653243683
138.408304498, 2.088025e-06, -6.02673219019e-14, -6.0401381533e-14, 0.0022194795494
135.135135135, 2.1386e-06, -5.62285820237e-14, -5.63573072169e-14, 0.00228409055673
132.01320132, 2.189175e-06, -5.25725970299e-14, -5.26964516709e-14, 0.00235034119224
129.032258065, 2.23975e-06, -4.92551867993e-14, -4.93745830037e-14, 0.00241817139781
126.1829653, 2.290325e-06, -4.62380569594e-14, -4.63533581194e-14, 0.0024874391975
123.456790123, 2.3409e-06, -4.34879059831e-14, -4.35994388963e-14, 0.00255812725998
120.84592145, 2.391475e-06, -4.09756971948e-14, -4.10837557778e-14, 0.00263020215603
118.343195266, 2.44205e-06, -3.8676050311e-14, -3.87808917789e-14, 0.00270343107328
115.942028986, 2.492625e-06, -3.65667010306e-14, -3.66685652903e-14, 0.00277797232698
113.636363636, 2.5432e-06, -3.46280955497e-14, -3.47271942581e-14, 0.00285363417712
111.420612813, 2.593775e-06, -3.28430079171e-14, -3.29395276923e-14, 0.00293021126785
109.289617486, 2.64435e-06, -3.11962188549e-14, -3.12903330572e-14, 0.00300777246726
107.238605898, 2.694925e-06, -2.96742616382e-14, -2.97661302358e-14, 0.00308634669289
105.263157895, 2.7455e-06, -2.82652029118e-14, -2.83549644411e-14, 0.00316563716669
103.359173127, 2.796075e-06, -2.69584285785e-14, -2.70462118057e-14, 0.00324567550702
101.52284264, 2.84665e-06, -2.57444860675e-14, -2.58304124805e-14, 0.00332655984685
99.7506234414, 2.897225e-06, -2.46149567914e-14, -2.46991269642e-14, 0.00340781975334
98.0392156863, 2.9478e-06, -2.3562296481e-14, -2.36448121086e-14, 0.00348979840697
96.3855421687, 2.998375e-06, -2.25797632067e-14, -2.26607138405e-14, 0.00357228966528
94.7867298578, 3.04895e-06, -2.16613090699e-14, -2.17407741181e-14, 0.00365511585631
93.2400932401, 3.099525e-06, -2.08014927755e-14, -2.08795500543e-14, 0.00373845598217
91.7431192661, 3.1501e-06, -1.99954222277e-14, -2.00721434534e-14, 0.00382227368702
90.2934537246, 3.200675e-06, -1.92386925225e-14, -1.93141392916e-14, 0.00390629724052
88.8888888889, 3.25125e-06, -1.85273220553e-14, -1.86015518933e-14, 0.00399051855492
87.5273522976, 3.301825e-06, -1.78577107005e-14, -1.79307777489e-14, 0.0040749514297
86.2068965517, 3.3524e-06, -1.72265965747e-14, -1.72985540724e-14, 0.00415974059933
84.9256900212, 3.402975e-06, -1.66310268918e-14, -1.67019223347e-14, 0.00424474749082
83.6820083682, 3.45355e-06, -1.6068322277e-14, -1.61381961174e-14, 0.00432971813118
82.4742268041, 3.504125e-06, -1.55360374273e-14, -1.56049327254e-14, 0.00441496924742
81.3008130081, 3.5547e-06, -1.50319535634e-14, -1.50999080777e-14, 0.00450032635323
80.1603206413, 3.605275e-06, -1.45540471452e-14, -1.46210944613e-14, 0.00458565644792
79.0513833992, 3.65585e-06, -1.41004674835e-14, -1.41666407908e-14, 0.00467106551889
77.9727095517, 3.706425e-06, -1.36695233328e-14, -1.37348550655e-14, 0.00475663793649
76.9230769231, 3.757e-06, -1.3259669603e-14, -1.33241887554e-14, 0.00484225746449
75.9013282732, 3.807575e-06, -1.28694906192e-14, -1.29332228854e-14, 0.00492779462754
74.9063670412, 3.85815e-06, -1.24976842543e-14, -1.25606556145e-14, 0.00501338163651
73.9371534196, 3.908725e-06, -1.21430568014e-14, -1.22052911358e-14, 0.00509896353341
72.9927007299, 3.9593e-06, -1.18045083269e-14, -1.18660297426e-14, 0.00518466723632
72.0720720721, 4.009875e-06, -1.14810290126e-14, -1.1541858928e-14, 0.00527037418419
71.1743772242, 4.06045e-06, -1.1171687985e-14, -1.12318453994e-14, 0.00535596887804
70.2987697715, 4.111025e-06, -1.08756234124e-14, -1.09351279065e-14, 0.0054415910416
69.4444444444, 4.1616e-06, -1.05920412231e-14, -1.06509107904e-14, 0.00552718621497
68.6106346484, 4.212175e-06, -1.03202051172e-14, -1.03784581773e-14, 0.00561288190448
67.7966101695, 4.26275e-06, -1.00594355521e-14, -1.01170887442e-14, 0.00569859507986
67.0016750419, 4.313325e-06, -9.80910435394e-15, -9.8661709957e-15, 0.0057840718336
66.2251655629, 4.3639e-06, -9.56862269311e-15, -9.62511899811e-15, 0.0058696734044
65.4664484452, 4.414475e-06, -9.33744732034e-15, -9.39338852186e-15, 0.00595538035989
64.7249190939, 4.46505e-06, -9.11507529087e-15, -9.17047354945e-15, 0.00604093761129
64, 4.515625e-06, -8.90103351063e-15, -8.95590311147e-15, 0.0061266407362
63.2911392405, 4.5662e-06, -8.6948861215e-15, -8.74923841669e-15, 0.00621223158
62.5978090767, 4.616775e-06, -8.49622342285e-15, -8.55007024654e-15, 0.00629782237268
61.919504644, 4.66735e-06, -8.30466264731e-15, -8.35801658714e-15, 0.00638356472108
61.2557427259, 4.717925e-06, -8.11985041589e-15, -8.1727204753e-15, 0.00646908940172
60.6060606061, 4.7685e-06, -7.94145038037e-15, -7.99384803725e-15, 0.00655474768005
59.9700149925, 4.819075e-06, -7.76915061056e-15, -7.82108670119e-15, 0.00664052101917
59.3471810089, 4.86965e-06, -7.60266038651e-15, -7.6541435668e-15, 0.00672618429949
58.7371512482, 4.920225e-06, -7.4417033508e-15, -7.49274391647e-15, 0.00681199921445
58.1395348837, 4.9708e-06, -7.28602357942e-15, -7.33662985489e-15, 0.0068977550289
57.5539568345, 5.021375e-06, -7.13537912047e-15, -7.18555906463e-15, 0.00698344327969
56.9800569801, 5.07195e-06, -6.98954017275e-15, -7.03930366693e-15, 0.00706937739002
56.4174894217, 5.122525e-06, -6.84829490927e-15, -6.89764917788e-15, 0.00715523033157
55.8659217877, 5.1731e-06, -6.71144069951e-15, -6.76039355118e-15, 0.00724112454427
55.3250345781, 5.223675e-06, -6.57878663971e-15, -6.62734629946e-15, 0.00732716498448
54.7945205479, 5.27425e-06, -6.45015458966e-15, -6.49832768718e-15, 0.00741315301946
54.2740841248, 5.324825e-06, -6.32537424415e-15, -6.3731679885e-15, 0.00749921301949
53.7634408602, 5.3754e-06, -6.20428556402e-15, -6.25170680442e-15, 0.00758532699737
