# L (m), R (m), T (K), P_Drude (mPa), P_Plasma (mPa), P_PFA_Drude (mPa), P_PFA_Plasma (mPa), P_Drude/P_PFA_Drude, P_Plasma/P_PFA_Plasma
2.8e-07, 0.0001, 295, -142.111827445, -147.797821994, -142.28602109, -148.028882208, 0.998775750118, 0.998439086947
2.85e-07, 0.0001, 295, -132.96417943, -138.393713919, -133.12962528, -138.614176278, 0.998757257447, 0.998409525168
2.9e-07, 0.0001, 295, -124.54070272, -129.728961476, -124.697933835, -129.939445532, 0.998739104092, 0.998380137333
2.95e-07, 0.0001, 295, -116.773515755, -121.734575211, -116.923076054, -121.935706545, 0.998720865854, 0.998350513239
3e-07, 0.0001, 295, -109.60209855, -114.349023304, -109.744499657, -114.54139027, 0.998702430583, 0.99832054626
3.05e-07, 0.0001, 295, -102.97242609, -107.517355306, -103.108080418, -107.70144216, 0.998684348238, 0.998290767051
3.1e-07, 0.0001, 295, -96.8360071949, -101.190231471, -96.9653521456, -101.366543677, 0.998666070428, 0.998260646956
3.15e-07, 0.0001, 295, -91.1494684524, -95.3235008904, -91.2728391249, -95.4924372152, 0.998648330942, 0.998230893149
3.2e-07, 0.0001, 295, -85.8737725346, -89.8774117322, -85.9914760849, -90.0393393594, 0.998631218399, 0.998201590235
3.25e-07, 0.0001, 295, -80.973654538, -84.8160412563, -81.0861030865, -84.9714297871, 0.998613220463, 0.99817128497
3.3e-07, 0.0001, 295, -76.4174927263, -80.1071630837, -76.5250247107, -80.2564051059, 0.99859481281, 0.998140434749
3.35e-07, 0.0001, 295, -72.1768136312, -75.7217472642, -72.2796245567, -75.8650885588, 0.998577594637, 0.998110576323
3.4e-07, 0.0001, 295, -68.2257431369, -71.6334053762, -68.3240274383, -71.7710879237, 0.99856149725, 0.998081643299
3.45e-07, 0.0001, 295, -64.5407313319, -67.8181113421, -64.6348027861, -67.9504950559, 0.998544569642, 0.998051762336
3.5e-07, 0.0001, 295, -61.1005643936, -64.2542123447, -61.1907037408, -64.3816215097, 0.998526911088, 0.998021032058
3.55e-07, 0.0001, 295, -57.8860231004, -60.922083015, -57.9724372218, -61.0447654812, 0.998509392989, 0.997990286879
3.6e-07, 0.0001, 295, -54.8796249838, -57.8038647014, -54.9624609247, -57.9220059856, 0.99849286332, 0.997960338526
3.65e-07, 0.0001, 295, -52.0653879634, -54.8832259913, -52.1448037839, -54.9970207738, 0.998477013723, 0.997930891875
3.7e-07, 0.0001, 295, -49.4286599045, -52.1451896172, -49.5049069257, -52.2549249828, 0.998459808817, 0.997899999558
3.75e-07, 0.0001, 295, -46.9562392331, -49.5762535144, -47.0294825321, -49.6821279146, 0.99844260887, 0.997868964058
3.8e-07, 0.0001, 295, -44.636075423, -47.1640879182, -44.7063884033, -47.2662057095, 0.998427227453, 0.997839517902
3.85e-07, 0.0001, 295, -42.456981201, -44.8972441864, -42.5245163023, -44.9957879747, 0.998411854919, 0.997809933045
3.9e-07, 0.0001, 295, -40.4087284951, -42.7652507004, -40.4736924075, -42.8604566795, 0.998394910162, 0.997778698912
3.95e-07, 0.0001, 295, -38.482079058, -40.7586436235, -38.5445884406, -40.8506558647, 0.998378257879, 0.997747594519
4e-07, 0.0001, 295, -36.6684957197, -38.8686750243, -36.7286422006, -38.9576108862, 0.998362409352, 0.997717112014
4.05e-07, 0.0001, 295, -34.9601019135, -37.0872708871, -35.0179864183, -37.1732560917, 0.998347006475, 0.997686906833
4.1e-07, 0.0001, 295, -33.3496439545, -35.406992998, -33.4053849635, -35.4901699548, 0.998331376541, 0.997656338168
4.15e-07, 0.0001, 295, -31.8304941409, -33.8210416629, -31.8841755794, -33.9015168266, 0.998316361095, 0.997626207579
4.2e-07, 0.0001, 295, -30.3964843491, -32.3230870972, -30.4482183986, -32.4009945558, 0.998300917023, 0.997595522616
4.25e-07, 0.0001, 295, -29.041960206, -30.9073238899, -29.0918496093, -30.9827873316, 0.998285107207, 0.997564343035
4.3e-07, 0.0001, 295, -27.761709532, -29.5683984716, -27.8098396941, -29.6415231712, 0.998269311775, 0.997533031649
4.35e-07, 0.0001, 295, -26.5509083598, -28.301354167, -26.5973557552, -28.3722355533, 0.998253683719, 0.997501734183
4.4e-07, 0.0001, 295, -25.4051148291, -27.1016248583, -25.4499274764, -27.1703287468, 0.998239183695, 0.997471363368
4.45e-07, 0.0001, 295, -24.3201673446, -25.964931556, -24.3634163439, -26.0315464492, 0.998224838479, 0.997440993631
4.5e-07, 0.0001, 295, -23.292221559, -24.887319732, -23.3339877749, -24.951943379, 0.998210069518, 0.997410075598
4.55e-07, 0.0001, 295, -22.3177245579, -23.8651330476, -22.3580858584, -23.9278595237, 0.998194778357, 0.997378517036
4.6e-07, 0.0001, 295, -21.3933913429, -22.8949894112, -21.4324104338, -22.9558967642, 0.998179435252, 0.997346766558
4.65e-07, 0.0001, 295, -20.5161755397, -21.9737510123, -20.5538962709, -22.0328976356, 0.998164789264, 0.997315531333
4.7e-07, 0.0001, 295, -19.6832189713, -21.0984732459, -19.71969414, -21.1559260113, 0.998150317725, 0.997284318099
4.75e-07, 0.0001, 295, -18.8918754276, -20.2664284985, -18.9271535812, -20.3222495145, 0.998136108872, 0.997253206839
4.8e-07, 0.0001, 295, -18.1396858646, -19.4750812296, -18.1738072066, -19.5293234911, 0.998122498957, 0.997222522249
4.85e-07, 0.0001, 295, -17.4243327384, -18.722040997, -17.4573563849, -18.774776389, 0.998108324892, 0.997191157382
4.9e-07, 0.0001, 295, -16.7436865833, -18.0051102175, -16.7756581729, -18.056396407, 0.998094167796, 0.997159666397
4.95e-07, 0.0001, 295, -16.0957300856, -17.3222065226, -16.1267133764, -17.3721192938, 0.998078759749, 0.997126846161
5e-07, 0.0001, 295, -15.4786421911, -16.6714487052, -15.5086556325, -16.720017188, 0.998064729646, 0.997095189417
5.05e-07, 0.0001, 295, -14.8906690671, -16.0510248887, -14.9197414145, -16.0982883978, 0.998051417479, 0.997064066195
5.1e-07, 0.0001, 295, -14.3301711539, -15.4592406973, -14.3583408773, -15.5052480374, 0.998038093418, 0.997032789158
5.15e-07, 0.0001, 295, -13.7956223674, -14.8945182185, -13.8229294639, -14.9393194394, 0.998024507278, 0.997001120356
5.2e-07, 0.0001, 295, -13.2856016152, -14.3553874855, -13.3120802012, -14.3990262704, 0.998010935512, 0.99696932389
5.25e-07, 0.0001, 295, -12.7987748846, -13.8404680431, -12.8244566263, -13.882985289, 0.997997440166, 0.996937456529
5.3e-07, 0.0001, 295, -12.3338845337, -13.3484581071, -12.3588062846, -13.3898996881, 0.99798348236, 0.996905011844
5.35e-07, 0.0001, 295, -11.8897705881, -12.8781562147, -11.9139547475, -12.9185529667, 0.997970098096, 0.996872966181
5.4e-07, 0.0001, 295, -11.465327581, -12.4284171428, -11.4888001071, -12.4678032893, 0.99795692101, 0.996840971451
5.45e-07, 0.0001, 295, -11.0595194298, -11.9981671899, -11.0823079034, -12.0365782864, 0.997943706871, 0.996808802672
5.5e-07, 0.0001, 295, -10.6713788579, -11.5864033765, -10.693506447, -11.623870259, 0.997930745246, 0.996776729124
5.55e-07, 0.0001, 295, -10.2999906255, -11.1921764492, -10.3214825043, -11.2287317543, 0.997917752733, 0.996744484965
5.6e-07, 0.0001, 295, -9.94449775673, -10.8145971848, -9.9653773135, -10.8502714777, 0.997904790144, 0.996712128998
5.65e-07, 0.0001, 295, -9.60409511699, -10.4528297498, -9.62438290379, -10.4876505167, 0.997892042846, 0.996679831492
5.7e-07, 0.0001, 295, -9.27801476676, -10.1060768387, -9.29773869114, -10.1400788461, 0.997878632102, 0.99664677091
5.75e-07, 0.0001, 295, -8.9655545888, -9.7736088666, -8.98472832981, -9.80681209534, 0.997865963186, 0.996614268896
5.8e-07, 0.0001, 295, -8.66603390221, -9.45471848781, -8.68467679666, -9.48714855416, 0.997853357714, 0.996581684564
5.85e-07, 0.0001, 295, -8.37881747151, -9.1487452861, -8.39694769038, -9.18042639772, 0.997840856042, 0.996549058808
5.9e-07, 0.0001, 295, -8.10331155139, -8.85507160009, -8.12094072702, -8.88602111295, 0.997829170755, 0.99651705612
5.95e-07, 0.0001, 295, -7.83893308818, -8.57309101508, -7.8560894175, -8.60334311105, 0.997816174383, 0.996483681334
6e-07, 0.0001, 295, -7.58516487174, -8.30226497021, -7.60185891135, -8.33183551031, 0.99780395298, 0.996450897277
6.05e-07, 0.0001, 295, -7.34149533515, -8.04206082184, -7.35774399447, -8.07097207661, 0.997791624807, 0.996417872036
6.1e-07, 0.0001, 295, -7.10744979228, -7.79198406263, -7.12326722758, -7.82025530819, 0.997779469056, 0.996384869235
6.15e-07, 0.0001, 295, -6.88257675088, -7.5515641843, -6.89797721594, -7.57921465478, 0.997767394037, 0.996351802695
6.2e-07, 0.0001, 295, -6.66644985532, -7.32035669996, -6.68144699904, -7.34740485984, 0.99775540482, 0.996318678444
6.25e-07, 0.0001, 295, -6.45866966209, -7.0979449148, -6.47327255142, -7.12440441675, 0.997744125677, 0.996286075241
6.3e-07, 0.0001, 295, -6.25884619365, -6.88392210495, -6.27307138647, -6.90981413051, 0.997732340039, 0.996252862222
6.35e-07, 0.0001, 295, -6.06662141001, -6.67791448413, -6.08048125455, -6.70325577638, 0.99772060073, 0.996219554633
6.4e-07, 0.0001, 295, -5.88165260454, -6.47956418511, -5.8951589296, -6.50437084909, 0.99770891248, 0.996186154732
6.45e-07, 0.0001, 295, -5.70361165734, -6.28852849779, -5.71677907651, -6.31281939525, 0.99769670666, 0.996152131728
6.5e-07, 0.0001, 295, -5.53219702151, -6.10449223735, -5.54503319425, -6.1282789232, 0.997685104436, 0.996118537333
6.55e-07, 0.0001, 295, -5.36711020026, -5.92714339709, -5.37962862803, -5.95044338408, 0.99767299406, 0.996084327588
6.6e-07, 0.0001, 295, -5.20807737382, -5.75619556234, -5.22028764685, -5.77902221985, 0.997660996125, 0.996050083103
6.65e-07, 0.0001, 295, -5.05483815365, -5.59137629751, -5.06674658068, -5.61373947265, 0.99764968963, 0.996016349664
6.7e-07, 0.0001, 295, -4.90714212099, -5.43242348222, -4.91875501338, -5.45433295148, 0.997639058591, 0.995983107476
6.75e-07, 0.0001, 295, -4.76474219396, -5.27907852731, -4.77607502736, -5.30055345206, 0.997627165961, 0.995948550478
6.8e-07, 0.0001, 295, -4.62742621405, -5.1311190208, -4.63848049649, -5.15216402623, 0.997616831105, 0.995915307563
6.85e-07, 0.0001, 295, -4.49497181987, -4.98831206298, -4.50575642327, -5.00893929703, 0.997606483266, 0.995881915747
6.9e-07, 0.0001, 295, -4.36716889571, -4.85043744842, -4.37769831803, -4.87066481685, 0.997594758353, 0.99584710318
6.95e-07, 0.0001, 295, -4.24383359734, -4.71730223753, -4.25411161659, -4.73713646533, 0.997583979883, 0.995813034321
7e-07, 0.0001, 295, -4.12477979882, -4.58871118191, -4.134811134, -4.60815988423, 0.997573931466, 0.995779507915
7.05e-07, 0.0001, 295, -4.00982175283, -4.4644694555, -4.01962055201, -4.48354994718, 0.997562257668, 0.995744333864
7.1e-07, 0.0001, 295, -3.89880234812, -4.34441195579, -3.90837193744, -4.36313026118, 0.99755151519, 0.995709890775
7.15e-07, 0.0001, 295, -3.79156173942, -4.22837077985, -3.80090529018, -4.24673269865, 0.997541756489, 0.995676224499
7.2e-07, 0.0001, 295, -3.68793428101, -4.11617203608, -3.69706811823, -4.1341969573, 0.997529437671, 0.995640042937
7.25e-07, 0.0001, 295, -3.58779082689, -4.0076797609, -3.59671503814, -4.02537014626, 0.99751878835, 0.99560527735
