# L (m), R (m), T (K), F'_Drude (mPa), F'_Plasma (N/m), F'_PFA_Drude (N/m), F'_PFA_Plasma (N/m), F'_Drude/F'_PFA_Drude, F'_Plasma/F'_PFA_Plasma, F'_Plasma_xi0 (N/m), F'_Plasma_xi0/F'_PFA_Plasma_xi0
1.65e-07, 0.0001, 295, 0.000630986739243, 0.000644395335326, 0.000631463524966, 0.000644964221058, 0.999244951284, 0.999117957689, 1.34085960829e-05, 0.993178128885
1.7e-07, 0.0001, 295, 0.000565969902731, 0.000578454004099, 0.000566409865365, 0.000578981479949, 0.999223243342, 0.999088959028, 1.24841013684e-05, 0.993038824471
1.75e-07, 0.0001, 295, 0.000509162791618, 0.000520805560729, 0.0005095700203, 0.000521296043213, 0.999200838617, 0.999059109521, 1.16427691115e-05, 0.992900081982
1.8e-07, 0.0001, 295, 0.000459345649269, 0.00047022108852, 0.000459723043489, 0.000470677773733, 0.999179083526, 0.999029728534, 1.08754392506e-05, 0.992761940126
1.85e-07, 0.0001, 295, 0.000415505283826, 0.000425679421527, 0.000415855704684, 0.000426105440975, 0.999157349883, 0.999000201812, 1.01741377014e-05, 0.992624338113
1.9e-07, 0.0001, 295, 0.000376796989996, 0.000386328892332, 0.000377122877721, 0.000386726932509, 0.999135857982, 0.998970746169, 9.53190233581e-06, 0.992487292702
1.95e-07, 0.0001, 295, 0.000342512834483, 0.000351455469335, 0.000342816262447, 0.00035182782878, 0.999114896236, 0.998941643002, 8.94263485156e-06, 0.992350776977
2e-07, 0.0001, 295, 0.000312056186912, 0.000320457164881, 0.00031233953028, 0.000320806425462, 0.99909283539, 0.998911304285, 8.40097796883e-06, 0.992214712579
2.05e-07, 0.0001, 295, 0.000284924171526, 0.000292826386962, 0.000285188455418, 0.000293153761133, 0.999073300873, 0.998883268051, 7.90221543672e-06, 0.9920793651
2.1e-07, 0.0001, 295, 0.000260687710979, 0.000268129887312, 0.000260934941078, 0.000268437556156, 0.999052522067, 0.998853853208, 7.44217633242e-06, 0.991944309469
2.15e-07, 0.0001, 295, 0.00023898248695, 0.000245999658922, 0.000239214107683, 0.000246289226894, 0.999031743007, 0.998824276743, 7.01717197178e-06, 0.99180971548
2.2e-07, 0.0001, 295, 0.000219496505506, 0.000226120432222, 0.000219713802371, 0.00022639333238, 0.999011000388, 0.998794575109, 6.62392671603e-06, 0.991675568068
2.25e-07, 0.0001, 295, 0.000201961960893, 0.000208221487148, 0.000202166034015, 0.000208478955754, 0.998990566724, 0.998765013932, 6.2595262547e-06, 0.991541874569
2.3e-07, 0.0001, 295, 0.000186148072157, 0.000192069443734, 0.000186339947709, 0.000192312632931, 0.998970292985, 0.998735448665, 5.92137157667e-06, 0.991408613799
2.35e-07, 0.0001, 295, 0.000171855426725, 0.000177462566793, 0.000172036036325, 0.000177692524854, 0.998950164143, 0.998705865307, 5.60714006822e-06, 0.991275778047
2.4e-07, 0.0001, 295, 0.000158911194393, 0.000164225946165, 0.000159081351074, 0.000164443594236, 0.998930379458, 0.998676457587, 5.31475177223e-06, 0.991143372466
2.45e-07, 0.0001, 295, 0.000147165017651, 0.000152207357619, 0.000147325522489, 0.000152413597365, 0.99891054289, 0.99864684156, 5.04233996858e-06, 0.991011353245
2.5e-07, 0.0001, 295, 0.000136485853931, 0.000141274080385, 0.000136637441881, 0.000141469740317, 0.998890582641, 0.998616948527, 4.78822645395e-06, 0.990879705918
2.55e-07, 0.0001, 295, 0.000126759233763, 0.00013131013362, 0.000126902483272, 0.000131495878998, 0.998871184349, 0.99858744335, 4.55089985674e-06, 0.9907484851
2.6e-07, 0.0001, 295, 0.000117884715912, 0.000122213711872, 0.000118020169503, 0.000122390166202, 0.998852284396, 0.99855826382, 4.32899595908e-06, 0.99061767243
