# L (m), R (m), T (K), F_Drude, F_Plasma, F_PFA_Drude, F_PFA_Plasma, F_Drude/F_PFA_Drude, F_Plasma/F_PFA_Plasma
4.65e-07, 0.0001, 295, -2.03221671694e-12, -2.26281720523e-12, -2.03700023719e-12, -2.27338500753e-12, 0.997651684, 0.995351512279
4.7e-07, 0.0001, 295, -1.9690828655e-12, -2.19517115759e-12, -1.97374987408e-12, -2.20555584492e-12, 0.997635460984, 0.995291578151
4.75e-07, 0.0001, 295, -1.90849980259e-12, -2.13020628921e-12, -1.91305412319e-12, -2.14041307204e-12, 0.997619345665, 0.995231395769
4.8e-07, 0.0001, 295, -1.85034064703e-12, -2.06779074984e-12, -1.85478602262e-12, -2.07782471759e-12, 0.997603294647, 0.995170926755
4.85e-07, 0.0001, 295, -1.79448620192e-12, -2.00780061159e-12, -1.79882609328e-12, -2.0176665289e-12, 0.997587375801, 0.995110233942
4.9e-07, 0.0001, 295, -1.74082403975e-12, -1.95011893345e-12, -1.74506182963e-12, -1.95982144946e-12, 0.997571553162, 0.995049285734
4.95e-07, 0.0001, 295, -1.68924830702e-12, -1.89463555834e-12, -1.69338722966e-12, -1.9041791366e-12, 0.997555832141, 0.994988088002
5e-07, 0.0001, 295, -1.63965920022e-12, -1.84124657644e-12, -1.64370236055e-12, -1.85063551558e-12, 0.997540211401, 0.994926640569
5.05e-07, 0.0001, 295, -1.59196256402e-12, -1.78985391268e-12, -1.59591295738e-12, -1.79909236747e-12, 0.99752468119, 0.994864935806
5.1e-07, 0.0001, 295, -1.54606961071e-12, -1.74036503735e-12, -1.54993005191e-12, -1.74945694777e-12, 0.997509280375, 0.994803009913
5.15e-07, 0.0001, 295, -1.50189631192e-12, -1.69269234321e-12, -1.50566962862e-12, -1.70164163296e-12, 0.997493927863, 0.994740790554
5.2e-07, 0.0001, 295, -1.45936347155e-12, -1.64675321792e-12, -1.46305230634e-12, -1.65556359326e-12, 0.99747867197, 0.994678322609
5.25e-07, 0.0001, 295, -1.4183961276e-12, -1.60246943073e-12, -1.42200304293e-12, -1.61114448884e-12, 0.997463496755, 0.994615592722
5.3e-07, 0.0001, 295, -1.37892346244e-12, -1.55976703944e-12, -1.3824508613e-12, -1.56831018805e-12, 0.997448445398, 0.994552641006
5.35e-07, 0.0001, 295, -1.34087829363e-12, -1.5185758676e-12, -1.34432859495e-12, -1.52699050557e-12, 0.99743343902, 0.994489397326
5.4e-07, 0.0001, 295, -1.30419718566e-12, -1.47882961769e-12, -1.30757265168e-12, -1.4871189591e-12, 0.997418525073, 0.994425905633
5.45e-07, 0.0001, 295, -1.26882002041e-12, -1.44046542999e-12, -1.27212279384e-12, -1.44863254318e-12, 0.997403730635, 0.994362191274
5.5e-07, 0.0001, 295, -1.23468974222e-12, -1.40342362068e-12, -1.23792193383e-12, -1.41147151845e-12, 0.997389018219, 0.994298221634
5.55e-07, 0.0001, 295, -1.20175223326e-12, -1.36764755284e-12, -1.20491594379e-12, -1.37557921557e-12, 0.997374330926, 0.99423394695
5.6e-07, 0.0001, 295, -1.16995628175e-12, -1.33308360213e-12, -1.1730534783e-12, -1.34090185249e-12, 0.997359714111, 0.994169408935
5.65e-07, 0.0001, 295, -1.13925330531e-12, -1.29968087326e-12, -1.14228580915e-12, -1.30738836404e-12, 0.997345231975, 0.99410466622
5.7e-07, 0.0001, 295, -1.10959703695e-12, -1.26739087691e-12, -1.11256667111e-12, -1.27499024288e-12, 0.997330825886, 0.994039667355
5.75e-07, 0.0001, 295, -1.08094359293e-12, -1.23616759815e-12, -1.08385211813e-12, -1.24366139104e-12, 0.997316492583, 0.993974410603
5.8e-07, 0.0001, 295, -1.05325120809e-12, -1.20596722415e-12, -1.05610038898e-12, -1.21335798136e-12, 0.997302168511, 0.993908840327
5.85e-07, 0.0001, 295, -1.02648036326e-12, -1.17674827403e-12, -1.02927178172e-12, -1.18403832775e-12, 0.997287967568, 0.99384305934
5.9e-07, 0.0001, 295, -1.00059330821e-12, -1.14847110904e-12, -1.0033285364e-12, -1.15566276412e-12, 0.997273845912, 0.993777029683
5.95e-07, 0.0001, 295, -9.7555414948e-13, -1.12109802146e-12, -9.78234725198e-13, -1.12819353082e-12, 0.997259782699, 0.99371073387
6e-07, 0.0001, 295, -9.51328747648e-13, -1.0945931287e-12, -9.53956149757e-13, -1.10159466855e-12, 0.997245783143, 0.993644177801
6.05e-07, 0.0001, 295, -9.27884537682e-13, -1.06892218784e-12, -9.30460244919e-13, -1.07583191881e-12, 0.997231792276, 0.993577313662
6.1e-07, 0.0001, 295, -9.05190704429e-13, -1.04405277582e-12, -9.07715988651e-13, -1.05087263075e-12, 0.997217979793, 0.993510293509
6.15e-07, 0.0001, 295, -8.83217581796e-13, -1.01995367104e-12, -8.85693817448e-13, -1.02668567364e-12, 0.997204185461, 0.993442976004
6.2e-07, 0.0001, 295, -8.61937060586e-13, -9.96595272206e-13, -8.64365547129e-13, -1.00324135489e-12, 0.997190440374, 0.993375390026
6.25e-07, 0.0001, 295, -8.41322313908e-13, -9.73949315456e-13, -8.43704298447e-13, -9.80511343031e-13, 0.997176754292, 0.993307545475
6.3e-07, 0.0001, 295, -8.21347685864e-13, -9.519887592e-13, -8.23684427241e-13, -9.58468595367e-13, 0.997163062334, 0.993239386039
6.35e-07, 0.0001, 295, -8.0198889878e-13, -9.30687997325e-13, -8.04281458883e-13, -9.37087290073e-13, 0.997149554951, 0.993171081482
6.4e-07, 0.0001, 295, -7.83222412191e-13, -9.10022198595e-13, -7.85472026562e-13, -9.16342762222e-13, 0.997135971371, 0.993102402412
6.45e-07, 0.0001, 295, -7.6502610914e-13, -8.89968012716e-13, -7.67233813365e-13, -8.9621144374e-13, 0.997122514432, 0.99303352901
6.5e-07, 0.0001, 295, -7.47378630953e-13, -8.70502885758e-13, -7.49545497742e-13, -8.76670806845e-13, 0.997109092382, 0.992964381797
6.55e-07, 0.0001, 295, -7.30259659257e-13, -8.5160534919e-13, -7.32386702184e-13, -8.57699310805e-13, 0.99709573792, 0.992894990659
6.6e-07, 0.0001, 295, -7.13649780967e-13, -8.33254881185e-13, -7.15737944901e-13, -8.39276351788e-13, 0.997082502124, 0.9928254018
6.65e-07, 0.0001, 295, -6.97530295605e-13, -8.15431707205e-13, -6.99580594343e-13, -8.21382215643e-13, 0.997069245838, 0.992755493941
6.7e-07, 0.0001, 295, -6.81883500153e-13, -7.98117093593e-13, -6.83896826249e-13, -8.03998033303e-13, 0.997056096741, 0.992685380478
6.75e-07, 0.0001, 295, -6.66692273226e-13, -7.81292918481e-13, -6.68669583253e-13, -7.8710573881e-13, 0.997042919139, 0.99261494353
6.8e-07, 0.0001, 295, -6.51940382768e-13, -7.6494198868e-13, -6.53882536726e-13, -7.70688029668e-13, 0.997029812163, 0.992544271136
6.85e-07, 0.0001, 295, -6.37612237041e-13, -7.49047783335e-13, -6.39520050787e-13, -7.54728329426e-13, 0.997016803861, 0.992473389604
6.9e-07, 0.0001, 295, -6.23692812108e-13, -7.33594377218e-13, -6.2556714832e-13, -7.39210752338e-13, 0.997003780941, 0.992402200452
6.95e-07, 0.0001, 295, -6.10167809214e-13, -7.18566604399e-13, -6.12009478916e-13, -7.24120070014e-13, 0.99699078239, 0.992330739272
7e-07, 0.0001, 295, -5.97023511038e-13, -7.03949908998e-13, -5.98833288511e-13, -7.09441679824e-13, 0.996977827539, 0.992259024269
7.05e-07, 0.0001, 295, -5.84246762138e-13, -6.89730324723e-13, -5.86025390768e-13, -6.95161575105e-13, 0.996964929067, 0.992187067617
7.1e-07, 0.0001, 295, -5.71824971936e-13, -6.75894478343e-13, -5.73573139978e-13, -6.81266316942e-13, 0.996952144513, 0.992114921192
7.15e-07, 0.0001, 295, -5.59745934264e-13, -6.62429401484e-13, -5.61464405433e-13, -6.67743007471e-13, 0.996939305232, 0.992042438592
7.2e-07, 0.0001, 295, -5.47998084389e-13, -6.49322797847e-13, -5.4968754717e-13, -6.54579264609e-13, 0.996926503449, 0.99196970169
7.25e-07, 0.0001, 295, -5.36570271776e-13, -6.36562807194e-13, -5.3823139305e-13, -6.4176319815e-13, 0.996913741384, 0.991896713662
7.3e-07, 0.0001, 295, -5.25451837408e-13, -6.24138085783e-13, -5.27085216976e-13, -6.29283387056e-13, 0.996901109129, 0.991823554572
7.35e-07, 0.0001, 295, -5.14632442274e-13, -6.12037627347e-13, -5.1623871833e-13, -6.17128858013e-13, 0.996888501387, 0.991750133542
7.4e-07, 0.0001, 295, -5.04102168336e-13, -6.00250868716e-13, -5.05682002457e-13, -6.05289065056e-13, 0.996875834787, 0.991676379715
7.45e-07, 0.0001, 295, -4.93851581856e-13, -5.88767755061e-13, -4.95405562165e-13, -5.93753870263e-13, 0.996863215862, 0.991602387031
7.5e-07, 0.0001, 295, -4.83871581543e-13, -5.77578582139e-13, -4.85400260181e-13, -5.82513525437e-13, 0.996850684346, 0.991528191051
7.55e-07, 0.0001, 295, -4.7415338655e-13, -5.66673983991e-13, -4.75657312507e-13, -5.71558654717e-13, 0.996838215419, 0.991453771742
