# L (m), R (m), T (K), F_Drude, F_Plasma, F_PFA_Drude, F_PFA_Plasma, F_Drude/F_PFA_Drude, F_Plasma/F_PFA_Plasma
1.65e-07, 0.0001, 295, -3.82912130108e-11, -3.96805131673e-11, -3.83330331753e-11, -3.97388023794e-11, 0.998909030646, 0.998533191527
1.7e-07, 0.0001, 295, -3.53025280687e-11, -3.66271332156e-11, -3.53420583386e-11, -3.66826836442e-11, 0.998881494976, 0.998485649819
1.75e-07, 0.0001, 295, -3.26178449871e-11, -3.38821656012e-11, -3.26552590829e-11, -3.39351730691e-11, 0.998854270433, 0.99843797856
1.8e-07, 0.0001, 295, -3.01992608471e-11, -3.14073150291e-11, -3.02347148237e-11, -3.14579561345e-11, 0.998827375195, 0.998390197215
1.85e-07, 0.0001, 295, -2.80144361275e-11, -2.91698923565e-11, -2.80480718692e-11, -2.92183281112e-11, 0.99880078239, 0.998342281785
1.9e-07, 0.0001, 295, -2.60356617698e-11, -2.71418761776e-11, -2.60676078166e-11, -2.71882529584e-11, 0.998774492579, 0.998294234613
1.95e-07, 0.0001, 295, -2.4239098441e-11, -2.52991474068e-11, -2.42694722608e-11, -2.5343599341e-11, 0.998748476298, 0.998246029159
2e-07, 0.0001, 295, -2.26041594289e-11, -2.3620868172e-11, -2.26330671452e-11, -2.36635169636e-11, 0.998722766291, 0.998197698521
2.05e-07, 0.0001, 295, -2.1113026205e-11, -2.20889940871e-11, -2.11405384051e-11, -2.21299247613e-11, 0.99869860457, 0.998150437715
2.1e-07, 0.0001, 295, -1.97501190168e-11, -2.06877412345e-11, -1.97763568195e-11, -2.0727088776e-11, 0.998673274205, 0.998101636852
2.15e-07, 0.0001, 295, -1.85019265698e-11, -1.9403414288e-11, -1.85269707761e-11, -1.94412723467e-11, 0.998648229838, 0.998052696449
2.2e-07, 0.0001, 295, -1.73565924188e-11, -1.82239899779e-11, -1.7380517306e-11, -1.82604449126e-11, 0.998623465187, 0.998003611913
2.25e-07, 0.0001, 295, -1.63037066279e-11, -1.71389069987e-11, -1.63265805791e-11, -1.71740385656e-11, 0.998598974778, 0.99795437941
2.3e-07, 0.0001, 295, -1.53341032684e-11, -1.61388618181e-11, -1.53559892309e-11, -1.61727436825e-11, 0.998574760497, 0.997905002079
2.35e-07, 0.0001, 295, -1.443968913e-11, -1.52156359103e-11, -1.44606456139e-11, -1.52483366953e-11, 0.998550791957, 0.997855452325
2.4e-07, 0.0001, 295, -1.36133004231e-11, -1.43619511645e-11, -1.36333814074e-11, -1.43935344001e-11, 0.998527072357, 0.997805734523
2.45e-07, 0.0001, 295, -1.28485796772e-11, -1.35713456446e-11, -1.28678350753e-11, -1.36018702738e-11, 0.99850360235, 0.997755850592
2.5e-07, 0.0001, 295, -1.21398713792e-11, -1.28380682235e-11, -1.21583475154e-11, -1.28675891156e-11, 0.99848037439, 0.997705794628
2.55e-07, 0.0001, 295, -1.14821328876e-11, -1.21569886114e-11, -1.14998729035e-11, -1.21855570029e-11, 0.998457372866, 0.997655553087
2.6e-07, 0.0001, 295, -1.08708583671e-11, -1.15235205081e-11, -1.08879022827e-11, -1.15511840934e-11, 0.998434600608, 0.997605129902
2.65e-07, 0.0001, 295, -1.03020125633e-11, -1.09335546791e-11, -1.03183978761e-11, -1.09603582397e-11, 0.998412029371, 0.997554499582
2.7e-07, 0.0001, 295, -9.77197504194e-12, -1.03834025816e-11, -9.78773645576e-12, -1.04093877385e-11, 0.998389677339, 0.997503680576
2.75e-07, 0.0001, 295, -9.27749057446e-12, -9.86974619603e-12, -9.29266038172e-12, -9.89495181615e-12, 0.998367549589, 0.997452678842
2.8e-07, 0.0001, 295, -8.81562679463e-12, -9.38959519232e-12, -8.83023515886e-12, -9.41405769386e-12, 0.998345642673, 0.997401492286
2.85e-07, 0.0001, 295, -8.38373737737e-12, -8.94024966997e-12, -8.3978125499e-12, -8.96400325931e-12, 0.99832394776, 0.99735011371
2.9e-07, 0.0001, 295, -7.97942976348e-12, -8.51926748918e-12, -7.99299843549e-12, -8.54234453241e-12, 0.998302430293, 0.997298511769
2.95e-07, 0.0001, 295, -7.60053779475e-12, -8.1244365565e-12, -7.61362474445e-12, -8.1468672416e-12, 0.998281114432, 0.99724671037
3e-07, 0.0001, 295, -7.24509624073e-12, -7.75374903023e-12, -7.25772488141e-12, -7.77556193352e-12, 0.998259972527, 0.997194684644
3.05e-07, 0.0001, 295, -6.91132007762e-12, -7.40538031955e-12, -6.92351216806e-12, -7.42660212797e-12, 0.99823903098, 0.997142460568
3.1e-07, 0.0001, 295, -6.59758494724e-12, -7.07766928212e-12, -6.6093608874e-12, -7.09832510419e-12, 0.998218293666, 0.997090042825
3.15e-07, 0.0001, 295, -6.30241030518e-12, -6.76910114001e-12, -6.31378958154e-12, -6.78921496574e-12, 0.998197710549, 0.997037385643
3.2e-07, 0.0001, 295, -6.02444559233e-12, -6.47829344669e-12, -6.03544630643e-12, -6.49788768459e-12, 0.998177315555, 0.996984521917
3.25e-07, 0.0001, 295, -5.76245634356e-12, -6.20398200083e-12, -5.77309558728e-12, -6.22307786588e-12, 0.998157098985, 0.996931443658
3.3e-07, 0.0001, 295, -5.51531301563e-12, -5.94500950463e-12, -5.52560685773e-12, -5.9636270142e-12, 0.998137065782, 0.99687815661
3.35e-07, 0.0001, 295, -5.28198055491e-12, -5.70031497284e-12, -5.29194419447e-12, -5.7184731112e-12, 0.99811720623, 0.996824652664
3.4e-07, 0.0001, 295, -5.06150933594e-12, -5.46892453182e-12, -5.07115718688e-12, -5.48664134252e-12, 0.99809750505, 0.996770918746
3.45e-07, 0.0001, 295, -4.8530270992e-12, -5.24994322642e-12, -4.86237280066e-12, -5.26723583151e-12, 0.99807795456, 0.996716948768
3.5e-07, 0.0001, 295, -4.65573164042e-12, -5.04254759197e-12, -4.6647881168e-12, -5.05943225971e-12, 0.998058544966, 0.996662734696
3.55e-07, 0.0001, 295, -4.46888464288e-12, -4.84597938203e-12, -4.47766383974e-12, -4.86247126709e-12, 0.998039335426, 0.996608332647
3.6e-07, 0.0001, 295, -4.29180497986e-12, -4.659538764e-12, -4.30031848479e-12, -4.67565254053e-12, 0.998020261766, 0.996553683921
3.65e-07, 0.0001, 295, -4.12386451367e-12, -4.48258003832e-12, -4.1321231659e-12, -4.49832951148e-12, 0.998001353809, 0.996498817369
3.7e-07, 0.0001, 295, -3.96448279328e-12, -4.31450624707e-12, -3.97249691399e-12, -4.32990459143e-12, 0.997982598633, 0.99644372202
3.75e-07, 0.0001, 295, -3.81312304221e-12, -4.15476508875e-12, -3.82090246684e-12, -4.16982488607e-12, 0.997963982411, 0.996388386148
3.8e-07, 0.0001, 295, -3.66928843696e-12, -4.0028451276e-12, -3.6768424765e-12, -4.01757833304e-12, 0.997945509065, 0.996332814392
3.85e-07, 0.0001, 295, -3.53251861185e-12, -3.85827223473e-12, -3.53985608926e-12, -3.87269021806e-12, 0.997927182004, 0.996277010937
3.9e-07, 0.0001, 295, -3.40238648782e-12, -3.72060635775e-12, -3.40951585659e-12, -3.73472002702e-12, 0.997908979141, 0.996220956546
3.95e-07, 0.0001, 295, -3.27849569933e-12, -3.58943889485e-12, -3.28542494173e-12, -3.60325859846e-12, 0.997890914408, 0.996164665058
4e-07, 0.0001, 295, -3.16047800307e-12, -3.4643900544e-12, -3.16721459057e-12, -3.47792554459e-12, 0.997873024608, 0.996108171373
4.05e-07, 0.0001, 295, -3.04799147065e-12, -3.34510701253e-12, -3.0545418388e-12, -3.3583669125e-12, 0.997855531697, 0.996051682167
4.1e-07, 0.0001, 295, -2.94071539525e-12, -3.23125872211e-12, -2.94708743057e-12, -3.24425306023e-12, 0.997837853314, 0.995994659515
4.15e-07, 0.0001, 295, -2.8383537403e-12, -3.12253941436e-12, -2.84455392748e-12, -3.13527672667e-12, 0.997820330591, 0.995937420067
4.2e-07, 0.0001, 295, -2.74062929849e-12, -3.01866265407e-12, -2.74666398773e-12, -3.03115127435e-12, 0.997802902258, 0.995879908605
4.25e-07, 0.0001, 295, -2.64728372355e-12, -2.91936136162e-12, -2.65315879937e-12, -2.9316090891e-12, 0.997785629782, 0.995822182594
4.3e-07, 0.0001, 295, -2.55807547208e-12, -2.82438571625e-12, -2.5637966511e-12, -2.83640011976e-12, 0.997768473945, 0.995764207091
4.35e-07, 0.0001, 295, -2.47277890635e-12, -2.73350223497e-12, -2.47835162842e-12, -2.74529054549e-12, 0.99775144011, 0.995705988008
4.4e-07, 0.0001, 295, -2.39118295596e-12, -2.6464924061e-12, -2.39661242168e-12, -2.65806155704e-12, 0.997734524916, 0.995647523318
4.45e-07, 0.0001, 295, -2.31309005254e-12, -2.56315159956e-12, -2.31838123634e-12, -2.57450824213e-12, 0.99771772489, 0.995588810949
4.5e-07, 0.0001, 295, -2.23831519348e-12, -2.48328810804e-12, -2.24347279507e-12, -2.49443856447e-12, 0.997701063455, 0.995529873297
4.55e-07, 0.0001, 295, -2.16668478102e-12, -2.40672196165e-12, -2.17171342315e-12, -2.41767242767e-12, 0.997684481719, 0.995470657688
4.6e-07, 0.0001, 295, -2.09803618224e-12, -2.33328447327e-12, -2.10294020964e-12, -2.34404081638e-12, 0.997668013875, 0.995411196324
