# R=0.000216
# T=300
# R/L, L (in m), F (in N), F_pfa (in N), 1-F/F_PFA
330.578512397, 6.534e-07, -1.58802926865e-12, -1.59010091403e-12, 0.00130283893397
312.5, 6.912e-07, -1.33914620007e-12, -1.34095174199e-12, 0.00134646300873
296.296296296, 7.29e-07, -1.13887904775e-12, -1.14046218112e-12, 0.00138815069443
281.690140845, 7.668e-07, -9.76010751414e-13, -9.7740655271e-13, 0.00142806623514
268.456375839, 8.046e-07, -8.42279348315e-13, -8.43517103012e-13, 0.00146737356383
256.41025641, 8.424e-07, -7.3151193842e-13, -7.3261490375e-13, 0.00150551855369
245.398773006, 8.802e-07, -6.3903297259e-13, -6.40020480776e-13, 0.00154293216521
235.294117647, 9.18e-07, -5.6125854538e-13, -5.62146873742e-13, 0.00158024246661
225.988700565, 9.558e-07, -4.95411792e-13, -4.9621401828e-13, 0.00161669410803
217.391304348, 9.936e-07, -4.39317694158e-13, -4.40045256215e-13, 0.00165338007275
209.42408377, 1.0314e-06, -3.91257908103e-13, -3.91920354433e-13, 0.00169025752819
202.02020202, 1.0692e-06, -3.49862792463e-13, -3.50467990178e-13, 0.00172682736135
195.12195122, 1.107e-06, -3.1403123264e-13, -3.14586180366e-13, 0.00176405627448
188.679245283, 1.1448e-06, -2.82872119513e-13, -2.83382752655e-13, 0.00180192032857
182.648401826, 1.1826e-06, -2.55659093743e-13, -2.5613035885e-13, 0.00183994239851
176.991150442, 1.2204e-06, -2.31795880547e-13, -2.32232159e-13, 0.00187863065428
171.673819742, 1.2582e-06, -2.10790273917e-13, -2.11195414458e-13, 0.00191832072945
166.666666667, 1.296e-06, -1.92233689029e-13, -1.92610999846e-13, 0.00195892663204
161.943319838, 1.3338e-06, -1.75785063831e-13, -1.76137384861e-13, 0.00200026263643
157.480314961, 1.3716e-06, -1.61158175334e-13, -1.61488019667e-13, 0.00204253129014
153.256704981, 1.4094e-06, -1.48111707749e-13, -1.48421332752e-13, 0.0020861219648
149.253731343, 1.4472e-06, -1.36441376049e-13, -1.36732749304e-13, 0.00213096903296
145.454545455, 1.485e-06, -1.25973469668e-13, -1.26248283047e-13, 0.00217676923801
141.843971631, 1.5228e-06, -1.1655955679e-13, -1.16819361581e-13, 0.00222398742371
138.408304498, 1.5606e-06, -1.08072477777e-13, -1.08318625217e-13, 0.00227243873384
135.135135135, 1.5984e-06, -1.00402796934e-13, -1.00636498257e-13, 0.00232223226787
132.01320132, 1.6362e-06, -9.34560572331e-14, -9.36783770102e-14, 0.00237322404806
129.032258065, 1.674e-06, -8.71503847266e-14, -8.73623127724e-14, 0.00242585205381
126.1829653, 1.7118e-06, -8.14146801445e-14, -8.16170940668e-14, 0.00248004323908
123.456790123, 1.7496e-06, -7.61869966095e-14, -7.63806526623e-14, 0.00253540714879
120.84592145, 1.7874e-06, -7.14131272532e-14, -7.15987332362e-14, 0.00259230819683
118.343195266, 1.8252e-06, -6.70455964966e-14, -6.72237787808e-14, 0.00265058417462
115.942028986, 1.863e-06, -6.30426581882e-14, -6.3213993302e-14, 0.00271039851898
113.636363636, 1.9008e-06, -5.93675483934e-14, -5.95325507379e-14, 0.00277163236739
111.420612813, 1.9386e-06, -5.59878233137e-14, -5.61469250808e-14, 0.00283366839593
109.289617486, 1.9764e-06, -5.28746506473e-14, -5.30283212062e-14, 0.00289789598061
107.238605898, 2.0142e-06, -5.00025486062e-14, -5.01511897704e-14, 0.00296386117442
105.263157895, 2.052e-06, -4.73489020033e-14, -4.74928124987e-14, 0.00303015314992
103.359173127, 2.0898e-06, -4.48934259228e-14, -4.5032946615e-14, 0.00309819149457
101.52284264, 2.1276e-06, -4.26180903945e-14, -4.2753519132e-14, 0.00316766292514
99.7506234414, 2.1654e-06, -4.05067730733e-14, -4.06383632705e-14, 0.00323807817532
98.0392156863, 2.2032e-06, -3.85449866456e-14, -3.86729906484e-14, 0.00330990700687
96.3855421687, 2.241e-06, -3.67197511763e-14, -3.68443938572e-14, 0.00338294833725
94.7867298578, 2.2788e-06, -3.50193953562e-14, -3.51408749718e-14, 0.00345693201026
93.2400932401, 2.3166e-06, -3.34333845683e-14, -3.35518962325e-14, 0.00353218975516
