# R=0.000216
# T=300
# R/L, L (in m), E (in J), E_pfa (in J), 1-E/E_PFA
400, 5.4e-07, -7.65969326313e-19, -7.68937741252e-19, 0.00386040999103
373.831775701, 5.778e-07, -6.69717255614e-19, -6.72570562138e-19, 0.0042423898473
350.877192982, 6.156e-07, -5.90634939058e-19, -5.93389975572e-19, 0.00464287673762
330.578512397, 6.534e-07, -5.24924342123e-19, -5.2759478806e-19, 0.00506154722946
312.5, 6.912e-07, -4.69775547968e-19, -4.72372629844e-19, 0.00549795164172
296.296296296, 7.29e-07, -4.2307447628e-19, -4.25607482899e-19, 0.00595150865564
281.690140845, 7.668e-07, -3.83206530037e-19, -3.85683242667e-19, 0.00642162364129
268.456375839, 8.046e-07, -3.4892195556e-19, -3.51348917498e-19, 0.00690755490273
256.41025641, 8.424e-07, -3.19241586597e-19, -3.21624331206e-19, 0.00740847124219
245.398773006, 8.802e-07, -2.9338973797e-19, -2.9573300576e-19, 0.0079235923786
235.294117647, 9.18e-07, -2.70745796006e-19, -2.7305363549e-19, 0.00845196395139
225.988700565, 9.558e-07, -2.50808585245e-19, -2.53084499256e-19, 0.00899270408738
217.391304348, 9.936e-07, -2.33169991961e-19, -2.35417017902e-19, 0.00954487470926
209.42408377, 1.0314e-06, -2.17495095543e-19, -2.19715870471e-19, 0.0101074852839
202.02020202, 1.0692e-06, -2.03507042508e-19, -2.0570387727e-19, 0.0106795982222
195.12195122, 1.107e-06, -1.90975462702e-19, -1.9315038883e-19, 0.0112602731055
188.679245283, 1.1448e-06, -1.79707482934e-19, -1.81862283112e-19, 0.0118485270367
182.648401826, 1.1826e-06, -1.69540668563e-19, -1.71676924121e-19, 0.012443463609
176.991150442, 1.2204e-06, -1.60337494365e-19, -1.62456608594e-19, 0.0130441860627
171.673819742, 1.2582e-06, -1.51980931427e-19, -1.54084153449e-19, 0.0136498268939
166.666666667, 1.296e-06, -1.44370922032e-19, -1.4645936412e-19, 0.014259532671
161.943319838, 1.3338e-06, -1.37421528623e-19, -1.39496188767e-19, 0.0148725220553
157.480314961, 1.3716e-06, -1.31058637196e-19, -1.33120411077e-19, 0.0154880372093
153.256704981, 1.4094e-06, -1.25218073539e-19, -1.27267768185e-19, 0.0161053711759
149.253731343, 1.4472e-06, -1.19844066212e-19, -1.21882406998e-19, 0.0167238310757
