# R=2.1e-05
# T=300
# R/L, L (in m), F (in N), F_pfa (in N), 1-F/F_PFA
330.578512397, 6.3525e-08, -9.82584736096e-11, -9.84665282469e-11, 0.00211294783083
312.5, 6.72e-08, -8.51460268689e-11, -8.53372232949e-11, 0.00224048098444
296.296296296, 7.0875e-08, -7.43149063451e-11, -7.44911980735e-11, 0.0023666115318
281.690140845, 7.455e-08, -6.52820113415e-11, -6.5445042882e-11, 0.00249112130373
268.456375839, 7.8225e-08, -5.76833828264e-11, -5.78345678412e-11, 0.00261409431001
256.41025641, 8.19e-08, -5.12410020116e-11, -5.13815708774e-11, 0.00273578373247
245.398773006, 8.5575e-08, -4.57398402503e-11, -4.58708514994e-11, 0.00285608932025
235.294117647, 8.925e-08, -4.10116606998e-11, -4.11340322121e-11, 0.00297494570116
225.988700565, 9.2925e-08, -3.69234495483e-11, -3.70379897252e-11, 0.00309250523096
217.391304348, 9.66e-08, -3.33690322688e-11, -3.34764621138e-11, 0.00320911584402
209.42408377, 1.00275e-07, -3.02629445569e-11, -3.03638788431e-11, 0.00332415653359
202.02020202, 1.0395e-07, -2.7535774767e-11, -2.7630769324e-11, 0.00343799898808
195.12195122, 1.07625e-07, -2.51307571299e-11, -2.52203075171e-11, 0.00355072542713
188.679245283, 1.113e-07, -2.30011369031e-11, -2.30856842604e-11, 0.003662328411
182.648401826, 1.14975e-07, -2.11081495013e-11, -2.11880896374e-11, 0.00377288077754
176.991150442, 1.1865e-07, -1.94194661795e-11, -1.94951497404e-11, 0.00388217387047
171.673819742, 1.22325e-07, -1.79079574589e-11, -1.79797052904e-11, 0.00399048985162
166.666666667, 1.26e-07, -1.6550751071e-11, -1.6618849812e-11, 0.00409768075402
161.943319838, 1.29675e-07, -1.53284524122e-11, -1.53931666102e-11, 0.00420408611075
157.480314961, 1.3335e-07, -1.42245556892e-11, -1.42861192553e-11, 0.00430932746403
153.256704981, 1.37025e-07, -1.32249339523e-11, -1.32835615048e-11, 0.00441354168901
149.253731343, 1.407e-07, -1.23174531241e-11, -1.23733408472e-11, 0.00451678522326
145.454545455, 1.44375e-07, -1.14916478942e-11, -1.15449758927e-11, 0.00461915199976
141.843971631, 1.4805e-07, -1.07384563043e-11, -1.07893924362e-11, 0.00472094533488
138.408304498, 1.51725e-07, -1.00500184272e-11, -1.00987063813e-11, 0.00482120702211
135.135135135, 1.554e-07, -9.41946271022e-12, -9.46604432951e-12, 0.0049209170868
132.01320132, 1.59075e-07, -8.84078952074e-12, -8.88539460174e-12, 0.0050200450288
129.032258065, 1.6275e-07, -8.30874035827e-12, -8.35148297896e-12, 0.00511796776722
126.1829653, 1.66425e-07, -7.81867930261e-12, -7.85966861553e-12, 0.0052151451825
123.456790123, 1.701e-07, -7.36651982513e-12, -7.40585650731e-12, 0.00531156418501
120.84592145, 1.73775e-07, -6.94864656372e-12, -6.98642358463e-12, 0.00540720447949
118.343195266, 1.7745e-07, -6.56185231398e-12, -6.59815608375e-12, 0.00550210836248
115.942028986, 1.81125e-07, -6.20328565064e-12, -6.238196295e-12, 0.00559627217718
113.636363636, 1.848e-07, -5.87040632073e-12, -5.90399711579e-12, 0.0056895005885
111.420612813, 1.88475e-07, -5.56094007083e-12, -5.59328315288e-12, 0.00578248609464
109.289617486, 1.9215e-07, -5.27285956008e-12, -5.30401732062e-12, 0.00587437005957
107.238605898, 1.95825e-07, -5.00434021433e-12, -5.03437206885e-12, 0.00596536253441
105.263157895, 1.995e-07, -4.75374109104e-12, -4.78270453683e-12, 0.00605587185458
103.359173127, 2.03175e-07, -4.5195854852e-12, -4.54753503115e-12, 0.00614608700487
101.52284264, 2.0685e-07, -4.30054412661e-12, -4.32752833641e-12, 0.00623547847755
99.7506234414, 2.10525e-07, -4.09541556182e-12, -4.12147744363e-12, 0.00632343186761
98.0392156863, 2.142e-07, -3.90310159501e-12, -3.92828934901e-12, 0.0064118886799
96.3855421687, 2.17875e-07, -3.72262022965e-12, -3.74697262997e-12, 0.0064992202318
94.7867298578, 2.2155e-07, -3.553073182e-12, -3.57662655127e-12, 0.00658535883714
93.2400932401, 2.25225e-07, -3.39363715082e-12, -3.41643149156e-12, 0.00667197360647
91.7431192661, 2.289e-07, -3.24357276608e-12, -3.26564051239e-12, 0.00675755528452
90.2934537246, 2.32575e-07, -3.10219891017e-12, -3.12357191796e-12, 0.00684248941785
88.8888888889, 2.3625e-07, -2.96889430749e-12, -2.9896026761e-12, 0.00692679624962
87.5273522976, 2.39925e-07, -2.84309034355e-12, -2.86316258944e-12, 0.00701051555871
86.2068965517, 2.436e-07, -2.7242657447e-12, -2.743729122e-12, 0.00709376780017
84.9256900212, 2.47275e-07, -2.61194263274e-12, -2.63082279738e-12, 0.00717652464394
83.6820083682, 2.5095e-07, -2.5056824276e-12, -2.52400310219e-12, 0.00725857847608
82.4742268041, 2.54625e-07, -2.40508029128e-12, -2.42286482805e-12, 0.00734029259962
81.3008130081, 2.583e-07, -2.30976463581e-12, -2.32703480351e-12, 0.0074215339097
80.1603206413, 2.61975e-07, -2.21939326991e-12, -2.23616896701e-12, 0.00750198099816
79.0513833992, 2.6565e-07, -2.1336488133e-12, -2.14994974474e-12, 0.00758200579965
77.9727095517, 2.69325e-07, -2.05223854951e-12, -2.06808369389e-12, 0.00766175200017
76.9230769231, 2.73e-07, -1.97489270915e-12, -1.99029938332e-12, 0.00774088275711
75.9013282732, 2.76675e-07, -1.90136092735e-12, -1.91634548668e-12, 0.00781934126086
74.9063670412, 2.8035e-07, -1.83140897555e-12, -1.84598906094e-12, 0.00789825123842
73.9371534196, 2.84025e-07, -1.76482618975e-12, -1.77901399167e-12, 0.00797509293675
72.9927007299, 2.877e-07, -1.70140787369e-12, -1.71521958919e-12, 0.0080524473836
72.0720720721, 2.91375e-07, -1.64096877184e-12, -1.6544193146e-12, 0.00813006874804
71.1743772242, 2.9505e-07, -1.58333985599e-12, -1.59643962758e-12, 0.00820561664942
70.2987697715, 2.98725e-07, -1.52835607077e-12, -1.54111893884e-12, 0.00828155942441
69.4444444444, 3.024e-07, -1.47586900482e-12, -1.48830665803e-12, 0.00835691565696
68.6106346484, 3.06075e-07, -1.42573819801e-12, -1.43786232942e-12, 0.00843205302909
67.7966101695, 3.0975e-07, -1.37783217629e-12, -1.38965484193e-12, 0.00850762742446
67.0016750419, 3.13425e-07, -1.33203211729e-12, -1.34356171161e-12, 0.00858136564965
66.2251655629, 3.171e-07, -1.28822218714e-12, -1.2994684239e-12, 0.00865449021364
65.4664484452, 3.20775e-07, -1.24629414685e-12, -1.25726783532e-12, 0.00872820266075
64.7249190939, 3.2445e-07, -1.20614900198e-12, -1.21685962366e-12, 0.00880185476664
64, 3.28125e-07, -1.16769509979e-12, -1.17814978628e-12, 0.00887381775995
63.2911392405, 3.318e-07, -1.1308423283e-12, -1.14105018001e-12, 0.00894601472418
62.5978090767, 3.35475e-07, -1.09550807927e-12, -1.10547809786e-12, 0.00901873914402
61.919504644, 3.3915e-07, -1.06161774376e-12, -1.07135588224e-12, 0.00908954591091
61.2557427259, 3.42825e-07, -1.02909660444e-12, -1.03861056737e-12, 0.00916027934525
60.6060606061, 3.465e-07, -9.9787544413e-13, -1.00717355241e-12, 0.00923188288842
59.9700149925, 3.50175e-07, -9.67891867745e-13, -9.76980298511e-13, 0.00930257322518
59.3471810089, 3.5385e-07, -9.39086039568e-13, -9.47970050985e-13, 0.00937161612616
58.7371512482, 3.57525e-07, -9.11398407225e-13, -9.20085582914e-13, 0.00944170395712
58.1395348837, 3.612e-07, -8.84776268637e-13, -8.93272957432e-13, 0.00951186165969
57.5539568345, 3.64875e-07, -8.59170461572e-13, -8.67481309758e-13, 0.00958043486589
56.9800569801, 3.6855e-07, -8.34532286023e-13, -8.42662643965e-13, 0.00964841387068
56.4174894217, 3.72225e-07, -8.10815633058e-13, -8.18771646142e-13, 0.00971701099028
55.8659217877, 3.759e-07, -7.87978032785e-13, -7.95765511247e-13, 0.00978614724135
55.3250345781, 3.79575e-07, -7.65980978044e-13, -7.73603781793e-13, 0.00985362782419
54.7945205479, 3.8325e-07, -7.44784954694e-13, -7.52248199189e-13, 0.0099212527228
54.2740841248, 3.86925e-07, -7.2435509841e-13, -7.31662565702e-13, 0.00998748280203
53.7634408602, 3.906e-07, -7.04655820105e-13, -7.1181261545e-13, 0.0100543249585
53.2623169108, 3.94275e-07, -6.85654877943e-13, -6.92665895385e-13, 0.0101217881365
52.7704485488, 3.9795e-07, -6.67323207533e-13, -6.74191654546e-13, 0.0101876772966
52.2875816993, 4.01625e-07, -6.49630561933e-13, -6.56360740228e-13, 0.0102537794885
51.8134715026, 4.053e-07, -6.32550483629e-13, -6.39145502208e-13, 0.0103184932949
