# R=2.1e-05
# T=300
# R/L, L (in m), E (in J), E_pfa (in J), 1-E/E_PFA
400, 5.25e-08, -5.16900810313e-18, -5.18839140437e-18, 0.00373589803186
373.831775701, 5.6175e-08, -4.63187485071e-18, -4.65029437501e-18, 0.00396093726867
350.877192982, 5.985e-08, -4.17663772422e-18, -4.19418095894e-18, 0.00418275579693
330.578512397, 6.3525e-08, -3.78707505221e-18, -3.80381795199e-18, 0.00440160386086
312.5, 6.72e-08, -3.45085733182e-18, -3.46686643217e-18, 0.00461774362159
296.296296296, 7.0875e-08, -3.15846521226e-18, -3.17379909517e-18, 0.0048313968381
281.690140845, 7.455e-08, -2.90244558417e-18, -2.91715607981e-18, 0.00504275233725
268.456375839, 7.8225e-08, -2.67688946338e-18, -2.69102278503e-18, 0.005252026008
256.41025641, 8.19e-08, -2.47705921956e-18, -2.49065663593e-18, 0.00545937010304
245.398773006, 8.5575e-08, -2.29911724086e-18, -2.31221583916e-18, 0.0056649548356
235.294117647, 8.925e-08, -2.13992608373e-18, -2.15255927459e-18, 0.00586891660019
225.988700565, 9.2925e-08, -1.99689877785e-18, -2.00909683722e-18, 0.00607141434998
217.391304348, 9.66e-08, -1.86788575132e-18, -1.87967610672e-18, 0.00627254629613
209.42408377, 1.00275e-07, -1.7510879005e-18, -1.76249553613e-18, 0.00647243376764
202.02020202, 1.0395e-07, -1.64498948947e-18, -1.65603725439e-18, 0.00667120554935
195.12195122, 1.07625e-07, -1.54830575775e-18, -1.55901454429e-18, 0.00686894588554
188.679245283, 1.113e-07, -1.45994141123e-18, -1.47033041652e-18, 0.00706576234454
182.648401826, 1.14975e-07, -1.378957805e-18, -1.38904466611e-18, 0.00726172553157
176.991150442, 1.1865e-07, -1.3045464656e-18, -1.31434746731e-18, 0.00745693354519
171.673819742, 1.22325e-07, -1.23600787222e-18, -1.2455380564e-18, 0.00765145964687
166.666666667, 1.26e-07, -1.17273410818e-18, -1.18200740375e-18, 0.00784537858162
161.943319838, 1.29675e-07, -1.11419471254e-18, -1.12322404128e-18, 0.00803876021409
157.480314961, 1.3335e-07, -1.05992504299e-18, -1.06872239752e-18, 0.00823165543319
153.256704981, 1.37025e-07, -1.00951657604e-18, -1.01809314611e-18, 0.00842415068024
149.253731343, 1.407e-07, -9.62608976808e-19, -9.7097517551e-19, 0.00861628485734
145.454545455, 1.44375e-07, -9.18883302858e-19, -9.2704887489e-19, 0.00880813542063
141.843971631, 1.4805e-07, -8.78056462693e-19, -8.86030493758e-19, 0.00899972531526
138.408304498, 1.51725e-07, -8.39876369362e-19, -8.47667382376e-19, 0.00919112045083
135.135135135, 1.554e-07, -8.04117957364e-19, -8.11733957588e-19, 0.00938238465024
132.01320132, 1.59075e-07, -7.70579793257e-19, -7.78028271392e-19, 0.0095735314622
129.032258065, 1.6275e-07, -7.39081067007e-19, -7.46369078894e-19, 0.00976462194492
126.1829653, 1.66425e-07, -7.09459138816e-19, -7.16593324588e-19, 0.00995569666489
123.456790123, 1.701e-07, -6.81567364527e-19, -6.88553981018e-19, 0.0101467955807
120.84592145, 1.73775e-07, -6.55273234658e-19, -6.62118181523e-19, 0.0103379533386
118.343195266, 1.7745e-07, -6.30456755371e-19, -6.37165604606e-19, 0.0105292080838
115.942028986, 1.81125e-07, -6.07009054236e-19, -6.13587069968e-19, 0.0107205905303
113.636363636, 1.848e-07, -5.84831150493e-19, -5.9128331611e-19, 0.010912138802
111.420612813, 1.88475e-07, -5.63832896259e-19, -5.70163931532e-19, 0.0111038859574
109.289617486, 1.9215e-07, -5.43932052462e-19, -5.50146419547e-19, 0.0112958420966
107.238605898, 1.95825e-07, -5.25053423706e-19, -5.31155376564e-19, 0.011488075104
105.263157895, 1.995e-07, -5.07128206401e-19, -5.131217688e-19, 0.0116805849286
103.359173127, 2.03175e-07, -4.90093289301e-19, -4.95982294033e-19, 0.011873417264
101.52284264, 2.0685e-07, -4.73890743364e-19, -4.79678817106e-19, 0.0120665610723
99.7506234414, 2.10525e-07, -4.58467252041e-19, -4.64157869548e-19, 0.012260090543
98.0392156863, 2.142e-07, -4.43773744621e-19, -4.493702051e-19, 0.0124540087792
96.3855421687, 2.17875e-07, -4.29764964469e-19, -4.3527040408e-19, 0.0126483205822
