# R=0.000105
# T=300
# R/L, L (in m), E (in J), E_pfa (in J), 1-E/E_PFA
400, 2.625e-07, -1.52484375271e-18, -1.52980288449e-18, 0.00324168023677
373.831775701, 2.80875e-07, -1.33938348216e-18, -1.34405801242e-18, 0.00347792298757
350.877192982, 2.9925e-07, -1.18539122232e-18, -1.18981777666e-18, 0.00372036325834
330.578512397, 3.17625e-07, -1.05616866391e-18, -1.06037767183e-18, 0.00396934792574
312.5, 3.36e-07, -9.46708259669e-19, -9.50725208542e-19, 0.00422514185664
296.296296296, 3.54375e-07, -8.53205278532e-19, -8.57051749438e-19, 0.00448802643316
281.690140845, 3.7275e-07, -7.72726916346e-19, -7.76421313306e-19, 0.00475823743675
268.456375839, 3.91125e-07, -7.02983040809e-19, -7.06541124145e-19, 0.00503591824227
256.41025641, 4.095e-07, -6.42164250325e-19, -6.45599643915e-19, 0.00532124455426
245.398773006, 4.27875e-07, -5.88825762162e-19, -5.92150300022e-19, 0.00561434801168
235.294117647, 4.4625e-07, -5.41802448761e-19, -5.45026730959e-19, 0.00591582396738
225.988700565, 4.64625e-07, -5.00147610784e-19, -5.0328014439e-19, 0.00622423443714
217.391304348, 4.83e-07, -4.63083371808e-19, -4.66132425644e-19, 0.00654117514304
209.42408377, 5.01375e-07, -4.29967984094e-19, -4.32940627649e-19, 0.00686616908948
202.02020202, 5.1975e-07, -4.00267287663e-19, -4.0316978784e-19, 0.00719920059677
195.12195122, 5.38125e-07, -3.73533949018e-19, -3.76371914276e-19, 0.00754032155514
188.679245283, 5.565e-07, -3.49391160203e-19, -3.52169589047e-19, 0.00788946272148
182.648401826, 5.74875e-07, -3.27519671354e-19, -3.30243066107e-19, 0.0082466371962
176.991150442, 5.9325e-07, -3.07647637049e-19, -3.10320036684e-19, 0.00861175341342
171.673819742, 6.11625e-07, -2.89542390429e-19, -2.92167451338e-19, 0.008984782178
166.666666667, 6.3e-07, -2.73003917176e-19, -2.75584938453e-19, 0.00936561080213
161.943319838, 6.48375e-07, -2.57859487354e-19, -2.6039947315e-19, 0.00975418945743
157.480314961, 6.6675e-07, -2.43959362614e-19, -2.46461033347e-19, 0.0101503702196
153.256704981, 6.85125e-07, -2.31173191642e-19, -2.33639037828e-19, 0.0105540846612
149.253731343, 7.035e-07, -2.19387126196e-19, -2.21819411503e-19, 0.0109651598588
145.454545455, 7.21875e-07, -2.08501350098e-19, -2.10902153043e-19, 0.011383491874
141.843971631, 7.4025e-07, -1.984280806e-19, -2.00799310459e-19, 0.0118089541928
138.408304498, 7.58625e-07, -1.89089887533e-19, -1.91433287627e-19, 0.0122413406916
135.135135135, 7.77e-07, -1.80418239822e-19, -1.82735421239e-19, 0.012680526858
132.01320132, 7.95375e-07, -1.72352333209e-19, -1.74644780786e-19, 0.0131263446137
129.032258065, 8.1375e-07, -1.64838064114e-19, -1.67107151488e-19, 0.0135786371428
126.1829653, 8.32125e-07, -1.57827180091e-19, -1.6007416995e-19, 0.0140371795141
123.456790123, 8.505e-07, -1.51276520193e-19, -1.53502586485e-19, 0.0145018161745
120.84592145, 8.68875e-07, -1.45147403008e-19, -1.47353633134e-19, 0.0149723497113
118.343195266, 8.8725e-07, -1.39405073979e-19, -1.41592481004e-19, 0.0154486100497
115.942028986, 9.05625e-07, -1.3401825317e-19, -1.36187772493e-19, 0.0159303532416
113.636363636, 9.24e-07, -1.28958711038e-19, -1.311112166e-19, 0.0164174020934
111.420612813, 9.42375e-07, -1.24200931018e-19, -1.2633723837e-19, 0.0169095619002
109.289617486, 9.6075e-07, -1.19721804803e-19, -1.21842673869e-19, 0.0174066195211
107.238605898, 9.79125e-07, -1.15500360816e-19, -1.17606504407e-19, 0.0179083937709
105.263157895, 9.975e-07, -1.11517545543e-19, -1.13609623966e-19, 0.0184146232457
103.359173127, 1.015875e-06, -1.07755999831e-19, -1.09834635662e-19, 0.0189251397643
101.52284264, 1.03425e-06, -1.04199897875e-19, -1.06265672808e-19, 0.0194397200768
99.7506234414, 1.052625e-06, -1.00834780828e-19, -1.02888241394e-19, 0.019958165651
98.0392156863, 1.071e-06, -9.76474216158e-20, -9.96890811541e-20, 0.0204802724102
96.3855421687, 1.089375e-06, -9.46257009765e-20, -9.66560425595e-20, 0.0210058422555
94.7867298578, 1.10775e-06, -9.17585029209e-20, -9.3777977973e-20, 0.0215346406027
93.2400932401, 1.126125e-06, -8.90356093017e-20, -9.10446449174e-20, 0.0220664885614
