# R=0.000105
# T=300
# R/L, L (in m), F (in N), F_pfa (in N), 1-F/F_PFA
330.578512397, 3.17625e-07, -6.45555222045e-12, -6.46663150089e-12, 0.00171330010551
312.5, 3.36e-07, -5.49276555991e-12, -5.50258239674e-12, 0.001784041768
296.296296296, 3.54375e-07, -4.71085425267e-12, -4.71959461428e-12, 0.00185193058398
281.690140845, 3.7275e-07, -4.06934014985e-12, -4.07715924245e-12, 0.00191777954552
268.456375839, 3.91125e-07, -3.53814978187e-12, -3.54517524993e-12, 0.00198169838259
256.41025641, 4.095e-07, -3.09461677874e-12, -3.10095618951e-12, 0.00204434064209
245.398773006, 4.27875e-07, -2.72145645779e-12, -2.72718270109e-12, 0.00209969185486
235.294117647, 4.4625e-07, -2.4052643647e-12, -2.41047708937e-12, 0.0021625281962
225.988700565, 4.64625e-07, -2.13563303667e-12, -2.14039497507e-12, 0.0022247942353
217.391304348, 4.83e-07, -1.9043615096e-12, -1.90870147972e-12, 0.00227378150772
209.42408377, 5.01375e-07, -1.70486360017e-12, -1.70884464138e-12, 0.00232966831405
202.02020202, 5.1975e-07, -1.53190894636e-12, -1.53556756538e-12, 0.00238258420181
195.12195122, 5.38125e-07, -1.38124866743e-12, -1.3846194807e-12, 0.00243446905287
188.679245283, 5.565e-07, -1.24942515467e-12, -1.25253819539e-12, 0.00248538586473
182.648401826, 5.74875e-07, -1.13360352389e-12, -1.13648469119e-12, 0.00253515715761
176.991150442, 5.9325e-07, -1.03144391481e-12, -1.03411620754e-12, 0.00258413195126
171.673819742, 6.11625e-07, -9.4100456768e-13, -9.43488020114e-13, 0.00263220346251
166.666666667, 6.3e-07, -8.60664533471e-13, -8.62976817625e-13, 0.00267942789056
161.943319838, 6.48375e-07, -7.89063652672e-13, -7.9122047561e-13, 0.00272594429032
157.480314961, 6.6675e-07, -7.25055082584e-13, -7.27070384908e-13, 0.00277181187107
153.256704981, 6.85125e-07, -6.67667337921e-13, -6.69553463147e-13, 0.00281698972515
149.253731343, 7.035e-07, -6.16073406979e-13, -6.17841694633e-13, 0.00286204001553
145.454545455, 7.21875e-07, -5.69567743893e-13, -5.71227558871e-13, 0.00290569835476
141.843971631, 7.4025e-07, -5.27543488867e-13, -5.29104099746e-13, 0.00294953465711
138.408304498, 7.58625e-07, -4.8947913389e-13, -4.90948670694e-13, 0.00299325956567
135.135135135, 7.77e-07, -4.54924232401e-13, -4.56309612334e-13, 0.00303605248678
132.01320132, 7.95375e-07, -4.23487619281e-13, -4.24795279282e-13, 0.00307832988084
129.032258065, 8.1375e-07, -3.94828932601e-13, -3.96064961985e-13, 0.00312077437389
126.1829653, 8.32125e-07, -3.68651492501e-13, -3.69821341934e-13, 0.00316328264611
123.456790123, 8.505e-07, -3.44695816369e-13, -3.45804196362e-13, 0.00320522423973
120.84592145, 8.68875e-07, -3.22733868881e-13, -3.23785123899e-13, 0.00324676750152
118.343195266, 8.8725e-07, -3.02564815773e-13, -3.03563108623e-13, 0.00328858422362
115.942028986, 9.05625e-07, -2.84011609789e-13, -2.84960776187e-13, 0.00333086683123
113.636363636, 9.24e-07, -2.66918019458e-13, -2.67821222631e-13, 0.00337241076082
111.420612813, 9.42375e-07, -2.51144923197e-13, -2.52005319113e-13, 0.00341419744296
109.289617486, 9.6075e-07, -2.36569091137e-13, -2.37389414223e-13, 0.00345560095255
107.238605898, 9.79125e-07, -2.23080362063e-13, -2.23863368899e-13, 0.00349769969189
105.263157895, 9.975e-07, -2.10580709431e-13, -2.11328870628e-13, 0.00354026969598
103.359173127, 1.015875e-06, -1.98982592625e-13, -1.99697983553e-13, 0.00358236430321
101.52284264, 1.03425e-06, -1.88207165177e-13, -1.88891897651e-13, 0.00362499653163
99.7506234414, 1.052625e-06, -1.7818393162e-13, -1.78839847045e-13, 0.00366761343393
98.0392156863, 1.071e-06, -1.68849368955e-13, -1.69478171888e-13, 0.00371022961623
96.3855421687, 1.089375e-06, -1.60146098062e-13, -1.60749503128e-13, 0.00375369786058
94.7867298578, 1.10775e-06, -1.52022520194e-13, -1.52602052065e-13, 0.00379766761205
93.2400932401, 1.126125e-06, -1.4443200663e-13, -1.44988990022e-13, 0.00384155646405
91.7431192661, 1.1445e-06, -1.37332130038e-13, -1.37867905226e-13, 0.00388614875711
90.2934537246, 1.162875e-06, -1.3068458011e-13, -1.31200326599e-13, 0.0039309847928
88.8888888889, 1.18125e-06, -1.24454483444e-13, -1.24951305093e-13, 0.003976122127
87.5273522976, 1.199625e-06, -1.18610092236e-13, -1.19089044964e-13, 0.00402180341783
86.2068965517, 1.218e-06, -1.13122545829e-13, -1.13584578451e-13, 0.00406774077963
84.9256900212, 1.236375e-06, -1.07965407322e-13, -1.08411478013e-13, 0.00411460760107
83.6820083682, 1.25475e-06, -1.03114623997e-13, -1.03545601592e-13, 0.00416220089128
82.4742268041, 1.273125e-06, -9.85482205812e-14, -9.89648664909e-14, 0.00421003861739
81.3008130081, 1.2915e-06, -9.42459834922e-14, -9.46490484063e-14, 0.00425852051227
80.1603206413, 1.309875e-06, -9.01894399768e-14, -9.05796024932e-14, 0.00430739930016
79.0513833992, 1.32825e-06, -8.63615850771e-14, -8.67395037825e-14, 0.0043569387529
77.9727095517, 1.346625e-06, -8.27468018011e-14, -8.31131046708e-14, 0.00440728175458
76.9230769231, 1.365e-06, -7.93307426951e-14, -7.96860073636e-14, 0.0044583068001
75.9013282732, 1.383375e-06, -7.6100193096e-14, -7.64449496629e-14, 0.00450986714532
74.9063670412, 1.40175e-06, -7.30429789617e-14, -7.33777024538e-14, 0.00456165130423
73.9371534196, 1.420125e-06, -7.01477794847e-14, -7.04729776008e-14, 0.00461450795961
72.9927007299, 1.4385e-06, -6.74041719602e-14, -6.77203450778e-14, 0.00466880547089
72.0720720721, 1.456875e-06, -6.48026260083e-14, -6.51101582991e-14, 0.00472326129731
71.1743772242, 1.47525e-06, -6.23342093014e-14, -6.2633486781e-14, 0.00477823437544
70.2987697715, 1.493625e-06, -5.99906502463e-14, -6.0282055263e-14, 0.00483402590481
69.4444444444, 1.512e-06, -5.77643056098e-14, -5.80481887018e-14, 0.00489047286933
68.6106346484, 1.530375e-06, -5.56480452766e-14, -5.59247624312e-14, 0.00494802557144
67.7966101695, 1.54875e-06, -5.36352878398e-14, -5.39051569848e-14, 0.00500636970827
67.0016750419, 1.567125e-06, -5.17199306678e-14, -5.19832170889e-14, 0.00506483507279
66.2251655629, 1.5855e-06, -4.98962015085e-14, -5.01532144007e-14, 0.00512455473356
65.4664484452, 1.603875e-06, -4.81587945492e-14, -4.84098136116e-14, 0.00518529289308
64.7249190939, 1.62225e-06, -4.65027807071e-14, -4.67480415758e-14, 0.00524644157091
64, 1.640625e-06, -4.4923512358e-14, -4.5163259182e-14, 0.00530844824607
63.2911392405, 1.659e-06, -4.3416673268e-14, -4.36511356532e-14, 0.00537127801301
62.5978090767, 1.677375e-06, -4.19782196389e-14, -4.22076251025e-14, 0.00543516634987
61.919504644, 1.69575e-06, -4.06043861133e-14, -4.08289450799e-14, 0.00549999433226
61.2557427259, 1.714125e-06, -3.92916798366e-14, -3.95115569389e-14, 0.00556488074158
60.6060606061, 1.7325e-06, -3.80367587401e-14, -3.82521478517e-14, 0.00563077169981
59.9700149925, 1.750875e-06, -3.68365155587e-14, -3.70476143166e-14, 0.00569803917961
59.3471810089, 1.76925e-06, -3.56880878231e-14, -3.58950470211e-14, 0.00576567563503
58.7371512482, 1.787625e-06, -3.45887232717e-14, -3.47917169379e-14, 0.00583454005877
58.1395348837, 1.806e-06, -3.35358979525e-14, -3.37350625406e-14, 0.00590378594525
57.5539568345, 1.824375e-06, -3.25272137596e-14, -3.27226780385e-14, 0.0059733582548
56.9800569801, 1.84275e-06, -3.15603673784e-14, -3.17523025513e-14, 0.00604476392078
56.4174894217, 1.861125e-06, -3.06332929005e-14, -3.08218101108e-14, 0.00611635752788
55.8659217877, 1.8795e-06, -2.97439765224e-14, -2.992920046e-14, 0.00618873657376
55.3250345781, 1.897875e-06, -2.8890524262e-14, -2.90725905474e-14, 0.00626247203914
54.7945205479, 1.91625e-06, -2.80712032973e-14, -2.82502066723e-14, 0.00633635629781
54.2740841248, 1.934625e-06, -2.72843240033e-14, -2.74603772217e-14, 0.00641117261406
53.7634408602, 1.953e-06, -2.65283166756e-14, -2.67015259512e-14, 0.00648686805017
53.2623169108, 1.971375e-06, -2.58017135681e-14, -2.59721657631e-14, 0.00656287952923
52.7704485488, 1.98975e-06, -2.51030938376e-14, -2.5270892942e-14, 0.00664001485123
52.2875816993, 2.008125e-06, -2.44311384847e-14, -2.45963818094e-14, 0.00671819643917
51.8134715026, 2.0265e-06, -2.37846194244e-14, -2.39473797647e-14, 0.00679658242054
51.3478818999, 2.044875e-06, -2.31623258622e-14, -2.33227026808e-14, 0.00687642512059
50.8905852417, 2.06325e-06, -2.25631740632e-14, -2.27212306259e-14, 0.00695633811864
50.4413619168, 2.081625e-06, -2.19860899609e-14, -2.21419038856e-14, 0.00703706083813
50, 2.1e-06, -2.14300756054e-14, -2.15837192678e-14, 0.00711849800136
49.5662949195, 2.118375e-06, -2.08941851045e-14, -2.10457266516e-14, 0.0072005851668
49.14004914, 2.13675e-06, -2.03775192557e-14, -2.05270257848e-14, 0.00728339948777
48.7210718636, 2.155125e-06, -1.98792308255e-14, -2.00267632932e-14, 0.00736676543593
48.309178744, 2.1735e-06, -1.93984978041e-14, -1.95441298926e-14, 0.00745144907168
47.9041916168, 2.191875e-06, -1.89345792288e-14, -1.90783577882e-14, 0.00753621255364
47.5059382423, 2.21025e-06, -1.84867480777e-14, -1.86287182458e-14, 0.00762103792071
47.1142520612, 2.228625e-06, -1.8054293052e-14, -1.81945193234e-14, 0.00770706105617
