# R=1e-06
# T=300
# R/L, L (in m), F (in N), F_pfa (in N), 1-F/F_PFA
176.991150442, 5.65e-09, -1.5366497403e-09, -1.54042737061e-09, 0.00245232614251
171.673819742, 5.825e-09, -1.43495005412e-09, -1.43860324315e-09, 0.002539399969
166.666666667, 6e-09, -1.34252749964e-09, -1.34606378858e-09, 0.0026271332517
161.943319838, 6.175e-09, -1.25831122312e-09, -1.26173758032e-09, 0.00271558623459
157.480314961, 6.35e-09, -1.18137897033e-09, -1.18470173555e-09, 0.00280472722922
153.256704981, 6.525e-09, -1.11093295062e-09, -1.11415801786e-09, 0.00289462282919
149.253731343, 6.7e-09, -1.04628074957e-09, -1.04941329192e-09, 0.00298504161346
145.454545455, 6.875e-09, -9.8681849835e-10, -9.89863449358e-10, 0.00307613237937
141.843971631, 7.05e-09, -9.32018030685e-10, -9.34980120507e-10, 0.00316807786198
138.408304498, 7.225e-09, -8.81416355495e-10, -8.84299634718e-10, 0.00326052291434
135.135135135, 7.4e-09, -8.34605460957e-10, -8.37413805912e-10, 0.00335359285268
132.01320132, 7.575e-09, -7.91225158686e-10, -7.93962207274e-10, 0.00344732855314
129.032258065, 7.75e-09, -7.50956617597e-10, -7.53625667014e-10, 0.00354161161728
126.1829653, 7.925e-09, -7.13516505786e-10, -7.16120770095e-10, 0.00363662725332
123.456790123, 8.1e-09, -6.78652844493e-10, -6.81195192441e-10, 0.00373218715585
120.84592145, 8.275e-09, -6.46140560698e-10, -6.48623727156e-10, 0.00382836204445
118.343195266, 8.45e-09, -6.15778348187e-10, -6.18204887961e-10, 0.0039251384474
115.942028986, 8.625e-09, -5.87385722299e-10, -5.89757996671e-10, 0.00402245393149
113.636363636, 8.8e-09, -5.60800434976e-10, -5.63120677303e-10, 0.00412032876814
111.420612813, 8.975e-09, -5.35876370377e-10, -5.38146693702e-10, 0.00421878151769
109.289617486, 9.15e-09, -5.12481737673e-10, -5.14704077869e-10, 0.00431770465984
107.238605898, 9.325e-09, -4.90497198665e-10, -4.92673505438e-10, 0.00441734079365
105.263157895, 9.5e-09, -4.69814899178e-10, -4.71946881833e-10, 0.00451742078819
103.359173127, 9.675e-09, -4.5033681875e-10, -4.52426108412e-10, 0.00461796882059
101.52284264, 9.85e-09, -4.31973780353e-10, -4.34022003181e-10, 0.00471916818248
99.7506234414, 1.0025e-08, -4.14644781522e-10, -4.166533542e-10, 0.00482072844912
98.0392156863, 1.02e-08, -3.98275764802e-10, -4.00246087621e-10, 0.0049227784593
96.3855421687, 1.0375e-08, -3.82799066386e-10, -3.8473253469e-10, 0.00502548687648
94.7867298578, 1.055e-08, -3.68152923336e-10, -3.70050784571e-10, 0.00512865075296
93.2400932401, 1.0725e-08, -3.54280742495e-10, -3.56144111744e-10, 0.00523206530068
91.7431192661, 1.09e-08, -3.41130350628e-10, -3.42960468439e-10, 0.00533623545405
90.2934537246, 1.1075e-08, -3.2865410814e-10, -3.30452033631e-10, 0.00544080625207
88.8888888889, 1.125e-08, -3.16808111607e-10, -3.18574811709e-10, 0.00554563649193
87.5273522976, 1.1425e-08, -3.05551786186e-10, -3.07288274694e-10, 0.00565100803072
86.2068965517, 1.16e-08, -2.9484781675e-10, -2.96555042544e-10, 0.00575685976996
84.9256900212, 1.1775e-08, -2.8466174055e-10, -2.86340597158e-10, 0.00586314558569
83.6820083682, 1.195e-08, -2.74961708259e-10, -2.76613026095e-10, 0.0059697761112
82.4742268041, 1.2125e-08, -2.65718176459e-10, -2.67342792398e-10, 0.00607690196231
81.3008130081, 1.23e-08, -2.56903830278e-10, -2.58502527736e-10, 0.00618445580373
80.1603206413, 1.2475e-08, -2.48493365726e-10, -2.50066846036e-10, 0.00629223879282
