# L = 3.4203342991165e-06 [m]
# T = 0 [K]
# omega_p = 9 [eV]
# omega_p*L/c = 156
# E = E_PFA (1+theta_1*L/R)
# theta1 = -1.7042180722685
#
# L/R, R, ldim, E*(L+R)/(hbar*c), E_PFA*(L+R)/(hbar*c), E/E_PFA, 1-E/E_PFA, E/E_PFA-1-theta1*L/R
0.002, 0.00171016714956, 4500, -10572.5287924, -10606.3397095, 0.996812197417, 0.00318780258298, 0.000220633561554
0.0018, 0.00190018572173, 5001, -13053.9486347, -13091.6329329, 0.997121497494, 0.00287850250566, 0.000189090024421
0.0015, 0.00228022286608, 6000, -18800.8562707, -18846.3059997, 0.997588401193, 0.00241159880682, 0.000144728301581
0.0012, 0.0028502785826, 7500, -29381.3981581, -29438.5321501, 0.99805921057, 0.00194078942997, 0.000104272256752
0.001, 0.00342033429912, 9000, -42314.1674429, -42383.0181607, 0.998375511685, 0.00162448831517, 7.97297570973e-05
0.0009, 0.00380037144346, 10000, -52242.8104719, -52319.4865345, 0.998534464544, 0.00146553545589, 6.82608091517e-05
0.0008, 0.0042754178739, 11250, -66123.7638439, -66210.2344144, 0.998693999935, 0.00130600006464, 5.73743931738e-05
0.0007, 0.00488619185588, 12858, -86370.9509868, -86470.0325662, 0.998854151243, 0.00114584875741, 4.71038931824e-05
0.0006, 0.00570055716519, 15001, -117567.639288, -117683.560805, 0.999014972731, 0.000985027269154, 3.75035742067e-05
