# L (m), R (m), T (K), P_Drude (mPa), P_Plasma (mPa), P_PFA_Drude (mPa), P_PFA_Plasma (mPa), P_Drude/P_PFA_Drude, P_Plasma/P_PFA_Plasma
3.65e-07, 1.5e-05, 295, -51.6169345229, -54.3021802551, -52.1448037839, -54.9970207738, 0.989876857851, 0.987365851659
3.7e-07, 1.5e-05, 295, -48.9982331271, -51.5857321131, -49.5049069257, -52.2549249828, 0.989765180261, 0.987193688062
3.75e-07, 1.5e-05, 295, -46.5429693722, -49.0373787612, -47.0294825321, -49.6821279146, 0.989655145374, 0.987022513316
3.8e-07, 1.5e-05, 295, -44.2389867433, -46.6446898238, -44.7063884033, -47.2662057095, 0.989545081212, 0.98685073455
3.85e-07, 1.5e-05, 295, -42.0752395882, -44.3963653376, -42.5245163023, -44.9957879747, 0.989434877732, 0.986678250029
3.9e-07, 1.5e-05, 295, -40.0416902884, -42.2821314063, -40.4736924075, -42.8604566795, 0.989326347725, 0.986506786956
3.95e-07, 1.5e-05, 295, -38.1290214769, -40.2924496124, -38.5445884406, -40.8506558647, 0.989218539346, 0.986335439652
4e-07, 1.5e-05, 295, -36.3286963903, -38.418577119, -36.7286422006, -38.9576108862, 0.989110792386, 0.986163582548
4.05e-07, 1.5e-05, 295, -34.6329355819, -36.6525425812, -35.0179864183, -37.1732560917, 0.98900419825, 0.985992254506
4.1e-07, 1.5e-05, 295, -33.0345190471, -34.9869461775, -33.4053849635, -35.4901699548, 0.988898019981, 0.985820756061
4.15e-07, 1.5e-05, 295, -31.5268219935, -33.4149951855, -31.8841755794, -33.9015168266, 0.988792133422, 0.985648971295
4.2e-07, 1.5e-05, 295, -30.1037628087, -31.9304510619, -30.4482183986, -32.4009945558, 0.988687167655, 0.985477498442
4.25e-07, 1.5e-05, 295, -28.759702867, -30.5275279897, -29.0918496093, -30.9827873316, 0.988582824857, 0.985306056003
4.3e-07, 1.5e-05, 295, -27.4894442503, -29.2008902118, -27.8098396941, -29.6415231712, 0.988479061824, 0.985134604696
4.35e-07, 1.5e-05, 295, -26.2881951834, -27.9456168063, -26.5973557552, -28.3722355533, 0.988376266625, 0.984963513145
4.4e-07, 1.5e-05, 295, -25.1514954085, -26.7571260424, -25.4499274764, -27.1703287468, 0.988273755665, 0.984792134526
4.45e-07, 1.5e-05, 295, -24.0752308807, -25.631190003, -24.3634163439, -26.0315464492, 0.988171385364, 0.984620335679
4.5e-07, 1.5e-05, 295, -23.0556121424, -24.5639124369, -23.3339877749, -24.951943379, 0.988069950355, 0.984448868924
4.55e-07, 1.5e-05, 295, -22.0891027015, -23.5516562547, -22.3580858584, -23.9278595237, 0.987969311927, 0.984277604582
4.6e-07, 1.5e-05, 295, -21.1724197429, -22.5910439475, -21.4324104338, -22.9558967642, 0.987869274354, 0.984106357487
4.65e-07, 1.5e-05, 295, -20.3025099414, -21.6789330501, -20.5538962709, -22.0328976356, 0.987769407504, 0.983934723822
4.7e-07, 1.5e-05, 295, -19.4765566477, -20.8124231705, -19.71969414, -21.1559260113, 0.987670321323, 0.983763280291
4.75e-07, 1.5e-05, 295, -18.6919259353, -19.9888013162, -18.9271535812, -20.3222495145, 0.987571948157, 0.983591964162
4.8e-07, 1.5e-05, 295, -17.9461618011, -19.2055368627, -18.1738072066, -19.5293234911, 0.987473983687, 0.983420489268
4.85e-07, 1.5e-05, 295, -17.2369841619, -18.4602794275, -17.4573563849, -18.774776389, 0.987376540975, 0.983248963661
4.9e-07, 1.5e-05, 295, -16.5622657942, -17.7508354028, -16.7756581729, -18.056396407, 0.987279641937, 0.983077409394
4.95e-07, 1.5e-05, 295, -15.9200217505, -17.0751571178, -16.1267133764, -17.3721192938, 0.987183276522, 0.982905817593
5e-07, 1.5e-05, 295, -15.308399421, -16.4313327027, -15.5086556325, -16.720017188, 0.987087455142, 0.982734199251
5.05e-07, 1.5e-05, 295, -14.7256640385, -15.8175713017, -14.9197414145, -16.0982883978, 0.98699190753, 0.982562301708
5.1e-07, 1.5e-05, 295, -14.1702055183, -15.2322099164, -14.3583408773, -15.5052480374, 0.986897138, 0.9823905996
5.15e-07, 1.5e-05, 295, -13.6405060275, -14.6736804827, -13.8229294639, -14.9393194394, 0.98680283822, 0.98221880469
5.2e-07, 1.5e-05, 295, -13.1351509928, -14.1405209321, -13.3120802012, -14.3990262704, 0.98670912391, 0.982047026414
5.25e-07, 1.5e-05, 295, -12.6528124782, -13.6313582911, -12.8244566263, -13.882985289, 0.986615873633, 0.981875152015
5.3e-07, 1.5e-05, 295, -12.1922523672, -13.1449118457, -12.3588062846, -13.3898996881, 0.986523462416, 0.981703534153
5.35e-07, 1.5e-05, 295, -11.7522970581, -12.679967398, -11.9139547475, -12.9185529667, 0.986431231875, 0.981531556258
5.4e-07, 1.5e-05, 295, -11.3318574776, -12.2353975512, -11.4888001071, -12.4678032893, 0.986339510826, 0.981359528003
5.45e-07, 1.5e-05, 295, -10.9299024435, -11.8101345994, -11.0823079034, -12.0365782864, 0.986247859086, 0.981187038242
5.5e-07, 1.5e-05, 295, -10.5454767764, -11.4031888995, -10.693506447, -11.623870259, 0.986157050416, 0.981014812228
5.55e-07, 1.5e-05, 295, -10.1776701525, -11.0136171801, -10.3214825043, -11.2287317543, 0.986066696166, 0.980842487039
5.6e-07, 1.5e-05, 295, -9.82563919593, -10.6405449854, -9.9653773135, -10.8502714777, 0.985977639062, 0.980670853005
5.65e-07, 1.5e-05, 295, -9.48857274691, -10.2831312585, -9.62438290379, -10.4876505167, 0.985888949116, 0.980499039525
5.7e-07, 1.5e-05, 295, -9.16572051739, -9.94059753021, -9.29773869114, -10.1400788461, 0.985801044949, 0.980327439371
5.75e-07, 1.5e-05, 295, -8.85635168552, -9.61218568506, -8.98472832981, -9.80681209534, 0.985711683249, 0.980153957433
5.8e-07, 1.5e-05, 295, -8.55981623785, -9.29722047753, -8.68467679666, -9.48714855416, 0.985622889402, 0.979980488812
5.85e-07, 1.5e-05, 295, -8.27547937288, -8.99504264761, -8.39694769038, -9.18042639772, 0.985534229582, 0.979806629662
5.9e-07, 1.5e-05, 295, -8.00276023598, -8.7050483816, -8.12094072702, -8.88602111295, 0.985447438294, 0.979633997145
5.95e-07, 1.5e-05, 295, -7.7410848169, -8.42664128923, -7.8560894175, -8.60334311105, 0.985361088133, 0.979461260635
6e-07, 1.5e-05, 295, -7.48992312689, -8.15927027519, -7.60185891135, -8.33183551031, 0.985275208897, 0.979288449117
6.05e-07, 1.5e-05, 295, -7.24877298381, -7.90241299041, -7.35774399447, -8.07097207661, 0.985189616445, 0.979115392222
6.1e-07, 1.5e-05, 295, -7.01716216243, -7.65557801641, -7.12326722758, -7.82025530819, 0.985104438489, 0.978942210288
6.15e-07, 1.5e-05, 295, -6.79464329116, -7.41829963788, -6.89797721594, -7.57921465478, 0.985019677284, 0.978768906248
6.2e-07, 1.5e-05, 295, -6.58079338759, -7.19013735879, -6.68144699904, -7.34740485984, 0.984935357346, 0.978595503576
6.25e-07, 1.5e-05, 295, -6.37521199252, -6.97067398746, -6.47327255142, -7.12440441675, 0.984851470701, 0.978421995679
6.3e-07, 1.5e-05, 295, -6.17752010111, -6.75951453204, -6.27307138647, -6.90981413051, 0.984768022, 0.978248387636
6.35e-07, 1.5e-05, 295, -5.9873585082, -6.5562845062, -6.08048125455, -6.70325577638, 0.984684971065, 0.978074643862
6.4e-07, 1.5e-05, 295, -5.80438723353, -6.3606293179, -5.8951589296, -6.50437084909, 0.984602332669, 0.977900778641
6.45e-07, 1.5e-05, 295, -5.62828387595, -6.17221259014, -5.71677907651, -6.31281939525, 0.984520094378, 0.9777267816
6.5e-07, 1.5e-05, 295, -5.4587428743, -5.9907153895, -5.54503319425, -6.1282789232, 0.984438268099, 0.977552664389
6.55e-07, 1.5e-05, 295, -5.29547432445, -5.81583501321, -5.37962862803, -5.95044338408, 0.984356856318, 0.977378430112
6.6e-07, 1.5e-05, 295, -5.13820304659, -5.64728402783, -5.22028764685, -5.77902221985, 0.984275847268, 0.977204068956
6.65e-07, 1.5e-05, 295, -4.98666792911, -5.48478958656, -5.06674658068, -5.61373947265, 0.984195252259, 0.977029592
6.7e-07, 1.5e-05, 295, -4.84062075312, -5.32809222802, -4.91875501338, -5.45433295148, 0.984115033165, 0.976854965661
6.75e-07, 1.5e-05, 295, -4.69982596997, -5.17694563019, -4.77607502736, -5.30055345206, 0.984035205277, 0.976680204626
6.8e-07, 1.5e-05, 295, -4.56405958289, -5.0311154689, -4.63848049649, -5.15216402623, 0.983955755843, 0.976505298216
6.85e-07, 1.5e-05, 295, -4.43310873478, -4.89037898493, -4.50575642327, -5.00893929703, 0.98387669424, 0.976330255755
6.9e-07, 1.5e-05, 295, -4.30677096205, -4.75452421702, -4.37769831803, -4.87066481685, 0.983798025623, 0.976155082685
6.95e-07, 1.5e-05, 295, -4.18485356095, -4.62334934958, -4.25411161659, -4.73713646533, 0.983719737073, 0.975979768245
7e-07, 1.5e-05, 295, -4.06717324174, -4.49666234821, -4.134811134, -4.60815988423, 0.98364184238, 0.975804325626
7.05e-07, 1.5e-05, 295, -3.95355527131, -4.37428008554, -4.01962055201, -4.48354994718, 0.983564299205, 0.975628717663
7.1e-07, 1.5e-05, 295, -3.84383347776, -4.25602832941, -3.90837193744, -4.36313026118, 0.983487124381, 0.975452960292
7.15e-07, 1.5e-05, 295, -3.73784942739, -4.14174090452, -3.80090529018, -4.24673269865, 0.98341030413, 0.975277042004
7.2e-07, 1.5e-05, 295, -3.6354522221, -4.03125947547, -3.69706811823, -4.1341969573, 0.983333848833, 0.975100972959
7.25e-07, 1.5e-05, 295, -3.53649799515, -3.92443302831, -3.59671503814, -4.02537014626, 0.983257766504, 0.974924761134
7.3e-07, 1.5e-05, 295, -3.44084946822, -3.8211174147, -3.49970739921, -3.92010639664, 0.983182042304, 0.974748394069
7.35e-07, 1.5e-05, 295, -3.34837579596, -3.72117518396, -3.40591293007, -3.8182664952, 0.983106692597, 0.974571887174
7.4e-07, 1.5e-05, 295, -3.25895189744, -3.62447490282, -3.3152054056, -3.71971753902, 0.983031667339, 0.974395196626
7.45e-07, 1.5e-05, 295, -3.17245862456, -3.53089131257, -3.22746433366, -3.62433261055, 0.982956989321, 0.974218343618
7.5e-07, 1.5e-05, 295, -3.08878208922, -3.4403046454, -3.14257465974, -3.53199047125, 0.982882643582, 0.974041315628
