# L (m), R (m), T (K), F_Drude, F_Plasma, F_PFA_Drude, F_PFA_Plasma, F_Drude/F_PFA_Drude, F_Plasma/F_PFA_Plasma
3.05e-07, 1.5e-05, 295, -1.02624497334e-12, -1.09549413234e-12, -1.03852682521e-12, -1.11399031918e-12, 0.988174, 0.983396
3.1e-07, 1.5e-05, 295, -9.79536478533e-13, -1.04677696151e-12, -9.91404133109e-13, -1.06474876562e-12, 0.988029, 0.983121
3.15e-07, 1.5e-05, 295, -9.35595777106e-13, -1.00091221815e-12, -9.47068437231e-13, -1.01838224485e-12, 0.987886, 0.982845
3.2e-07, 1.5e-05, 295, -8.94221241982e-13, -9.57693612552e-13, -9.05316945965e-13, -9.74683152674e-13, 0.987744, 0.982569
3.25e-07, 1.5e-05, 295, -8.55228586788e-13, -9.16932511578e-13, -8.65964338091e-13, -9.33461679865e-13, 0.987603, 0.982293
3.3e-07, 1.5e-05, 295, -8.18449189796e-13, -8.78456237441e-13, -8.28841028659e-13, -8.94544052118e-13, 0.987462, 0.982016
3.35e-07, 1.5e-05, 295, -7.83728582544e-13, -8.42106533451e-13, -7.9379162917e-13, -8.57770966667e-13, 0.987323, 0.981738
3.4e-07, 1.5e-05, 295, -7.5092506197e-13, -8.0773815512e-13, -7.60673578032e-13, -8.22996201354e-13, 0.987184, 0.98146
3.45e-07, 1.5e-05, 295, -7.19908443655e-13, -7.75217604247e-13, -7.293559201e-13, -7.90085374715e-13, 0.987047, 0.981182
3.5e-07, 1.5e-05, 295, -6.90559029089e-13, -7.4442207906e-13, -6.99718217519e-13, -7.58914838944e-13, 0.98691, 0.980903
3.55e-07, 1.5e-05, 295, -6.62766612033e-13, -7.15238464676e-13, -6.71649575962e-13, -7.29370690054e-13, 0.986774, 0.980624
3.6e-07, 1.5e-05, 295, -6.36429597342e-13, -6.87562437372e-13, -6.45047772718e-13, -7.01347881068e-13, 0.986639, 0.980344
3.65e-07, 1.5e-05, 295, -6.1145426151e-13, -6.61297712158e-13, -6.19818474884e-13, -6.74749426714e-13, 0.986505, 0.980064
3.7e-07, 1.5e-05, 295, -5.8775404809e-13, -6.36355326092e-13, -5.95874537098e-13, -6.49485688704e-13, 0.986372, 0.979783
3.75e-07, 1.5e-05, 295, -5.65248858604e-13, -6.12652917555e-13, -5.73135370026e-13, -6.25473732903e-13, 0.98624, 0.979502
3.8e-07, 1.5e-05, 295, -5.43864569941e-13, -5.90114234027e-13, -5.51526371475e-13, -6.02636749947e-13, 0.986108, 0.97922
3.85e-07, 1.5e-05, 295, -5.23532567449e-13, -5.68668656146e-13, -5.30978413389e-13, -5.80903532709e-13, 0.985977, 0.978938
3.9e-07, 1.5e-05, 295, -5.0418915499e-13, -5.48250598301e-13, -5.11427378489e-13, -5.60208004044e-13, 0.985847, 0.978655
3.95e-07, 1.5e-05, 295, -4.85775178202e-13, -5.28799124222e-13, -4.9281374126e-13, -5.40488789763e-13, 0.985718, 0.978372
4e-07, 1.5e-05, 295, -4.68235750803e-13, -5.10257666802e-13, -4.75082188585e-13, -5.2168883168e-13, 0.985589, 0.978088
4.05e-07, 1.5e-05, 295, -4.51519773879e-13, -4.92573539614e-13, -4.5818127582e-13, -5.03755036869e-13, 0.985461, 0.977804
4.1e-07, 1.5e-05, 295, -4.35579688266e-13, -4.75697683577e-13, -4.42063114585e-13, -4.86637959026e-13, 0.985334, 0.977519
4.15e-07, 1.5e-05, 295, -4.20371224553e-13, -4.59584411516e-13, -4.26683089121e-13, -4.70291508994e-13, 0.985207, 0.977233
4.2e-07, 1.5e-05, 295, -4.05853069258e-13, -4.4419106839e-13, -4.1199959816e-13, -4.54672691144e-13, 0.985081, 0.976947
4.25e-07, 1.5e-05, 295, -3.91986689087e-13, -4.29477851144e-13, -3.97973819906e-13, -4.39741363358e-13, 0.984956, 0.97666
4.3e-07, 1.5e-05, 295, -3.78736096474e-13, -4.15407569538e-13, -3.84569497666e-13, -4.25460017964e-13, 0.984831, 0.976373
4.35e-07, 1.5e-05, 295, -3.66067663002e-13, -4.0194545542e-13, -3.71752744263e-13, -4.11793581816e-13, 0.984707, 0.976085
4.4e-07, 1.5e-05, 295, -3.53949917597e-13, -3.89058956797e-13, -3.59491863253e-13, -3.98709233551e-13, 0.984584, 0.975796
4.45e-07, 1.5e-05, 295, -3.4235344397e-13, -3.76717632265e-13, -3.4775718545e-13, -3.86176236319e-13, 0.984461, 0.975507
4.5e-07, 1.5e-05, 295, -3.31250653222e-13, -3.64892919407e-13, -3.36520919261e-13, -3.74165784665e-13, 0.984339, 0.975217
4.55e-07, 1.5e-05, 295, -3.20615699238e-13, -3.53558047667e-13, -3.25757013473e-13, -3.62650864146e-13, 0.984217, 0.974927
4.6e-07, 1.5e-05, 295, -3.10424342117e-13, -3.42687898661e-13, -3.15441031445e-13, -3.5160612245e-13, 0.984096, 0.974636
4.65e-07, 1.5e-05, 295, -3.00653811898e-13, -3.32258867008e-13, -3.05550035578e-13, -3.41007751124e-13, 0.983976, 0.974344
4.7e-07, 1.5e-05, 295, -2.91282775645e-13, -3.2224882571e-13, -2.96062481112e-13, -3.30833376734e-13, 0.983856, 0.974052
4.75e-07, 1.5e-05, 295, -2.82291113173e-13, -3.12636898039e-13, -2.86958118478e-13, -3.210619608e-13, 0.983736, 0.973759
4.8e-07, 1.5e-05, 295, -2.7365993986e-13, -3.03403479454e-13, -2.78217903393e-13, -3.11673707634e-13, 0.983617, 0.973465
4.85e-07, 1.5e-05, 295, -2.6537150483e-13, -2.94530133517e-13, -2.69823913992e-13, -3.02649979331e-13, 0.983499, 0.973171
4.9e-07, 1.5e-05, 295, -2.57409059153e-13, -2.85999457513e-13, -2.61759274445e-13, -2.93973217419e-13, 0.983381, 0.972876
4.95e-07, 1.5e-05, 295, -2.49756842136e-13, -2.77795067606e-13, -2.54008084449e-13, -2.85626870486e-13, 0.983263, 0.97258
5e-07, 1.5e-05, 295, -2.42399979222e-13, -2.69901494576e-13, -2.46555354082e-13, -2.77595327334e-13, 0.983146, 0.972284
5.05e-07, 1.5e-05, 295, -2.35324472801e-13, -2.62304173784e-13, -2.39386943608e-13, -2.69863855121e-13, 0.98303, 0.971987
5.1e-07, 1.5e-05, 295, -2.28517095732e-13, -2.54989336501e-13, -2.32489507787e-13, -2.6241854216e-13, 0.982914, 0.971689
5.15e-07, 1.5e-05, 295, -2.2196532344e-13, -2.47943940349e-13, -2.25850444293e-13, -2.55246244941e-13, 0.982798, 0.971391
5.2e-07, 1.5e-05, 295, -2.15657387226e-13, -2.41155722796e-13, -2.19457845952e-13, -2.48334538987e-13, 0.982683, 0.971092
5.25e-07, 1.5e-05, 295, -2.09582131438e-13, -2.34613055686e-13, -2.13300456439e-13, -2.41671673326e-13, 0.982568, 0.970793
5.3e-07, 1.5e-05, 295, -2.03728972788e-13, -2.28304903371e-13, -2.07367629194e-13, -2.35246528204e-13, 0.982453, 0.970492
5.35e-07, 1.5e-05, 295, -1.98087962048e-13, -2.22220884884e-13, -2.01649289243e-13, -2.29048575832e-13, 0.982339, 0.970191
5.4e-07, 1.5e-05, 295, -1.92649635789e-13, -2.16351122894e-13, -1.96135897752e-13, -2.23067843865e-13, 0.982225, 0.969889
5.45e-07, 1.5e-05, 295, -1.87405029073e-13, -2.10686256189e-13, -1.90818419077e-13, -2.17294881473e-13, 0.982112, 0.969587
5.5e-07, 1.5e-05, 295, -1.82345692239e-13, -2.05217456334e-13, -1.85688290075e-13, -2.11720727763e-13, 0.981999, 0.969284
5.55e-07, 1.5e-05, 295, -1.77463550475e-13, -1.99936284542e-13, -1.80737391569e-13, -2.06336882332e-13, 0.981886, 0.96898
5.6e-07, 1.5e-05, 295, -1.72750974973e-13, -1.94834763661e-13, -1.75958021745e-13, -2.01135277873e-13, 0.981774, 0.968675
5.65e-07, 1.5e-05, 295, -1.68200760657e-13, -1.89905355258e-13, -1.71342871372e-13, -1.96108254607e-13, 0.981662, 0.96837
5.7e-07, 1.5e-05, 295, -1.63805983897e-13, -1.85140814449e-13, -1.66885000666e-13, -1.91248536428e-13, 0.98155, 0.968064
5.75e-07, 1.5e-05, 295, -1.595601373e-13, -1.80534326905e-13, -1.62577817719e-13, -1.86549208654e-13, 0.981439, 0.967757
5.8e-07, 1.5e-05, 295, -1.55457051778e-13, -1.76079429216e-13, -1.58415058346e-13, -1.82003697201e-13, 0.981327, 0.96745
5.85e-07, 1.5e-05, 295, -1.51490796703e-13, -1.71769906933e-13, -1.54390767258e-13, -1.77605749162e-13, 0.981217, 0.967142
5.9e-07, 1.5e-05, 295, -1.47655770297e-13, -1.67599886428e-13, -1.50499280459e-13, -1.73349414614e-13, 0.981106, 0.966833
5.95e-07, 1.5e-05, 295, -1.43946636651e-13, -1.63563770508e-13, -1.4673520878e-13, -1.6922902962e-13, 0.980996, 0.966523
6e-07, 1.5e-05, 295, -1.40358317825e-13, -1.59656230148e-13, -1.43093422463e-13, -1.6523920028e-13, 0.980886, 0.966213
6.05e-07, 1.5e-05, 295, -1.36885978257e-13, -1.55872188416e-13, -1.39569036738e-13, -1.61374787821e-13, 0.980776, 0.965902
6.1e-07, 1.5e-05, 295, -1.33525012155e-13, -1.52206807428e-13, -1.36157398298e-13, -1.57630894612e-13, 0.980667, 0.96559
6.15e-07, 1.5e-05, 295, -1.3027103087e-13, -1.48655475285e-13, -1.32854072617e-13, -1.54002851043e-13, 0.980557, 0.965277
6.2e-07, 1.5e-05, 295, -1.27119850271e-13, -1.45213793057e-13, -1.29654832069e-13, -1.50486203231e-13, 0.980448, 0.964964
6.25e-07, 1.5e-05, 295, -1.24067480697e-13, -1.41877564349e-13, -1.26555644767e-13, -1.47076701453e-13, 0.980339, 0.96465
6.3e-07, 1.5e-05, 295, -1.21110115542e-13, -1.3864278353e-13, -1.23552664086e-13, -1.43770289305e-13, 0.980231, 0.964335
6.35e-07, 1.5e-05, 295, -1.18244122391e-13, -1.35505626525e-13, -1.20642218832e-13, -1.40563093511e-13, 0.980122, 0.96402
6.4e-07, 1.5e-05, 295, -1.15466033777e-13, -1.3246244125e-13, -1.17820803984e-13, -1.3745141433e-13, 0.980014, 0.963704
6.45e-07, 1.5e-05, 295, -1.12772537749e-13, -1.2950973787e-13, -1.15085072005e-13, -1.34431716559e-13, 0.979906, 0.963387
6.5e-07, 1.5e-05, 295, -1.10160470541e-13, -1.26644181178e-13, -1.12431824661e-13, -1.31500621025e-13, 0.979798, 0.963069
6.55e-07, 1.5e-05, 295, -1.07626808611e-13, -1.23862582359e-13, -1.09858005328e-13, -1.28654896619e-13, 0.97969, 0.962751
6.6e-07, 1.5e-05, 295, -1.05168661707e-13, -1.21161891785e-13, -1.07360691735e-13, -1.25891452768e-13, 0.979583, 0.962431
6.65e-07, 1.5e-05, 295, -1.027832655e-13, -1.18539191405e-13, -1.04937089151e-13, -1.23207332346e-13, 0.979475, 0.962112
6.7e-07, 1.5e-05, 295, -1.00467975897e-13, -1.15991688818e-13, -1.02584523937e-13, -1.20599704993e-13, 0.979368, 0.961791
6.75e-07, 1.5e-05, 295, -9.82202629597e-14, -1.1351671096e-13, -1.00300437488e-13, -1.18065860819e-13, 0.979261, 0.961469
6.8e-07, 1.5e-05, 295, -9.60377045904e-14, -1.11111697583e-13, -9.80823805089e-14, -1.15603204448e-13, 0.979153, 0.961147
6.85e-07, 1.5e-05, 295, -9.39179818168e-14, -1.08774196329e-13, -9.59280076181e-14, -1.13209249413e-13, 0.979047, 0.960824
6.9e-07, 1.5e-05, 295, -9.18588734621e-14, -1.06501857203e-13, -9.3835072248e-14, -1.10881612851e-13, 0.97894, 0.960501
6.95e-07, 1.5e-05, 295, -8.9858251592e-14, -1.04292427839e-13, -9.18014218374e-14, -1.08618010502e-13, 0.978833, 0.960176
7e-07, 1.5e-05, 295, -8.79140764929e-14, -1.02143748299e-13, -8.98249932766e-14, -1.06416251971e-13, 0.978726, 0.959851
7.05e-07, 1.5e-05, 295, -8.60243930085e-14, -1.00053747238e-13, -8.79038086152e-14, -1.04274236264e-13, 0.97862, 0.959525
7.1e-07, 1.5e-05, 295, -8.41873264666e-14, -9.80204376714e-14, -8.60359709967e-14, -1.0218994754e-13, 0.978513, 0.959198
7.15e-07, 1.5e-05, 295, -8.24010783069e-14, -9.60419124509e-14, -8.42196608149e-14, -1.00161451119e-13, 0.978407, 0.958871
7.2e-07, 1.5e-05, 295, -8.06639230202e-14, -9.41163410541e-14, -8.24531320754e-14, -9.81868896914e-14, 0.9783, 0.958543
7.25e-07, 1.5e-05, 295, -7.89742044977e-14, -9.22419657948e-14, -8.07347089575e-14, -9.62644797225e-14, 0.978194, 0.958214
7.3e-07, 1.5e-05, 295, -7.73303330227e-14, -9.04170986813e-14, -7.90627825464e-14, -9.43925080585e-14, 0.978088, 0.957884
7.35e-07, 1.5e-05, 295, -7.57307816914e-14, -8.86401177096e-14, -7.74358077495e-14, -9.25693287001e-14, 0.977981, 0.957554
7.4e-07, 1.5e-05, 295, -7.4174084099e-14, -8.69094644271e-14, -7.58523003686e-14, -9.07933597568e-14, 0.977875, 0.957223
7.45e-07, 1.5e-05, 295, -7.26588315616e-14, -8.52236410382e-14, -7.43108343247e-14, -8.90630805381e-14, 0.977769, 0.956891
7.5e-07, 1.5e-05, 295, -7.11836699355e-14, -8.3581207112e-14, -7.28100390271e-14, -8.73770288145e-14, 0.977663, 0.956558
7.55e-07, 1.5e-05, 295, -6.97472976865e-14, -8.1980777546e-14, -7.1348596876e-14, -8.57337982076e-14, 0.977557, 0.956225
7.6e-07, 1.5e-05, 295, -6.83484633481e-14, -8.04210199214e-14, -6.99252408975e-14, -8.41320357152e-14, 0.977451, 0.955891
7.65e-07, 1.5e-05, 295, -6.69859633115e-14, -7.89006521958e-14, -6.8538752489e-14, -8.25704393606e-14, 0.977344, 0.955556
7.7e-07, 1.5e-05, 295, -6.56586396986e-14, -7.7418440484e-14, -6.71879592878e-14, -8.10477559593e-14, 0.977238, 0.95522
7.75e-07, 1.5e-05, 295, -6.43653784907e-14, -7.59731970961e-14, -6.58717331414e-14, -7.95627789963e-14, 0.977132, 0.954884
7.8e-07, 1.5e-05, 295, -6.31051072097e-14, -7.45637781344e-14, -6.458898818e-14, -7.81143466149e-14, 0.977026, 0.954547
