# L (m), R (m), T (K), F_Drude, F_Plasma, F_PFA_Drude, F_PFA_Plasma, F_Drude/F_PFA_Drude, F_Plasma/F_PFA_Plasma
1.15e-07, 1.5e-05, 295, -1.50508659238e-11, -1.53997450461e-11, -1.51308243641e-11, -1.54962075107e-11, 0.994716, 0.993775
1.2e-07, 1.5e-05, 295, -1.34442799911e-11, -1.3771686369e-11, -1.35185378742e-11, -1.38618308953e-11, 0.994507, 0.993497
1.25e-07, 1.5e-05, 295, -1.20604836761e-11, -1.23683279168e-11, -1.21296089506e-11, -1.24527627805e-11, 0.994301, 0.99322
1.3e-07, 1.5e-05, 295, -1.08618001633e-11, -1.11517725951e-11, -1.09262882003e-11, -1.12310297757e-11, 0.994098, 0.992943
1.35e-07, 1.5e-05, 295, -9.81800927611e-12, -1.00916108868e-11, -9.87829417221e-12, -1.0166157809e-11, 0.993897, 0.992667
1.4e-07, 1.5e-05, 295, -8.90466933559e-12, -9.16323762202e-12, -8.96113319279e-12, -9.23348681052e-12, 0.993699, 0.992392
1.45e-07, 1.5e-05, 295, -8.10185977759e-12, -8.346590459e-12, -8.15484012146e-12, -8.41290728125e-12, 0.993503, 0.992117
1.5e-07, 1.5e-05, 295, -7.39322828142e-12, -7.62519363251e-12, -7.44302446951e-12, -7.68790298687e-12, 0.99331, 0.991843
1.55e-07, 1.5e-05, 295, -6.76526225756e-12, -6.98542666102e-12, -6.81214066035e-12, -7.04481840132e-12, 0.993118, 0.991569
1.6e-07, 1.5e-05, 295, -6.20672618098e-12, -6.41595938111e-12, -6.25092460968e-12, -6.47229295671e-12, 0.992929, 0.991296
1.65e-07, 1.5e-05, 295, -5.70822348318e-12, -5.90731192846e-12, -5.74995497629e-12, -5.96082035684e-12, 0.992742, 0.991023
1.7e-07, 1.5e-05, 295, -5.26185289257e-12, -5.45150948212e-12, -5.30130875078e-12, -5.50240254651e-12, 0.992557, 0.990751
1.75e-07, 1.5e-05, 295, -4.86093633951e-12, -5.0418088299e-12, -4.89828886244e-12, -5.09027596026e-12, 0.992374, 0.990478
1.8e-07, 1.5e-05, 295, -4.49980239113e-12, -4.67248067409e-12, -4.53520722355e-12, -4.71869342012e-12, 0.992193, 0.990206
1.85e-07, 1.5e-05, 295, -4.17361278423e-12, -4.33863520875e-12, -4.20721078038e-12, -4.38274921663e-12, 0.992014, 0.989935
1.9e-07, 1.5e-05, 295, -3.87822217821e-12, -4.03608106034e-12, -3.91014117249e-12, -4.07823794372e-12, 0.991837, 0.989663
1.95e-07, 1.5e-05, 295, -3.61006456062e-12, -3.76121100064e-12, -3.64042083912e-12, -3.80153990107e-12, 0.991661, 0.989391
2e-07, 1.5e-05, 295, -3.36606056724e-12, -3.51090867371e-12, -3.39496007178e-12, -3.54952754445e-12, 0.991488, 0.98912
2.05e-07, 1.5e-05, 295, -3.14354127187e-12, -3.28247187613e-12, -3.17108076076e-12, -3.31948871416e-12, 0.991315, 0.988849
2.1e-07, 1.5e-05, 295, -2.94018549876e-12, -3.07354943042e-12, -2.96645352293e-12, -3.10906331635e-12, 0.991145, 0.988577
2.15e-07, 1.5e-05, 295, -2.7539678601e-12, -2.88208884279e-12, -2.77904561641e-12, -2.91619085192e-12, 0.990976, 0.988306
2.2e-07, 1.5e-05, 295, -2.58311555407e-12, -2.70629277206e-12, -2.60707759589e-12, -2.73906673685e-12, 0.990809, 0.988035
2.25e-07, 1.5e-05, 295, -2.42607219287e-12, -2.54458257138e-12, -2.44898708687e-12, -2.57610578481e-12, 0.990643, 0.987763
2.3e-07, 1.5e-05, 295, -2.28146743826e-12, -2.39556767391e-12, -2.30339838463e-12, -2.42591155232e-12, 0.990479, 0.987492
2.35e-07, 1.5e-05, 295, -2.14809151776e-12, -2.25801989081e-12, -2.16909684209e-12, -2.28725050427e-12, 0.990316, 0.98722
2.4e-07, 1.5e-05, 295, -2.02487359961e-12, -2.13085159479e-12, -2.04500721111e-12, -2.15903015999e-12, 0.990155, 0.986949
2.45e-07, 1.5e-05, 295, -1.91086346354e-12, -2.01309722256e-12, -1.9301752613e-12, -2.04028054104e-12, 0.989995, 0.986677
2.5e-07, 1.5e-05, 295, -1.80521589468e-12, -1.90389752066e-12, -1.82375212731e-12, -1.93013836728e-12, 0.989836, 0.986405
2.55e-07, 1.5e-05, 295, -1.70717731636e-12, -1.80248604728e-12, -1.72498093553e-12, -1.82783355039e-12, 0.989679, 0.986132
2.6e-07, 1.5e-05, 295, -1.61607447374e-12, -1.70817774042e-12, -1.63318534241e-12, -1.73267761397e-12, 0.989523, 0.98586
2.65e-07, 1.5e-05, 295, -1.53130443755e-12, -1.62035881855e-12, -1.54775968141e-12, -1.64405373594e-12, 0.989368, 0.985588
2.7e-07, 1.5e-05, 295, -1.45232622697e-12, -1.53847831254e-12, -1.46816046836e-12, -1.56140816074e-12, 0.989215, 0.985315
2.75e-07, 1.5e-05, 295, -1.37865359449e-12, -1.46204076948e-12, -1.39389905726e-12, -1.48424277238e-12, 0.989063, 0.985042
2.8e-07, 1.5e-05, 295, -1.30984846515e-12, -1.39059961903e-12, -1.32453527383e-12, -1.41210865404e-12, 0.988912, 0.984768
2.85e-07, 1.5e-05, 295, -1.2455155384e-12, -1.32375171079e-12, -1.25967188249e-12, -1.34460048886e-12, 0.988762, 0.984494
2.9e-07, 1.5e-05, 295, -1.18529755004e-12, -1.26113251852e-12, -1.19894976532e-12, -1.28135167984e-12, 0.988613, 0.98422
2.95e-07, 1.5e-05, 295, -1.12887097378e-12, -1.20241178942e-12, -1.14204371167e-12, -1.22203008622e-12, 0.988466, 0.983946
3e-07, 1.5e-05, 295, -1.07594229656e-12, -1.14728977257e-12, -1.08865873221e-12, -1.16633429001e-12, 0.988319, 0.983671
