# L (m), R (m), T (K), F'_Drude (mPa), F'_Plasma (N/m), F'_PFA_Drude (N/m), F'_PFA_Plasma (N/m), F'_Drude/F'_PFA_Drude, F'_Plasma/F'_PFA_Plasma, F'_Plasma_xi0 (N/m), F'_Plasma_xi0/F'_PFA_Plasma_xi0
1.15e-07, 1.5e-05, 295, 0.000346565969001, 0.000351068052894, 0.000347768829108, 0.000352398695232, 0.996541207818, 0.99622404295, 4.50208389363e-06, 0.972400448154
1.2e-07, 1.5e-05, 295, 0.000297637433556, 0.000301733004572, 0.000298718439767, 0.000302933322791, 0.996381186872, 0.996037681799, 4.09557101656e-06, 0.971692688395
1.25e-07, 1.5e-05, 295, 0.00025712902268, 0.000260865627543, 0.00025810399661, 0.000261952235555, 0.99622255392, 0.995851884945, 3.73660486296e-06, 0.970990865313
1.3e-07, 1.5e-05, 295, 0.000223345846044, 0.000226764258706, 0.000224228162046, 0.000227751228557, 0.996065097294, 0.995666456523, 3.41841266186e-06, 0.970294671118
1.35e-07, 1.5e-05, 295, 0.00019498084422, 0.000198116195564, 0.000195781761252, 0.000199015402902, 0.995909133585, 0.99548171988, 3.13535134423e-06, 0.969603834536
1.4e-07, 1.5e-05, 295, 0.000171015838572, 0.000173898531337, 0.000171744993437, 0.000174720160012, 0.995754433064, 0.99529745923, 2.88269276462e-06, 0.968918106589
1.45e-07, 1.5e-05, 295, 0.000150650535431, 0.000153306990022, 0.000151316179239, 0.000154059778036, 0.995600973997, 0.99511366287, 2.65645459056e-06, 0.968237263178
1.5e-07, 1.5e-05, 295, 0.000133250537323, 0.000135703803441, 0.00013385974216, 0.000136395257601, 0.995448931643, 0.994930511721, 2.453266118e-06, 0.967561103538
1.55e-07, 1.5e-05, 295, 0.000118308878524, 0.000120579139577, 0.000118867802674, 0.00012121580749, 0.995297934871, 0.994747649457, 2.27026105318e-06, 0.966889436578
1.6e-07, 1.5e-05, 295, 0.000105417587365, 0.000107522578755, 0.000105931524715, 0.000108110103938, 0.995148400331, 0.994565492389, 2.10499139057e-06, 0.966222099423
1.65e-07, 1.5e-05, 295, 9.4245933203e-05, 9.62012908552e-05, 9.4719528745e-05, 9.67446331587e-05, 0.995000022189, 0.994383747338, 1.95535765223e-06, 0.965558930672
1.7e-07, 1.5e-05, 295, 8.45241625912e-05, 8.63437148235e-05, 8.49614798048e-05, 8.68472219924e-05, 0.994852758985, 0.994202380256, 1.81955223227e-06, 0.964899785456
1.75e-07, 1.5e-05, 295, 7.60309118638e-05, 7.77269248869e-05, 7.6435503045e-05, 7.81944064819e-05, 0.994706763675, 0.99402154686, 1.69601302315e-06, 0.96424453301
1.8e-07, 1.5e-05, 295, 6.85834640475e-05, 7.01668493405e-05, 6.89584565234e-05, 7.060166606e-05, 0.994562052362, 0.993841268292, 1.58338529298e-06, 0.963593052324
1.85e-07, 1.5e-05, 295, 6.20301686113e-05, 6.35106587866e-05, 6.23783557026e-05, 6.39158161462e-05, 0.994418142521, 0.993661078211, 1.48049017528e-06, 0.962945213612
