# L (m), R (m), T (K), F'_Drude (mPa), F'_Plasma (N/m), F'_PFA_Drude (N/m), F'_PFA_Plasma (N/m), F'_Drude/F'_PFA_Drude, F'_Plasma/F'_PFA_Plasma, F'_Plasma_xi0 (N/m), F'_Plasma_xi0/F'_PFA_Plasma_xi0
7.5e-08, 2e-05, 295, 0.00209675477724, 0.00211145337658, 0.00210011165542, 0.00211506375589, 0.998401571572, 0.998293016321, 1.46985993315e-05, 0.983045784108
8e-08, 2e-05, 295, 0.00167185687803, 0.00168480121202, 0.00167474963099, 0.00168792540427, 0.998272725124, 0.998149093411, 1.29443339833e-05, 0.982434481228
8.5e-08, 2e-05, 295, 0.00135078055799, 0.00136224078048, 0.00135329088697, 0.00136496318068, 0.998145018929, 0.998005513825, 1.14602224905e-05, 0.981831230437
9e-08, 2e-05, 295, 0.0011042107042, 0.00111440651073, 0.00110640315048, 0.00111679393682, 0.998018401998, 0.997862250132, 1.01958065258e-05, 0.98123531633
9.5e-08, 2e-05, 295, 0.000912123778397, 0.000921235396502, 0.000914049668768, 0.000923341112212, 0.997893013436, 0.997719460682, 9.11161810433e-06, 0.980646135314
1e-07, 2e-05, 295, 0.000760549529947, 0.000768725992563, 0.000762250549412, 0.000770593340835, 0.997768424744, 0.997576739671, 8.17646261559e-06, 0.98006317077
1.05e-07, 2e-05, 295, 0.000639555945251, 0.000646921394534, 0.000641065617798, 0.000648585326538, 0.997645057688, 0.997434521047, 7.36544928295e-06, 0.979485979816
1.1e-07, 2e-05, 295, 0.000541959939632, 0.000548618483225, 0.000543305918167, 0.00055010788688, 0.997522613891, 0.997292524448, 6.65854359272e-06, 0.978914175207
1.15e-07, 2e-05, 295, 0.000462486734378, 0.000468526224484, 0.000463691772144, 0.000469864926976, 0.997401209513, 0.99715087802, 6.03949010673e-06, 0.978347420632
1.2e-07, 2e-05, 295, 0.000397208234606, 0.000402703236141, 0.000398291253023, 0.000403911097054, 0.997280838059, 0.997009587204, 5.49500153526e-06, 0.977785416175
1.25e-07, 2e-05, 295, 0.000343161786778, 0.000348175928736, 0.000344138662147, 0.000349269647407, 0.997161390229, 0.996868555058, 5.01414195808e-06, 0.977227901512
1.3e-07, 2e-05, 295, 0.000298086890294, 0.000302674743265, 0.000298970882728, 0.000303668304743, 0.997043215629, 0.996728135724, 4.58785297022e-06, 0.976674643148
1.35e-07, 2e-05, 295, 0.000260239827176, 0.000264448413612, 0.000261042348335, 0.000265353870537, 0.996925705103, 0.996587738015, 4.20858643556e-06, 0.976125423727
1.4e-07, 2e-05, 295, 0.000228262706009, 0.000232132723603, 0.000228993324583, 0.00023296021335, 0.996809432872, 0.996447935314, 3.8700175934e-06, 0.975580063132
1.45e-07, 2e-05, 295, 0.000201087912719, 0.000204654731571, 0.000201754905651, 0.000205413037381, 0.996694043548, 0.996308385197, 3.56681885206e-06, 0.975038384574
1.5e-07, 2e-05, 295, 0.000177869162002, 0.000181163642513, 0.000178479656213, 0.000181860343467, 0.996579474526, 0.996169033112, 3.29448051113e-06, 0.974500231206
1.55e-07, 2e-05, 295, 0.000157930316377, 0.00016097948385, 0.000158490403565, 0.000161621076653, 0.996466112926, 0.996030265259, 3.04916747304e-06, 0.973965466189
1.6e-07, 2e-05, 295, 0.000140727024407, 0.000143554628409, 0.000141242032954, 0.000144146805251, 0.996353716129, 0.995891849003, 2.82760400231e-06, 0.973433960712
1.65e-07, 2e-05, 295, 0.000125818094111, 0.000128445074643, 0.000126292704993, 0.000128992844212, 0.99624197706, 0.995753488715, 2.62698053213e-06, 0.972905587353
1.7e-07, 2e-05, 295, 0.000112843728004, 0.000115288605931, 0.000113281973073, 0.00011579629599, 0.996131378567, 0.995615662361, 2.44487792691e-06, 0.972380242229
1.75e-07, 2e-05, 295, 0.000101508543827, 0.000103787749251, 0.00010191400406, 0.000104259208643, 0.996021545451, 0.995478007195, 2.27920542424e-06, 0.971857824761
1.8e-07, 2e-05, 295, 9.15687628607e-05, 9.36969124991e-05, 9.19446086978e-05, 9.41355547466e-05, 0.995912258017, 0.995340312715, 2.12814963835e-06, 0.971338221457
1.85e-07, 2e-05, 295, 8.28222381045e-05, 8.48123707684e-05, 8.31711409368e-05, 8.5221088195e-05, 0.995805001249, 0.995204034174, 1.99013266388e-06, 0.970821398446
1.9e-07, 2e-05, 295, 7.51000368553e-05, 7.69638135526e-05, 7.54245755441e-05, 7.73453865018e-05, 0.9956971758, 0.99506663595, 1.86377669734e-06, 0.970307197545
1.95e-07, 2e-05, 295, 6.82609595997e-05, 7.00088350749e-05, 6.85632524895e-05, 7.03655657559e-05, 0.995591036324, 0.994930323133, 1.74787547519e-06, 0.969795599763
2e-07, 2e-05, 295, 6.21858910867e-05, 6.38272605429e-05, 6.24679060561e-05, 6.41612850923e-05, 0.995485442251, 0.994793985984, 1.64136945615e-06, 0.969286509986
2.05e-07, 2e-05, 295, 5.67742153543e-05, 5.83175409197e-05, 5.70376910836e-05, 5.86307522267e-05, 0.9953806733, 0.994657900588, 1.54332556534e-06, 0.968779868925
2.1e-07, 2e-05, 295, 5.19405049422e-05, 5.33934247788e-05, 5.21869882156e-05, 5.36875112311e-05, 0.995276920898, 0.994522255817, 1.45291983662e-06, 0.968275608956
2.15e-07, 2e-05, 295, 4.7611917948e-05, 4.89813407663e-05, 4.78428215366e-05, 4.92578453788e-05, 0.99517370462, 0.994386587346, 1.36942281824e-06, 0.967773670925
2.2e-07, 2e-05, 295, 4.37261843724e-05, 4.50183715176e-05, 4.39427604743e-05, 4.52786664761e-05, 0.995071404265, 0.994251267126, 1.29218714518e-06, 0.967274002403
2.25e-07, 2e-05, 295, 4.0229804168e-05, 4.14504410685e-05, 4.04332068031e-05, 4.16957911508e-05, 0.994969416202, 0.99411571107, 1.22063690049e-06, 0.966776518883
2.3e-07, 2e-05, 295, 3.70767655395e-05, 3.82310242752e-05, 3.72679895417e-05, 3.84625265861e-05, 0.994868947734, 0.993981094547, 1.15425873562e-06, 0.966281239262
2.35e-07, 2e-05, 295, 3.42272355587e-05, 3.53198294077e-05, 3.4407207265e-05, 3.55385049709e-05, 0.994769360243, 0.993846799032, 1.09259384901e-06, 0.965788088567
2.4e-07, 2e-05, 295, 3.16466406599e-05, 3.26818719762e-05, 3.18162702147e-05, 3.28887188473e-05, 0.994668465105, 0.993710704513, 1.03523131637e-06, 0.965296877597
2.45e-07, 2e-05, 295, 2.93051534404e-05, 3.02869563966e-05, 2.94651044978e-05, 3.0482719473e-05, 0.994571508904, 0.993577899878, 9.81802956217e-07, 0.964807889119
2.5e-07, 2e-05, 295, 2.71764145559e-05, 2.81083916008e-05, 2.73274883761e-05, 2.82939480635e-05, 0.994471726851, 0.993441832074, 9.31977044867e-07, 0.964320661337
2.55e-07, 2e-05, 295, 2.52377650192e-05, 2.61232206962e-05, 2.53804966545e-05, 2.62991757996e-05, 0.994376326151, 0.993309482213, 8.85455677001e-07, 0.963835612986
2.6e-07, 2e-05, 295, 2.3468981764e-05, 2.43109510061e-05, 2.36040339005e-05, 2.44780332404e-05, 0.994278429818, 0.993174196933, 8.41969242095e-07, 0.963352263142
2.65e-07, 2e-05, 295, 2.18525750918e-05, 2.26538498055e-05, 2.19804409465e-05, 2.28126135048e-05, 0.994182743873, 0.993040529998, 8.01274713732e-07, 0.962870868241
2.7e-07, 2e-05, 295, 2.03729984698e-05, 2.11361502544e-05, 2.04941620753e-05, 2.12871365569e-05, 0.994087896593, 0.992907157703, 7.63151784523e-07, 0.962391353298
2.75e-07, 2e-05, 295, 1.90165335269e-05, 1.9743934122e-05, 1.91314626399e-05, 1.98876642858e-05, 0.993992664589, 0.992772898733, 7.27400595104e-07, 0.961913530693
2.8e-07, 2e-05, 295, 1.77711114097e-05, 1.84649513253e-05, 1.78801887426e-05, 1.86018579545e-05, 0.993899542424, 0.992640163709, 6.93839915555e-07, 0.961437600594
2.85e-07, 2e-05, 295, 1.66259314e-05, 1.72882359394e-05, 1.67295621102e-05, 1.74187711151e-05, 0.993805533609, 0.992506062863, 6.62304539401e-07, 0.960963270475
2.9e-07, 2e-05, 295, 1.55714942997e-05, 1.6204138646e-05, 1.56700045141e-05, 1.63286722998e-05, 0.993713453347, 0.99237331416, 6.32644346325e-07, 0.960490796794
2.95e-07, 2e-05, 295, 1.45992555975e-05, 1.52039775962e-05, 1.46929870707e-05, 1.53228927957e-05, 0.993620665919, 0.992239376664, 6.0472199871e-07, 0.96001984864
3e-07, 2e-05, 295, 1.37016671086e-05, 1.428007948e-05, 1.37909005558e-05, 1.43936956082e-05, 0.993529541685, 0.9921065353, 5.78412371382e-07, 0.959550628495
3.05e-07, 2e-05, 295, 1.28719299845e-05, 1.3425530819e-05, 1.29569435187e-05, 1.35341623788e-05, 0.993438766321, 0.991973529149, 5.53600834486e-07, 0.959083066634
3.1e-07, 2e-05, 295, 1.21039802552e-05, 1.26341626473e-05, 1.21850255181e-05, 1.27380955574e-05, 0.993348781844, 0.99184078109, 5.30182392082e-07, 0.958617090839
3.15e-07, 2e-05, 295, 1.13923643171e-05, 1.19004250719e-05, 1.14696832347e-05, 1.19999335692e-05, 0.993258844558, 0.991707579321, 5.0806075475e-07, 0.958152634181
3.2e-07, 2e-05, 295, 1.07322001072e-05, 1.12193476794e-05, 1.08060075816e-05, 1.13146770826e-05, 0.993169773963, 0.991574712866, 4.87147572123e-07, 0.957689759527
3.25e-07, 2e-05, 295, 1.01190849521e-05, 1.05864465269e-05, 1.01895802306e-05, 1.06778247834e-05, 0.993081630758, 0.991442240502, 4.67361574775e-07, 0.957228446526
3.3e-07, 2e-05, 295, 9.54903995005e-06, 9.9976678606e-06, 9.61641821788e-06, 1.00853173074e-05, 0.992993413316, 0.991309202865, 4.48627910549e-07, 0.956768568363
3.35e-07, 2e-05, 295, 9.01848846057e-06, 9.4493661453e-06, 9.08292550047e-06, 9.53348819521e-06, 0.992905695429, 0.991176152088, 4.30877684731e-07, 0.956310164512
3.4e-07, 2e-05, 295, 8.52419787908e-06, 8.93824523424e-06, 8.58585050655e-06, 9.01902090245e-06, 0.992819275455, 0.991043853975, 4.14047355164e-07, 0.955853306423
3.45e-07, 2e-05, 295, 8.06322809841e-06, 8.46130626791e-06, 8.12224886396e-06, 8.53891104301e-06, 0.992733445313, 0.990911630919, 3.98078169498e-07, 0.955397896696
3.5e-07, 2e-05, 295, 7.63291308227e-06, 8.01582889193e-06, 7.6894506136e-06, 8.09043316644e-06, 0.992647390019, 0.990778704555, 3.82915809656e-07, 0.954943817245
3.55e-07, 2e-05, 295, 7.23084413886e-06, 7.5993542246e-06, 7.28503131547e-06, 7.67111147103e-06, 0.992561847126, 0.990645782335, 3.68510085743e-07, 0.95449113464
3.6e-07, 2e-05, 295, 6.85482837935e-06, 7.20964287126e-06, 6.90678653857e-06, 7.27869393942e-06, 0.992477231064, 0.990513261206, 3.54814491907e-07, 0.954039879541
3.65e-07, 2e-05, 295, 6.50286374138e-06, 6.84464961544e-06, 6.55270929962e-06, 6.9111294573e-06, 0.992393137563, 0.990380755813, 3.41785874054e-07, 0.953589988542
3.7e-07, 2e-05, 295, 6.17313083305e-06, 6.50251505617e-06, 6.22097007657e-06, 6.56654753759e-06, 0.99231000263, 0.990248683794, 3.29384223121e-07, 0.953141510306
3.75e-07, 2e-05, 295, 5.86396404888e-06, 6.18153638073e-06, 5.909899073e-06, 6.24324032285e-06, 0.992227443558, 0.990116679972, 3.17572331847e-07, 0.952694369459
3.8e-07, 2e-05, 295, 5.57383834758e-06, 5.88015392985e-06, 5.61797045506e-06, 5.9396465848e-06, 0.992144474979, 0.989983805584, 3.06315582269e-07, 0.95224840747
3.85e-07, 2e-05, 295, 5.30136850533e-06, 5.59695035596e-06, 5.34378832051e-06, 5.65433747776e-06, 0.992061845897, 0.989850778801, 2.95581850634e-07, 0.951803744239
3.9e-07, 2e-05, 295, 5.04528802217e-06, 5.33062924206e-06, 5.08607418924e-06, 5.38600383335e-06, 0.991980815547, 0.989718798389, 2.85341219887e-07, 0.951360512344
3.95e-07, 2e-05, 295, 4.80442241087e-06, 5.07998810485e-06, 4.84365583522e-06, 5.13344481436e-06, 0.991900038794, 0.989586581441, 2.75565693988e-07, 0.950918474585
4e-07, 2e-05, 295, 4.57769755944e-06, 4.843926778e-06, 4.61545730055e-06, 4.89555776646e-06, 0.991818851598, 0.989453502355, 2.66229218567e-07, 0.950477599917
4.05e-07, 2e-05, 295, 4.3641359615e-06, 4.62144347669e-06, 4.40048995501e-06, 4.67132912991e-06, 0.991738648677, 0.989320886661, 2.57307515192e-07, 0.950038026385
4.1e-07, 2e-05, 295, 4.16283161034e-06, 4.41160945614e-06, 4.19784447967e-06, 4.45982628818e-06, 0.991659321946, 0.98918863002, 2.48777845792e-07, 0.949599696275
4.15e-07, 2e-05, 295, 3.97295048583e-06, 4.21356946616e-06, 4.00668367064e-06, 4.26019024832e-06, 0.991580771635, 0.989056643144, 2.40618980334e-07, 0.949162670761
4.2e-07, 2e-05, 295, 3.79372068588e-06, 4.0265316681e-06, 3.82623596944e-06, 4.07162905862e-06, 0.991502018217, 0.988923993353, 2.32810982227e-07, 0.9487267266
4.25e-07, 2e-05, 295, 3.62443529479e-06, 3.84977053513e-06, 3.65578964047e-06, 3.89341188275e-06, 0.991423372577, 0.988790975902, 2.25335240343e-07, 0.948291869414
4.3e-07, 2e-05, 295, 3.46444550482e-06, 3.68261988856e-06, 3.49468752322e-06, 3.72486365743e-06, 0.991346288274, 0.988658975803, 2.18174383743e-07, 0.947858406295
4.35e-07, 2e-05, 295, 3.31314077183e-06, 3.52445274574e-06, 3.34232229782e-06, 3.5653602712e-06, 0.991269086765, 0.988526397796, 2.11311973906e-07, 0.947425995213
4.4e-07, 2e-05, 295, 3.16996229543e-06, 3.37469494908e-06, 3.19813220777e-06, 3.41432420747e-06, 0.991191761155, 0.988393235093, 2.04732653651e-07, 0.946994587853
4.45e-07, 2e-05, 295, 3.03439562042e-06, 3.23281768297e-06, 3.06159719209e-06, 3.27122060345e-06, 0.991115234969, 0.98826036971, 1.98422062553e-07, 0.946564418844
4.5e-07, 2e-05, 295, 2.90596091262e-06, 3.09832755459e-06, 2.93223538291e-06, 3.13555368049e-06, 0.991039440272, 0.988127734464, 1.92366641969e-07, 0.946135415531
4.55e-07, 2e-05, 295, 2.78421391509e-06, 2.97076756993e-06, 2.80959993124e-06, 3.00686350783e-06, 0.990964544146, 0.987995485061, 1.86553654833e-07, 0.945707555655
4.6e-07, 2e-05, 295, 2.66873796811e-06, 2.8497090566e-06, 2.6932761267e-06, 2.88472306524e-06, 0.990889104034, 0.987862263432, 1.80971088495e-07, 0.945280660432
4.65e-07, 2e-05, 295, 2.55915511596e-06, 2.73476283689e-06, 2.58287878109e-06, 2.76873557397e-06, 0.990815029611, 0.987729873016, 1.7560772093e-07, 0.944855004771
