# L (m), R (m), T (K), F_Drude (N), F_Plasma (N), F_PFA_Drude (N), F_PFA_Plasma (N), F_Drude/F_PFA_Drude, F_Plasma/F_PFA_Plasma, F_Plasma_xi0 (N), F_Plasma_xi0/F_PFA_Plasma_xi0
7.5e-08, 2e-05, 295, -6.12240914391e-11, -6.20746799984e-11, -6.1385511165e-11, -6.22609160282e-11, 0.997370393715, 0.997008781084, -8.50588559323e-13, 0.971651626722
8e-08, 2e-05, 295, -5.18534526966e-11, -5.26350587217e-11, -5.19994234824e-11, -5.28046347348e-11, 0.997192838381, 0.996788614978, -7.81606025108e-13, 0.970684429458
8.5e-08, 2e-05, 295, -4.43330643783e-11, -4.50537600644e-11, -4.44656328164e-11, -4.52088260178e-11, 0.997018631475, 0.996570007075, -7.20695686136e-13, 0.969728577666
9e-08, 2e-05, 295, -3.82218545962e-11, -3.88884927813e-11, -3.83427327774e-11, -3.90308517469e-11, 0.996847429162, 0.996352655419, -6.66638185038e-13, 0.96878332763
9.5e-08, 2e-05, 295, -3.32004129822e-11, -3.38188506378e-11, -3.33110396725e-11, -3.39500218612e-11, 0.996678978158, 0.996136343478, -6.18437655645e-13, 0.967848034882
1e-07, 2e-05, 295, -2.90332751325e-11, -2.96085490666e-11, -2.91348652952e-11, -2.97298190282e-11, 0.996513106834, 0.995920931726, -5.7527393416e-13, 0.966922135631
1.05e-07, 2e-05, 295, -2.55440750292e-11, -2.60805414023e-11, -2.56376605348e-11, -2.61930057965e-11, 0.996349686216, 0.995706319652, -5.36466373131e-13, 0.966005132456
1.1e-07, 2e-05, 295, -2.2598808546e-11, -2.31002546683e-11, -2.26852713433e-11, -2.32048526278e-11, 0.996188593206, 0.995492410094, -5.01446122337e-13, 0.965096583167
1.15e-07, 2e-05, 295, -2.00943347237e-11, -2.05640693937e-11, -2.01744324855e-11, -2.06616100149e-11, 0.996029739035, 0.995279137436, -4.69734669959e-13, 0.964196091995
1.2e-07, 2e-05, 295, -1.79503297717e-11, -1.839125684e-11, -1.80247171656e-11, -1.84824411941e-11, 0.995873034055, 0.995066433426, -4.40927068359e-13, 0.963303302564
1.25e-07, 2e-05, 295, -1.6103566518e-11, -1.65182452221e-11, -1.61728119341e-11, -1.66036837077e-11, 0.995718405904, 0.994854245174, -4.14678704116e-13, 0.96241789212
1.3e-07, 2e-05, 295, -1.45037847283e-11, -1.48944795051e-11, -1.4568384267e-11, -1.49747063679e-11, 0.995565771913, 0.994642508454, -3.90694776827e-13, 0.961539566677
1.35e-07, 2e-05, 295, -1.31106704731e-11, -1.34793923411e-11, -1.31710588963e-11, -1.35548770789e-11, 0.995415066958, 0.99443117504, -3.68721867938e-13, 0.960668057558
1.4e-07, 2e-05, 295, -1.18916177455e-11, -1.22401588811e-11, -1.19481775904e-11, -1.23113157476e-11, 0.995266236676, 0.994220206191, -3.48541135542e-13, 0.959803117921
1.45e-07, 2e-05, 295, -1.08200507384e-11, -1.11500135235e-11, -1.08731201619e-11, -1.12172097085e-11, 0.995119209322, 0.994009545441, -3.29962785092e-13, 0.958944519968
1.5e-07, 2e-05, 295, -9.87415388456e-12, -1.01869754334e-11, -9.92403262601e-12, -1.0250537316e-11, 0.994973944228, 0.99379916577, -3.12821548799e-13, 0.958092053109
1.55e-07, 2e-05, 295, -9.0358993444e-12, -9.33287231195e-12, -9.0828542138e-12, -9.39309120194e-12, 0.994830383897, 0.993589023177, -2.9697296755e-13, 0.957245521664
1.6e-07, 2e-05, 295, -8.2902967783e-12, -8.5725870946e-12, -8.33456614623e-12, -8.62972394247e-12, 0.994688461624, 0.993379064238, -2.822903163e-13, 0.956404743147
1.65e-07, 2e-05, 295, -7.62480938988e-12, -7.89347143826e-12, -7.66660663505e-12, -7.94776047587e-12, 0.994548142722, 0.993169266012, -2.68662048387e-13, 0.955569547279
1.7e-07, 2e-05, 295, -7.02889489545e-12, -7.28488455589e-12, -7.06841166771e-12, -7.33653672885e-12, 0.994409384438, 0.992959597305, -2.55989660444e-13, 0.95473977463
1.75e-07, 2e-05, 295, -6.49364283547e-12, -6.73782873595e-12, -6.53105181659e-12, -6.78703461382e-12, 0.994272135306, 0.992750018134, -2.44185900479e-13, 0.953915275221
1.8e-07, 2e-05, 295, -6.01148598976e-12, -6.24465924744e-12, -6.04694296474e-12, -6.2915912269e-12, 0.994136380121, 0.992540523094, -2.33173257681e-13, 0.95309590848
1.85e-07, 2e-05, 295, -5.57596813993e-12, -5.7988508234e-12, -5.60961437384e-12, -5.84366562225e-12, 0.994002041555, 0.992331046685, -2.22882683468e-13, 0.952281540842
1.9e-07, 2e-05, 295, -5.18155792406e-12, -5.39481042937e-12, -5.21352156333e-12, -5.43765059169e-12, 0.993869088509, 0.992121567653, -2.13252505312e-13, 0.951472046575
