# R=2.8e-05
# T=300
# R/L, L (in m), E (in J), E_pfa (in J), 1-E/E_PFA
400, 7e-08, -4.30445706621e-18, -4.32003030698e-18, 0.00360489155364
373.831775701, 7.49e-08, -3.8444470417e-18, -3.8591833212e-18, 0.00381849688659
350.877192982, 7.98e-08, -3.45567072775e-18, -3.46965140539e-18, 0.00402941852215
330.578512397, 8.47e-08, -3.12389196057e-18, -3.13718723271e-18, 0.00423795940313
312.5, 8.96e-08, -2.83830951344e-18, -2.85098040727e-18, 0.00444439877665
296.296296296, 9.45e-08, -2.59059836759e-18, -2.6026982312e-18, 0.00464896908277
281.690140845, 9.94e-08, -2.37425148527e-18, -2.3858272889e-18, 0.00485190343919
268.456375839, 1.043e-07, -2.1841187843e-18, -2.19521204799e-18, 0.00505339049246
256.41025641, 1.092e-07, -2.01607779496e-18, -2.02672547051e-18, 0.00525363483961
245.398773006, 1.141e-07, -1.86679489219e-18, -1.87702992207e-18, 0.00545277928791
235.294117647, 1.19e-07, -1.73354906769e-18, -1.74340098535e-18, 0.00565097630363
225.988700565, 1.239e-07, -1.61410041271e-18, -1.62359584128e-18, 0.00584839424184
217.391304348, 1.288e-07, -1.50659077678e-18, -1.51575370719e-18, 0.006045131452
209.42408377, 1.337e-07, -1.40946746341e-18, -1.41831965932e-18, 0.00624132638251
202.02020202, 1.386e-07, -1.32142449338e-18, -1.32998572913e-18, 0.006437088434
195.12195122, 1.435e-07, -1.24135661215e-18, -1.24964491277e-18, 0.00663252458843
188.679245283, 1.484e-07, -1.16832311199e-18, -1.17635493876e-18, 0.00682772393557
182.648401826, 1.533e-07, -1.10151904425e-18, -1.10930948335e-18, 0.0070227823899
176.991150442, 1.582e-07, -1.04025223593e-18, -1.04781512597e-18, 0.00721777139701
171.673819742, 1.631e-07, -9.83924661493e-19, -9.91272764401e-19, 0.00741279612635
166.666666667, 1.68e-07, -9.32017468485e-19, -9.39162525379e-19, 0.00760790246756
161.943319838, 1.729e-07, -8.84078544823e-19, -8.91031434964e-19, 0.00780319287037
157.480314961, 1.778e-07, -8.39712516657e-19, -8.46483283595e-19, 0.00799870129604
153.256704981, 1.827e-07, -7.98572277315e-19, -8.05170248411e-19, 0.0081945043411
149.253731343, 1.876e-07, -7.60352083804e-19, -7.66785930505e-19, 0.00839066869237
145.454545455, 1.925e-07, -7.24781753212e-19, -7.31059541238e-19, 0.00858724587015
141.843971631, 1.974e-07, -6.91621764901e-19, -6.97751021826e-19, 0.00878430376113
138.408304498, 2.023e-07, -6.60659201348e-19, -6.66646930845e-19, 0.00898186014227
135.135135135, 2.072e-07, -6.3170421104e-19, -6.37556962833e-19, 0.00917996686369
132.01320132, 2.121e-07, -6.04587062763e-19, -6.10310988339e-19, 0.00937870312862
129.032258065, 2.17e-07, -5.79155676125e-19, -5.84756529505e-19, 0.00957809463865
126.1829653, 2.219e-07, -5.55273416225e-19, -5.6075659773e-19, 0.00977818455881
123.456790123, 2.268e-07, -5.32817250414e-19, -5.38187835464e-19, 0.00997901605376
120.84592145, 2.317e-07, -5.11676156031e-19, -5.1693891452e-19, 0.0101806196841
118.343195266, 2.366e-07, -4.91749733622e-19, -4.96909149767e-19, 0.0103830169917
115.942028986, 2.415e-07, -4.72946978253e-19, -4.78007296821e-19, 0.0105862789154
113.636363636, 2.464e-07, -4.55185289589e-19, -4.60150506297e-19, 0.0107904188752
111.420612813, 2.513e-07, -4.38389525835e-19, -4.43263410476e-19, 0.0109954589667
