# L (m), R (m), T (K), P_Drude (mPa), P_Plasma (mPa), P_PFA_Drude (mPa), P_PFA_Plasma (mPa), P_Drude/P_PFA_Drude, P_Plasma/P_PFA_Plasma
4.15e-07, 7.5e-05, 295, -31.8125397519, -33.7956442855, -31.8841755794, -33.9015168266, 0.997753248245, 0.996877055925
4.2e-07, 7.5e-05, 295, -30.379181352, -32.2985160628, -30.4482183986, -32.4009945558, 0.99773264085, 0.996837180634
4.25e-07, 7.5e-05, 295, -29.0252926262, -30.8835575169, -29.0918496093, -30.9827873316, 0.997712177673, 0.996797259924
4.3e-07, 7.5e-05, 295, -27.7456299093, -29.5453834224, -27.8098396941, -29.6415231712, 0.997691112732, 0.99675658541
4.35e-07, 7.5e-05, 295, -26.5354056295, -28.2790741653, -26.5973557552, -28.3722355533, 0.997670816367, 0.996716459378
4.4e-07, 7.5e-05, 295, -25.3901367786, -27.0800221469, -25.4499274764, -27.1703287468, 0.997650653508, 0.996676278717
4.45e-07, 7.5e-05, 295, -24.3056922621, -25.9439794833, -24.3634163439, -26.0315464492, 0.99763070659, 0.996636121254
4.5e-07, 7.5e-05, 295, -23.2782403355, -24.8670046642, -23.3339877749, -24.951943379, 0.997610891033, 0.996595907841
4.55e-07, 7.5e-05, 295, -22.3042272608, -23.8454406546, -22.3580858584, -23.9278595237, 0.997591090851, 0.996555526874
4.6e-07, 7.5e-05, 295, -21.3803611666, -22.8758986047, -21.4324104338, -22.9558967642, 0.997571469275, 0.996515136818
4.65e-07, 7.5e-05, 295, -20.5035611434, -21.9552057515, -20.5538962709, -22.0328976356, 0.997551066386, 0.996473823582
4.7e-07, 7.5e-05, 295, -19.6710378015, -21.0804875922, -19.71969414, -21.1559260113, 0.997532601763, 0.99643417078
4.75e-07, 7.5e-05, 295, -18.8800721154, -20.2489425548, -18.9271535812, -20.3222495145, 0.997512490949, 0.996392773368
4.8e-07, 7.5e-05, 295, -18.128284967, -19.4581165564, -18.1738072066, -19.5293234911, 0.997495173184, 0.996353845297
4.85e-07, 7.5e-05, 295, -17.4132468773, -18.7055054044, -17.4573563849, -18.774776389, 0.9974732997, 0.996310422922
4.9e-07, 7.5e-05, 295, -16.7329877528, -17.9890738425, -16.7756581729, -18.056396407, 0.997456408588, 0.996271539295
4.95e-07, 7.5e-05, 295, -16.0853587039, -17.306605688, -16.1267133764, -17.3721192938, 0.997435641621, 0.996228807507
5e-07, 7.5e-05, 295, -15.4686443885, -16.6563274743, -15.5086556325, -16.720017188, 0.997420070125, 0.996190810512
5.05e-07, 7.5e-05, 295, -14.880941182, -16.0362748641, -14.9197414145, -16.0982883978, 0.997399403151, 0.996147818194
5.1e-07, 7.5e-05, 295, -14.3207448825, -15.4448914978, -14.3583408773, -15.5052480374, 0.997381591982, 0.99610734769
5.15e-07, 7.5e-05, 295, -13.786472964, -14.8805420047, -13.8229294639, -14.9393194394, 0.997362606816, 0.996065588194
5.2e-07, 7.5e-05, 295, -13.2767370491, -14.3417899286, -13.3120802012, -14.3990262704, 0.997345031616, 0.996024985252
5.25e-07, 7.5e-05, 295, -12.7901764255, -13.8272275952, -12.8244566263, -13.882985289, 0.997326966603, 0.995983738898
5.3e-07, 7.5e-05, 295, -12.325531239, -13.3355510953, -12.3588062846, -13.3898996881, 0.997307584178, 0.995941075435
5.35e-07, 7.5e-05, 295, -11.8816813336, -12.8655997081, -11.9139547475, -12.9185529667, 0.997291125026, 0.995900991483
5.4e-07, 7.5e-05, 295, -11.4574583032, -12.4161639817, -11.4888001071, -12.4678032893, 0.997271968912, 0.995858187167
5.45e-07, 7.5e-05, 295, -11.0518861542, -11.986231676, -11.0823079034, -12.0365782864, 0.997254926545, 0.995817199107
5.5e-07, 7.5e-05, 295, -10.6639744682, -11.5747762485, -10.693506447, -11.623870259, 0.997238326, 0.995776448855
5.55e-07, 7.5e-05, 295, -10.2927806799, -11.1808205707, -10.3214825043, -11.2287317543, 0.997219214933, 0.99573316162
5.6e-07, 7.5e-05, 295, -9.9375022944, -10.8035311917, -9.9653773135, -10.8502714777, 0.997202813479, 0.995692247321
5.65e-07, 7.5e-05, 295, -9.59729587999, -10.4420331847, -9.62438290379, -10.4876505167, 0.997185583318, 0.995650376418
5.7e-07, 7.5e-05, 295, -9.27140283395, -10.0955388366, -9.29773869114, -10.1400788461, 0.997167498672, 0.995607528286
5.75e-07, 7.5e-05, 295, -8.95913539421, -9.76333331691, -8.98472832981, -9.80681209534, 0.997151507017, 0.995566471754
5.8e-07, 7.5e-05, 295, -8.65978303617, -9.44467876976, -8.68467679666, -9.48714855416, 0.997133599663, 0.995523440562
5.85e-07, 7.5e-05, 295, -8.37273774341, -9.13894273115, -8.39694769038, -9.18042639772, 0.997116815792, 0.995481291961
5.9e-07, 7.5e-05, 295, -8.0973988591, -8.84550049614, -8.12094072702, -8.88602111295, 0.99710109103, 0.995439959426
5.95e-07, 7.5e-05, 295, -7.83317786203, -8.5637400963, -7.8560894175, -8.60334311105, 0.997083592834, 0.995396787709
6e-07, 7.5e-05, 295, -7.57957108332, -8.29313689402, -7.60185891135, -8.33183551031, 0.997068108171, 0.995355331218
6.05e-07, 7.5e-05, 295, -7.3360500037, -8.03314092241, -7.35774399447, -8.07097207661, 0.997051543138, 0.995312689246
6.1e-07, 7.5e-05, 295, -7.10214359606, -7.78326142886, -7.12326722758, -7.82025530819, 0.997034558604, 0.995269479336
6.15e-07, 7.5e-05, 295, -6.87741021964, -7.54303809862, -6.89797721594, -7.57921465478, 0.997018401822, 0.99522687273
6.2e-07, 7.5e-05, 295, -6.66142296982, -7.31202590472, -6.68144699904, -7.34740485984, 0.997003040026, 0.995184836578
6.25e-07, 7.5e-05, 295, -6.45376912019, -7.08979455338, -6.47327255142, -7.12440441675, 0.99698708326, 0.995142069238
6.3e-07, 7.5e-05, 295, -6.25406667193, -6.87594551721, -6.27307138647, -6.90981413051, 0.996970429099, 0.99509847694
6.35e-07, 7.5e-05, 295, -6.06196881845, -6.67011664074, -6.08048125455, -6.70325577638, 0.99695543242, 0.995056262696
6.4e-07, 7.5e-05, 295, -5.87711347927, -6.47193013335, -5.8951589296, -6.50437084909, 0.996938937433, 0.995012474458
6.45e-07, 7.5e-05, 295, -5.69918523672, -6.28105641032, -5.71677907651, -6.31281939525, 0.996922420902, 0.994968494592
6.5e-07, 7.5e-05, 295, -5.52787688735, -6.09717446286, -5.54503319425, -6.1282789232, 0.996906004653, 0.994924437883
6.55e-07, 7.5e-05, 295, -5.36290591429, -5.91998882832, -5.37962862803, -5.95044338408, 0.99689147432, 0.994881968653
6.6e-07, 7.5e-05, 295, -5.20397541129, -5.74918928969, -5.22028764685, -5.77902221985, 0.996875222849, 0.994837720114
6.65e-07, 7.5e-05, 295, -5.05084160686, -5.5845205774, -5.06674658068, -5.61373947265, 0.996860909941, 0.994795110214
6.7e-07, 7.5e-05, 295, -4.90324474649, -5.42571097737, -4.91875501338, -5.45433295148, 0.996846708803, 0.994752433641
6.75e-07, 7.5e-05, 295, -4.76094768172, -5.27251218314, -4.77607502736, -5.30055345206, 0.996832682579, 0.994709746978
6.8e-07, 7.5e-05, 295, -4.62371516806, -5.12467793725, -4.63848049649, -5.15216402623, 0.996816774709, 0.994665137049
6.85e-07, 7.5e-05, 295, -4.49135083784, -4.98200223481, -4.50575642327, -5.00893929703, 0.996802848606, 0.994622202304
6.9e-07, 7.5e-05, 295, -4.36363316235, -4.84425309921, -4.37769831803, -4.87066481685, 0.996787088864, 0.99457738961
6.95e-07, 7.5e-05, 295, -4.24037657266, -4.71123580489, -4.25411161659, -4.73713646533, 0.996771348481, 0.994532422567
7e-07, 7.5e-05, 295, -4.12139640015, -4.58275665451, -4.134811134, -4.60815988423, 0.996755659831, 0.994487337601
7.05e-07, 7.5e-05, 295, -4.00652112666, -4.45863556199, -4.01962055201, -4.48354994718, 0.996741128875, 0.994443156544
7.1e-07, 7.5e-05, 295, -3.89557829246, -4.33869157188, -3.90837193744, -4.36313026118, 0.996726605047, 0.9943988174
7.15e-07, 7.5e-05, 295, -3.78840869801, -4.22275743557, -3.80090529018, -4.24673269865, 0.996712206377, 0.994354421438
7.2e-07, 7.5e-05, 295, -3.68486449351, -4.11067778117, -3.69706811823, -4.1341969573, 0.99669910742, 0.994311065395
7.25e-07, 7.5e-05, 295, -3.58479177336, -4.00229092546, -3.59671503814, -4.02537014626, 0.996684957063, 0.994266559359
