# L (m), R (m), T (K), F_Drude, F_Plasma, F_PFA_Drude, F_PFA_Plasma, F_Drude/F_PFA_Drude, F_Plasma/F_PFA_Plasma
1.15e-07, 7.5e-05, 295, -7.55738593817e-11, -7.73790406365e-11, -7.56541218206e-11, -7.74810375559e-11, 0.998939087032, 0.998683588622
1.2e-07, 7.5e-05, 295, -6.75181501287e-11, -6.92136568937e-11, -6.75926893709e-11, -6.9309154478e-11, 0.998897229228, 0.998622150494
1.25e-07, 7.5e-05, 295, -6.05786603257e-11, -6.21741975736e-11, -6.06480447529e-11, -6.22638139038e-11, 0.998855949479, 0.998560699633
1.3e-07, 7.5e-05, 295, -5.45667164804e-11, -5.60708737211e-11, -5.46314410013e-11, -5.61551488797e-11, 0.998815251442, 0.998499244321
1.35e-07, 7.5e-05, 295, -4.93309716525e-11, -5.0751379289e-11, -4.93914708611e-11, -5.08307890458e-11, 0.998775108182, 0.998437762656
1.4e-07, 7.5e-05, 295, -4.47490085398e-11, -4.60924685383e-11, -4.48056659639e-11, -4.61674340535e-11, 0.998735485281, 0.998376225217
1.45e-07, 7.5e-05, 295, -4.07210461266e-11, -4.1993641813e-11, -4.07742006073e-11, -4.20645364071e-11, 0.998696369766, 0.998314623194
1.5e-07, 7.5e-05, 295, -3.71651702219e-11, -3.83723590082e-11, -3.72151223476e-11, -3.84395149351e-11, 0.998657746569, 0.998252945518
1.55e-07, 7.5e-05, 295, -3.40136861332e-11, -3.51603782028e-11, -3.40607033018e-11, -3.52240920073e-11, 0.998619606643, 0.998191186746
1.6e-07, 7.5e-05, 295, -3.12103014278e-11, -3.23009268071e-11, -3.12546230484e-11, -3.23614647843e-11, 0.998581917929, 0.998129319003
1.65e-07, 7.5e-05, 295, -2.87079350752e-11, -2.97465010509e-11, -2.87497748815e-11, -2.98041017845e-11, 0.998544690995, 0.998067355493
1.7e-07, 7.5e-05, 295, -2.64669937277e-11, -2.74571341964e-11, -2.65065437539e-11, -2.75120127332e-11, 0.998507914627, 0.998005288187
1.75e-07, 7.5e-05, 295, -2.44540102758e-11, -2.53990283207e-11, -2.44914443122e-11, -2.54513798018e-11, 0.998471546393, 0.997943078859
1.8e-07, 7.5e-05, 295, -2.26405616548e-11, -2.35434664161e-11, -2.26760361178e-11, -2.35934671009e-11, 0.998435596821, 0.997880740267
1.85e-07, 7.5e-05, 295, -2.10023977114e-11, -2.18659364225e-11, -2.10360539019e-11, -2.19137460834e-11, 0.998400071105, 0.997818279873
1.9e-07, 7.5e-05, 295, -1.95187390417e-11, -2.03454249548e-11, -1.95507058625e-11, -2.03911897188e-11, 0.998364927536, 0.997755659935
1.95e-07, 7.5e-05, 295, -1.81717095065e-11, -1.89638463161e-11, -1.82021041956e-11, -1.90076995058e-11, 0.998330155197, 0.997692872318
2e-07, 7.5e-05, 295, -1.69458714537e-11, -1.77055747181e-11, -1.69748003589e-11, -1.77476377227e-11, 0.998295773465, 0.99762993784
2.05e-07, 7.5e-05, 295, -1.58278633419e-11, -1.65570794406e-11, -1.58554038038e-11, -1.6597443571e-11, 0.998263023619, 0.997568051358
2.1e-07, 7.5e-05, 295, -1.48060025792e-11, -1.55065249652e-11, -1.48322676147e-11, -1.5545316582e-11, 0.998229196225, 0.997504610692
2.15e-07, 7.5e-05, 295, -1.38701577053e-11, -1.45436419888e-11, -1.38952280821e-11, -1.458095426e-11, 0.99819575637, 0.997441026802
2.2e-07, 7.5e-05, 295, -1.30114378256e-11, -1.36594146646e-11, -1.30353879795e-11, -1.36953336844e-11, 0.998162681931, 0.997377280419
2.25e-07, 7.5e-05, 295, -1.22220366349e-11, -1.28459233131e-11, -1.22449354343e-11, -1.28805289242e-11, 0.998129937101, 0.997313339282
2.3e-07, 7.5e-05, 295, -1.1495081615e-11, -1.20961923566e-11, -1.15169919231e-11, -1.21295577619e-11, 0.998097566767, 0.997249247996
2.35e-07, 7.5e-05, 295, -1.08245037306e-11, -1.14040589034e-11, -1.08454842105e-11, -1.14362525215e-11, 0.998065510085, 0.997184950396
2.4e-07, 7.5e-05, 295, -1.02049314159e-11, -1.07640657688e-11, -1.02250360556e-11, -1.07951508001e-11, 0.998033783008, 0.99712046345
2.45e-07, 7.5e-05, 295, -9.63159757434e-12, -1.01713676198e-11, -9.65087630651e-12, -1.02014027053e-11, 0.998002385321, 0.997055788663
2.5e-07, 7.5e-05, 295, -9.1002611143e-12, -9.62165175803e-12, -9.11876063656e-12, -9.65069183666e-12, 0.997971267917, 0.996990881159
2.55e-07, 7.5e-05, 295, -8.60714132242e-12, -9.11107183253e-12, -8.62490467766e-12, -9.1391677522e-12, 0.99794045779, 0.99692576825
2.6e-07, 7.5e-05, 295, -8.14885959646e-12, -8.63618898316e-12, -8.16592671205e-12, -8.66338807007e-12, 0.997909959739, 0.996860456129
2.65e-07, 7.5e-05, 295, -7.72239033132e-12, -8.19392220524e-12, -7.73879840705e-12, -8.22026867981e-12, 0.997879764419, 0.996794937538
2.7e-07, 7.5e-05, 295, -7.32501845358e-12, -7.78150542113e-12, -7.34080234182e-12, -7.80704080384e-12, 0.997849841542, 0.996729185442
2.75e-07, 7.5e-05, 295, -6.95430312731e-12, -7.39645077543e-12, -6.96949528629e-12, -7.42121386211e-12, 0.997820192372, 0.996663202659
2.8e-07, 7.5e-05, 295, -6.6080457421e-12, -7.0365162546e-12, -6.62267636915e-12, -7.0605432704e-12, 0.997790828628, 0.996597001834
2.85e-07, 7.5e-05, 295, -6.28426182717e-12, -6.69967726978e-12, -6.29835941243e-12, -6.72300244449e-12, 0.997761705178, 0.996530541987
2.9e-07, 7.5e-05, 295, -5.98115787884e-12, -6.38410319443e-12, -5.99474882662e-12, -6.4067583993e-12, 0.997732857844, 0.996463858404
2.95e-07, 7.5e-05, 295, -5.69710939491e-12, -6.08813513029e-12, -5.71021855834e-12, -6.1101504312e-12, 0.997704262404, 0.996396929805
3e-07, 7.5e-05, 295, -5.43064297069e-12, -5.81026776869e-12, -5.44329366106e-12, -5.83167145014e-12, 0.997675912571, 0.996329751832
3.05e-07, 7.5e-05, 295, -5.18042015483e-12, -5.54913303279e-12, -5.19263412605e-12, -5.56995159598e-12, 0.997647827495, 0.996262343966
3.1e-07, 7.5e-05, 295, -4.94522287898e-12, -5.30348531261e-12, -4.95702066555e-12, -5.32374382815e-12, 0.997619984389, 0.99619468626
3.15e-07, 7.5e-05, 295, -4.72394124765e-12, -5.07218908312e-12, -4.73534218615e-12, -5.09191122431e-12, 0.99759237283, 0.996126770417
3.2e-07, 7.5e-05, 295, -4.51556242366e-12, -4.85420763256e-12, -4.52658472982e-12, -4.87341576344e-12, 0.997564984016, 0.996058589741
3.25e-07, 7.5e-05, 295, -4.31916090106e-12, -4.64859319268e-12, -4.32982169046e-12, -4.66730839941e-12, 0.997537822534, 0.995990149969
3.3e-07, 7.5e-05, 295, -4.13388984372e-12, -4.45447814922e-12, -4.1442051433e-12, -4.47272026065e-12, 0.997510910002, 0.995921472757
3.35e-07, 7.5e-05, 295, -3.95897313672e-12, -4.27106697351e-12, -3.96895814585e-12, -4.2888548334e-12, 0.99748422413, 0.995852538595
3.4e-07, 7.5e-05, 295, -3.79369873641e-12, -4.09762946901e-12, -3.80336789016e-12, -4.11498100689e-12, 0.997457739028, 0.995783324915
3.45e-07, 7.5e-05, 295, -3.63741269427e-12, -3.93349469733e-12, -3.6467796005e-12, -3.95042687363e-12, 0.997431458094, 0.995713836291
3.5e-07, 7.5e-05, 295, -3.48951362891e-12, -3.77804536238e-12, -3.4985910876e-12, -3.79457419478e-12, 0.997405395927, 0.995644087702
3.55e-07, 7.5e-05, 295, -3.34944780354e-12, -3.63071280696e-12, -3.35824787981e-12, -3.64685345031e-12, 0.997379563219, 0.995574090492
3.6e-07, 7.5e-05, 295, -3.2167045793e-12, -3.49097239018e-12, -3.22523886359e-12, -3.5067394054e-12, 0.997353906282, 0.995503796148
3.65e-07, 7.5e-05, 295, -3.09081307118e-12, -3.35834008166e-12, -3.09909237442e-12, -3.37374713361e-12, 0.997328474843, 0.995433252304
3.7e-07, 7.5e-05, 295, -2.9713379019e-12, -3.23236814643e-12, -2.97937268549e-12, -3.24742844357e-12, 0.997303196199, 0.995362392921
3.75e-07, 7.5e-05, 295, -2.85787676055e-12, -3.1126426539e-12, -2.86567685013e-12, -3.12736866455e-12, 0.997278098686, 0.995291245699
3.8e-07, 7.5e-05, 295, -2.75005729181e-12, -2.99878031314e-12, -2.75763185738e-12, -3.01318374978e-12, 0.997253235399, 0.995219861172
3.85e-07, 7.5e-05, 295, -2.64753419745e-12, -2.89042552292e-12, -2.65489206694e-12, -2.90451766354e-12, 0.997228561726, 0.995148199374
3.9e-07, 7.5e-05, 295, -2.54998727356e-12, -2.78724836891e-12, -2.55713689245e-12, -2.80104002026e-12, 0.997204053132, 0.995076239093
3.95e-07, 7.5e-05, 295, -2.45711936357e-12, -2.6889425363e-12, -2.4640687063e-12, -2.70244394884e-12, 0.997179728508, 0.995003999046
4e-07, 7.5e-05, 295, -2.36865427731e-12, -2.59522319077e-12, -2.37541094292e-12, -2.60844415845e-12, 0.997155580327, 0.994931473754
4.05e-07, 7.5e-05, 295, -2.28433578275e-12, -2.50582594694e-12, -2.2909063791e-12, -2.51877518437e-12, 0.997131879151, 0.994858914955
4.1e-07, 7.5e-05, 295, -2.20392343285e-12, -2.42050261905e-12, -2.21031557293e-12, -2.43318979518e-12, 0.997108041875, 0.994785784425
4.15e-07, 7.5e-05, 295, -2.12719519961e-12, -2.33902389442e-12, -2.13341544561e-12, -2.351457545e-12, 0.997084371913, 0.99471236442
4.2e-07, 7.5e-05, 295, -2.05394345268e-12, -2.26117523911e-12, -2.0599979908e-12, -2.27336345577e-12, 0.99706090096, 0.994638685413
4.25e-07, 7.5e-05, 295, -1.98397429594e-12, -2.18675621872e-12, -1.98986909953e-12, -2.19870681682e-12, 0.997037592274, 0.994564715036
4.3e-07, 7.5e-05, 295, -1.91710664663e-12, -2.11557955606e-12, -1.92284748833e-12, -2.12730008982e-12, 0.997014406118, 0.994490418243
4.35e-07, 7.5e-05, 295, -1.85317145515e-12, -2.04747033221e-12, -1.85876372131e-12, -2.05896790912e-12, 0.996991405575, 0.994415854244
4.4e-07, 7.5e-05, 295, -1.79201042015e-12, -1.98226467655e-12, -1.79745931626e-12, -1.99354616778e-12, 0.996968556639, 0.994340993245
4.45e-07, 7.5e-05, 295, -1.73347544577e-12, -1.91980920898e-12, -1.73878592725e-12, -1.93088118159e-12, 0.99694586815, 0.994265844672
4.5e-07, 7.5e-05, 295, -1.6774277466e-12, -1.85996012585e-12, -1.6826045963e-12, -1.87082892335e-12, 0.996923311803, 0.994190384075
4.55e-07, 7.5e-05, 295, -1.62373732269e-12, -1.80258266125e-12, -1.62878506736e-12, -1.81325432075e-12, 0.996900914197, 0.994114637213
4.6e-07, 7.5e-05, 295, -1.57228214384e-12, -1.74755025305e-12, -1.57720515723e-12, -1.75803061229e-12, 0.996878647419, 0.994038579783
4.65e-07, 7.5e-05, 295, -1.52294780033e-12, -1.69474418461e-12, -1.52775017789e-12, -1.70503875565e-12, 0.996856568813, 0.993962265667
4.7e-07, 7.5e-05, 295, -1.47562652307e-12, -1.6440525832e-12, -1.48031240556e-12, -1.65416688369e-12, 0.996834531367, 0.993885562221
4.75e-07, 7.5e-05, 295, -1.43021752643e-12, -1.59537076551e-12, -1.43479059239e-12, -1.60530980403e-12, 0.996812729338, 0.993808647713
4.8e-07, 7.5e-05, 295, -1.38662552286e-12, -1.54859972323e-12, -1.39108951696e-12, -1.5583685382e-12, 0.996791008737, 0.993731383349
4.85e-07, 7.5e-05, 295, -1.34476119699e-12, -1.50364660221e-12, -1.34911956996e-12, -1.51324989667e-12, 0.99676946872, 0.99365386082
4.9e-07, 7.5e-05, 295, -1.30454015685e-12, -1.46042363134e-12, -1.30879637223e-12, -1.46986608709e-12, 0.996747992685, 0.993575975501
4.95e-07, 7.5e-05, 295, -1.2658831354e-12, -1.41884832572e-12, -1.27004042225e-12, -1.42813435245e-12, 0.996726649979, 0.993497791916
5e-07, 7.5e-05, 295, -1.22871538385e-12, -1.37884286545e-12, -1.23277677041e-12, -1.38797663669e-12, 0.996705497166, 0.993419362402
5.05e-07, 7.5e-05, 295, -1.19296621031e-12, -1.34033362447e-12, -1.19693471804e-12, -1.34931927561e-12, 0.99668444096, 0.993340604185
5.1e-07, 7.5e-05, 295, -1.15856905867e-12, -1.30325124699e-12, -1.16244753893e-12, -1.31209271082e-12, 0.996663522327, 0.993261555559
5.15e-07, 7.5e-05, 295, -1.12546085399e-12, -1.26752997921e-12, -1.12925222146e-12, -1.27623122472e-12, 0.996642585772, 0.993182077556
5.2e-07, 7.5e-05, 295, -1.09358253086e-12, -1.23310820594e-12, -1.09728922976e-12, -1.24167269495e-12, 0.996621949073, 0.99310245845
5.25e-07, 7.5e-05, 295, -1.06287757703e-12, -1.19992696348e-12, -1.0665022822e-12, -1.20835836663e-12, 0.996601315131, 0.993022431602
5.3e-07, 7.5e-05, 295, -1.0332930936e-12, -1.16793101935e-12, -1.03683814597e-12, -1.17623264104e-12, 0.996580900898, 0.992942194088
5.35e-07, 7.5e-05, 295, -1.00477854027e-12, -1.13706758998e-12, -1.00824644621e-12, -1.14524287918e-12, 0.996560458056, 0.99286152366
5.4e-07, 7.5e-05, 295, -9.77286482138e-13, -1.10728710179e-12, -9.80679488759e-13, -1.11533921933e-12, 0.996540147256, 0.992780566311
5.45e-07, 7.5e-05, 295, -9.5077189975e-13, -1.07854248589e-12, -9.54092095383e-13, -1.08647440739e-12, 0.996520047017, 0.992699394072
5.5e-07, 7.5e-05, 295, -9.25191909675e-13, -1.05078889043e-12, -9.28441450374e-13, -1.05860363883e-12, 0.996500004715, 0.992617871202
5.55e-07, 7.5e-05, 295, -9.00506020677e-13, -1.02398394156e-12, -9.03686957844e-13, -1.03168441168e-12, 0.996480045287, 0.992536021647
5.6e-07, 7.5e-05, 295, -8.76675747143e-13, -9.98087347051e-13, -8.79790108724e-13, -1.00567638937e-12, 0.99646010844, 0.992453792896
5.65e-07, 7.5e-05, 295, -8.53664758986e-13, -9.7306104878e-13, -8.56714356861e-13, -9.80541273033e-13, 0.996440356287, 0.99237133157
5.7e-07, 7.5e-05, 295, -8.31438382003e-13, -9.48868710548e-13, -8.34425003331e-13, -9.56242682157e-13, 0.996420743248, 0.992288598128
5.75e-07, 7.5e-05, 295, -8.09963649413e-13, -9.25475770017e-13, -8.12889088595e-13, -9.32746043283e-13, 0.996401182863, 0.992205516905
5.8e-07, 7.5e-05, 295, -7.8920926869e-13, -9.02849403425e-13, -7.92075291732e-13, -9.10018486018e-13, 0.996381628019, 0.992122047296
5.85e-07, 7.5e-05, 295, -7.69145689827e-13, -8.8095859556e-13, -7.71953836288e-13, -8.88028745812e-13, 0.996362287057, 0.992038376815
5.9e-07, 7.5e-05, 295, -7.49744506744e-13, -8.59773525002e-13, -7.52496402297e-13, -8.66747073087e-13, 0.996342978457, 0.991954344813
5.95e-07, 7.5e-05, 295, -7.30978870888e-13, -8.39265987913e-13, -7.33676043898e-13, -8.46145148114e-13, 0.996323754833, 0.991869999827
