# L (m), R (m), T (K), F_Drude, F_Plasma, F_PFA_Drude, F_PFA_Plasma, F_Drude/F_PFA_Drude, F_Plasma/F_PFA_Plasma
6e-07, 7.5e-05, 295, -7.12823185296e-13, -8.19409083535e-13, -7.15467112317e-13, -8.26196001409e-13, 0.99630461418, 0.99178534166
6.05e-07, 7.5e-05, 295, -6.95253064206e-13, -8.0017717201e-13, -6.9784518369e-13, -8.06873939105e-13, 0.996285537905, 0.991700355198
6.1e-07, 7.5e-05, 295, -6.78245364634e-13, -7.81545906622e-13, -6.80786991489e-13, -7.88154473062e-13, 0.996266634224, 0.991615138065
6.15e-07, 7.5e-05, 295, -6.61777791029e-13, -7.63491826995e-13, -6.64270363086e-13, -7.70014255231e-13, 0.996247654275, 0.991529470797
6.2e-07, 7.5e-05, 295, -6.45829458969e-13, -7.45992938144e-13, -6.48274160347e-13, -7.52431016169e-13, 0.996228908188, 0.991443630198
6.25e-07, 7.5e-05, 295, -6.30380084186e-13, -7.2902787617e-13, -6.32778223835e-13, -7.35383507273e-13, 0.996210141944, 0.99135739238
6.3e-07, 7.5e-05, 295, -6.1541054605e-13, -7.12576487565e-13, -6.17763320431e-13, -7.18851446525e-13, 0.996191463133, 0.991270854374
6.35e-07, 7.5e-05, 295, -6.00902506276e-13, -6.96619436502e-13, -6.03211094162e-13, -7.02815467555e-13, 0.99617283583, 0.991183985928
6.4e-07, 7.5e-05, 295, -5.86838488604e-13, -6.81138286604e-13, -5.89104019921e-13, -6.87257071666e-13, 0.996154276256, 0.991096803053
6.45e-07, 7.5e-05, 295, -5.73201845233e-13, -6.66115465772e-13, -5.75425360024e-13, -6.72158582805e-13, 0.996135876265, 0.991009387981
6.5e-07, 7.5e-05, 295, -5.59976522552e-13, -6.51534025393e-13, -5.62159123307e-13, -6.57503105133e-13, 0.996117468055, 0.9909215946
6.55e-07, 7.5e-05, 295, -5.47147355566e-13, -6.37377942378e-13, -5.49290026638e-13, -6.43274483104e-13, 0.996099199023, 0.990833554134
6.6e-07, 7.5e-05, 295, -5.34699721513e-13, -6.23631762834e-13, -5.36803458676e-13, -6.29457263841e-13, 0.996080991788, 0.990745200124
6.65e-07, 7.5e-05, 295, -5.22619640589e-13, -6.10280704869e-13, -5.24685445757e-13, -6.16036661732e-13, 0.996062774021, 0.99065647027
6.7e-07, 7.5e-05, 295, -5.10893851256e-13, -5.97310736933e-13, -5.12922619687e-13, -6.02998524977e-13, 0.996044689095, 0.990567492608
6.75e-07, 7.5e-05, 295, -4.99509502243e-13, -5.84708258929e-13, -5.0150218744e-13, -5.90329304107e-13, 0.996026567287, 0.99047811935
6.8e-07, 7.5e-05, 295, -4.88454426584e-13, -5.72460385377e-13, -4.90411902545e-13, -5.78016022251e-13, 0.99600850642, 0.990388437933
6.85e-07, 7.5e-05, 295, -4.77716919709e-13, -5.60554716334e-13, -4.7964003809e-13, -5.66046247069e-13, 0.995990496562, 0.990298441578
6.9e-07, 7.5e-05, 295, -4.67285774733e-13, -5.4897937308e-13, -4.6917536124e-13, -5.54408064254e-13, 0.995972536788, 0.990208130936
6.95e-07, 7.5e-05, 295, -4.57150302891e-13, -5.37723019546e-13, -4.59007109187e-13, -5.4309005251e-13, 0.995954733034, 0.990117600313
7e-07, 7.5e-05, 295, -4.47300114178e-13, -5.26774635095e-13, -4.49124966383e-13, -5.32081259868e-13, 0.995936872048, 0.990026664773
7.05e-07, 7.5e-05, 295, -4.37725448808e-13, -5.16123857379e-13, -4.39519043076e-13, -5.21371181329e-13, 0.995919188721, 0.989935531273
7.1e-07, 7.5e-05, 295, -4.28416764626e-13, -5.05760555238e-13, -4.30179854984e-13, -5.10949737706e-13, 0.995901504134, 0.989844045148
7.15e-07, 7.5e-05, 295, -4.19365027947e-13, -4.95675129473e-13, -4.21098304074e-13, -5.00807255604e-13, 0.995883915678, 0.989752292778
7.2e-07, 7.5e-05, 295, -4.1056144479e-13, -4.85858234563e-13, -4.12265660377e-13, -4.90934448457e-13, 0.99586621989, 0.989660098389
7.25e-07, 7.5e-05, 295, -4.01997776443e-13, -4.76301105856e-13, -4.03673544788e-13, -4.81322398612e-13, 0.995848704067, 0.989567714341
7.3e-07, 7.5e-05, 295, -3.93665892823e-13, -4.66995095854e-13, -3.95313912732e-13, -4.71962540292e-13, 0.995831110781, 0.989474917998
7.35e-07, 7.5e-05, 295, -3.85558180348e-13, -4.57932097659e-13, -3.87179038748e-13, -4.6284664351e-13, 0.995813672133, 0.989381913168
7.4e-07, 7.5e-05, 295, -3.77667146168e-13, -4.4910413366e-13, -3.79261501843e-13, -4.53966798792e-13, 0.995796157356, 0.989288500515
7.45e-07, 7.5e-05, 295, -3.6998572169e-13, -4.40503671188e-13, -3.71554171624e-13, -4.45315402697e-13, 0.995778677636, 0.989194778622
7.5e-07, 7.5e-05, 295, -3.62507115632e-13, -4.32123469527e-13, -3.64050195136e-13, -4.36885144078e-13, 0.995761355097, 0.98910085496
7.55e-07, 7.5e-05, 295, -3.55224664135e-13, -4.23956424176e-13, -3.5674298438e-13, -4.28668991038e-13, 0.995743938041, 0.989006513277
