# L (m), R (m), T (K), F'_Drude (mPa), F'_Plasma (N/m), F'_PFA_Drude (N/m), F'_PFA_Plasma (N/m), F'_Drude/F'_PFA_Drude, F'_Plasma/F'_PFA_Plasma, F'_Plasma_xi0 (N/m), F'_Plasma_xi0/F'_PFA_Plasma_xi0
6.5e-08, 3e-05, 295, 0.00518872850492, 0.0052178131326, 0.00519333330046, 0.00522274338571, 0.999113325628, 0.999056003187, 2.90846276841e-05, 0.988933810782
7e-08, 3e-05, 295, 0.00400611358121, 0.00403141932278, 0.00401003118808, 0.00403563175646, 0.999023048279, 0.998956189778, 2.53057415711e-05, 0.988483583434
7.5e-08, 3e-05, 295, 0.00314681217988, 0.00316897209371, 0.00315016748312, 0.00317259563383, 0.998934880998, 0.998857862604, 2.21599138368e-05, 0.988040170004
8e-08, 3e-05, 295, 0.002509230921, 0.00252874956785, 0.00251212444649, 0.00253188810641, 0.998848175896, 0.998760396026, 1.95186468439e-05, 0.987602849301
8.5e-08, 3e-05, 295, 0.00202742409725, 0.00204470792246, 0.00202993633046, 0.00204744477101, 0.99876240788, 0.998663285775, 1.72838252133e-05, 0.987171025107
9e-08, 3e-05, 295, 0.00165741009193, 0.00167278966419, 0.00165960472571, 0.00167519090523, 0.998677616573, 0.998566586633, 1.5379572266e-05, 0.986744201767
9.5e-08, 3e-05, 295, 0.00136914608231, 0.00138289261436, 0.00137107450315, 0.00138501166832, 0.998593496681, 0.998470010033, 1.37465320487e-05, 0.986321958999
1e-07, 3e-05, 295, 0.00114167249643, 0.00115401028282, 0.00114337582412, 0.00115589001125, 0.998510264387, 0.998373782616, 1.23377863898e-05, 0.985903938982
1.05e-07, 3e-05, 295, 0.000960086426645, 0.000971202321433, 0.000961598426698, 0.000972877989807, 0.998427618004, 0.99827761714, 1.11158947881e-05, 0.985489835022
1.1e-07, 3e-05, 295, 0.000813610719698, 0.000823661438368, 0.00081495887725, 0.00082516183032, 0.998345735485, 0.998181699762, 1.00507186696e-05, 0.985079378562
1.15e-07, 3e-05, 295, 0.00069433062609, 0.000703448428296, 0.000695537658216, 0.000704797390463, 0.998264605645, 0.998086028431, 9.11780220629e-06, 0.984672338527
1.2e-07, 3e-05, 295, 0.000596351931626, 0.000604649084865, 0.000597436879534, 0.000605866645582, 0.998183995758, 0.99799038167, 8.29715323884e-06, 0.984268506648
1.25e-07, 3e-05, 295, 0.00051522941322, 0.000522801729271, 0.000516207993221, 0.00052390447111, 0.998104291266, 0.997895147111, 7.572316051e-06, 0.983867706707
1.3e-07, 3e-05, 295, 0.000447570711512, 0.000454500370354, 0.000448456324092, 0.000455502457114, 0.998025197701, 0.997800040935, 6.92965884268e-06, 0.983469772789
1.35e-07, 3e-05, 295, 0.000390759490597, 0.000397117312281, 0.000391563522503, 0.000398030805805, 0.997946611827, 0.997704967779, 6.35782168341e-06, 0.983074559551
1.4e-07, 3e-05, 295, 0.000342757989372, 0.000348605274326, 0.000343489986875, 0.000349440320025, 0.997868940782, 0.997610333866, 5.847284954e-06, 0.982681945133
1.45e-07, 3e-05, 295, 0.000301964077293, 0.000307354106493, 0.000302632358477, 0.000308119556071, 0.997791772211, 0.99751573841, 5.39002919973e-06, 0.98229179963
1.5e-07, 3e-05, 295, 0.00026710778954, 0.000272087055183, 0.000267719484319, 0.000272790515201, 0.997715165255, 0.997421244586, 4.97926564336e-06, 0.981904026913
1.55e-07, 3e-05, 295, 0.000237174462307, 0.000241783682773, 0.000237735605348, 0.000242431614979, 0.997639633997, 0.997327360928, 4.60922046515e-06, 0.981518528976
1.6e-07, 3e-05, 295, 0.000211346993434, 0.000215621955, 0.00021186304943, 0.000216220207876, 0.997564200091, 0.997233131528, 4.27496156623e-06, 0.981135209859
1.65e-07, 3e-05, 295, 0.000188963504051, 0.000192935762538, 0.00018943905749, 0.000193489266317, 0.997489675863, 0.99713935667, 3.97225848684e-06, 0.980753994679
1.7e-07, 3e-05, 295, 0.000169483820171, 0.000173181288422, 0.00016992295961, 0.000173694443985, 0.997415655663, 0.997045642044, 3.69746825113e-06, 0.980374802927
1.75e-07, 3e-05, 295, 0.000152464726865, 0.000155912169081, 0.00015287100609, 0.000156388812964, 0.997342339561, 0.996952186833, 3.44744221571e-06, 0.979997577847
1.8e-07, 3e-05, 295, 0.000137540349842, 0.000140759799059, 0.000137916913047, 0.00014120333212, 0.997269637232, 0.996858905139, 3.21944921687e-06, 0.979622240851
1.85e-07, 3e-05, 295, 0.00012440706836, 0.000127418180747, 0.000124756711405, 0.000127831632292, 0.997197400916, 0.996765655434, 3.01111238714e-06, 0.979248734389
1.9e-07, 3e-05, 295, 0.000112811653343, 0.000115632009854, 0.000113136863316, 0.000116018079753, 0.997125517147, 0.996672329871, 2.82035651174e-06, 0.978877003483
1.95e-07, 3e-05, 295, 0.000102541977764, 0.000105187342011, 0.000102844878734, 0.000105548348634, 0.99705477828, 0.996579703731, 2.64536424724e-06, 0.978507009663
2e-07, 3e-05, 295, 9.3419295577e-05, 9.59038349265e-05, 9.37018590841e-05, 9.62419276385e-05, 0.996984440758, 0.996487053821, 2.48453934954e-06, 0.978138698354
2.05e-07, 3e-05, 295, 8.52924927727e-05, 8.76289686008e-05, 8.55565366255e-05, 8.794612834e-05, 0.996913808539, 0.99639370436, 2.33647582814e-06, 0.977771982516
2.1e-07, 3e-05, 295, 7.80335097957e-05, 8.02334421206e-05, 7.82804823234e-05, 8.05312668467e-05, 0.996845030582, 0.996301750392, 2.19993232494e-06, 0.977406900646
2.15e-07, 3e-05, 295, 7.15328692515e-05, 7.36066787044e-05, 7.17642323049e-05, 7.38867680682e-05, 0.996776067326, 0.996209208074, 2.07380945283e-06, 0.977043350055
2.2e-07, 3e-05, 295, 6.56970993948e-05, 6.76542309738e-05, 6.59141407114e-05, 6.79179997141e-05, 0.99670721162, 0.996116364713, 1.957131579e-06, 0.976681281661
2.25e-07, 3e-05, 295, 6.04460239177e-05, 6.22950548483e-05, 6.06498102046e-05, 6.25436867262e-05, 0.996639951778, 0.996024668661, 1.84903093058e-06, 0.976320741879
2.3e-07, 3e-05, 295, 5.57103668899e-05, 5.74591003087e-05, 5.59019843126e-05, 5.76937898792e-05, 0.996572260805, 0.995932151953, 1.74873341884e-06, 0.975961595063
2.35e-07, 3e-05, 295, 5.14304725399e-05, 5.30860202136e-05, 5.16108108975e-05, 5.33077574563e-05, 0.996505802671, 0.995840431987, 1.65554767372e-06, 0.975603895744
2.4e-07, 3e-05, 295, 4.75544502895e-05, 4.91233045859e-05, 4.77244053221e-05, 4.93330782709e-05, 0.99643882346, 0.995747808725, 1.5688542964e-06, 0.975247515394
2.45e-07, 3e-05, 295, 4.40373497176e-05, 4.55254475433e-05, 4.41976567466e-05, 4.57240792095e-05, 0.996372951852, 0.995655862959, 1.48809782575e-06, 0.974892509728
2.5e-07, 3e-05, 295, 4.08399039132e-05, 4.22526827216e-05, 4.09912325642e-05, 4.24409220952e-05, 0.996308267854, 0.995564672861, 1.41277880843e-06, 0.974538877588
2.55e-07, 3e-05, 295, 3.79277116475e-05, 3.92701588338e-05, 3.80707449817e-05, 3.94487636995e-05, 0.996242959409, 0.995472485094, 1.34244718627e-06, 0.974186467142
2.6e-07, 3e-05, 295, 3.52707310082e-05, 3.65474281434e-05, 3.54060508508e-05, 3.67170498607e-05, 0.996178058854, 0.995380301034, 1.27669713516e-06, 0.973835316079
2.65e-07, 3e-05, 295, 3.28425767234e-05, 3.40577386105e-05, 3.29706614198e-05, 3.42189202572e-05, 0.996115191783, 0.995289692208, 1.21516188711e-06, 0.973485506903
2.7e-07, 3e-05, 295, 3.06198104003e-05, 3.17773192958e-05, 3.07412431129e-05, 3.19307048354e-05, 0.996049843784, 0.995196299601, 1.15750889547e-06, 0.973136733703
2.75e-07, 3e-05, 295, 2.85820746755e-05, 2.96855120847e-05, 2.86971939598e-05, 2.98314964286e-05, 0.995988482899, 0.995106368722, 1.10343740917e-06, 0.972789392158
2.8e-07, 3e-05, 295, 2.67109801279e-05, 2.77636534034e-05, 2.68202831139e-05, 2.79027869318e-05, 0.995924614757, 0.995013633269, 1.05267327548e-06, 0.972443014112
2.85e-07, 3e-05, 295, 2.49905339039e-05, 2.59955018742e-05, 2.50943431653e-05, 2.61281566727e-05, 0.995863240543, 0.994922917825, 1.00496797025e-06, 0.972097929736
2.9e-07, 3e-05, 295, 2.34062959077e-05, 2.43663903664e-05, 2.35050067712e-05, 2.44930084498e-05, 0.995800432458, 0.99483043973, 9.60094458709e-07, 0.971753874036
2.95e-07, 3e-05, 295, 2.19455896379e-05, 2.28634357096e-05, 2.20394806061e-05, 2.29843391935e-05, 0.995739873829, 0.994739745057, 9.17846071695e-07, 0.971411049157
3e-07, 3e-05, 295, 2.0596954246e-05, 2.14749878071e-05, 2.06863508336e-05, 2.15905434122e-05, 0.99567847474, 0.994647860271, 8.78033561084e-07, 0.971069196837
3.05e-07, 3e-05, 295, 1.93502514447e-05, 2.01907356733e-05, 1.9435415278e-05, 2.03012435682e-05, 0.995618110954, 0.994556594794, 8.40484228575e-07, 0.970728536019
