# high-temperature limit
# R: 0.0002 m
# omegap: 9 eV
#
# R/L, F_Drude/(kB*T), F_PR/(kB*T), F_plasma/(kB*T), F_plasma/F_PFA_plasma
304.87805, -45.298870428761, -88.593879523363, -85.769182375603, 0.9664085114878
305.8104, -45.438826166703, -88.871570086506, -86.030008326918, 0.96648158330344
306.74847, -45.579641023678, -89.150970825078, -86.292393510972, 0.96655472474328
307.69231, -45.721322931251, -89.432097549308, -86.556351932591, 0.9666279360562
308.64198, -45.863879918921, -89.714966264764, -86.821897764875, 0.96670121749259
309.59752, -46.007320115625, -89.999593174061, -87.089045351408, 0.96677456930079
310.55901, -46.151651751291, -90.28599468303, -87.357809209624, 0.96684799173581
311.52648, -46.296883158405, -90.574187400726, -87.628204032652, 0.9669214850506
312.5, -46.44302277362, -90.864188144486, -87.900244692439, 0.96699504950104
313.47962, -46.590079139382, -91.156013942206, -88.173946242259, 0.9670686853435
314.46541, -46.738060905598, -91.449682037473, -88.449323919945, 0.96714239283989
315.45741, -46.886976831329, -91.74520989031, -88.726393150019, 0.96721617224997
316.4557, -47.036835786519, -92.042615182349, -89.005169547055, 0.96729002383668
317.46032, -47.187646753753, -92.341915819968, -89.285668918475, 0.96736394786462
318.47134, -47.339418830052, -92.643129937762, -89.567907267565, 0.96743794460036
319.48882, -47.4921612287, -92.946275902335, -89.851900796483, 0.96751201431209
320.51282, -47.645883281109, -93.251372316316, -90.13766590951, 0.9675861572712
321.54341, -47.800594438717, -93.558438020517, -90.425219215743, 0.96766037374727
322.58065, -47.956304274925, -93.867492100308, -90.714577532995, 0.96773466401545
323.6246, -48.113022487067, -94.178553888349, -91.005757890718, 0.96780902835256
324.67532, -48.270758898428, -94.491642967224, -91.298777533048, 0.96788346703398
325.7329, -48.429523460292, -94.806779176639, -91.593653922969, 0.96795798034174
326.79739, -48.589326254032, -95.123982614069, -91.890404744898, 0.96803256855509
327.86885, -48.750177493245, -95.443273642525, -92.189047909105, 0.96810723195985
328.94737, -48.912087525927, -95.764672891814, -92.489601554569, 0.96818197084056
330.033, -49.07506683669, -96.088201264777, -92.792084053057, 0.96825678548469
331.12583, -49.239126049023, -96.413879941261, -93.096514012803, 0.96833167618198
332.22591, -49.404275927602, -96.74173038283, -93.402910282291, 0.96840664322406
333.33333, -49.57052738064, -97.071774337424, -93.711291954162, 0.96848168690463
334.44816, -49.737891462289, -97.404033844096, -94.021678369232, 0.96855680751995
335.57047, -49.906379375088, -97.738531237959, -94.33408912042, 0.96863200536764
336.70034, -50.076002472463, -98.075289155647, -94.648544057115, 0.96870728074915
337.83784, -50.246772261274, -98.414330538536, -94.965063288872, 0.96878263396454
338.98305, -50.418700404414, -98.755678640653, -95.283667190402, 0.96885806531966
340.13605, -50.591798723468, -99.099357032649, -95.604376405557, 0.96893357512211
341.29693, -50.766079201416, -99.445389605828, -95.927211851565, 0.96900916367896
342.46575, -50.9415539854, -99.793800580827, -96.252194724241, 0.96908483130348
343.64261, -51.118235389541, -100.14461451012, -96.579346501946, 0.96916057830816
344.82759, -51.296135897824, -100.49785628548, -96.90868895077, 0.9692364050092
346.02076, -51.475268167032, -100.85355114352, -97.240244129161, 0.9693123117246
347.22222, -51.655645029746, -101.21172467156, -97.574034392959, 0.969388298775
348.43206, -51.837279497411, -101.57240281383, -97.910082400386, 0.9694643664835
349.65035, -52.020184763462, -101.93561187764, -98.248411117189, 0.96954051517555
350.87719, -52.204374206515, -102.30137853984, -98.589043821864, 0.96961674517898
352.11268, -52.389861393628, -102.66972985367, -98.932004111131, 0.96969305682519
353.35689, -52.576660083634, -103.04069325372, -99.277315904976, 0.96976945044508
354.60993, -52.764784230535, -103.41429656578, -99.62500345294, 0.96984592637617
355.87189, -52.954247986981, -103.79056801021, -99.975091338964, 0.96992248495434
357.14286, -53.145065707815, -104.16953621261, -100.32760448804, 0.96999912652214
358.42294, -53.337251953694, -104.55123020793, -100.68256817143, 0.97007585142185
359.71223, -53.530821494795, -104.9356794496, -101.04000801308, 0.97015265999921
361.01083, -53.725789314595, -105.3229138167, -101.39994999577, 0.97022955260295
362.31884, -53.922170613737, -105.71296362164, -101.76242046735, 0.97030652958424
363.63636, -54.119980813975, -106.10585961803, -102.1274461472, 0.97038359129705
364.9635, -54.319235562212, -106.50163300875, -102.49505413287, 0.97046073809816
366.30037, -54.519950734624, -106.90031545464, -102.8652719068, 0.97053797034805
367.64706, -54.722142440873, -107.30193908111, -103.23812734289, 0.97061528840741
369.00369, -54.925827028414, -107.70653648984, -103.61364871413, 0.97069269264328
370.37037, -55.131021086904, -108.11414076408, -103.991864699, 0.97077018342214
371.74721, -55.337741452697, -108.52478548114, -104.37280438959, 0.97084776111687
373.13433, -55.546005213452, -108.93850471844, -104.75649729837, 0.97092542610071
374.53184, -55.755829712838, -109.35533306476, -105.14297336624, 0.97100317875086
375.93985, -55.967232555344, -109.77530562936, -105.53226297021, 0.97108101944752
377.35849, -56.180231611202, -110.19845805178, -105.92439693144, 0.97115894857399
378.78788, -56.394845021422, -110.62482651194, -106.31940652333, 0.97123696651668
380.22814, -56.611091202938, -111.05444774085, -106.71732347998, 0.97131507366595
381.67939, -56.828988853873, -111.48735902929, -107.11818000436, 0.97139327041291
383.14176, -57.048556958926, -111.92359824174, -107.52200877764, 0.9714715571554
384.61538, -57.269814794888, -112.36320382426, -107.92884296747, 0.97154993429169
386.10039, -57.492781936274, -112.80621481749, -108.33871623744, 0.9716284022245
387.5969, -57.717478261099, -113.25267086734, -108.75166275624, 0.97170696135902
389.10506, -57.943923956777, -113.70261223892, -109.16771720758, 0.97178561210692
390.625, -58.172139526171, -114.15607982425, -109.58691479914, 0.97186435487878
392.15686, -58.402145793772, -114.61311515898, -110.00929127329, 0.97194319009165
393.70079, -58.633963912034, -115.07376043328, -110.43488291704, 0.97202211816616
395.25692, -58.867615367855, -115.53805850348, -110.86372657214, 0.97210113952421
396.8254, -59.103121989215, -116.00605290838, -111.29585964638, 0.97218025459424
398.40637, -59.340505951966, -116.4777878797, -111.7313201239, 0.97225946380636
400, -59.579789786792, -116.95330835783, -112.17014657673, 0.97233876759502
401.60643, -59.820996386337, -117.43266000549, -112.61237817604, 0.97241816639831
403.22581, -60.064149012498, -117.9158892224, -113.05805470398, 0.97249766065837
404.8583, -60.309271303904, -118.40304316018, -113.50721656554, 0.9725772508209
406.50407, -60.556387283571, -118.89416973805, -113.9599048009, 0.97265693733643
408.16327, -60.805521366748, -119.38931765671, -114.41616109776, 0.97273672065742
409.83607, -61.056698368955, -119.8885364176, -114.8760278046, 0.97281660124291
411.52263, -61.309943514216, -120.39187633608, -115.33954794338, 0.97289657955402
413.22314, -61.565282443506, -120.89938856019, -115.80676522331, 0.97297665605669
414.93776, -61.822741223394, -121.41112508738, -116.27772405454, 0.97305683122118
416.66667, -62.082346354917, -121.92713878233, -116.75246956231, 0.97313710552156
418.41004, -62.344124782662, -122.44748339541, -117.2310476015, 0.97321747943738
420.16807, -62.608103904095, -122.97221357961, -117.71350477115, 0.97329795345027
421.94093, -62.874311579102, -123.50138491265, -118.19988843019, 0.97337852804868
423.72881, -63.142776139798, -124.03505391351, -118.69024671247, 0.97345920372408
425.53191, -63.41352640057, -124.5732780642, -119.18462854302, 0.97353998097272
427.35043, -63.686591668381, -125.11611582996, -119.68308365431, 0.97362086029562
429.18455, -63.962001753344, -125.66362668029, -120.18566260303, 0.97370184219838
431.03448, -64.239786979564, -126.21587111113, -120.69241678729, 0.97378292719183
432.90043, -64.519978196261, -126.77291066564, -121.20339846409, 0.97386411579065
434.78261, -64.802606789193, -127.33480795799, -121.71866076742, 0.97394540851407
436.68122, -65.087704692363, -127.90162669803, -122.23825772706, 0.97402680588814
438.59649, -65.375304400051, -128.47343171261, -122.76224428711, 0.97410830844219
440.52863, -65.665438979144, -129.05028897253, -123.29067632578, 0.97418991671165
442.47788, -65.958142081815, -129.63226561547, -123.82361067508, 0.97427163123537
444.44444, -66.253447958527, -130.21942997527, -124.36110514173, 0.97435345255981
446.42857, -66.551391471382, -130.81185160529, -124.90321852768, 0.97443538123483
448.43049, -66.852008107843, -131.40960130769, -125.45001065203, 0.97451741781643
450.45045, -67.155333994817, -132.01275116108, -126.00154237297, 0.97459956286563
452.48869, -67.461405913119, -132.62137454945, -126.55787561061, 0.97468181694945
454.54545, -67.770261312337, -133.23554619221, -127.11907337026, 0.97476418064074
456.621, -68.081938326101, -133.85534217336, -127.68519976617, 0.97484665451695
458.7156, -68.396475787772, -134.48083997427, -128.25632004637, 0.97492923916204
460.82949, -68.713913246566, -135.11211850528, -128.83250061768, 0.97501193516545
462.96296, -69.034290984122, -135.74925813889, -129.41380907177, 0.97509474312297
465.11628, -69.357650031541, -136.3923407442, -130.00031421165, 0.97517766363646
467.28972, -69.68403218689, -137.04144972001, -130.5920860789, 0.97526069731283
469.48357, -70.013480033215, -137.69667003408, -131.18919598204, 0.97534384476683
471.69811, -70.346036957047, -138.35808825679, -131.79171652496, 0.97542710661816
473.93365, -70.681747167449, -139.02579260148, -132.39972163689, 0.97551048349388
476.19048, -71.020655715596, -139.69987296138, -133.01328660249, 0.97559397602614
478.4689, -71.362808514921, -140.38042095285, -133.63248809357, 0.9756775848555
480.76923, -71.70825236185, -141.06752995373, -134.25740420084, 0.97576131062785
483.09179, -72.057034957122, -141.76129514774, -134.88811446716, 0.97584515399631
485.43689, -72.409204927743, -142.46181356817, -135.52469992159, 0.97592911562137
487.80488, -72.764811849582, -143.16918414191, -136.16724311411, 0.97601319616963
490.19608, -73.123906270619, -143.88350773653, -136.81582815172, 0.97609739631489
492.61084, -73.486539734897, -144.60488721003, -137.47054073559, 0.97618171673973
495.0495, -73.852764807177, -145.33342745558, -138.13146819858, 0.97626615813175
497.51244, -74.222635098324, -146.0692354572, -138.79869954493, 0.97635072118799
500, -74.596205291466, -146.81242033826, -139.4723254901, 0.97643540661184
502.51256, -74.973531168932, -147.56309341727, -140.15243850243, 0.97652021511483
505.05051, -75.354669640014, -148.3213682627, -140.8391328457, 0.97660514741637
507.61421, -75.739678769566, -149.08736075071, -141.53250462314, 0.97669020424428
510.20408, -76.12861780749, -149.86118912253, -142.23265182238, 0.97677538633349
512.82051, -76.521547219114, -150.64297404661, -142.93967436223, 0.97686069442782
515.46392, -76.918528716527, -151.43283868068, -143.65367414051, 0.97694612927935
518.13472, -77.319625290869, -152.23090873671, -144.37475508347, 0.97703169164898
520.83333, -77.724901245653, -153.0373125461, -145.10302319651, 0.97711738230562
523.56021, -78.13442223111, -153.85218112964, -145.83858661673, 0.97720320202739
526.31579, -78.548255279634, -154.67564826834, -146.58155566689, 0.97728915160158
529.10053, -78.96646884235, -155.50785057499, -147.33204291098, 0.97737523182418
531.91489, -79.389132826843, -156.34892757104, -148.09016321162, 0.97746144350047
534.75936, -79.816318636105, -157.19902176378, -148.85603378926, 0.97754778744531
537.63441, -80.248099208733, -158.05827872718, -149.62977428317, 0.97763426448361
540.54054, -80.684549060433, -158.92684718341, -150.41150681411, 0.9777208754492
543.47826, -81.125744326877, -159.8048790897, -151.20135604944, 0.97780762118628
546.44809, -81.571762807966, -160.69252972697, -151.99944926998, 0.9778945025495
549.45055, -82.022684013552, -161.58995778956, -152.80591643892, 0.97798152040312
552.48619, -82.478589210674, -162.49732548101, -153.6208902732, 0.97806867562231
555.55556, -82.939561472369, -163.41479861167, -154.44450631707, 0.97815596909312
558.65922, -83.405685728121, -164.34254669794, -155.27690301783, 0.97824340171198
561.79775, -83.877048816012, -165.28074306792, -156.11822180436, 0.9783309743866
564.97175, -84.353739536632, -166.229564969, -156.9686071681, 0.97841868803625
568.18182, -84.83584870884, -167.18919367789, -157.82820674645, 0.97850654359127
571.42857, -85.323469227425, -168.15981461773, -158.69717140935, 0.97859454199413
574.71264, -85.816696122764, -169.14161747531, -159.57565534835, 0.97868268419873
578.03468, -86.315626622541, -170.13479632565, -160.4638161689, 0.97877097117141
581.39535, -86.820360215627, -171.1395497594, -161.36181498566, 0.97885940389092
584.79532, -87.3309987182, -172.15608101511, -162.26981652108, 0.97894798334876
588.23529, -87.847646342187, -173.18459811517, -163.18798920717, 0.97903671054932
591.71598, -88.370409766159, -174.2253140074, -164.11650529089, 0.97912558650957
595.2381, -88.899398208733, -175.27844671255, -165.0555409432, 0.97921461226022
598.8024, -89.434723504627, -176.34421947622, -166.00527637185, 0.97930378884605
602.40964, -89.976500183462, -177.42286092501, -166.96589593792, 0.97939311732493
606.06061, -90.524845551423, -178.51460523086, -167.93758827672, 0.97948259876947
609.7561, -91.079879775915, -179.61969228026, -168.92054642281, 0.97957223426682
613.49693, -91.64172597333, -180.73836784816, -169.91496793932, 0.97966202491849
617.28395, -92.210510300068, -181.87088378164, -170.92105505225, 0.97975197184168
621.11801, -92.786362046949, -183.01749818711, -171.93901478906, 0.97984207616842
625, -93.369413737166, -184.17847562606, -172.96905912274, 0.97993233904649
628.93082, -93.959801227929, -185.35408731887, -174.01140512089, 0.98002276163983
632.91139, -94.557663815982, -186.54461135583, -175.06627510031, 0.98011334512899
636.94268, -95.163144347137, -187.75033291432, -176.13389678712, 0.98020409071082
641.02564, -95.776389330032, -188.97154448807, -177.21450348309, 0.98029499959969
645.16129, -96.397549054285, -190.20854612132, -178.30833423781, 0.98038607302691
649.35065, -97.026777713262, -191.46164565587, -179.41563402766, 0.98047731224206
653.59477, -97.664233531644, -192.73115898414, -180.53665394124, 0.98056871851244
657.89474, -98.310078898045, -194.01741031593, -181.67165137212, 0.9806602931245
662.25166, -98.964480502891, -195.32073245243, -182.82089021864, 0.9807520373834
666.66667, -99.627609481816, -196.64146707279, -183.98464109159, 0.98084395261359
671.14094, -100.29964156483, -197.97996503344, -185.16318152997, 0.98093604015977
675.67568, -100.98075723154, -199.33658667636, -186.35679622496, 0.9810283013866
680.27211, -101.6711418727, -200.71170215363, -187.56577725289, 0.98112073767979
684.93151, -102.37098595841, -202.1056917622, -188.79042431727, 0.98121335044619
689.65517, -103.08048521326, -203.51894629364, -190.03104500044, 0.98130614111433
694.44444, -103.79984079881, -204.95186740015, -191.28795502541, 0.98139911113516
699.3007, -104.52925950362, -206.4048679729, -192.56147852817, 0.98149226198229
704.22535, -105.2689539415, -207.878372538, -193.85194834099, 0.98158559515252
709.21986, -106.01914275797, -209.37281767043, -195.15970628752, 0.98167911216694
714.28571, -106.78005084577, -210.88865242274, -196.4851034897, 0.98177281457053
719.42446, -107.55190956952, -212.42633877621, -197.82850068782, 0.9818667039339
724.63768, -108.33495700027, -213.98635210617, -199.19026857342, 0.98196078185268
729.92701, -109.12943816019, -215.56918167428, -200.57078813675, 0.98205504994927
735.29412, -109.93560527821, -217.17533113674, -201.97045102847, 0.98214950987266
740.74074, -110.75371805688, -218.80531907999, -203.38965993715, 0.98224416329981
746.26866, -111.58404395127, -220.45967957449, -204.82882898262, 0.98233901193549
751.8797, -112.42685846043, -222.13896276054, -206.28838412681, 0.9824340575139
757.57576, -113.28244543206, -223.84373545492, -207.76876360206, 0.98252930179884
763.35878, -114.15109738118, -225.57458178826, -209.27041835859, 0.98262474658457
769.23077, -115.0331158235, -227.33210387095, -210.79381253155, 0.9827203936968
775.1938, -115.92881162429, -229.11692248985, -212.33942392912, 0.98281624499319
781.25, -116.83850536359, -230.92967783978, -213.90774454245, 0.98291230236468
787.40157, -117.7625277187, -232.771030285, -215.49928107864, 0.98300856773583
793.65079, -118.70121986485, -234.64166116124, -217.11455551828, 0.98310504306612
800, -119.65493389513, -236.54227361604, -218.75410569844, 0.98320173035081
806.45161, -120.62403326077, -238.47359348521, -220.41848592281, 0.98329863162166
813.00813, -121.60889323281, -240.43637021914, -222.1082676005, 0.98339574894849
819.67213, -122.60990138652, -242.431377847, -223.82403991469, 0.98349308443963
826.44628, -123.62745810989, -244.45941599638, -225.56641052339, 0.98359064024353
833.33333, -124.6619771375, -246.52131095677, -227.33600629351, 0.98368841854947
840.33613, -125.71388611124, -248.61791680203, -229.13347407068, 0.98378642158909
847.45763, -126.78362716968, -250.75011656751, -230.95948148636, 0.98388465163734
854.70085, -127.87165756757, -252.91882348826, -232.81471780484, 0.98398311101397
862.06897, -128.97845032742, -255.12498229932, -234.69989481206, 0.98408180208465
869.56522, -130.10449492503, -257.36957060873, -236.61574774903, 0.98418072726256
877.19298, -131.25029801116, -259.65360033642, -238.56303629221, 0.9842798890097
884.95575, -132.4163841715, -261.97811923511, -240.54254558391, 0.98437928983834
892.85714, -133.60329672733, -264.34421248829, -242.55508731544, 0.9844789323126
900.9009, -134.81159857947, -266.75300439869, -244.60150086656, 0.98457881905013
909.09091, -136.0418730983, -269.20566016429, -246.68265450428, 0.98467895272352
917.43119, -137.29472506271, -271.7033877585, -248.79944664524, 0.98477933606294
925.92593, -138.57078165125, -274.2474399061, -250.95280718465, 0.9848799718563
934.57944, -139.87069348887, -276.83911617814, -253.14369889744, 0.98498086295278
943.39623, -141.1951357529, -279.47976520171, -255.37311891486, 0.98508201226412
952.38095, -142.54480934218, -282.17078699535, -257.64210028202, 0.98518342276657
961.53846, -143.92044211376, -284.91363544067, -259.95171360163, 0.98528509750326
970.87379, -145.32279019148, -287.70982089736, -262.30306876943, 0.98538703958642
980.39216, -146.75263935167, -290.56091297335, -264.69731680736, 0.9854892521997
990.09901, -148.21080649109, -293.46854345726, -267.13565180122, 0.98559173860077
1000, -149.69814118299, -296.43440942871, -269.61931294951, 0.98569450212375
1010.101, -151.2155273274, -299.46027655474, -272.14958673128, 0.98579754618171
1020.4082, -152.76388490258, -302.54798259267, -274.72780920139, 0.98590087427019
1030.9278, -154.3441718247, -305.69944110467, -277.35536842122, 0.98600448996916
1041.6667, -155.95738592381, -308.91664540732, -280.0337070356, 0.98610839694706
1052.6316, -157.60456704459, -312.20167277028, -282.76432500511, 0.9862125989635
1063.8298, -159.28679928118, -315.55668888127, -285.54878250573, 0.98631709987277
1075.2688, -161.00521335621, -318.983952602, -288.38870300759, 0.98642190362744
1086.9565, -162.76098915501, -322.48582103285, -291.28577654622, 0.98652701428222
1098.9011, -164.55535842683, -326.0647549106, -294.24176320033, 0.98663243599782
1111.1111, -166.38960766626, -329.72332436683, -297.25849679166, 0.98673817304497
1123.5955, -168.26508118876, -333.46421507585, -300.33788882399, 0.98684422980894
1136.3636, -170.18318441605, -337.2902348211, -303.48193267943, 0.9869506107943
1149.4253, -172.14538738795, -341.20432051171, -306.69270809181, 0.9870573206293
1162.7907, -174.15322851927, -345.20954569245, -309.97238591942, 0.98716436407129
1176.4706, -176.20831862193, -349.30912858376, -313.32323324047, 0.98727174601207
1190.4762, -178.31234521435, -353.50644069208, -316.74761879731, 0.98737947148345
1204.8193, -180.46707714233, -357.80501604769, -320.248018818, 0.98748754566344
1219.5122, -182.67436953812, -362.20856111428, -323.82702324594, 0.98759597388222
1234.5679, -184.93616914676, -366.72096543617, -327.48734241214, 0.98770476162919
1250, -187.25452005195, -371.34631308304, -331.231814187, 0.98781391455984
1265.8228, -189.63156983673, -376.08889496058, -335.06341165296, 0.98792343850323
1282.0513, -192.06957621817, -380.9532220747, -338.98525134315, 0.98803333947005
1298.7013, -194.57091419893, -385.94403982442, -343.00060209564, 0.98814362366109
1315.7895, -197.13808378352, -391.06634342279, -347.11289457787, 0.98825429747542
1333.3333, -199.77371831177, -396.32539455826, -351.3257315427, 0.98836536752101
1351.3514, -202.48059346811, -401.72673939703, -355.64289888157, 0.98847684062421
1369.863, -205.26163703121, -407.27622807438, -360.06837754957, 0.9885887238402
1388.8889, -208.11993943619, -412.98003580491, -364.6063564445, 0.98870102446489
1408.4507, -211.05876522937, -418.84468577952, -369.26124633024, 0.9888137500467
1428.5714, -214.08156550487, -424.8770740226, -374.03769490616, 0.98892690839956
1449.2754, -217.19199142269, -431.08449641493, -378.94060313477, 0.98904050761692
1470.5882, -220.39390891949, -437.47467809693, -383.9751429529, 0.98915455608616
1492.5373, -223.69141473684, -444.05580550849, -389.14677650686, 0.98926906250474
1515.1515, -227.08885390656, -450.83656133881, -394.46127706747, 0.98938403589665
1538.4615, -230.59083885006, -457.82616270633, -399.92475180096, 0.98949948563067
1562.5, -234.20227026835, -465.03440291494, -405.54366659216, 0.98961542143993
1587.3016, -237.92836002143, -472.47169719003, -411.32487314086, 0.9897318534423
