# high-temperature limit
# R: 7.5e-05 m
# omegap: 9 eV
#
# R/L, F_Drude/(kB*T), F_PR/(kB*T), F_plasma/(kB*T), F_plasma/F_PFA_plasma
284.09091, -42.17862826466, -82.404408691081, -76.434992020861, 0.9638871989708
286.25954, -42.504137077418, -83.04996508059, -76.995105849473, 0.96407696755243
288.46154, -42.834656854214, -83.705493670708, -77.563348617029, 0.96426719644766
290.69767, -43.170304148856, -84.371226741087, -78.13989916583, 0.96445788993558
292.96875, -43.511199157742, -85.047403836721, -78.724941649686, 0.96464905237142
295.27559, -43.85746586327, -85.73427205282, -79.318665733554, 0.96484068818777
297.61905, -44.209232184085, -86.432086336363, -79.921266802461, 0.9650328018979
300, -44.566630132535, -87.141109798117, -80.532946179806, 0.96522539809622
302.41935, -44.929795979749, -87.861614045503, -81.153911356152, 0.96541848146311
304.87805, -45.298870428761, -88.593879523363, -81.78437622824, 0.96561205676402
307.37705, -45.673998796155, -89.338195881129, -82.4245613498, 0.96580612885484
309.91736, -46.055331202718, -90.094862350338, -83.074694193883, 0.96600070268263
312.5, -46.44302277362, -90.86418814404, -83.735009427944, 0.96619578328832
315.12605, -46.83723384869, -91.646492879569, -84.405749202327, 0.96639137581083
317.79661, -47.23813020339, -92.442107014651, -85.08716345251, 0.9665874854876
320.51282, -47.645883281109, -93.251372316327, -85.779510216625, 0.96678411766005
323.27586, -48.060670437487, -94.07464234324, -86.483055968274, 0.966981277774
326.08696, -48.482675197474, -94.912282963527, -87.198075966416, 0.967178971385
328.94737, -48.912087525927, -95.764672891814, -87.924854622616, 0.9673772041604
331.85841, -49.34910411257, -96.632204258414, -88.663685887098, 0.96757598188295
334.82143, -49.793928672227, -97.515283209796, -89.41487365465, 0.96777531045464
337.83784, -50.246772261274, -98.41433053853, -90.178732191469, 0.96797519589983
340.90909, -50.707853611363, -99.329782351079, -90.955586584449, 0.96817564436983
344.0367, -51.177399481511, -100.26209076881, -91.745773214021, 0.96837666214601
347.22222, -51.655645029746, -101.21172467156, -92.549640252336, 0.96857825564485
350.46729, -52.142834205605, -102.17917047939, -93.367548188059, 0.96878043142149
353.77358, -52.639220164837, -103.16493298201, -94.199870379763, 0.96898319617477
357.14286, -53.145065707815, -104.16953621262, -95.046993639545, 0.9691865567517
360.57692, -53.660643743229, -105.19352437353, -95.909318848938, 0.96939052015238
364.07767, -54.186237778803, -106.23746281699, -96.787261609219, 0.96959509353532
367.64706, -54.722142440873, -107.3019390811, -97.681252928343, 0.96980028422265
371.28713, -55.268664024827, -108.38756398855, -98.591739946958, 0.97000609970552
375, -55.826121078584, -109.49497281276, -99.519186706298, 0.97021254765079
378.78788, -56.394845021422, -110.62482651194, -100.46407496042, 0.97041963590591
382.65306, -56.975180800708, -111.77781304051, -101.42690503634, 0.97062737250643
386.59794, -57.567487589237, -112.95464874085, -102.40819674501, 0.97083576568214
390.625, -58.172139526171, -114.15607982425, -103.40849034689, 0.97104482386444
394.73684, -58.789526504761, -115.38288394045, -104.42834757589, 0.97125455569324
398.93617, -59.42005501036, -116.63587185378, -105.46835272609, 0.97146497002554
403.22581, -60.064149012498, -117.91588922241, -106.52911380545, 0.97167607594255
407.6087, -60.722250915136, -119.22381849598, -107.61126376173, 0.97188788275899
412.08791, -61.394822569579, -120.56058093751, -108.71546178584, 0.9721004000316
416.66667, -62.082346354917, -121.92713878233, -109.84239469849, 0.972313637569
421.34831, -62.785326331299, -123.32449753813, -110.9927784263, 0.97252760544103
426.13636, -63.504289471854, -124.75370844633, -112.1673595745, 0.97274231398965
431.03448, -64.239786979564, -126.21587111112, -113.3669171035, 0.97295777383958
436.04651, -64.992395696011, -127.71213631228, -114.59226411759, 0.97317399591016
441.17647, -65.762719609582, -129.24370901667, -115.84424977459, 0.97339099142717
446.42857, -66.551391471382, -130.81185160527, -117.12376132638, 0.97360877193601
451.80723, -67.359074527983, -132.41788733193, -118.4317263007, 0.97382734931517
457.31707, -68.186464380952, -134.06320403771, -119.76911483605, 0.97404673579027
462.96296, -69.034290984122, -135.74925813889, -121.13694218241, 0.97426694394959
468.75, -69.903320790667, -137.47757891487, -122.53627138179, 0.97448798675987
474.68354, -70.794359063246, -139.24977312005, -123.96821614401, 0.97470987758338
480.76923, -71.70825236185, -141.06752995374, -125.43394393456, 0.97493263019558
487.01299, -72.645891225516, -142.93262641433, -126.93467929338, 0.97515625880446
493.42105, -73.608213065757, -144.84693307751, -128.47170740487, 0.97538077807046
500, -74.596205291466, -146.81242033781, -130.0463779419, 0.97560620312799
506.75676, -75.610908687198, -148.83116515591, -131.66010920898, 0.97583254960829
