# high-temperature limit
# R: 0.00015 m
# omegap: 9 eV
#
# R/L, F_Drude/(kB*T), F_PR/(kB*T), F_plasma/(kB*T), F_plasma/F_PFA_plasma
500, -74.596205291466, -146.81242033781, -137.34190536783, 0.97624799201515
503.3557, -75.100150861102, -147.81500138398, -138.22468485177, 0.97636095103054
506.75676, -75.610908687198, -148.83116515591, -139.11876228166, 0.97647413146433
510.20408, -76.12861780749, -149.86118912253, -140.02435661569, 0.9765875350896
513.69863, -76.653421069124, -150.90535835732, -140.94169253054, 0.97670116370616
517.24138, -77.185465260009, -151.96396580414, -141.8710006102, 0.97681501914245
520.83333, -77.724901245653, -153.0373125461, -142.81251754209, 0.97692910325457
524.47552, -78.271884111746, -154.12570809343, -143.7664863214, 0.97704341792807
528.16901, -78.826573312753, -155.22947067984, -144.7331564635, 0.97715796507845
531.91489, -79.389132826843, -156.34892757104, -145.71278422514, 0.97727274665169
535.71429, -79.959731317454, -157.48441538744, -146.70563283461, 0.97738776462468
539.56835, -80.538542301826, -158.63628044164, -147.71197273173, 0.9775030210067
543.47826, -81.125744326877, -159.80487908971, -148.73208181758, 0.97761851783998
547.44526, -81.72152115276, -160.99057809696, -149.76624571481, 0.97773425719995
551.47059, -82.326061944538, -162.19375502075, -150.81475803901, 0.97785024119653
555.55556, -82.939561472369, -163.41479861167, -151.87792068173, 0.97796647197531
559.70149, -83.562220320652, -164.65410922992, -152.9560441055, 0.97808295171779
563.90977, -84.194245106617, -165.91209928197, -154.04944765169, 0.97819968264225
568.18182, -84.83584870884, -167.1891936779, -155.15845986187, 0.97831666700551
572.51908, -85.487250506237, -168.48583030915, -156.28341881337, 0.97843390710367
576.92308, -86.148676628076, -169.80246054534, -157.42467246923, 0.97855140527206
581.39535, -86.820360215627, -171.1395497594, -158.58257904445, 0.97866916388752
585.9375, -87.502541696075, -172.49757787497, -159.75750738829, 0.97878718536939
590.55118, -88.195469069368, -173.87703993644, -160.94983738388, 0.97890547217991
595.2381, -88.899398208733, -175.27844671255, -162.1599603663, 0.97902402682587
600, -89.614593175612, -176.7023253231, -163.38827955977, 0.97914285185982
604.83871, -90.341326549837, -178.14921990092, -164.63521053521, 0.97926194988141
609.7561, -91.079879775915, -179.61969228026, -165.90118168902, 0.97938132353816
614.7541, -91.830543526338, -181.11432272577, -167.18663474477, 0.97950097552755
619.83471, -92.593618082916, -182.63371069249, -168.49202527844, 0.9796209085978
625, -93.369413737166, -184.17847562559, -169.81782326898, 0.97974112554964
630.2521, -94.1582512109, -185.74925780243, -171.16451367553, 0.97986162923798
635.59322, -94.960462098198, -187.34671921229, -172.53259704263, 0.97998242257282
641.02564, -95.776389330032, -188.97154448807, -173.92259013537, 0.98010350852167
646.55172, -96.606387662943, -190.62444187905, -175.33502660585, 0.98022489011062
652.17391, -97.450824193206, -192.30614428105, -176.77045769313, 0.9803465704263
657.89474, -98.310078898045, -194.01741031593, -178.22945295842, 0.98046855261791
663.71681, -99.184545205609, -195.75902547112, -179.71260105771, 0.98059083989908
669.64286, -100.07463059546, -197.53180329746, -181.22051055395, 0.98071343554922
675.67568, -100.98075723154, -199.33658667636, -182.75381077157, 0.98083634291647
681.81818, -101.90336262963, -201.174249152, -184.31315269539, 0.98095956541942
688.07339, -102.84290036162, -203.04569633692, -185.8992099171, 0.98108310654901
694.44444, -103.79984079881, -204.95186740014, -187.51267963219, 0.98120696987177
700.93458, -104.77467189696, -206.89373663248, -189.15428369014, 0.98133115903106
707.54717, -105.76790002578, -208.87231510544, -190.82476970203, 0.98145567775066
714.28571, -106.78005084577, -210.88865242275, -192.52491220839, 0.98158052983667
721.15385, -107.81167023568, -212.94383857366, -194.25551391183, 0.98170571918072
728.15534, -108.86332527401, -215.03900589262, -196.01740697838, 0.98183124976257
735.29412, -109.93560527821, -217.17533113675, -197.81145441222, 0.98195712565337
742.57426, -111.02912290564, -219.35403768569, -199.63855150857, 0.98208335101842
750, -112.14451532061, -221.57639787178, -201.49962739022, 0.98220993012081
757.57576, -113.28244543206, -223.84373545493, -203.39564663315, 0.98233686732474
765.30612, -114.44360320715, -226.15742824555, -205.32761098763, 0.98246416709917
773.19588, -115.62870706599, -228.51891089101, -207.29656120114, 0.98259183402128
781.25, -116.83850536359, -230.92967783978, -209.30357895064, 0.98271987278095
789.47368, -118.07377796544, -233.39128648488, -211.34978889159, 0.98284828818438
797.87234, -119.33533792355, -235.90536051648, -213.43636083238, 0.98297708515881
806.45161, -120.62403326077, -238.47359348521, -215.56451204309, 0.98310626875688
815.21739, -121.94074887137, -241.09775260031, -217.73550970854, 0.98323584416144
824.17582, -123.28640854696, -243.77968277706, -219.9506735363, 0.9833658166906
833.33333, -124.6619771375, -246.52131095675, -222.21137853129, 0.98349619180305
842.69663, -126.06846285797, -249.3246507125, -224.51905794958, 0.98362697510349
852.27273, -127.50691975234, -252.19180717642, -226.8752064452, 0.98375817234869
862.06897, -128.97845032742, -255.12498229931, -229.28138342487, 0.98388978945348
872.09302, -130.48420837053, -258.1264804828, -231.73921662698, 0.9840218324971
882.35294, -132.02540196603, -261.19871460722, -234.25040594286, 0.98415430773048
892.85714, -133.60329672733, -264.34421248829, -236.81672749939, 0.98428722158306
903.61446, -135.21921926251, -267.56562380459, -239.44003802469, 0.98442058067058
914.63415, -136.87456089359, -270.86572752755, -242.12227951982, 0.98455439180299
925.92593, -138.57078165125, -274.24743990609, -244.86548426244, 0.98468866199323
937.5, -140.30941456915, -277.71382304631, -247.67178017002, 0.98482339846589
949.36709, -142.09207030446, -281.26809414701, -250.54339655379, 0.98495860866701
961.53846, -143.92044211376, -284.91363544066, -253.48267029697, 0.98509430027393
974.02597, -145.79631121669, -288.65400491384, -256.49205249488, 0.98523048120633
986.84211, -147.72155258307, -292.49294787171, -259.57411559757, 0.98536715963701
1000, -149.69814118299, -296.43440942823, -262.731561101, 0.98550434400465
1013.5135, -151.72815874361, -300.48254801022, -265.96722783607, 0.98564204302595
1027.3973, -153.81380106144, -304.64174996716, -269.28410091179, 0.98578026570965
1041.6667, -155.95738592381, -308.91664540732, -272.6853213735, 0.98591902137088
1056.338, -158.16136169996, -313.31212536202, -276.17419664457, 0.98605831964659
1071.4286, -160.42831666832, -317.83336042879, -279.7542118274, 0.98619817051197
1086.9565, -162.76098915501, -322.48582103286, -283.42904194812, 0.98633858429803
1102.9412, -165.16227856686, -327.27529947757, -287.20256523892, 0.98647957171038
1119.403, -167.63525741246, -332.20793396821, -291.07887756311, 0.98662114384909
