# R=6.8e-05
# T=300
# R/L, L (in m), F (in N), F_pfa (in N), 1-F/F_PFA
330.578512397, 2.057e-07, -1.42036339448e-11, -1.42308434391e-11, 0.00191200854482
312.5, 2.176e-07, -1.21513723396e-11, -1.21757242381e-11, 0.00200003696858
296.296296296, 2.295e-07, -1.0475580016e-11, -1.04974742276e-11, 0.0020856647197
281.690140845, 2.414e-07, -9.09356975283e-12, -9.11333666406e-12, 0.00216900921766
268.456375839, 2.533e-07, -7.9435837596e-12, -7.96150112525e-12, 0.00225050092561
256.41025641, 2.652e-07, -6.97885442855e-12, -6.99515233191e-12, 0.00232988541056
245.398773006, 2.771e-07, -6.16350652141e-12, -6.17838066688e-12, 0.00240745047458
235.294117647, 2.89e-07, -5.46970416665e-12, -5.48332242305e-12, 0.00248357753745
225.988700565, 3.009e-07, -4.87562516659e-12, -4.88812799229e-12, 0.00255779425469
217.391304348, 3.128e-07, -4.36398722029e-12, -4.37549720415e-12, 0.00263055450033
209.42408377, 3.247e-07, -3.92098691739e-12, -3.93160939257e-12, 0.00270181346157
202.02020202, 3.366e-07, -3.53550591681e-12, -3.54533219107e-12, 0.00277160890045
195.12195122, 3.485e-07, -3.19851968706e-12, -3.20762980909e-12, 0.00284014134226
188.679245283, 3.604e-07, -2.90265222331e-12, -2.91111584929e-12, 0.00290734770358
182.648401826, 3.723e-07, -2.64183301188e-12, -2.64971205788e-12, 0.00297354800553
176.991150442, 3.842e-07, -2.41103754527e-12, -2.41838555227e-12, 0.00303839352516
171.673819742, 3.961e-07, -2.20608084502e-12, -2.21294475828e-12, 0.0031017101709
166.666666667, 4.08e-07, -2.02345582583e-12, -2.02987968797e-12, 0.00316465166764
161.943319838, 4.199e-07, -1.86021525037e-12, -1.8662359892e-12, 0.00322614013575
157.480314961, 4.318e-07, -1.71386342798e-12, -1.71951493353e-12, 0.00328668593399
153.256704981, 4.437e-07, -1.58228090911e-12, -1.58759347616e-12, 0.00334630188497
149.253731343, 4.556e-07, -1.46365938087e-12, -1.46865996567e-12, 0.00340486219277
145.454545455, 4.675e-07, -1.35644879598e-12, -1.3611621326e-12, 0.00346272975577
141.843971631, 4.794e-07, -1.25931668261e-12, -1.26376478076e-12, 0.00351971997538
138.408304498, 4.913e-07, -1.17111243774e-12, -1.17531518802e-12, 0.00357584954442
135.135135135, 5.032e-07, -1.09083918268e-12, -1.09481467262e-12, 0.00363119899314
132.01320132, 5.151e-07, -1.01763042099e-12, -1.02139511277e-12, 0.00368583296458
129.032258065, 5.27e-07, -9.50730679248e-13, -9.54299470027e-13, 0.00373969690964
126.1829653, 5.389e-07, -8.89478551627e-13, -8.92865565068e-13, 0.00379341927177
123.456790123, 5.508e-07, -8.33295680072e-13, -8.36512505393e-13, 0.00384551970321
120.84592145, 5.627e-07, -7.81670688149e-13, -7.84729287438e-13, 0.00389764895719
118.343195266, 5.746e-07, -7.34154103644e-13, -7.37065190248e-13, 0.00394956462916
115.942028986, 5.865e-07, -6.90349193235e-13, -6.93121647136e-13, 0.00399995284011
113.636363636, 5.984e-07, -6.49902320766e-13, -6.52545347459e-13, 0.00405033413149
111.420612813, 6.103e-07, -6.12500354087e-13, -6.15022359961e-13, 0.00410067346894
109.289617486, 6.222e-07, -5.77865019621e-13, -5.80273112962e-13, 0.00414993093352
107.238605898, 6.341e-07, -5.45747078889e-13, -5.4804809217e-13, 0.00419856088187
105.263157895, 6.46e-07, -5.15923595352e-13, -5.18124142456e-13, 0.0042471425749
103.359173127, 6.579e-07, -4.88195080449e-13, -4.90301281197e-13, 0.00429572760529
101.52284264, 6.698e-07, -4.62382777181e-13, -4.64399943226e-13, 0.00434359666535
99.7506234414, 6.817e-07, -4.38325665911e-13, -4.40258594227e-13, 0.00439043857705
98.0392156863, 6.936e-07, -4.15877899545e-13, -4.17731657355e-13, 0.00443767614205
96.3855421687, 7.055e-07, -3.94908537159e-13, -3.96687707307e-13, 0.00448506499058
94.7867298578, 7.174e-07, -3.75299522942e-13, -3.77007894465e-13, 0.00453139456137
93.2400932401, 7.293e-07, -3.5694324659e-13, -3.58584566183e-13, 0.00457721761563
91.7431192661, 7.412e-07, -3.39741919936e-13, -3.41320057654e-13, 0.00462363017541
90.2934537246, 7.531e-07, -3.23607254191e-13, -3.25125629917e-13, 0.00467012005936
88.8888888889, 7.65e-07, -3.08459071344e-13, -3.09920534811e-13, 0.00471560707771
87.5273522976, 7.769e-07, -2.94223693998e-13, -2.9563118977e-13, 0.00476098537815
86.2068965517, 7.888e-07, -2.80834091289e-13, -2.82190448798e-13, 0.00480653230735
84.9256900212, 8.007e-07, -2.68229331884e-13, -2.69536956889e-13, 0.00485137556092
83.6820083682, 8.126e-07, -2.56353176992e-13, -2.57614576944e-13, 0.00489646186534
82.4742268041, 8.245e-07, -2.45154230388e-13, -2.46371880911e-13, 0.00494232750305
81.3008130081, 8.364e-07, -2.34585893502e-13, -2.35761696535e-13, 0.00498725217086
80.1603206413, 8.483e-07, -2.24604755133e-13, -2.25740703413e-13, 0.00503209329181
79.0513833992, 8.602e-07, -2.15171047455e-13, -2.16269071891e-13, 0.00507712187898
77.9727095517, 8.721e-07, -2.06248399888e-13, -2.07310140408e-13, 0.00512150788685
76.9230769231, 8.84e-07, -1.97802838994e-13, -1.9883012624e-13, 0.00516665791725
75.9013282732, 8.959e-07, -1.89803370128e-13, -1.90797866016e-13, 0.00521230089602
74.9063670412, 9.078e-07, -1.82221577403e-13, -1.83184582671e-13, 0.00525702138041
73.9371534196, 9.197e-07, -1.75030717394e-13, -1.75963675539e-13, 0.00530199282378
72.9927007299, 9.316e-07, -1.68206248006e-13, -1.69110531475e-13, 0.00534729245176
72.0720720721, 9.435e-07, -1.61725488053e-13, -1.62602354319e-13, 0.00539270338121
71.1743772242, 9.554e-07, -1.5556740177e-13, -1.56418010863e-13, 0.00543805082671
