1.38e-07 6.46176788522e-12
1.42e-07 5.98352709155e-12
1.46e-07 5.55159614722e-12
1.5e-07 5.16046065657e-12
1.54e-07 4.80538146838e-12
1.58e-07 4.48226962007e-12
1.62e-07 4.18758396418e-12
1.66e-07 3.91824687284e-12
1.7e-07 3.67157453614e-12
1.74e-07 3.44521916759e-12
1.78e-07 3.23712056179e-12
1.82e-07 3.0454655783e-12
1.86e-07 2.86865416228e-12
1.9e-07 2.70527048029e-12
1.94e-07 2.55405852432e-12
1.98e-07 2.41390134497e-12
2.02e-07 2.28380339399e-12
2.06e-07 2.16287511864e-12
2.1e-07 2.0503203113e-12
2.14e-07 1.94542467635e-12
2.18e-07 1.8475458671e-12
2.22e-07 1.75610553916e-12
2.26e-07 1.67058178212e-12
2.3e-07 1.59050280959e-12
2.34e-07 1.51544141342e-12
2.38e-07 1.445010136e-12
2.42e-07 1.37885695521e-12
2.46e-07 1.3166615922e-12
2.5e-07 1.25813219714e-12
2.54e-07 1.20300241744e-12
2.58e-07 1.15102886592e-12
2.62e-07 1.10198880158e-12
2.66e-07 1.05567812908e-12
2.7e-07 1.01190959324e-12
2.74e-07 9.70511191385e-13
2.78e-07 9.31324688262e-13
2.82e-07 8.94204407623e-13
2.86e-07 8.59016054457e-13
2.9e-07 8.25635673385e-13
2.94e-07 7.93948752346e-13
2.98e-07 7.63849382797e-13
3.02e-07 7.35239508407e-13
3.06e-07 7.08028276044e-13
3.1e-07 6.82131391866e-13
3.14e-07 6.57470589082e-13
3.18e-07 6.33973149605e-13
3.22e-07 6.11571409046e-13
3.26e-07 5.9020239654e-13
3.3e-07 5.69807412835e-13
3.34e-07 5.50331734455e-13
3.38e-07 5.31724275027e-13
3.42e-07 5.1393733083e-13
3.46e-07 4.9692631399e-13
3.5e-07 4.80649475344e-13
3.54e-07 4.65067772283e-13
3.58e-07 4.50144615682e-13
3.62e-07 4.35845696442e-13
3.66e-07 4.22138830597e-13
3.7e-07 4.08993793296e-13
3.74e-07 3.96382211559e-13
3.78e-07 3.84277407175e-13
3.82e-07 3.72654267587e-13
3.86e-07 3.61489181552e-13
3.9e-07 3.50759911326e-13
3.94e-07 3.40445474085e-13
3.98e-07 3.3052610427e-13
4.02e-07 3.20983168702e-13
4.06e-07 3.11799057342e-13
4.1e-07 3.0295714003e-13
4.14e-07 2.94441706175e-13
4.18e-07 2.86237905413e-13
4.22e-07 2.7833168519e-13
4.26e-07 2.70709735453e-13
4.3e-07 2.6335947785e-13
4.34e-07 2.56268969719e-13
4.38e-07 2.4942690171e-13
4.42e-07 2.42822554511e-13
4.46e-07 2.36445747831e-13
4.5e-07 2.30286827999e-13
4.54e-07 2.24336623396e-13
4.58e-07 2.18586417428e-13
4.62e-07 2.13027929447e-13
4.66e-07 2.0765328961e-13
4.7e-07 2.02455005281e-13
4.74e-07 1.97425951116e-13
4.78e-07 1.92559338602e-13
4.82e-07 1.87848700539e-13
4.86e-07 1.83287891825e-13
4.9e-07 1.7887104155e-13
4.94e-07 1.74592548067e-13
4.98e-07 1.70447070788e-13
5.02e-07 1.66429525089e-13
5.06e-07 1.62535053421e-13
5.1e-07 1.58758998138e-13
5.14e-07 1.55096940969e-13
5.18e-07 1.51544636487e-13
5.22e-07 1.48098035295e-13
5.26e-07 1.4475326826e-13
5.3e-07 1.41506629187e-13
5.34e-07 1.38354574149e-13
5.38e-07 1.35293712622e-13
5.42e-07 1.3232079412e-13
5.46e-07 1.29432708561e-13
5.5e-07 1.26626479546e-13
5.54e-07 1.23899244745e-13
5.58e-07 1.21248280145e-13
5.62e-07 1.18670950053e-13
5.66e-07 1.16164734515e-13
5.7e-07 1.13727231015e-13
5.74e-07 1.11356112072e-13
5.78e-07 1.09049151602e-13
5.82e-07 1.06804220776e-13
5.86e-07 1.04619267355e-13
5.9e-07 1.02492314201e-13
5.94e-07 1.00421464418e-13
5.98e-07 9.84049049579e-14
6.02e-07 9.64408830381e-14
6.06e-07 9.45277137384e-14
6.1e-07 9.26637771176e-14
6.14e-07 9.08475191081e-14
6.18e-07 8.90774322844e-14
6.22e-07 8.73520741194e-14
6.26e-07 8.56700595271e-14
6.3e-07 8.403004531e-14
6.34e-07 8.24307443046e-14
6.38e-07 8.08709122831e-14
6.42e-07 7.93493516174e-14
6.46e-07 7.78649076605e-14
6.5e-07 7.64164671368e-14
6.54e-07 7.500295632e-14
6.58e-07 7.36233406266e-14
6.62e-07 7.22766189647e-14
6.66e-07 7.0961827238e-14
6.7e-07 6.96780366663e-14
6.74e-07 6.84243475905e-14
6.78e-07 6.71998929825e-14
6.82e-07 6.60038308056e-14
6.86e-07 6.48353587141e-14
6.9e-07 6.36936946294e-14
6.94e-07 6.25780768505e-14
6.98e-07 6.14877772904e-14
7.02e-07 6.04220895483e-14
7.06e-07 5.93803331084e-14
7.1e-07 5.83618425382e-14
7.14e-07 5.73659861708e-14
7.18e-07 5.63921462397e-14
7.22e-07 5.54397180884e-14
7.26e-07 5.45081275744e-14
7.3e-07 5.35968103098e-14
7.34e-07 5.27052307903e-14
7.38e-07 5.18328650152e-14
7.42e-07 5.09791963683e-14
7.46e-07 5.01437368672e-14
7.5e-07 4.93260065728e-14
7.54e-07 4.85255491334e-14
7.58e-07 4.77419172494e-14
7.62e-07 4.6974666106e-14
7.66e-07 4.62233853739e-14
7.7e-07 4.548766678e-14
7.74e-07 4.47671085426e-14
7.78e-07 4.40613267911e-14
7.82e-07 4.33699555425e-14
7.86e-07 4.26926350201e-14
7.9e-07 4.20290029913e-14
7.94e-07 4.13787299672e-14
7.98e-07 4.07414874802e-14
8.02e-07 4.01169439583e-14
8.06e-07 3.95047988627e-14
8.1e-07 3.89047504601e-14
