# L (m), R (m), T (K), P_Drude (mPa), P_Plasma (mPa), P_PFA_Drude (mPa), P_PFA_Plasma (mPa), P_Drude/P_PFA_Drude, P_Plasma/P_PFA_Plasma
2.75e-07, 0.0001513, 295, -152.122123805, -158.098724689, -152.243342386, -158.261003882, 0.999203784032, 0.998974610371
2.8e-07, 0.0001513, 295, -142.170937846, -147.874089124, -142.28602109, -148.028882208, 0.999191183761, 0.99895430485
2.85e-07, 0.0001513, 295, -133.020328214, -138.466456054, -133.12962528, -138.614176278, 0.999179017702, 0.998934306523
2.9e-07, 0.0001513, 295, -124.594040902, -129.798356071, -124.697933835, -129.939445532, 0.999166843189, 0.998914190675
2.95e-07, 0.0001513, 295, -116.824232816, -121.800836773, -116.923076054, -121.935706545, 0.999154630189, 0.998893927171
3e-07, 0.0001513, 295, -109.650421167, -114.412402255, -109.744499657, -114.54139027, 0.999142749844, 0.998873874202
3.05e-07, 0.0001513, 295, -103.018466077, -107.5779853, -103.108080418, -107.70144216, 0.999130869852, 0.998853712098
3.1e-07, 0.0001513, 295, -96.8799113639, -101.248280178, -96.9653521456, -101.366543677, 0.999118852458, 0.998833308361
3.15e-07, 0.0001513, 295, -91.1913419681, -95.3790928734, -91.2728391249, -95.4924372152, 0.999107103959, 0.998813054257
3.2e-07, 0.0001513, 295, -85.9136765589, -89.9306261383, -85.9914760849, -90.0393393594, 0.999095264676, 0.998792603079
3.25e-07, 0.0001513, 295, -81.0118154551, -84.8671226322, -81.0861030865, -84.9714297871, 0.999083842624, 0.998772444395
3.3e-07, 0.0001513, 295, -76.4540627879, -80.1562806395, -76.5250247107, -80.2564051059, 0.999072696505, 0.998752442672
3.35e-07, 0.0001513, 295, -72.2117290056, -75.7688515429, -72.2796245567, -75.8650885588, 0.999060654347, 0.998731471646
3.4e-07, 0.0001513, 295, -68.2590499458, -71.6785567781, -68.3240274383, -71.7710879237, 0.999048980353, 0.998710746231
3.45e-07, 0.0001513, 295, -64.5726394519, -67.8615346164, -64.6348027861, -67.9504950559, 0.999038237427, 0.998690805131
3.5e-07, 0.0001513, 295, -61.1311722679, -64.2960193163, -61.1907037408, -64.3816215097, 0.999027115733, 0.998670393952
3.55e-07, 0.0001513, 295, -57.9153908445, -60.9623462726, -57.9724372218, -61.0447654812, 0.999015974142, 0.99864985625
3.6e-07, 0.0001513, 295, -54.9077523333, -57.8425952171, -54.9624609247, -57.9220059856, 0.999004618962, 0.998629005209
3.65e-07, 0.0001513, 295, -52.0923094047, -54.9204692475, -52.1448037839, -54.9970207738, 0.998993296065, 0.998608078669
3.7e-07, 0.0001513, 295, -49.4545574271, -52.1811394395, -49.5049069257, -52.2549249828, 0.998982939233, 0.998587969587
3.75e-07, 0.0001513, 295, -46.9811451037, -49.6109521217, -47.0294825321, -49.6821279146, 0.998972188811, 0.998567376319
3.8e-07, 0.0001513, 295, -44.6599432906, -47.1974976744, -44.7063884033, -47.2662057095, 0.998961107922, 0.998546360256
3.85e-07, 0.0001513, 295, -42.4799042557, -44.9294679079, -42.5245163023, -44.9957879747, 0.998950909957, 0.998526082778
3.9e-07, 0.0001513, 295, -40.430779803, -42.7963704626, -40.4736924075, -42.8604566795, 0.998939740808, 0.998504770555
3.95e-07, 0.0001513, 295, -38.5033027097, -40.7887119235, -38.5445884406, -40.8506558647, 0.998928883858, 0.998483648797
4e-07, 0.0001513, 295, -36.688962644, -38.8977711105, -36.7286422006, -38.9576108862, 0.998919656316, 0.998463977273
4.05e-07, 0.0001513, 295, -34.9797681581, -37.1153574472, -35.0179864183, -37.1732560917, 0.998908610572, 0.998442465079
4.1e-07, 0.0001513, 295, -33.3685734993, -35.4341415628, -33.4053849635, -35.4901699548, 0.998898038019, 0.998421298292
4.15e-07, 0.0001513, 295, -31.8487155304, -33.8472876283, -31.8841755794, -33.9015168266, 0.998887848021, 0.998400390207
4.2e-07, 0.0001513, 295, -30.4140564033, -32.3484962089, -30.4482183986, -32.4009945558, 0.998878029746, 0.998379730387
4.25e-07, 0.0001513, 295, -29.0589167493, -30.9319363402, -29.0918496093, -30.9827873316, 0.998867969538, 0.998358734129
4.3e-07, 0.0001513, 295, -27.77807094, -29.5922405949, -27.8098396941, -29.6415231712, 0.998857643395, 0.998337380439
4.35e-07, 0.0001513, 295, -26.5666982213, -28.3244552783, -26.5973557552, -28.3722355533, 0.998847346548, 0.998315949587
4.4e-07, 0.0001513, 295, -25.4203501185, -27.1240073557, -25.4499274764, -27.1703287468, 0.998837821525, 0.998295147933
4.45e-07, 0.0001513, 295, -24.334863783, -25.9866163082, -24.3634163439, -26.0315464492, 0.998828055949, 0.998274011838
4.5e-07, 0.0001513, 295, -23.3064155758, -24.908348457, -23.3339877749, -24.951943379, 0.998818367464, 0.998252844624
4.55e-07, 0.0001513, 295, -22.331434213, -23.8855285796, -22.3580858584, -23.9278595237, 0.998807963906, 0.99823089299
4.6e-07, 0.0001513, 295, -21.4066542384, -22.9147942902, -21.4324104338, -22.9558967642, 0.998798259509, 0.998209502575
4.65e-07, 0.0001513, 295, -20.5289908729, -21.9929685911, -20.5538962709, -22.0328976356, 0.998788288233, 0.998187753367
4.7e-07, 0.0001513, 295, -19.695621036, -21.117142374, -19.71969414, -21.1559260113, 0.998779235426, 0.998166771935
4.75e-07, 0.0001513, 295, -18.9038721957, -20.2845611199, -18.9271535812, -20.3222495145, 0.998769947871, 0.998145461476
4.8e-07, 0.0001513, 295, -18.1512894509, -19.4926933078, -18.1738072066, -19.5293234911, 0.99876097752, 0.998124349604
4.85e-07, 0.0001513, 295, -17.4355548264, -18.7391479574, -17.4573563849, -18.774776389, 0.998751153499, 0.998102324584
4.9e-07, 0.0001513, 295, -16.7545440938, -18.0217326575, -16.7756581729, -18.056396407, 0.998741385949, 0.998080250971
4.95e-07, 0.0001513, 295, -16.1062693289, -17.3383948625, -16.1267133764, -17.3721192938, 0.998732286793, 0.998058703673
5e-07, 0.0001513, 295, -15.4888613323, -16.6872042052, -15.5086556325, -16.720017188, 0.998723661113, 0.998037503045
5.05e-07, 0.0001513, 295, -14.9005639043, -16.0663462766, -14.9197414145, -16.0982883978, 0.998714621809, 0.998015806378
5.1e-07, 0.0001513, 295, -14.3397513565, -15.4741406982, -14.3583408773, -15.5052480374, 0.998705315539, 0.997993754169
5.15e-07, 0.0001513, 295, -13.8049099694, -14.9090220978, -13.8229294639, -14.9393194394, 0.998696405524, 0.997971973103
5.2e-07, 0.0001513, 295, -13.2946073397, -14.3695088554, -13.3120802012, -14.3990262704, 0.998687443191, 0.997950040894
5.25e-07, 0.0001513, 295, -12.8075058985, -13.8542167843, -12.8244566263, -13.882985289, 0.998678249821, 0.997927786847
5.3e-07, 0.0001513, 295, -12.3423670849, -13.3618634918, -12.3588062846, -13.3898996881, 0.998669839196, 0.997906168316
5.35e-07, 0.0001513, 295, -11.8979983314, -12.8912141628, -11.9139547475, -12.9185529667, 0.998660695257, 0.997883756486
5.4e-07, 0.0001513, 295, -11.4733149998, -12.4411447657, -11.4888001071, -12.4678032893, 0.998652156258, 0.997861810696
5.45e-07, 0.0001513, 295, -11.0672788987, -12.0105793478, -11.0823079034, -12.0365782864, 0.998643874105, 0.997840005863
5.5e-07, 0.0001513, 295, -10.6789089062, -11.5985007101, -10.693506447, -11.623870259, 0.998634915422, 0.997817461106
5.55e-07, 0.0001513, 295, -10.3073096841, -11.203979878, -10.3214825043, -11.2287317543, 0.998626861971, 0.997795665906
5.6e-07, 0.0001513, 295, -9.9516004671, -10.8261032067, -9.9653773135, -10.8502714777, 0.998617528874, 0.997772565314
5.65e-07, 0.0001513, 295, -9.61099760685, -10.4640568143, -9.62438290379, -10.4876505167, 0.998609230631, 0.997750334794
5.7e-07, 0.0001513, 295, -9.28472962442, -10.1170397017, -9.29773869114, -10.1400788461, 0.998600835412, 0.997727912692
5.75e-07, 0.0001513, 295, -8.97207843498, -9.7843058356, -8.98472832981, -9.80681209534, 0.998592067075, 0.997705038138
5.8e-07, 0.0001513, 295, -8.6723864134, -9.46517147261, -8.68467679666, -9.48714855416, 0.99858481973, 0.997683489257
5.85e-07, 0.0001513, 295, -8.38498775571, -9.15894478846, -8.39694769038, -9.18042639772, 0.998575680698, 0.997660064105
5.9e-07, 0.0001513, 295, -8.10931260405, -8.86503256382, -8.12094072702, -8.88602111295, 0.998568131037, 0.997638026192
5.95e-07, 0.0001513, 295, -7.84477743039, -8.58282789376, -7.8560894175, -8.60334311105, 0.998560099496, 0.997615436578
6e-07, 0.0001513, 295, -7.59084739739, -8.31177400909, -7.60185891135, -8.33183551031, 0.998551470885, 0.997592187076
6.05e-07, 0.0001513, 295, -7.34703199916, -8.0513598794, -7.35774399447, -8.07097207661, 0.998544119595, 0.997570032826
6.1e-07, 0.0001513, 295, -7.11284034087, -7.80107428723, -7.12326722758, -7.82025530819, 0.998536221319, 0.997547264098
6.15e-07, 0.0001513, 295, -6.88782261476, -7.56044842765, -6.89797721594, -7.57921465478, 0.998527887109, 0.997523987909
6.2e-07, 0.0001513, 295, -6.67155906421, -7.32904452368, -6.68144699904, -7.34740485984, 0.998520090807, 0.997501112772
6.25e-07, 0.0001513, 295, -6.46364504524, -7.1064405396, -6.47327255142, -7.12440441675, 0.998512729673, 0.997478543314
6.3e-07, 0.0001513, 295, -6.26368806447, -6.8922270813, -6.27307138647, -6.90981413051, 0.998504190145, 0.997454772461
6.35e-07, 0.0001513, 295, -6.07133920961, -6.68603972779, -6.08048125455, -6.70325577638, 0.998496493196, 0.997431688547
6.4e-07, 0.0001513, 295, -5.88625333496, -6.4875180931, -5.8951589296, -6.50437084909, 0.998489337651, 0.997409010589
6.45e-07, 0.0001513, 295, -5.70809962199, -6.29631664514, -5.71677907651, -6.31281939525, 0.998481757926, 0.997385835222
6.5e-07, 0.0001513, 295, -5.53657004772, -6.11211347283, -5.54503319425, -6.1282789232, 0.998473742855, 0.997362154926
6.55e-07, 0.0001513, 295, -5.37138327113, -5.93461424077, -5.37962862803, -5.95044338408, 0.99846729998, 0.99733983801
6.6e-07, 0.0001513, 295, -5.21224771997, -5.76351421852, -5.22028764685, -5.77902221985, 0.998459868991, 0.99731650083
6.65e-07, 0.0001513, 295, -5.05890102915, -5.598538844, -5.06674658068, -5.61373947265, 0.998451560305, 0.997292245441
6.7e-07, 0.0001513, 295, -4.91110202481, -5.43943554167, -4.91875501338, -5.45433295148, 0.99844412081, 0.997268701794
6.75e-07, 0.0001513, 295, -4.76860966733, -5.28595193762, -4.77607502736, -5.30055345206, 0.99843692572, 0.997245284936
