# R=2.4e-05
# T=300
# R/L, L (in m), E (in J), E_pfa (in J), 1-E/E_PFA
400, 6e-08, -4.75622760507e-18, -4.77377793869e-18, 0.00367640343639
373.831775701, 6.42e-08, -4.25562923437e-18, -4.27227332947e-18, 0.00389584041481
350.877192982, 6.84e-08, -3.83188550995e-18, -3.84770830789e-18, 0.00411226545105
330.578512397, 7.26e-08, -3.46971348552e-18, -3.48478853502e-18, 0.00432595818944
312.5, 7.68e-08, -3.15750632125e-18, -3.17189778074e-18, 0.00453717631426
296.296296296, 8.1e-08, -2.88630932105e-18, -2.90007354214e-18, 0.00474616277632
281.690140845, 8.52e-08, -2.64911668192e-18, -2.66230339385e-18, 0.00495312140437
268.456375839, 8.94e-08, -2.44037817204e-18, -2.45303154555e-18, 0.00515825959708
256.41025641, 9.36e-08, -2.25564693169e-18, -2.26780634749e-18, 0.00536175225921
245.398773006, 9.78e-08, -2.09132351766e-18, -2.10302425543e-18, 0.00556376738955
235.294117647, 1.02e-07, -1.94446729376e-18, -1.95574104479e-18, 0.00576443955361
225.988700565, 1.062e-07, -1.81265529065e-18, -1.82353068622e-18, 0.00596392243477
217.391304348, 1.104e-07, -1.69387559571e-18, -1.70437853064e-18, 0.00616232529219
209.42408377, 1.146e-07, -1.58644547873e-18, -1.59659952807e-18, 0.00635979728222
202.02020202, 1.188e-07, -1.48894835604e-18, -1.49877495499e-18, 0.00655642057311
195.12195122, 1.23e-07, -1.40018421932e-18, -1.40970297903e-18, 0.00675231581051
188.679245283, 1.272e-07, -1.31913081977e-18, -1.32835969056e-18, 0.00694756913161
182.648401826, 1.314e-07, -1.24491265298e-18, -1.2538681239e-18, 0.00714227497304
176.991150442, 1.356e-07, -1.17677619131e-18, -1.18547344168e-18, 0.00733652063778
171.673819742, 1.398e-07, -1.11406988285e-18, -1.12252290724e-18, 0.00753038029973
166.666666667, 1.44e-07, -1.05622788237e-18, -1.0644496159e-18, 0.00772392926429
161.943319838, 1.482e-07, -1.00275678618e-18, -1.01075919101e-18, 0.00791722193487
157.480314961, 1.524e-07, -9.532246378e-19, -9.61018842749e-19, 0.008110356012
153.256704981, 1.566e-07, -9.07252004739e-19, -9.1484831738e-19, 0.00830335750317
149.253731343, 1.608e-07, -8.64504332904e-19, -8.71912371391e-19, 0.00849631078825
145.454545455, 1.65e-07, -8.24685755412e-19, -8.31914481281e-19, 0.00868926558148
141.843971631, 1.692e-07, -7.875337714e-19, -7.9459156309e-19, 0.00888228873502
138.408304498, 1.734e-07, -7.52814849815e-19, -7.59709517419e-19, 0.00907539980294
135.135135135, 1.776e-07, -7.2032058541e-19, -7.27059455877e-19, 0.00926866491091
132.01320132, 1.818e-07, -6.89864549469e-19, -6.96454492316e-19, 0.00946212985922
