# R=4.4e-05
# T=300
# R/L, L (in m), F (in N), F_pfa (in N), 1-F/F_PFA
330.578512397, 1.331e-07, -3.00215879724e-11, -3.00833622144e-11, 0.00205343543448
312.5, 1.408e-07, -2.581984929e-11, -2.58756896667e-11, 0.0021580246705
296.296296296, 1.485e-07, -2.23714645341e-11, -2.24221462842e-11, 0.00226034338935
281.690140845, 1.562e-07, -1.95137292529e-11, -1.9559903377e-11, 0.00236065195643
268.456375839, 1.639e-07, -1.71246147242e-11, -1.71668286462e-11, 0.0024590402117
256.41025641, 1.716e-07, -1.51113182758e-11, -1.51500334693e-11, 0.00255545267491
245.398773006, 1.793e-07, -1.34023642542e-11, -1.34379768869e-11, 0.00265014838419
235.294117647, 1.87e-07, -1.1942076247e-11, -1.19749257627e-11, 0.00274319159937
225.988700565, 1.947e-07, -1.06866272075e-11, -1.07170058468e-11, 0.0028346200167
217.391304348, 2.024e-07, -9.60118256732e-12, -9.62934583215e-12, 0.00292473292812
209.42408377, 2.101e-07, -8.65781587232e-12, -8.68398430739e-12, 0.0030134134452
202.02020202, 2.178e-07, -7.83395441221e-12, -7.85831700887e-12, 0.00310023082981
195.12195122, 2.255e-07, -7.11120324092e-12, -7.13393186021e-12, 0.00318598771761
188.679245283, 2.332e-07, -6.47448014673e-12, -6.49572580854e-12, 0.00327071407284
182.648401826, 2.409e-07, -5.91133667772e-12, -5.93122878913e-12, 0.00335379263143
176.991150442, 2.486e-07, -5.41142526093e-12, -5.43008156336e-12, 0.00343573152871
171.673819742, 2.563e-07, -4.96610378638e-12, -4.98362900671e-12, 0.00351655797495
166.666666667, 2.64e-07, -4.5681136757e-12, -4.58460081939e-12, 0.00359620048387
161.943319838, 2.717e-07, -4.21132646763e-12, -4.22685902061e-12, 0.00367472700137
157.480314961, 2.794e-07, -3.89054374712e-12, -3.90519686829e-12, 0.00375221062058
153.256704981, 2.871e-07, -3.60133547763e-12, -3.61517768143e-12, 0.00382891382461
149.253731343, 2.948e-07, -3.33991374491e-12, -3.35300485724e-12, 0.00390429268405
145.454545455, 3.025e-07, -3.10302187296e-12, -3.11541643229e-12, 0.00397845989207
141.843971631, 3.102e-07, -2.88784989715e-12, -2.89959907911e-12, 0.00405200223995
138.408304498, 3.179e-07, -2.69196741284e-12, -2.70311759617e-12, 0.00412493461138
135.135135135, 3.256e-07, -2.51326527113e-12, -2.52385680894e-12, 0.00419656843193
132.01320132, 3.333e-07, -2.34990272459e-12, -2.35997347433e-12, 0.00426731480286
129.032258065, 3.41e-07, -2.20027125318e-12, -2.2098562877e-12, 0.0043374017468
126.1829653, 3.487e-07, -2.06296272977e-12, -2.07209248416e-12, 0.00440605545746
123.456790123, 3.564e-07, -1.93673422227e-12, -1.94543983706e-12, 0.00447488255582
120.84592145, 3.641e-07, -1.82049585701e-12, -1.82880308556e-12, 0.00454244014204
118.343195266, 3.718e-07, -1.71328058343e-12, -1.72121402056e-12, 0.00460921015079
115.942028986, 3.795e-07, -1.6142312004e-12, -1.62181460017e-12, 0.00467587341443
113.636363636, 3.872e-07, -1.52259008409e-12, -1.5298425842e-12, 0.00474068390284
111.420612813, 3.949e-07, -1.43767723605e-12, -1.4446192749e-12, 0.00480544526195
109.289617486, 4.026e-07, -1.35888968927e-12, -1.36553901887e-12, 0.00486938088467
107.238605898, 4.103e-07, -1.28568659024e-12, -1.29206019158e-12, 0.00493289815597
105.263157895, 4.18e-07, -1.21758436895e-12, -1.22369743451e-12, 0.00499556947867
103.359173127, 4.257e-07, -1.15414810754e-12, -1.16001494833e-12, 0.00505755619364
101.52284264, 4.334e-07, -1.0949856503e-12, -1.10062068722e-12, 0.0051198718943
