# R=1.6e-05
# T=300
# R/L, L (in m), E (in J), E_pfa (in J), 1-E/E_PFA
400, 4e-08, -6.07101025033e-18, -6.09444341303e-18, 0.00384500455801
373.831775701, 4.28e-08, -5.45547271311e-18, -5.47783491941e-18, 0.00408230745041
350.877192982, 4.56e-08, -4.93260627013e-18, -4.95398856677e-18, 0.00431617803576
330.578512397, 4.84e-08, -4.48418680266e-18, -4.50466881858e-18, 0.00454684167574
312.5, 5.12e-08, -4.09634175465e-18, -4.115993584e-18, 0.0047745043695
296.296296296, 5.4e-08, -3.75834491956e-18, -3.77722856564e-18, 0.00499933900046
281.690140845, 5.68e-08, -3.46178651841e-18, -3.47995725939e-18, 0.00522154142293
268.456375839, 5.96e-08, -3.19999043973e-18, -3.21749773239e-18, 0.00544127583269
256.41025641, 6.24e-08, -2.96759695635e-18, -2.98448522585e-18, 0.00565868758648
245.398773006, 6.52e-08, -2.76025908879e-18, -2.77656845972e-18, 0.00587393077917
235.294117647, 6.8e-08, -2.57441854145e-18, -2.59018534127e-18, 0.00608713190031
225.988700565, 7.08e-08, -2.40713777622e-18, -2.4223950502e-18, 0.00629842518171
217.391304348, 7.36e-08, -2.25597288191e-18, -2.27075075688e-18, 0.00650792471412
209.42408377, 7.64e-08, -2.11887599596e-18, -2.1332020405e-18, 0.0067157466901
202.02020202, 7.92e-08, -1.99411981288e-18, -2.00801928244e-18, 0.00692198012435
195.12195122, 8.2e-08, -1.8802383744e-18, -1.89373452421e-18, 0.00712673800629
188.679245283, 8.48e-08, -1.77598053642e-18, -1.78909478035e-18, 0.00733010015311
182.648401826, 8.76e-08, -1.68027274865e-18, -1.69302488086e-18, 0.00753215876938
176.991150442, 9.04e-08, -1.5921893337e-18, -1.60459766379e-18, 0.00773298527049
171.673819742, 9.32e-08, -1.51092835262e-18, -1.52300989407e-18, 0.0079326743022
166.666666667, 9.6e-08, -1.43579214209e-18, -1.44756267187e-18, 0.0081312747318
161.943319838, 9.88e-08, -1.36617117153e-18, -1.37764539598e-18, 0.00832886640176
157.480314961, 1.016e-07, -1.30153092203e-18, -1.31272255604e-18, 0.00852551360022
153.256704981, 1.044e-07, -1.24140094522e-18, -1.25232279438e-18, 0.00872127314624
149.253731343, 1.072e-07, -1.18536574521e-18, -1.19602979825e-18, 0.00891621016173
145.454545455, 1.1e-07, -1.13305719777e-18, -1.14347468041e-18, 0.00911037456238
141.843971631, 1.128e-07, -1.08414812989e-18, -1.0943295712e-18, 0.00930381630129
138.408304498, 1.156e-07, -1.03834693081e-18, -1.04830220834e-18, 0.00949657212012
135.135135135, 1.184e-07, -9.95392914851e-19, -1.00513134842e-18, 0.00968871738725
132.01320132, 1.212e-07, -9.55052519532e-19, -9.64582858356e-19, 0.00988026973685
129.032258065, 1.24e-07, -9.17115857326e-19, -9.26446375598e-19, 0.0100712988019
126.1829653, 1.268e-07, -8.81393959694e-19, -8.90532441468e-19, 0.0102618179293
123.456790123, 1.296e-07, -8.47716218927e-19, -8.56670034334e-19, 0.0104518835123
120.84592145, 1.324e-07, -8.15928313689e-19, -8.24704437447e-19, 0.0106415381795
118.343195266, 1.352e-07, -7.8589037509e-19, -7.94495391891e-19, 0.0108307951047
115.942028986, 1.38e-07, -7.57475332542e-19, -7.65915490318e-19, 0.0110196984945
113.636363636, 1.408e-07, -7.30567550015e-19, -7.38848777851e-19, 0.0112082852194
111.420612813, 1.436e-07, -7.05061599577e-19, -7.131895273e-19, 0.0113965887213
109.289617486, 1.464e-07, -6.80861193042e-19, -6.88841167226e-19, 0.0115846360003
107.238605898, 1.492e-07, -6.57878231464e-19, -6.65715338308e-19, 0.0117724594769
105.263157895, 1.52e-07, -6.36031990411e-19, -6.43731063014e-19, 0.0119600762567
103.359173127, 1.548e-07, -6.15248360028e-19, -6.22814012282e-19, 0.0121475305718
101.52284264, 1.576e-07, -5.95459236523e-19, -6.02895855568e-19, 0.0123348319219
99.7506234414, 1.604e-07, -5.76601909043e-19, -5.83913685217e-19, 0.0125220154261
98.0392156863, 1.632e-07, -5.58618571993e-19, -5.65809504267e-19, 0.0127091047783
96.3855421687, 1.66e-07, -5.41455865173e-19, -5.48529770264e-19, 0.0128961188149
94.7867298578, 1.688e-07, -5.2506445951e-19, -5.32024988078e-19, 0.0130830858024
93.2400932401, 1.716e-07, -5.09398712326e-19, -5.16249345771e-19, 0.013270008961
91.7431192661, 1.744e-07, -4.94416304278e-19, -5.0116038835e-19, 0.0134569375976
90.2934537246, 1.772e-07, -4.80077994966e-19, -4.86718724953e-19, 0.0136438761168
