# R=1.6e-05
# T=300
# R/L, L (in m), F (in N), F_pfa (in N), 1-F/F_PFA
330.578512397, 4.84e-08, -1.48612957062e-10, -1.48921039378e-10, 0.00206876286517
312.5, 5.12e-08, -1.29053507423e-10, -1.29338239207e-10, 0.0022014509041
296.296296296, 5.4e-08, -1.12870402848e-10, -1.13134351206e-10, 0.00233305230043
281.690140845, 5.68e-08, -9.93522388182e-11, -9.95975887102e-11, 0.00246341196773
268.456375839, 5.96e-08, -8.79623870765e-11, -8.81910534936e-11, 0.00259285276696
256.41025641, 6.24e-08, -7.82905127575e-11, -7.85041399894e-11, 0.00272122249668
245.398773006, 6.52e-08, -7.00188591387e-11, -7.02188788304e-11, 0.00284851730808
235.294117647, 6.8e-08, -6.28985526153e-11, -6.3086220413e-11, 0.00297478270875
225.988700565, 7.08e-08, -5.67326427826e-11, -5.69090577869e-11, 0.00309994596923
217.391304348, 7.36e-08, -5.13637635063e-11, -5.15298979558e-11, 0.00322403994735
209.42408377, 7.64e-08, -4.66650684227e-11, -4.68217900774e-11, 0.0033471948518
202.02020202, 7.92e-08, -4.25334933812e-11, -4.26815687001e-11, 0.00346930357584
195.12195122, 8.2e-08, -3.8884653351e-11, -3.90247646177e-11, 0.00359031676445
188.679245283, 8.48e-08, -3.56489671995e-11, -3.57817317589e-11, 0.00371040061083
182.648401826, 8.76e-08, -3.27686999857e-11, -3.28946710144e-11, 0.00382952693676
176.991150442, 9.04e-08, -3.01956516377e-11, -3.03153226528e-11, 0.00394754218557
171.673819742, 9.32e-08, -2.78893395377e-11, -2.80031620922e-11, 0.00406463220629
166.666666667, 9.6e-08, -2.58155907616e-11, -2.59239781065e-11, 0.00418096884847
161.943319838, 9.88e-08, -2.3945427527e-11, -2.40487441302e-11, 0.00429613299674
157.480314961, 1.016e-07, -2.2254129562e-11, -2.23527160524e-11, 0.00441049267392
153.256704981, 1.044e-07, -2.07205428903e-11, -2.08147063059e-11, 0.00452388874479
149.253731343, 1.072e-07, -1.93264746851e-11, -1.94164962447e-11, 0.00463634419564
