# R=0.00014
# T=300
# R/L, L (in m), F (in N), F_pfa (in N), 1-F/F_PFA
330.578512397, 4.235e-07, -3.74156711495e-12, -3.7474054275e-12, 0.00155796127812
312.5, 4.48e-07, -3.17204982056e-12, -3.17718724168e-12, 0.0016169714676
296.296296296, 4.725e-07, -2.71120504846e-12, -2.71575044903e-12, 0.0016737180586
281.690140845, 4.97e-07, -2.33441227985e-12, -2.33845386984e-12, 0.00172831717613
268.456375839, 5.215e-07, -2.02344233464e-12, -2.02705241743e-12, 0.00178095186506
256.41025641, 5.46e-07, -1.76460361021e-12, -1.76784165514e-12, 0.00183163741688
245.398773006, 5.705e-07, -1.54747669581e-12, -1.55039295289e-12, 0.00188097931586
235.294117647, 5.95e-07, -1.3640392153e-12, -1.36667581787e-12, 0.00192920847217
225.988700565, 6.195e-07, -1.20804717739e-12, -1.2104389721e-12, 0.00197597298369
217.391304348, 6.44e-07, -1.07459066014e-12, -1.07676741287e-12, 0.00202156260226
209.42408377, 6.685e-07, -9.59773891069e-13, -9.61761100502e-13, 0.00206621938817
202.02020202, 6.93e-07, -8.6047959407e-13, -8.62298953625e-13, 0.00210989419334
195.12195122, 7.175e-07, -7.74193190393e-13, -7.75863498573e-13, 0.00215283768791
188.679245283, 7.42e-07, -6.98871738203e-13, -7.00409185797e-13, 0.00219507057474
182.648401826, 7.665e-07, -6.32843670003e-13, -6.34262514762e-13, 0.0022369992329
176.991150442, 7.91e-07, -5.7473351783e-13, -5.76045581574e-13, 0.00227770819772
171.673819742, 8.155e-07, -5.23400745308e-13, -5.24617047886e-13, 0.00231845797456
166.666666667, 8.4e-07, -4.77896134756e-13, -4.79026191749e-13, 0.00235907140814
161.943319838, 8.645e-07, -4.37425102009e-13, -4.38476870031e-13, 0.00239868529806
157.480314961, 8.89e-07, -4.01317986461e-13, -4.02299050415e-13, 0.00243864347525
153.256704981, 9.135e-07, -3.69009245248e-13, -3.69926173077e-13, 0.00247867789634
149.253731343, 9.38e-07, -3.40018661244e-13, -3.40877032863e-13, 0.00251812687939
145.454545455, 9.625e-07, -3.13936233854e-13, -3.14741192122e-13, 0.00255752436554
141.843971631, 9.87e-07, -2.90410895267e-13, -2.9116717001e-13, 0.00259739016133
138.408304498, 1.0115e-06, -2.69141072567e-13, -2.69852827309e-13, 0.00263756636967
135.135135135, 1.036e-06, -2.49866678515e-13, -2.50537499358e-13, 0.002677526695
132.01320132, 1.0605e-06, -2.32362369183e-13, -2.32995527534e-13, 0.00271746997915
129.032258065, 1.085e-06, -2.16432317998e-13, -2.1703091588e-13, 0.00275812263792
126.1829653, 1.1095e-06, -2.01906073598e-13, -2.02472898086e-13, 0.0027995079498
123.456790123, 1.134e-06, -1.88634854807e-13, -1.89172243992e-13, 0.00284074012851
120.84592145, 1.1585e-06, -1.76487960622e-13, -1.76998169688e-13, 0.00288256690142
118.343195266, 1.183e-06, -1.65350674539e-13, -1.65835743035e-13, 0.00292499365917
115.942028986, 1.2075e-06, -1.55121985285e-13, -1.55583696797e-13, 0.00296760856844
113.636363636, 1.232e-06, -1.45712499884e-13, -1.46152579059e-13, 0.00301109414533
111.420612813, 1.2565e-06, -1.37043154015e-13, -1.37463183389e-13, 0.00305557723404
109.289617486, 1.281e-06, -1.29043912391e-13, -1.2944521239e-13, 0.00310015327168
107.238605898, 1.3055e-06, -1.21652239491e-13, -1.22036136176e-13, 0.00314576236867
105.263157895, 1.33e-06, -1.14812566783e-13, -1.15180214498e-13, 0.00319193463412
103.359173127, 1.3545e-06, -1.08475178143e-13, -1.08827656674e-13, 0.00323886906467
101.52284264, 1.379e-06, -1.02595566043e-13, -1.02933897778e-13, 0.00328688355153
99.7506234414, 1.4035e-06, -9.71339423713e-14, -9.74589735067e-14, 0.00333505601059
98.0392156863, 1.428e-06, -9.20543514128e-14, -9.2366978726e-14, 0.00338462205242
96.3855421687, 1.4525e-06, -8.73245746123e-14, -8.76255974003e-14, 0.00343532936568
94.7867298578, 1.477e-06, -8.29156083158e-14, -8.32056935296e-14, 0.00348636254858
93.2400932401, 1.5015e-06, -7.88011248411e-14, -7.90809542493e-14, 0.00353851835569
91.7431192661, 1.526e-06, -7.49573736742e-14, -7.52275778889e-14, 0.00359182393286
90.2934537246, 1.5505e-06, -7.1362868011e-14, -7.16240006199e-14, 0.00364588136214
88.8888888889, 1.575e-06, -6.79980753575e-14, -6.82506564642e-14, 0.00370078647952
87.5273522976, 1.5995e-06, -6.48452377396e-14, -6.50897661544e-14, 0.00375678742201
86.2068965517, 1.624e-06, -6.18882345965e-14, -6.21251510093e-14, 0.00381353459687
84.9256900212, 1.6485e-06, -5.91123148975e-14, -5.93420685695e-14, 0.00387168289824
83.6820083682, 1.673e-06, -5.65040788938e-14, -5.67270671219e-14, 0.00393089647318
82.4742268041, 1.6975e-06, -5.40512816012e-14, -5.42678567925e-14, 0.00399085580453
81.3008130081, 1.722e-06, -5.17426800357e-14, -5.19531950586e-14, 0.00405201302244
80.1603206413, 1.7465e-06, -4.95680198389e-14, -4.97727849218e-14, 0.00411399690193
79.0513833992, 1.771e-06, -4.75178728613e-14, -4.7717184188e-14, 0.00417692975954
77.9727095517, 1.7955e-06, -4.55835740044e-14, -4.57777245136e-14, 0.00424115683443
76.9230769231, 1.82e-06, -4.37571903369e-14, -4.39464390529e-14, 0.00430634927733
75.9013282732, 1.8445e-06, -4.20314170209e-14, -4.22159977099e-14, 0.0043722924706
74.9063670412, 1.869e-06, -4.03994981918e-14, -4.05796490694e-14, 0.0044394390224
73.9371534196, 1.8935e-06, -3.88552374771e-14, -3.90311683014e-14, 0.00450744448609
72.9927007299, 1.918e-06, -3.73928887628e-14, -3.75648103135e-14, 0.00457666495021
72.0720720721, 1.9425e-06, -3.60071602195e-14, -3.61752675856e-14, 0.00464702481366
71.1743772242, 1.967e-06, -3.4693183935e-14, -3.48576321645e-14, 0.00471771085065
70.2987697715, 1.9915e-06, -3.34463916029e-14, -3.36073613643e-14, 0.00478971733552
69.4444444444, 2.016e-06, -3.22625901963e-14, -3.24202467719e-14, 0.00486290485878
68.6106346484, 2.0405e-06, -3.11378981753e-14, -3.12923862056e-14, 0.00493692073496
67.7966101695, 2.065e-06, -3.00686950493e-14, -3.02201583141e-14, 0.00501199441726
67.0016750419, 2.0895e-06, -2.90516485518e-14, -2.920019954e-14, 0.00508732784499
66.2251655629, 2.114e-06, -2.80836085565e-14, -2.82293832111e-14, 0.00516393339221
65.4664484452, 2.1385e-06, -2.71616769977e-14, -2.73048005226e-14, 0.00524169824062
64.7249190939, 2.163e-06, -2.62831718043e-14, -2.64237432466e-14, 0.00531989131705
64, 2.1875e-06, -2.54455512584e-14, -2.55836879754e-14, 0.00539940595021
63.2911392405, 2.212e-06, -2.46464912252e-14, -2.47822817558e-14, 0.00547933930991
62.5978090767, 2.2365e-06, -2.38837915771e-14, -2.40173289766e-14, 0.00556004373306
61.919504644, 2.261e-06, -2.3155394538e-14, -2.32867793884e-14, 0.00564203612104
61.2557427259, 2.2855e-06, -2.24594197492e-14, -2.2588717148e-14, 0.00572398148725
60.6060606061, 2.31e-06, -2.17940519805e-14, -2.19213507881e-14, 0.00580706950222
59.9700149925, 2.3345e-06, -2.11576205964e-14, -2.12830040288e-14, 0.00589124693975
59.3471810089, 2.359e-06, -2.05485789829e-14, -2.0672107349e-14, 0.00597560587669
58.7371512482, 2.3835e-06, -1.99654383454e-14, -2.00871902517e-14, 0.0060611715618
58.1395348837, 2.408e-06, -1.94068413401e-14, -1.95268741565e-14, 0.0061470574055
57.5539568345, 2.4325e-06, -1.8871500037e-14, -1.8989865865e-14, 0.00623310500298
56.9800569801, 2.457e-06, -1.83581768595e-14, -1.84749515472e-14, 0.00632070332876
56.4174894217, 2.4815e-06, -1.78657654585e-14, -1.79809912048e-14, 0.00640819769251
55.8659217877, 2.506e-06, -1.73931806794e-14, -1.75069135627e-14, 0.00649645540749
55.3250345781, 2.5305e-06, -1.69394106774e-14, -1.70517113622e-14, 0.00658588937961
54.7945205479, 2.555e-06, -1.65035330695e-14, -1.66144370129e-14, 0.00667515506649
54.2740841248, 2.5795e-06, -1.60846438255e-14, -1.61941985759e-14, 0.0067650615653
53.7634408602, 2.604e-06, -1.56819072393e-14, -1.57901560503e-14, 0.00685546175988
53.2623169108, 2.6285e-06, -1.52945336327e-14, -1.54015179376e-14, 0.00694634809808
52.7704485488, 2.653e-06, -1.49217790841e-14, -1.50275380597e-14, 0.00703767811095
52.2875816993, 2.6775e-06, -1.45629412037e-14, -1.46675126123e-14, 0.00712945755069
51.8134715026, 2.702e-06, -1.42173591679e-14, -1.43207774312e-14, 0.00722155370036
51.3478818999, 2.7265e-06, -1.38843989616e-14, -1.39867054572e-14, 0.00731455280016
