# R=1.8e-05
# T=300
# R/L, L (in m), F (in N), F_pfa (in N), 1-F/F_PFA
330.578512397, 5.445e-08, -1.24383286971e-10, -1.24644074658e-10, 0.00209225899635
312.5, 5.76e-08, -1.07918411522e-10, -1.08158846374e-10, 0.0022229790755
296.296296296, 6.075e-08, -9.43049591086e-11, -9.45273301768e-11, 0.00235245264843
281.690140845, 6.39e-08, -8.29408378306e-11, -8.31470943663e-11, 0.00248062229026
268.456375839, 6.705e-08, -7.33721475024e-11, -7.35639703689e-11, 0.00260756543682
256.41025641, 7.02e-08, -6.52519553797e-11, -6.54307960195e-11, 0.00273327929153
245.398773006, 7.335e-08, -5.83117370194e-11, -5.84788590299e-11, 0.00285781927496
235.294117647, 7.65e-08, -5.23412880572e-11, -5.24977851119e-11, 0.00298102204421
225.988700565, 7.965e-08, -4.71743002816e-11, -4.73211483465e-11, 0.00310322276728
217.391304348, 8.28e-08, -4.2677975977e-11, -4.28160261651e-11, 0.00322426438025
209.42408377, 8.595e-08, -3.87453170302e-11, -3.88753169041e-11, 0.00334402094261
202.02020202, 8.91e-08, -3.52893982751e-11, -3.54120200545e-11, 0.00346271631042
195.12195122, 9.225e-08, -3.22390898276e-11, -3.23549297701e-11, 0.00358028724944
188.679245283, 9.54e-08, -2.95357611976e-11, -2.9645358543e-11, 0.00369694787992
182.648401826, 9.855e-08, -2.71307883861e-11, -2.72346204393e-11, 0.00381250230464
176.991150442, 1.017e-07, -2.49835881526e-11, -2.50820803136e-11, 0.00392679394044
171.673819742, 1.0485e-07, -2.30600828609e-11, -2.31536290382e-11, 0.00404023823445
166.666666667, 1.08e-07, -2.13315279811e-11, -2.14204822531e-11, 0.0041527670104
161.943319838, 1.1115e-07, -1.9773549068e-11, -1.98582270548e-11, 0.00426412622621
157.480314961, 1.143e-07, -1.83653615487e-11, -1.84460601519e-11, 0.00437484224399
153.256704981, 1.1745e-07, -1.70891953466e-11, -1.7166175094e-11, 0.00448438554528
149.253731343, 1.206e-07, -1.59297681825e-11, -1.60032663384e-11, 0.00459269716103
145.454545455, 1.2375e-07, -1.48738772154e-11, -1.49441255711e-11, 0.00470073376228
