# R=1.8e-05
# T=300
# R/L, L (in m), E (in J), E_pfa (in J), 1-E/E_PFA
400, 4.5e-08, -5.6702202911e-18, -5.69184991377e-18, 0.00380010418223
373.831775701, 4.815e-08, -5.08930565618e-18, -5.10990886727e-18, 0.00403201145621
350.877192982, 5.13e-08, -4.59631120546e-18, -4.61597782272e-18, 0.00426055280574
330.578512397, 5.445e-08, -4.17389471385e-18, -4.19270292504e-18, 0.00448593938821
312.5, 5.76e-08, -3.80886346546e-18, -3.82688204565e-18, 0.00470842319611
296.296296296, 6.075e-08, -3.49102333176e-18, -3.508312988e-18, 0.00492819663015
281.690140845, 6.39e-08, -3.21238643369e-18, -3.22900113191e-18, 0.00514546063593
268.456375839, 6.705e-08, -2.96661512673e-18, -2.98260302033e-18, 0.00536038268972
256.41025641, 7.02e-08, -2.74862407923e-18, -2.76402838321e-18, 0.0055731352374
245.398773006, 7.335e-08, -2.55429111427e-18, -2.56915072495e-18, 0.00578386099891
235.294117647, 7.65e-08, -2.38024358096e-18, -2.39459368741e-18, 0.00599271038062
225.988700565, 7.965e-08, -2.22369865098e-18, -2.23757118128e-18, 0.00619981630783
217.391304348, 8.28e-08, -2.08234227746e-18, -2.09576625824e-18, 0.00640528528647
209.42408377, 8.595e-08, -1.95423631581e-18, -1.96723828071e-18, 0.00660924760647
202.02020202, 8.91e-08, -1.83774679743e-18, -1.85035102746e-18, 0.00681180480746
195.12195122, 9.225e-08, -1.73148768566e-18, -1.74371647254e-18, 0.00701305921762
188.679245283, 9.54e-08, -1.63427657542e-18, -1.64615042276e-18, 0.00721309983274
182.648401826, 9.855e-08, -1.54509941567e-18, -1.556637219e-18, 0.00741200530535
176.991150442, 1.017e-07, -1.46308218943e-18, -1.47430143315e-18, 0.00760987100351
171.673819742, 1.0485e-07, -1.38746812653e-18, -1.39838500515e-18, 0.00780677608777
166.666666667, 1.08e-07, -1.31759913014e-18, -1.32822865289e-18, 0.00800278079411
161.943319838, 1.1115e-07, -1.25290052856e-18, -1.26325665664e-18, 0.00819796042331
157.480314961, 1.143e-07, -1.19286859875e-18, -1.20296433404e-18, 0.00839238122562
153.256704981, 1.1745e-07, -1.13706021997e-18, -1.14690766891e-18, 0.0085860869242
149.253731343, 1.206e-07, -1.08508416903e-18, -1.09469467907e-18, 0.00877916940846
145.454545455, 1.2375e-07, -1.03659403042e-18, -1.04597819628e-18, 0.00897166489603
141.843971631, 1.269e-07, -9.9128206351e-19, -1.00044979736e-18, 0.00916361207868
138.408304498, 1.3005e-07, -9.48874054937e-19, -9.578346806e-19, 0.00935508584599
135.135135135, 1.332e-07, -9.09125068187e-19, -9.17887321765e-19, 0.00954611025857
132.01320132, 1.3635e-07, -8.71815665681e-19, -8.80387776009e-19, 0.00973674392324
129.032258065, 1.395e-07, -8.36748792113e-19, -8.45138517643e-19, 0.00992704196459
126.1829653, 1.4265e-07, -8.03747098093e-19, -8.11961729696e-19, 0.0101170182068
123.456790123, 1.458e-07, -7.72650538466e-19, -7.80696970368e-19, 0.0103067287393
120.84592145, 1.4895e-07, -7.43314419098e-19, -7.51199159172e-19, 0.0104962046051
118.343195266, 1.521e-07, -7.15607626378e-19, -7.23336830479e-19, 0.0106854839618
115.942028986, 1.5525e-07, -6.89411122195e-19, -6.96990617689e-19, 0.0108746018988
113.636363636, 1.584e-07, -6.64616623954e-19, -6.72051930495e-19, 0.01106358929
111.420612813, 1.6155e-07, -6.41125443776e-19, -6.48421799956e-19, 0.0112524843861
109.289617486, 1.647e-07, -6.18847492072e-19, -6.26009866378e-19, 0.0114413121747
107.238605898, 1.6785e-07, -5.97700375376e-19, -6.04733489211e-19, 0.0116301047655
105.263157895, 1.71e-07, -5.7760862605e-19, -5.8451696408e-19, 0.0118188837191
103.359173127, 1.7415e-07, -5.58502995488e-19, -5.65290831049e-19, 0.0120076873503
101.52284264, 1.773e-07, -5.40319867089e-19, -5.46991262626e-19, 0.0121965303513
99.7506234414, 1.8045e-07, -5.2300069093e-19, -5.29559521027e-19, 0.0123854445757
98.0392156863, 1.836e-07, -5.0649152434e-19, -5.12941475847e-19, 0.0125744394049
96.3855421687, 1.8675e-07, -4.90742570366e-19, -4.97087174518e-19, 0.0127635643747
94.7867298578, 1.899e-07, -4.75707835411e-19, -4.81950459045e-19, 0.0129528326333
93.2400932401, 1.9305e-07, -4.613447635e-19, -4.67488623354e-19, 0.0131422660303
91.7431192661, 1.962e-07, -4.47613946394e-19, -4.53662106399e-19, 0.0133318606944
90.2934537246, 1.9935e-07, -4.34478808912e-19, -4.40434216805e-19, 0.0135216739898
88.8888888889, 2.025e-07, -4.2190541345e-19, -4.27770885368e-19, 0.0137117137197
87.5273522976, 2.0565e-07, -4.09862218668e-19, -4.15640442236e-19, 0.0139019762756
86.2068965517, 2.088e-07, -3.98319848069e-19, -4.0401341605e-19, 0.0140925220675
84.9256900212, 2.1195e-07, -3.87250971465e-19, -3.92862352174e-19, 0.0142833251334
83.6820083682, 2.151e-07, -3.7663007139e-19, -3.82161648971e-19, 0.0144744445082
82.4742268041, 2.1825e-07, -3.66433360163e-19, -3.71887408813e-19, 0.0146658599382
81.3008130081, 2.214e-07, -3.56638588471e-19, -3.6201730332e-19, 0.0148576181287
80.1603206413, 2.2455e-07, -3.47224963711e-19, -3.52530450523e-19, 0.0150497263541
79.0513833992, 2.277e-07, -3.3817302953e-19, -3.43407303799e-19, 0.0152421751391
77.9727095517, 2.3085e-07, -3.29464535538e-19, -3.34629550125e-19, 0.015435022354
76.9230769231, 2.34e-07, -3.21082398965e-19, -3.26180017268e-19, 0.0156282360451
75.9013282732, 2.3715e-07, -3.13010565754e-19, -3.18042589603e-19, 0.0158218553541
74.9063670412, 2.403e-07, -3.05233960609e-19, -3.10202130621e-19, 0.0160159119533
73.9371534196, 2.4345e-07, -2.97738429487e-19, -3.0264441195e-19, 0.0162103850893
72.9927007299, 2.466e-07, -2.90510638489e-19, -2.95356048956e-19, 0.0164053198965
72.0720720721, 2.4975e-07, -2.83538056522e-19, -2.88324440763e-19, 0.0166006885468
71.1743772242, 2.529e-07, -2.76808854596e-19, -2.81537716079e-19, 0.0167965470106
70.2987697715, 2.5605e-07, -2.70311904024e-19, -2.74984682524e-19, 0.0169928683199
69.4444444444, 2.592e-07, -2.64036690073e-19, -2.68654780773e-19, 0.0171896836773
68.6106346484, 2.6235e-07, -2.57973286846e-19, -2.62538041834e-19, 0.0173870230626
67.7966101695, 2.655e-07, -2.52112333876e-19, -2.56625047582e-19, 0.0175848528783
67.0016750419, 2.6865e-07, -2.46444960599e-19, -2.50906894933e-19, 0.0177832272608
66.2251655629, 2.718e-07, -2.40962794789e-19, -2.45375161938e-19, 0.0179821262842
65.4664484452, 2.7495e-07, -2.35657903524e-19, -2.40021877031e-19, 0.0181815656189
64.7249190939, 2.781e-07, -2.30522769213e-19, -2.34839490474e-19, 0.0183815816137
64, 2.8125e-07, -2.25550283849e-19, -2.29820847494e-19, 0.0185821420997
63.2911392405, 2.844e-07, -2.2073369504e-19, -2.24959164046e-19, 0.0187832712838
62.5978090767, 2.8755e-07, -2.16066592363e-19, -2.20248003597e-19, 0.0189850131041
61.919504644, 2.907e-07, -2.11542911058e-19, -2.156812563e-19, 0.0191873198119
61.2557427259, 2.9385e-07, -2.07156872501e-19, -2.11253118897e-19, 0.0193902292049
60.6060606061, 2.97e-07, -2.02902986544e-19, -2.06958076784e-19, 0.0195937762018
59.9700149925, 3.0015e-07, -1.98776050454e-19, -2.02790886589e-19, 0.0197979120381
59.3471810089, 3.033e-07, -1.9477109769e-19, -1.9874656045e-19, 0.0200026745186
58.7371512482, 3.0645e-07, -1.90883403509e-19, -1.94820351312e-19, 0.0202080931278
58.1395348837, 3.096e-07, -1.87108483992e-19, -1.91007738838e-19, 0.0204141197079
57.5539568345, 3.1275e-07, -1.83442048773e-19, -1.87304416658e-19, 0.0206208051777
56.9800569801, 3.159e-07, -1.79880019102e-19, -1.83706280419e-19, 0.0208281464707
56.4174894217, 3.1905e-07, -1.76418501826e-19, -1.80209416277e-19, 0.0210361618712
55.8659217877, 3.222e-07, -1.73053789463e-19, -1.76810090501e-19, 0.0212448340898
55.3250345781, 3.2535e-07, -1.69782339169e-19, -1.73504739693e-19, 0.0214541719751
54.7945205479, 3.285e-07, -1.66600766595e-19, -1.70289961342e-19, 0.0216641939291
54.2740841248, 3.3165e-07, -1.63505838481e-19, -1.67162505281e-19, 0.0218749222159
53.7634408602, 3.348e-07, -1.60494474535e-19, -1.64119265667e-19, 0.0220863231226
53.2623169108, 3.3795e-07, -1.57563719701e-19, -1.6115727315e-19, 0.0222984254947
52.7704485488, 3.411e-07, -1.5471075211e-19, -1.58273687841e-19, 0.0225112321574
52.2875816993, 3.4425e-07, -1.51932868206e-19, -1.55465792687e-19, 0.0227247706376
51.8134715026, 3.474e-07, -1.49227490295e-19, -1.52730986949e-19, 0.0229390035647
51.3478818999, 3.5055e-07, -1.46592140435e-19, -1.50066780379e-19, 0.0231539580947
50.8905852417, 3.537e-07, -1.44024449916e-19, -1.47470787728e-19, 0.0233696304501
50.4413619168, 3.5685e-07, -1.41522145108e-19, -1.44940723277e-19, 0.0235860432611
50, 3.6e-07, -1.39083047791e-19, -1.42474396032e-19, 0.0238032119139
