# L (m), R (m), T (K), F_Drude (N), F_Plasma (N), F_PFA_Drude (N), F_PFA_Plasma (N), F_Drude/F_PFA_Drude, F_Plasma/F_PFA_Plasma, F_Plasma_xi0 (N), F_Plasma_xi0/F_PFA_Plasma_xi0
1.15e-07, 5e-05, 295, -5.03558192145e-11, -5.15533413641e-11, -5.04360812138e-11, -5.16540250373e-11, 0.998408639265, 0.998050806824, -1.19752214966e-12, 0.983232663562
1.2e-07, 5e-05, 295, -4.49872537365e-11, -4.61118784225e-11, -4.5061792914e-11, -4.62061029853e-11, 0.998345845279, 0.997960776678, -1.12462468602e-12, 0.982797158019
1.25e-07, 5e-05, 295, -4.03626453412e-11, -4.14208283338e-11, -4.04320298352e-11, -4.15092092692e-11, 0.998283922565, 0.997870811393, -1.05818299257e-12, 0.982364645279
1.3e-07, 5e-05, 295, -3.63562346544e-11, -3.73536893873e-11, -3.64209606676e-11, -3.74367659198e-11, 0.998222836193, 0.997780883834, -9.97454732883e-13, 0.981935002486
1.35e-07, 5e-05, 295, -3.28671444454e-11, -3.38089461003e-11, -3.29276472407e-11, -3.38871926972e-11, 0.998162553343, 0.997690968455, -9.41801654919e-13, 0.981508117754
1.4e-07, 5e-05, 295, -2.98137810454e-11, -3.07044535337e-11, -2.9870443976e-11, -3.0778289369e-11, 0.998103043579, 0.997601041616, -8.90672488254e-13, 0.981083888356
1.45e-07, 5e-05, 295, -2.71296386178e-11, -2.79732276645e-11, -2.71828004049e-11, -2.80430242714e-11, 0.998044285862, 0.997511088455, -8.43589046697e-13, 0.980662220086
1.5e-07, 5e-05, 295, -2.47601207711e-11, -2.55602556345e-11, -2.4810081565e-11, -2.56263432901e-11, 0.997986270468, 0.997421104728, -8.00134863414e-13, 0.980243026089
1.55e-07, 5e-05, 295, -2.26601077316e-11, -2.34200535741e-11, -2.27071355345e-11, -2.34827280049e-11, 0.997928941641, 0.997331041321, -7.59945842491e-13, 0.979826225172
1.6e-07, 5e-05, 295, -2.07920818531e-11, -2.15147843822e-11, -2.08364153656e-11, -2.15743098562e-11, 0.997872306168, 0.997240909472, -7.22702529091e-13, 0.979411742871
1.65e-07, 5e-05, 295, -1.91246634107e-11, -1.98127870911e-11, -1.91665165876e-11, -1.98694011897e-11, 0.997816338889, 0.997150689239, -6.88123680331e-13, 0.978999509062
1.7e-07, 5e-05, 295, -1.7631464029e-11, -1.8287424925e-11, -1.76710291693e-11, -1.83413418221e-11, 0.997761016641, 0.997060362449, -6.55960895941e-13, 0.978589458451
1.75e-07, 5e-05, 295, -1.62901793712e-11, -1.69161734817e-11, -1.63276295415e-11, -1.69675865346e-11, 0.997706331456, 0.99696992541, -6.25994110554e-13, 0.978181529868
1.8e-07, 5e-05, 295, -1.50818656701e-11, -1.56798934635e-11, -1.51173574118e-11, -1.57289780672e-11, 0.997652252256, 0.99687935201, -5.98027793381e-13, 0.977775665526
1.85e-07, 5e-05, 295, -1.39903612201e-11, -1.45622489519e-11, -1.40240359346e-11, -1.46091640556e-11, 0.997598785781, 0.996788652415, -5.71887731811e-13, 0.977371811867
1.9e-07, 5e-05, 295, -1.30018174776e-11, -1.35492357731e-11, -1.30338039083e-11, -1.35941264792e-11, 0.997545886759, 0.996697786638, -5.47418295546e-13, 0.976969916924
1.95e-07, 5e-05, 295, -1.21043210227e-11, -1.26288011279e-11, -1.21347361304e-11, -1.26717996705e-11, 0.997493550143, 0.996606753286, -5.24480105181e-13, 0.976569932594
2e-07, 5e-05, 295, -1.12875834724e-11, -1.17905315065e-11, -1.13165335726e-11, -1.18317584818e-11, 0.997441787277, 0.99651556653, -5.02948034125e-13, 0.976171813763
2.05e-07, 5e-05, 295, -1.05426868744e-11, -1.10253963659e-11, -1.05702692025e-11, -1.10649623807e-11, 0.997390574677, 0.996424207028, -4.82709491537e-13, 0.975775516784
2.1e-07, 5e-05, 295, -9.86187456577e-12, -1.03255375088e-11, -9.88817840977e-12, -1.0363544388e-11, 0.997339869599, 0.996332637004, -4.63662943015e-13, 0.975380999622
2.15e-07, 5e-05, 295, -9.23837840211e-12, -9.68409503409e-12, -9.26348538804e-12, -9.72063617333e-12, 0.997289682568, 0.99624086957, -4.45716631974e-13, 0.974988223401
2.2e-07, 5e-05, 295, -8.66627364636e-12, -9.09506111566e-12, -8.69025865298e-12, -9.13022245629e-12, 0.997240012344, 0.99614890647, -4.28787469296e-13, 0.974597151105
2.25e-07, 5e-05, 295, -8.14035822953e-12, -8.55315829714e-12, -8.16329028956e-12, -8.5870192828e-12, 0.997190831244, 0.996056724162, -4.12800067609e-13, 0.974207746454
2.3e-07, 5e-05, 295, -7.65605189179e-12, -8.05373779176e-12, -7.67799461543e-12, -8.08637184127e-12, 0.997142128286, 0.995964315005, -3.97685899967e-13, 0.973819975268
2.35e-07, 5e-05, 295, -7.20931085874e-12, -7.59269342225e-12, -7.23032280697e-12, -7.62416834766e-12, 0.997093912845, 0.995871690659, -3.83382563518e-13, 0.973433805671
2.4e-07, 5e-05, 295, -6.79655528898e-12, -7.16638842188e-12, -6.81669070371e-12, -7.19676720006e-12, 0.997046159845, 0.995778829947, -3.69833132903e-13, 0.973049205742
